Orders.State,Orders.Category,Orders.Sub-Category,Orders.Segment,Orders.Order Date.Variation.Date Hierarchy.Quarter,Sum(Orders.Profit),Sum(Orders.Discount),Sum(Orders.Quantity),Sum(Orders.Sales)
Colorado,Furniture,Chairs,Corporate,Qtr 3,103.99139999999986,0.6000000000000001,8,1865.1280000000002
Florida,Furniture,Chairs,Corporate,Qtr 3,,,,
Georgia,Furniture,Chairs,Corporate,Qtr 3,,,,
Illinois,Furniture,Chairs,Corporate,Qtr 3,-14.478399999999993,0.3,2,253.37199999999996
Indiana,Furniture,Chairs,Corporate,Qtr 3,,,,
Kentucky,Furniture,Chairs,Corporate,Qtr 3,39.4268,0,1,140.81
Michigan,Furniture,Chairs,Corporate,Qtr 3,,,,
New Jersey,Furniture,Chairs,Corporate,Qtr 3,357.3638,0,7,1367.9
New York,Furniture,Chairs,Corporate,Qtr 3,617.8323999999999,0.6,20,3457.6110000000003
North Carolina,Furniture,Chairs,Corporate,Qtr 3,-11.069100000000006,0.2,1,98.392
Ohio,Furniture,Chairs,Corporate,Qtr 3,-42.74699999999996,0.3,3,598.458
Pennsylvania,Furniture,Chairs,Corporate,Qtr 3,-48.47040000000002,0.3,2,141.37199999999999
Tennessee,Furniture,Chairs,Corporate,Qtr 3,,,,
Texas,Furniture,Chairs,Corporate,Qtr 3,-326.80689999999987,2.1,34,3407.158999999999
Virginia,Furniture,Chairs,Corporate,Qtr 3,452.21439999999984,0,17,1559.36
Washington,Furniture,Chairs,Corporate,Qtr 3,13.687799999999882,0.8,15,1450.1600000000003
Wisconsin,Furniture,Chairs,Corporate,Qtr 3,147.3444,0,6,605.52
Arizona,Furniture,Chairs,Corporate,Qtr 4,-42.480400000000216,0.6000000000000001,10,1830.9440000000002
California,Furniture,Chairs,Corporate,Qtr 4,364.2466999999996,3.800000000000001,72,9395.952000000001
Colorado,Furniture,Chairs,Corporate,Qtr 4,72.62820000000008,0.8,17,1840.1520000000003
Florida,Furniture,Chairs,Corporate,Qtr 4,5.039699999999915,1,20,1956.656
Georgia,Furniture,Chairs,Corporate,Qtr 4,96.19769999999997,0,6,575.6099999999999
Illinois,Furniture,Chairs,Corporate,Qtr 4,-17.37440000000009,0.8999999999999999,12,1006.8519999999999
Indiana,Furniture,Chairs,Corporate,Qtr 4,,,,
Kentucky,Furniture,Chairs,Corporate,Qtr 4,461.2464,0,6,1677.88
Michigan,Furniture,Chairs,Corporate,Qtr 4,468.9260999999999,0,16,2473.77
New Jersey,Furniture,Chairs,Corporate,Qtr 4,52.61059999999999,0,5,458.91999999999996
New York,Furniture,Chairs,Corporate,Qtr 4,718.8466,0.7,29,4529.736000000001
North Carolina,Furniture,Chairs,Corporate,Qtr 4,25.87499999999997,0.2,3,207
Ohio,Furniture,Chairs,Corporate,Qtr 4,-172.44660000000005,0.6,8,1069.4879999999998
Pennsylvania,Furniture,Chairs,Corporate,Qtr 4,-146.08679999999998,1.5,38,1644.741
Tennessee,Furniture,Chairs,Corporate,Qtr 4,10.960199999999993,0.2,2,97.424
Texas,Furniture,Chairs,Corporate,Qtr 4,-140.82860000000005,1.2,12,1453.172
Virginia,Furniture,Chairs,Corporate,Qtr 4,,,,
Washington,Furniture,Chairs,Corporate,Qtr 4,26.874400000000023,0.4,7,758.288
Wisconsin,Furniture,Chairs,Corporate,Qtr 4,628.7753999999999,0,11,2344.7799999999997
Arizona,Furniture,Chairs,Home Office,Qtr 1,,,,
California,Furniture,Chairs,Home Office,Qtr 1,178.5869999999999,0.6000000000000001,8,1928.1440000000002
Colorado,Furniture,Chairs,Home Office,Qtr 1,,,,
Florida,Furniture,Chairs,Home Office,Qtr 1,131.27849999999995,0.2,5,1166.92
Georgia,Furniture,Chairs,Home Office,Qtr 1,,,,
Illinois,Furniture,Chairs,Home Office,Qtr 1,-320.88160000000005,1.2,17,1934.7439999999997
Indiana,Furniture,Chairs,Home Office,Qtr 1,,,,
Kentucky,Furniture,Chairs,Home Office,Qtr 1,746.4077999999997,0,9,2573.82
Michigan,Furniture,Chairs,Home Office,Qtr 1,,,,
New Jersey,Furniture,Chairs,Home Office,Qtr 1,,,,
New York,Furniture,Chairs,Home Office,Qtr 1,,,,
North Carolina,Furniture,Chairs,Home Office,Qtr 1,,,,
Ohio,Furniture,Chairs,Home Office,Qtr 1,-12.84900000000016,0.3,5,899.43
Pennsylvania,Furniture,Chairs,Home Office,Qtr 1,,,,
Tennessee,Furniture,Chairs,Home Office,Qtr 1,,,,
Texas,Furniture,Chairs,Home Office,Qtr 1,-9.092999999999996,0.3,7,127.30199999999999
Virginia,Furniture,Chairs,Home Office,Qtr 1,284.98,0,4,1139.92
Washington,Furniture,Chairs,Home Office,Qtr 1,-6.928200000000004,0.2,1,61.584
Wisconsin,Furniture,Chairs,Home Office,Qtr 1,,,,
Arizona,Furniture,Chairs,Home Office,Qtr 2,51.896199999999965,0.4,8,472.76000000000005
California,Furniture,Chairs,Home Office,Qtr 2,94.11600000000001,0.6000000000000001,25,2686.7200000000003
Colorado,Furniture,Chairs,Home Office,Qtr 2,149.1479999999999,0.2,6,1325.76
Florida,Furniture,Chairs,Home Office,Qtr 2,,,,
Georgia,Furniture,Chairs,Home Office,Qtr 2,,,,
Illinois,Furniture,Chairs,Home Office,Qtr 2,-281.4111000000001,0.8999999999999999,15,1252.475
Indiana,Furniture,Chairs,Home Office,Qtr 2,,,,
Kentucky,Furniture,Chairs,Home Office,Qtr 2,,,,
Michigan,Furniture,Chairs,Home Office,Qtr 2,146.38799999999998,0,2,487.96
New Jersey,Furniture,Chairs,Home Office,Qtr 2,,,,
New York,Furniture,Chairs,Home Office,Qtr 2,94.72319999999999,0.2,6,626.292
North Carolina,Furniture,Chairs,Home Office,Qtr 2,,,,
Ohio,Furniture,Chairs,Home Office,Qtr 2,-24.11759999999998,0.6,4,562.7439999999999
Pennsylvania,Furniture,Chairs,Home Office,Qtr 2,-124.431,0.3,5,458.42999999999995
Tennessee,Furniture,Chairs,Home Office,Qtr 2,,,,
Texas,Furniture,Chairs,Home Office,Qtr 2,-119.23120000000003,0.3,2,379.372
Virginia,Furniture,Chairs,Home Office,Qtr 2,,,,
Washington,Furniture,Chairs,Home Office,Qtr 2,-25.474400000000017,0.2,4,291.136
Wisconsin,Furniture,Chairs,Home Office,Qtr 2,,,,
Arizona,Furniture,Chairs,Home Office,Qtr 3,-25.913599999999988,0.2,4,259.136
California,Furniture,Chairs,Home Office,Qtr 3,410.2579999999997,1.4,23,4434.200000000001
Colorado,Furniture,Chairs,Home Office,Qtr 3,5.1960000000000015,0.2,4,83.13600000000001
Florida,Furniture,Chairs,Home Office,Qtr 3,-57.631200000000035,0.2,4,419.13599999999997
Georgia,Furniture,Chairs,Home Office,Qtr 3,218.6642,0,6,845.6999999999999
Illinois,Furniture,Chairs,Home Office,Qtr 3,-50.09800000000001,0.3,2,701.372
Indiana,Furniture,Chairs,Home Office,Qtr 3,,,,
Kentucky,Furniture,Chairs,Home Office,Qtr 3,,,,
Michigan,Furniture,Chairs,Home Office,Qtr 3,,,,
New Jersey,Furniture,Chairs,Home Office,Qtr 3,,,,
New York,Furniture,Chairs,Home Office,Qtr 3,65.22839999999988,0.6,14,1452.267
North Carolina,Furniture,Chairs,Home Office,Qtr 3,,,,
Ohio,Furniture,Chairs,Home Office,Qtr 3,-15.466600000000003,0.3,1,63.686
Pennsylvania,Furniture,Chairs,Home Office,Qtr 3,,,,
Tennessee,Furniture,Chairs,Home Office,Qtr 3,,,,
Texas,Furniture,Chairs,Home Office,Qtr 3,-244.0165999999999,1.5,20,2226.868
Virginia,Furniture,Chairs,Home Office,Qtr 3,,,,
Washington,Furniture,Chairs,Home Office,Qtr 3,7.265499999999964,0.4,5,329.86400000000003
Wisconsin,Furniture,Chairs,Home Office,Qtr 3,,,,
Arizona,Furniture,Chairs,Home Office,Qtr 4,115.26219999999988,0.4,5,956.2640000000001
California,Furniture,Chairs,Home Office,Qtr 4,283.3092,1.4,30,4732.848000000001
Colorado,Furniture,Chairs,Home Office,Qtr 4,,,,
Florida,Furniture,Chairs,Home Office,Qtr 4,42.746999999999986,0.2,3,683.9520000000001
Georgia,Furniture,Chairs,Home Office,Qtr 4,,,,
Illinois,Furniture,Chairs,Home Office,Qtr 4,-18.185999999999993,0.3,14,254.60399999999998
Indiana,Furniture,Chairs,Home Office,Qtr 4,240.29399999999995,0,3,828.5999999999999
Kentucky,Furniture,Chairs,Home Office,Qtr 4,9.163799999999998,0,1,33.94
Michigan,Furniture,Chairs,Home Office,Qtr 4,,,,
New Jersey,Furniture,Chairs,Home Office,Qtr 4,,,,
New York,Furniture,Chairs,Home Office,Qtr 4,1016.5267999999996,0.5,33,4836.582
North Carolina,Furniture,Chairs,Home Office,Qtr 4,,,,
Ohio,Furniture,Chairs,Home Office,Qtr 4,-35.5136,0.3,2,155.37199999999999
Pennsylvania,Furniture,Chairs,Home Office,Qtr 4,-106.90540000000001,0.6,11,814.5269999999999
Tennessee,Furniture,Chairs,Home Office,Qtr 4,,,,
Texas,Furniture,Chairs,Home Office,Qtr 4,-132.32460000000006,1.2,15,1342.782
Virginia,Furniture,Chairs,Home Office,Qtr 4,,,,
Washington,Furniture,Chairs,Home Office,Qtr 4,52.19019999999988,0.4,7,2453.4880000000003
Wisconsin,Furniture,Chairs,Home Office,Qtr 4,,,,
Arizona,Furniture,Furnishings,Consumer,Qtr 1,3.9512,0.2,2,14.368000000000002
California,Furniture,Furnishings,Consumer,Qtr 1,656.5890999999999,0,62,2122.54
Colorado,Furniture,Furnishings,Consumer,Qtr 1,,,,
Florida,Furniture,Furnishings,Consumer,Qtr 1,5.4050999999999805,0.6000000000000001,9,173.30399999999997
Georgia,Furniture,Furnishings,Consumer,Qtr 1,24.4608,0,4,62.72
Illinois,Furniture,Furnishings,Consumer,Qtr 1,-200.3625,1.7999999999999998,8,171.444
Indiana,Furniture,Furnishings,Consumer,Qtr 1,1.3677,0,1,2.91
Kentucky,Furniture,Furnishings,Consumer,Qtr 1,34.98879999999997,0,4,318.08
Michigan,Furniture,Furnishings,Consumer,Qtr 1,34.88430000000001,0,6,287.67
New Jersey,Furniture,Furnishings,Consumer,Qtr 1,,,,
New York,Furniture,Furnishings,Consumer,Qtr 1,221.56909999999996,0,28,709.11
North Carolina,Furniture,Furnishings,Consumer,Qtr 1,35.859200000000016,0.4,16,330.04800000000006
Ohio,Furniture,Furnishings,Consumer,Qtr 1,21.135699999999986,1,22,277.928
Pennsylvania,Furniture,Furnishings,Consumer,Qtr 1,36.492799999999995,0.6000000000000001,10,174.08000000000004
Tennessee,Furniture,Furnishings,Consumer,Qtr 1,6.590399999999999,0.2,3,32.952000000000005
Texas,Furniture,Furnishings,Consumer,Qtr 1,-349.1606,4.8,29,432.6360000000001
Virginia,Furniture,Furnishings,Consumer,Qtr 1,7.1022,0,7,18.689999999999998
Washington,Furniture,Furnishings,Consumer,Qtr 1,29.2095,0,6,132.38
Wisconsin,Furniture,Furnishings,Consumer,Qtr 1,82.0776,0,6,373.08
Arizona,Furniture,Furnishings,Consumer,Qtr 2,-24.438800000000036,0.6000000000000001,12,409.232
California,Furniture,Furnishings,Consumer,Qtr 2,255.16760000000005,0,60,968.57
Colorado,Furniture,Furnishings,Consumer,Qtr 2,-9.964200000000012,0.4,6,278.016
Florida,Furniture,Furnishings,Consumer,Qtr 2,25.485599999999998,0.6000000000000001,7,138.976
Georgia,Furniture,Furnishings,Consumer,Qtr 2,,,,
Illinois,Furniture,Furnishings,Consumer,Qtr 2,-531.3717999999999,7.199999999999998,41,665.4680000000001
Indiana,Furniture,Furnishings,Consumer,Qtr 2,59.21179999999996,0,14,609.97
Kentucky,Furniture,Furnishings,Consumer,Qtr 2,35.67959999999998,0,3,209.88
Michigan,Furniture,Furnishings,Consumer,Qtr 2,2.3521,0,1,5.47
New Jersey,Furniture,Furnishings,Consumer,Qtr 2,15.426000000000002,0,5,42.85
New York,Furniture,Furnishings,Consumer,Qtr 2,211.98659999999998,0,42,700.6200000000001
North Carolina,Furniture,Furnishings,Consumer,Qtr 2,20.39199999999999,0.2,4,163.136
Ohio,Furniture,Furnishings,Consumer,Qtr 2,81.33139999999999,1.2,16,847.464
Pennsylvania,Furniture,Furnishings,Consumer,Qtr 2,26.0726,1.2,14,189.84
Tennessee,Furniture,Furnishings,Consumer,Qtr 2,19.103999999999992,0.6000000000000001,10,158.52
Texas,Furniture,Furnishings,Consumer,Qtr 2,-218.34349999999995,4.2,30,293.9240000000001
Virginia,Furniture,Furnishings,Consumer,Qtr 2,153.7161999999999,0,11,1361.7099999999998
Washington,Furniture,Furnishings,Consumer,Qtr 2,147.5006,0,19,523.87
Wisconsin,Furniture,Furnishings,Consumer,Qtr 2,22.0997,0,10,61.730000000000004
Arizona,Furniture,Furnishings,Consumer,Qtr 3,30.123999999999988,0.4,12,241.952
California,Furniture,Furnishings,Consumer,Qtr 3,972.0812,0,140,3813.1899999999996
Colorado,Furniture,Furnishings,Consumer,Qtr 3,8.3772,0.4,6,26.976000000000003
Florida,Furniture,Furnishings,Consumer,Qtr 3,41.97009999999996,1.5999999999999999,23,648.3120000000001
Georgia,Furniture,Furnishings,Consumer,Qtr 3,144.93089999999998,0,19,579.16
Illinois,Furniture,Furnishings,Consumer,Qtr 3,-72.22279999999998,3,12,119.936
Indiana,Furniture,Furnishings,Consumer,Qtr 3,47.224499999999985,0,5,249.25
Kentucky,Furniture,Furnishings,Consumer,Qtr 3,16.614,0,3,42.599999999999994
Michigan,Furniture,Furnishings,Consumer,Qtr 3,33.689400000000006,0,4,285.16
New Jersey,Furniture,Furnishings,Consumer,Qtr 3,76.46999999999998,0,5,254.89999999999998
New York,Furniture,Furnishings,Consumer,Qtr 3,300.9609999999999,0,43,921
North Carolina,Furniture,Furnishings,Consumer,Qtr 3,12.114900000000002,0.2,3,46.152
Ohio,Furniture,Furnishings,Consumer,Qtr 3,165.836,0.8,13,571.44
Pennsylvania,Furniture,Furnishings,Consumer,Qtr 3,121.07279999999994,2.6,60,908.5680000000002
Tennessee,Furniture,Furnishings,Consumer,Qtr 3,4.240800000000001,0.4,4,46.12
Texas,Furniture,Furnishings,Consumer,Qtr 3,-136.27600000000004,2.4,15,153.88000000000002
Virginia,Furniture,Furnishings,Consumer,Qtr 3,3.8720000000000003,0,5,8.8
Washington,Furniture,Furnishings,Consumer,Qtr 3,270.9007,0,34,645.2800000000001
Wisconsin,Furniture,Furnishings,Consumer,Qtr 3,,,,
Arizona,Furniture,Furnishings,Consumer,Qtr 4,65.03160000000001,0.8,12,280.15999999999997
California,Furniture,Furnishings,Consumer,Qtr 4,1520.0660999999993,0,198,4622.129999999999
Colorado,Furniture,Furnishings,Consumer,Qtr 4,41.235099999999996,1.4,31,279.34400000000005
Florida,Furniture,Furnishings,Consumer,Qtr 4,131.64990000000003,1.7999999999999998,27,935.592
Georgia,Furniture,Furnishings,Consumer,Qtr 4,46.899599999999964,0,6,275.88
Illinois,Furniture,Furnishings,Consumer,Qtr 4,-696.908,7.799999999999998,46,730.58
Indiana,Furniture,Furnishings,Consumer,Qtr 4,16.073999999999998,0,8,59.16
Kentucky,Furniture,Furnishings,Consumer,Qtr 4,319.7275,0,26,1095.0099999999998
Michigan,Furniture,Furnishings,Consumer,Qtr 4,109.96589999999998,0,21,454.01
New Jersey,Furniture,Furnishings,Consumer,Qtr 4,18.965200000000003,0,3,53.47
New York,Furniture,Furnishings,Consumer,Qtr 4,949.9672,0,69,2942.7799999999997
North Carolina,Furniture,Furnishings,Consumer,Qtr 4,13.276799999999952,1.2,14,948.4480000000001
Ohio,Furniture,Furnishings,Consumer,Qtr 4,132.84749999999994,2.4,48,1077.576
Pennsylvania,Furniture,Furnishings,Consumer,Qtr 4,11.152499999999932,1.7999999999999998,36,1195.5120000000002
Tennessee,Furniture,Furnishings,Consumer,Qtr 4,52.569299999999984,0.6000000000000001,14,263.144
Texas,Furniture,Furnishings,Consumer,Qtr 4,-654.7016,13.199999999999996,83,751.7520000000001
Virginia,Furniture,Furnishings,Consumer,Qtr 4,483.5361999999999,0,35,2228.2000000000003
Washington,Furniture,Furnishings,Consumer,Qtr 4,81.33759999999997,0,14,384.34999999999997
Wisconsin,Furniture,Furnishings,Consumer,Qtr 4,,,,
Arizona,Furniture,Furnishings,Corporate,Qtr 1,,,,
California,Furniture,Furnishings,Corporate,Qtr 1,145.74809999999997,0,31,665.46
Colorado,Furniture,Furnishings,Corporate,Qtr 1,,,,
Florida,Furniture,Furnishings,Corporate,Qtr 1,12.178999999999998,0.8,13,62.29600000000001
Georgia,Furniture,Furnishings,Corporate,Qtr 1,19.8808,0,5,60.16
Illinois,Furniture,Furnishings,Corporate,Qtr 1,,,,
Indiana,Furniture,Furnishings,Corporate,Qtr 1,6.908799999999999,0,4,20.32
Kentucky,Furniture,Furnishings,Corporate,Qtr 1,,,,
Michigan,Furniture,Furnishings,Corporate,Qtr 1,23.1192,0,3,60.84
New Jersey,Furniture,Furnishings,Corporate,Qtr 1,,,,
New York,Furniture,Furnishings,Corporate,Qtr 1,103.31759999999998,0,13,250.72999999999996
North Carolina,Furniture,Furnishings,Corporate,Qtr 1,,,,
Ohio,Furniture,Furnishings,Corporate,Qtr 1,3.792000000000001,0.2,2,15.168000000000001
Pennsylvania,Furniture,Furnishings,Corporate,Qtr 1,-5.454800000000004,0.2,2,33.568000000000005
Tennessee,Furniture,Furnishings,Corporate,Qtr 1,-18.180799999999998,0.2,4,132.22400000000002
Texas,Furniture,Furnishings,Corporate,Qtr 1,-115.89420000000001,1.7999999999999998,7,136.948
Virginia,Furniture,Furnishings,Corporate,Qtr 1,90.4946,0,15,244.16
Washington,Furniture,Furnishings,Corporate,Qtr 1,84.86360000000002,0,14,236.72000000000003
Wisconsin,Furniture,Furnishings,Corporate,Qtr 1,4.352399999999999,0,2,16.74
Arizona,Furniture,Furnishings,Corporate,Qtr 2,69.00959999999998,0.4,11,733.6480000000001
California,Furniture,Furnishings,Corporate,Qtr 2,212.4517,0,30,776.1
Colorado,Furniture,Furnishings,Corporate,Qtr 2,,,,
Florida,Furniture,Furnishings,Corporate,Qtr 2,106.7499,1.4,31,662.5040000000001
Georgia,Furniture,Furnishings,Corporate,Qtr 2,322.77119999999996,0,15,679.0799999999999
Illinois,Furniture,Furnishings,Corporate,Qtr 2,-81.9541,2.4,13,98.34800000000001
Indiana,Furniture,Furnishings,Corporate,Qtr 2,,,,
Kentucky,Furniture,Furnishings,Corporate,Qtr 2,,,,
Michigan,Furniture,Furnishings,Corporate,Qtr 2,151.0236,0,5,580.8599999999999
New Jersey,Furniture,Furnishings,Corporate,Qtr 2,39.362099999999984,0,12,222.62
New York,Furniture,Furnishings,Corporate,Qtr 2,190.66360000000006,0,20,821.8699999999999
North Carolina,Furniture,Furnishings,Corporate,Qtr 2,1.998999999999998,0.2,2,31.983999999999998
Ohio,Furniture,Furnishings,Corporate,Qtr 2,4.367999999999993,0.6000000000000001,13,88.70400000000001
Pennsylvania,Furniture,Furnishings,Corporate,Qtr 2,27.236199999999997,0.6000000000000001,7,126.82400000000001
Tennessee,Furniture,Furnishings,Corporate,Qtr 2,38.235600000000005,0.8,18,164.97600000000003
Texas,Furniture,Furnishings,Corporate,Qtr 2,-82.1723,1.7999999999999998,15,150.756
Virginia,Furniture,Furnishings,Corporate,Qtr 2,46.196799999999996,0,2,177.68
Washington,Furniture,Furnishings,Corporate,Qtr 2,44.313599999999994,0,10,138.48000000000002
Wisconsin,Furniture,Furnishings,Corporate,Qtr 2,,,,
Arizona,Furniture,Furnishings,Corporate,Qtr 3,89.30699999999999,0.2,3,238.15200000000004
California,Furniture,Furnishings,Corporate,Qtr 3,348.1042,0,53,1286.21
Colorado,Furniture,Furnishings,Corporate,Qtr 3,21.53239999999998,1,19,152.76800000000003
Florida,Furniture,Furnishings,Corporate,Qtr 3,21.813599999999987,0.8,10,304.416
Georgia,Furniture,Furnishings,Corporate,Qtr 3,6.908799999999999,0,4,20.32
Illinois,Furniture,Furnishings,Corporate,Qtr 3,-27.129599999999996,0.6,8,60.288000000000004
Indiana,Furniture,Furnishings,Corporate,Qtr 3,,,,
Kentucky,Furniture,Furnishings,Corporate,Qtr 3,,,,
Michigan,Furniture,Furnishings,Corporate,Qtr 3,,,,
New Jersey,Furniture,Furnishings,Corporate,Qtr 3,108.72840000000002,0,17,259.04999999999995
New York,Furniture,Furnishings,Corporate,Qtr 3,250.68679999999998,0,36,968.4800000000001
North Carolina,Furniture,Furnishings,Corporate,Qtr 3,60.63560000000001,1,20,230.91200000000003
Ohio,Furniture,Furnishings,Corporate,Qtr 3,-26.388000000000027,0.6000000000000001,10,573.7600000000001
Pennsylvania,Furniture,Furnishings,Corporate,Qtr 3,69.27839999999993,1.5999999999999999,25,973.0160000000001
Tennessee,Furniture,Furnishings,Corporate,Qtr 3,,,,
Texas,Furniture,Furnishings,Corporate,Qtr 3,-405.82360000000006,4.8,33,435.552
Virginia,Furniture,Furnishings,Corporate,Qtr 3,12.521600000000003,0,4,29.12
Washington,Furniture,Furnishings,Corporate,Qtr 3,22.419600000000003,0,3,65.94
Wisconsin,Furniture,Furnishings,Corporate,Qtr 3,52.352,0,18,182.79999999999998
Arizona,Furniture,Furnishings,Corporate,Qtr 4,7.696500000000004,0.2,3,87.96000000000001
California,Furniture,Furnishings,Corporate,Qtr 4,283.1406,0,64,794.98
Colorado,Furniture,Furnishings,Corporate,Qtr 4,62.340999999999994,1,24,1067.92
Florida,Furniture,Furnishings,Corporate,Qtr 4,16.588199999999997,0.6000000000000001,11,97.632
Georgia,Furniture,Furnishings,Corporate,Qtr 4,,,,
Illinois,Furniture,Furnishings,Corporate,Qtr 4,-98.43319999999997,4.8,34,199.44400000000005
Indiana,Furniture,Furnishings,Corporate,Qtr 4,,,,
Kentucky,Furniture,Furnishings,Corporate,Qtr 4,,,,
Michigan,Furniture,Furnishings,Corporate,Qtr 4,11.076,0,2,28.4
New Jersey,Furniture,Furnishings,Corporate,Qtr 4,48.43879999999999,0,7,109.16
New York,Furniture,Furnishings,Corporate,Qtr 4,499.45670000000007,0,64,2200.98
North Carolina,Furniture,Furnishings,Corporate,Qtr 4,2.4816,0.4,3,21.8
Ohio,Furniture,Furnishings,Corporate,Qtr 4,25.4948,0.4,6,114.592
Pennsylvania,Furniture,Furnishings,Corporate,Qtr 4,-58.303700000000056,1.7999999999999998,26,1061.1440000000002
Tennessee,Furniture,Furnishings,Corporate,Qtr 4,210.9909000000001,0.8,20,782.136
Texas,Furniture,Furnishings,Corporate,Qtr 4,-772.9027000000001,7.199999999999998,49,825.3400000000001
Virginia,Furniture,Furnishings,Corporate,Qtr 4,,,,
Washington,Furniture,Furnishings,Corporate,Qtr 4,136.158,0,27,481.9
Wisconsin,Furniture,Furnishings,Corporate,Qtr 4,44.9693,0,8,152.70999999999998
Arizona,Furniture,Furnishings,Home Office,Qtr 1,16.317200000000003,0.2,2,68.704
California,Furniture,Furnishings,Home Office,Qtr 1,207.35770000000002,0,24,733.01
Colorado,Furniture,Furnishings,Home Office,Qtr 1,,,,
Florida,Furniture,Furnishings,Home Office,Qtr 1,23.370599999999992,0.4,5,153.12
Georgia,Furniture,Furnishings,Home Office,Qtr 1,38.696400000000004,0,7,95.76
Illinois,Furniture,Furnishings,Home Office,Qtr 1,-338.1463999999999,1.2,8,276.944
Indiana,Furniture,Furnishings,Home Office,Qtr 1,8.532,0,2,18.96
Kentucky,Furniture,Furnishings,Home Office,Qtr 1,25.620000000000005,0,5,61
Michigan,Furniture,Furnishings,Home Office,Qtr 1,,,,
New Jersey,Furniture,Furnishings,Home Office,Qtr 1,,,,
New York,Furniture,Furnishings,Home Office,Qtr 1,,,,
North Carolina,Furniture,Furnishings,Home Office,Qtr 1,,,,
Ohio,Furniture,Furnishings,Home Office,Qtr 1,17.225799999999996,0.4,16,85.13600000000001
Pennsylvania,Furniture,Furnishings,Home Office,Qtr 1,21.4986,0.6000000000000001,7,80.90400000000001
Tennessee,Furniture,Furnishings,Home Office,Qtr 1,,,,
Texas,Furniture,Furnishings,Home Office,Qtr 1,-77.625,0.6,5,103.50000000000001
Virginia,Furniture,Furnishings,Home Office,Qtr 1,76.1746,0,8,203.11999999999998
Washington,Furniture,Furnishings,Home Office,Qtr 1,6.420599999999998,0,3,22.14
Wisconsin,Furniture,Furnishings,Home Office,Qtr 1,,,,
Arizona,Furniture,Furnishings,Home Office,Qtr 2,27.79200000000001,0.4,10,98.92
California,Furniture,Furnishings,Home Office,Qtr 2,561.1383000000001,0,31,2317.62
Colorado,Furniture,Furnishings,Home Office,Qtr 2,,,,
Florida,Furniture,Furnishings,Home Office,Qtr 2,-8.276400000000038,0.4,9,478.776
Georgia,Furniture,Furnishings,Home Office,Qtr 2,9.337600000000002,0,8,32
Illinois,Furniture,Furnishings,Home Office,Qtr 2,-76.868,1.7999999999999998,7,82.60000000000001
Indiana,Furniture,Furnishings,Home Office,Qtr 2,,,,
Kentucky,Furniture,Furnishings,Home Office,Qtr 2,,,,
Michigan,Furniture,Furnishings,Home Office,Qtr 2,19.5858,0,9,75.33
