Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Region,Orders.Country,Orders.State,Orders.City,Sum(Orders.Profit),Sum(Orders.Sales)
Qtr 2,2014,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 3,2014,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 4,2014,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 1,2015,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 2,2015,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 3,2015,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 4,2015,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 1,2016,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 2,2016,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 3,2016,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 4,2016,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,32.46879999999998,405.85999999999996
Qtr 1,2017,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 2,2017,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 3,2017,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 4,2017,Furniture,Bookcases,Central,United States,Wisconsin,Eau Claire,,
Qtr 1,2014,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 2,2014,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 3,2014,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 4,2014,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 1,2015,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 2,2015,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 3,2015,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 4,2015,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 1,2016,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,407.12880000000007,1565.88
Qtr 2,2016,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 3,2016,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 4,2016,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 1,2017,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 2,2017,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 3,2017,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 4,2017,Furniture,Bookcases,Central,United States,Wisconsin,Franklin,,
Qtr 1,2014,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 2,2014,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 3,2014,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 4,2014,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 1,2015,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,97.45859999999999,512.9399999999999
Qtr 2,2015,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 3,2015,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 4,2015,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 1,2016,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 2,2016,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 3,2016,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 4,2016,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 1,2017,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 2,2017,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 3,2017,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 4,2017,Furniture,Bookcases,Central,United States,Wisconsin,Kenosha,,
Qtr 1,2014,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 2,2014,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 3,2014,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 4,2014,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 1,2015,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 2,2015,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 3,2015,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 4,2015,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 1,2016,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 2,2016,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 3,2016,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 4,2016,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 1,2017,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 2,2017,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 3,2017,Furniture,Bookcases,Central,United States,Wisconsin,Madison,,
Qtr 4,2017,Furniture,Bookcases,Central,United States,Wisconsin,Madison,41.392799999999966,459.92
Qtr 1,2014,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 2,2014,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 3,2014,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 4,2014,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 1,2015,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 2,2015,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 3,2015,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,48.11799999999998,687.4
Qtr 4,2015,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 1,2016,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 2,2016,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 3,2016,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 4,2016,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 1,2017,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 2,2017,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 3,2017,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 4,2017,Furniture,Bookcases,Central,United States,Wisconsin,Milwaukee,,
Qtr 1,2014,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 2,2014,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 3,2014,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 4,2014,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 1,2015,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 2,2015,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 3,2015,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 4,2015,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 1,2016,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 2,2016,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 3,2016,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,24.195999999999998,241.96
Qtr 4,2016,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 1,2017,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 2,2017,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 3,2017,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 4,2017,Furniture,Bookcases,Central,United States,Wisconsin,West Allis,,
Qtr 1,2014,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 2,2014,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 3,2014,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 4,2014,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 1,2015,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 2,2015,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 3,2015,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 4,2015,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 1,2016,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 2,2016,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 3,2016,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 4,2016,Furniture,Bookcases,East,United States,Connecticut,Manchester,271.41920000000005,1043.92
Qtr 1,2017,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 2,2017,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 3,2017,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 4,2017,Furniture,Bookcases,East,United States,Connecticut,Manchester,,
Qtr 1,2014,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 2,2014,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 3,2014,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 4,2014,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 1,2015,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 2,2015,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 3,2015,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 4,2015,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 1,2016,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 2,2016,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 3,2016,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 4,2016,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 1,2017,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 2,2017,Furniture,Bookcases,East,United States,Connecticut,Milford,185.25779999999997,638.82
Qtr 3,2017,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 4,2017,Furniture,Bookcases,East,United States,Connecticut,Milford,,
Qtr 1,2014,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 2,2014,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 3,2014,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 4,2014,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 1,2015,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 2,2015,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 3,2015,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 4,2015,Furniture,Bookcases,East,United States,Delaware,Newark,56.99429999999998,299.96999999999997
Qtr 1,2016,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 2,2016,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 3,2016,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 4,2016,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 1,2017,Furniture,Bookcases,East,United States,Delaware,Newark,101.6508,441.96
Qtr 2,2017,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 3,2017,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 4,2017,Furniture,Bookcases,East,United States,Delaware,Newark,,
Qtr 1,2014,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 2,2014,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 3,2014,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 4,2014,Furniture,Bookcases,East,United States,Delaware,Wilmington,235.9524,1025.8799999999999
Qtr 1,2015,Furniture,Bookcases,East,United States,Delaware,Wilmington,82.33679999999998,283.92
Qtr 2,2015,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 3,2015,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 4,2015,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 1,2016,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 2,2016,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 3,2016,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 4,2016,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 1,2017,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 2,2017,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 3,2017,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 4,2017,Furniture,Bookcases,East,United States,Delaware,Wilmington,,
Qtr 1,2014,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 2,2014,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 3,2014,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 4,2014,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 1,2015,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 2,2015,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 3,2015,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 4,2015,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 1,2016,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 2,2016,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 3,2016,Furniture,Bookcases,East,United States,Maryland,Baltimore,31.044599999999974,344.94
Qtr 4,2016,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 1,2017,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 2,2017,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 3,2017,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 4,2017,Furniture,Bookcases,East,United States,Maryland,Baltimore,,
Qtr 1,2014,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 2,2014,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 3,2014,Furniture,Bookcases,East,United States,Maryland,Columbia,36.294,362.94
Qtr 4,2014,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 1,2015,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 2,2015,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 3,2015,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 4,2015,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 1,2016,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 2,2016,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 3,2016,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 4,2016,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 1,2017,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 2,2017,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 3,2017,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 4,2017,Furniture,Bookcases,East,United States,Maryland,Columbia,,
Qtr 1,2014,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 2,2014,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 3,2014,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 4,2014,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 1,2015,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 2,2015,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 3,2015,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 4,2015,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 1,2016,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,38.2668,173.94
Qtr 2,2016,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 3,2016,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 4,2016,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 1,2017,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 2,2017,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 3,2017,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 4,2017,Furniture,Bookcases,East,United States,Maryland,Gaithersburg,,
Qtr 1,2014,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 2,2014,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 3,2014,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 4,2014,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 1,2015,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 2,2015,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 3,2015,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 4,2015,Furniture,Bookcases,East,United States,Massachusetts,Everett,32.4862,170.98
Qtr 1,2016,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 2,2016,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 3,2016,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 4,2016,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 1,2017,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 2,2017,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 3,2017,Furniture,Bookcases,East,United States,Massachusetts,Everett,203.56440000000003,782.94
Qtr 4,2017,Furniture,Bookcases,East,United States,Massachusetts,Everett,,
Qtr 1,2014,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 2,2014,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 3,2014,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 4,2014,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 1,2015,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 2,2015,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 3,2015,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 4,2015,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 1,2016,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 2,2016,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 3,2016,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 4,2016,Furniture,Bookcases,East,United States,Massachusetts,Franklin,20.485,81.94
Qtr 1,2017,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 2,2017,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 3,2017,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 4,2017,Furniture,Bookcases,East,United States,Massachusetts,Franklin,,
Qtr 1,2014,Furniture,Bookcases,East,United States,Massachusetts,Holyoke,,
Qtr 2,2014,Furniture,Bookcases,East,United States,Massachusetts,Holyoke,,
Qtr 3,2014,Furniture,Bookcases,East,United States,Massachusetts,Holyoke,,
Qtr 4,2014,Furniture,Bookcases,East,United States,Massachusetts,Holyoke,,
Qtr 1,2015,Furniture,Bookcases,East,United States,Massachusetts,Holyoke,,
Qtr 2,2015,Furniture,Bookcases,East,United States,Massachusetts,Holyoke,,
Qtr 3,2015,Furniture,Bookcases,East,United States,Massachusetts,Holyoke,60.391999999999996,301.96
Qtr 4,2015,Furniture,Bookcases,East,United States,Massachusetts,Holyoke,,
Qtr 1,2016,Furniture,Bookcases,East,United States,Massachusetts,Holyoke,,
Qtr 2,2016,Furniture,Bookcases,East,United States,Massachusetts,Holyoke,,
