Orders.Order Date.Variation.Date Hierarchy.Day,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Sum(Orders.Profit)
1,October,Qtr 4,2015,Furniture,Bookcases,
2,October,Qtr 4,2015,Furniture,Bookcases,
3,October,Qtr 4,2015,Furniture,Bookcases,2.8392000000000017
4,October,Qtr 4,2015,Furniture,Bookcases,
5,October,Qtr 4,2015,Furniture,Bookcases,-103.86059999999998
8,October,Qtr 4,2015,Furniture,Bookcases,
9,October,Qtr 4,2015,Furniture,Bookcases,
10,October,Qtr 4,2015,Furniture,Bookcases,
11,October,Qtr 4,2015,Furniture,Bookcases,
12,October,Qtr 4,2015,Furniture,Bookcases,159.36839999999992
13,October,Qtr 4,2015,Furniture,Bookcases,
15,October,Qtr 4,2015,Furniture,Bookcases,
16,October,Qtr 4,2015,Furniture,Bookcases,
17,October,Qtr 4,2015,Furniture,Bookcases,
18,October,Qtr 4,2015,Furniture,Bookcases,
19,October,Qtr 4,2015,Furniture,Bookcases,
20,October,Qtr 4,2015,Furniture,Bookcases,
22,October,Qtr 4,2015,Furniture,Bookcases,
23,October,Qtr 4,2015,Furniture,Bookcases,
24,October,Qtr 4,2015,Furniture,Bookcases,
25,October,Qtr 4,2015,Furniture,Bookcases,
26,October,Qtr 4,2015,Furniture,Bookcases,
28,October,Qtr 4,2015,Furniture,Bookcases,
29,October,Qtr 4,2015,Furniture,Bookcases,
30,October,Qtr 4,2015,Furniture,Bookcases,
31,October,Qtr 4,2015,Furniture,Bookcases,20.03919999999998
1,November,Qtr 4,2015,Furniture,Bookcases,
2,November,Qtr 4,2015,Furniture,Bookcases,-30.147000000000048
3,November,Qtr 4,2015,Furniture,Bookcases,
5,November,Qtr 4,2015,Furniture,Bookcases,
6,November,Qtr 4,2015,Furniture,Bookcases,
7,November,Qtr 4,2015,Furniture,Bookcases,
8,November,Qtr 4,2015,Furniture,Bookcases,1013.1270000000001
9,November,Qtr 4,2015,Furniture,Bookcases,
10,November,Qtr 4,2015,Furniture,Bookcases,
11,November,Qtr 4,2015,Furniture,Bookcases,
12,November,Qtr 4,2015,Furniture,Bookcases,
13,November,Qtr 4,2015,Furniture,Bookcases,-1.2605000000001496
14,November,Qtr 4,2015,Furniture,Bookcases,
15,November,Qtr 4,2015,Furniture,Bookcases,
16,November,Qtr 4,2015,Furniture,Bookcases,
17,November,Qtr 4,2015,Furniture,Bookcases,
19,November,Qtr 4,2015,Furniture,Bookcases,
20,November,Qtr 4,2015,Furniture,Bookcases,-274.7904
21,November,Qtr 4,2015,Furniture,Bookcases,-34.84319999999998
22,November,Qtr 4,2015,Furniture,Bookcases,
23,November,Qtr 4,2015,Furniture,Bookcases,
24,November,Qtr 4,2015,Furniture,Bookcases,
25,November,Qtr 4,2015,Furniture,Bookcases,
26,November,Qtr 4,2015,Furniture,Bookcases,
27,November,Qtr 4,2015,Furniture,Bookcases,32.4862
28,November,Qtr 4,2015,Furniture,Bookcases,
29,November,Qtr 4,2015,Furniture,Bookcases,
30,November,Qtr 4,2015,Furniture,Bookcases,42.58800000000002
1,December,Qtr 4,2015,Furniture,Bookcases,
3,December,Qtr 4,2015,Furniture,Bookcases,-29.60579999999998
4,December,Qtr 4,2015,Furniture,Bookcases,
5,December,Qtr 4,2015,Furniture,Bookcases,
6,December,Qtr 4,2015,Furniture,Bookcases,
7,December,Qtr 4,2015,Furniture,Bookcases,
8,December,Qtr 4,2015,Furniture,Bookcases,
9,December,Qtr 4,2015,Furniture,Bookcases,
10,December,Qtr 4,2015,Furniture,Bookcases,
11,December,Qtr 4,2015,Furniture,Bookcases,-143.7904
12,December,Qtr 4,2015,Furniture,Bookcases,
13,December,Qtr 4,2015,Furniture,Bookcases,
14,December,Qtr 4,2015,Furniture,Bookcases,
15,December,Qtr 4,2015,Furniture,Bookcases,
16,December,Qtr 4,2015,Furniture,Bookcases,
17,December,Qtr 4,2015,Furniture,Bookcases,
18,December,Qtr 4,2015,Furniture,Bookcases,
19,December,Qtr 4,2015,Furniture,Bookcases,
20,December,Qtr 4,2015,Furniture,Bookcases,-71.81160000000003
21,December,Qtr 4,2015,Furniture,Bookcases,
22,December,Qtr 4,2015,Furniture,Bookcases,
23,December,Qtr 4,2015,Furniture,Bookcases,
24,December,Qtr 4,2015,Furniture,Bookcases,-786.7440000000003
25,December,Qtr 4,2015,Furniture,Bookcases,77.12339999999996
26,December,Qtr 4,2015,Furniture,Bookcases,
27,December,Qtr 4,2015,Furniture,Bookcases,-38.78240000000002
28,December,Qtr 4,2015,Furniture,Bookcases,
29,December,Qtr 4,2015,Furniture,Bookcases,
30,December,Qtr 4,2015,Furniture,Bookcases,
31,December,Qtr 4,2015,Furniture,Bookcases,
2,January,Qtr 1,2016,Furniture,Bookcases,38.2668
3,January,Qtr 1,2016,Furniture,Bookcases,
4,January,Qtr 1,2016,Furniture,Bookcases,
5,January,Qtr 1,2016,Furniture,Bookcases,
7,January,Qtr 1,2016,Furniture,Bookcases,
8,January,Qtr 1,2016,Furniture,Bookcases,407.12880000000007
9,January,Qtr 1,2016,Furniture,Bookcases,
10,January,Qtr 1,2016,Furniture,Bookcases,
11,January,Qtr 1,2016,Furniture,Bookcases,
14,January,Qtr 1,2016,Furniture,Bookcases,
15,January,Qtr 1,2016,Furniture,Bookcases,
16,January,Qtr 1,2016,Furniture,Bookcases,
17,January,Qtr 1,2016,Furniture,Bookcases,
21,January,Qtr 1,2016,Furniture,Bookcases,
22,January,Qtr 1,2016,Furniture,Bookcases,-67.67039999999997
23,January,Qtr 1,2016,Furniture,Bookcases,
24,January,Qtr 1,2016,Furniture,Bookcases,
25,January,Qtr 1,2016,Furniture,Bookcases,
28,January,Qtr 1,2016,Furniture,Bookcases,
30,January,Qtr 1,2016,Furniture,Bookcases,7.772800000000004
31,January,Qtr 1,2016,Furniture,Bookcases,
1,February,Qtr 1,2016,Furniture,Bookcases,
2,February,Qtr 1,2016,Furniture,Bookcases,
3,February,Qtr 1,2016,Furniture,Bookcases,
4,February,Qtr 1,2016,Furniture,Bookcases,
5,February,Qtr 1,2016,Furniture,Bookcases,52.79559999999998
6,February,Qtr 1,2016,Furniture,Bookcases,
7,February,Qtr 1,2016,Furniture,Bookcases,
8,February,Qtr 1,2016,Furniture,Bookcases,
9,February,Qtr 1,2016,Furniture,Bookcases,
11,February,Qtr 1,2016,Furniture,Bookcases,
12,February,Qtr 1,2016,Furniture,Bookcases,
13,February,Qtr 1,2016,Furniture,Bookcases,
14,February,Qtr 1,2016,Furniture,Bookcases,
15,February,Qtr 1,2016,Furniture,Bookcases,
16,February,Qtr 1,2016,Furniture,Bookcases,
19,February,Qtr 1,2016,Furniture,Bookcases,
20,February,Qtr 1,2016,Furniture,Bookcases,
21,February,Qtr 1,2016,Furniture,Bookcases,
22,February,Qtr 1,2016,Furniture,Bookcases,
23,February,Qtr 1,2016,Furniture,Bookcases,
25,February,Qtr 1,2016,Furniture,Bookcases,
27,February,Qtr 1,2016,Furniture,Bookcases,
28,February,Qtr 1,2016,Furniture,Bookcases,
29,February,Qtr 1,2016,Furniture,Bookcases,
1,March,Qtr 1,2016,Furniture,Bookcases,
3,March,Qtr 1,2016,Furniture,Bookcases,
4,March,Qtr 1,2016,Furniture,Bookcases,
5,March,Qtr 1,2016,Furniture,Bookcases,
6,March,Qtr 1,2016,Furniture,Bookcases,
7,March,Qtr 1,2016,Furniture,Bookcases,
8,March,Qtr 1,2016,Furniture,Bookcases,
9,March,Qtr 1,2016,Furniture,Bookcases,
10,March,Qtr 1,2016,Furniture,Bookcases,-22.098000000000013
11,March,Qtr 1,2016,Furniture,Bookcases,
12,March,Qtr 1,2016,Furniture,Bookcases,
13,March,Qtr 1,2016,Furniture,Bookcases,
14,March,Qtr 1,2016,Furniture,Bookcases,-14.195999999999998
15,March,Qtr 1,2016,Furniture,Bookcases,
17,March,Qtr 1,2016,Furniture,Bookcases,
18,March,Qtr 1,2016,Furniture,Bookcases,
19,March,Qtr 1,2016,Furniture,Bookcases,-98.80179999999999
20,March,Qtr 1,2016,Furniture,Bookcases,
21,March,Qtr 1,2016,Furniture,Bookcases,
22,March,Qtr 1,2016,Furniture,Bookcases,
24,March,Qtr 1,2016,Furniture,Bookcases,-241.17600000000002
25,March,Qtr 1,2016,Furniture,Bookcases,
26,March,Qtr 1,2016,Furniture,Bookcases,
27,March,Qtr 1,2016,Furniture,Bookcases,
28,March,Qtr 1,2016,Furniture,Bookcases,
29,March,Qtr 1,2016,Furniture,Bookcases,-167.98600000000002
30,March,Qtr 1,2016,Furniture,Bookcases,
31,March,Qtr 1,2016,Furniture,Bookcases,
1,April,Qtr 2,2016,Furniture,Bookcases,
2,April,Qtr 2,2016,Furniture,Bookcases,
3,April,Qtr 2,2016,Furniture,Bookcases,
4,April,Qtr 2,2016,Furniture,Bookcases,
5,April,Qtr 2,2016,Furniture,Bookcases,
6,April,Qtr 2,2016,Furniture,Bookcases,
7,April,Qtr 2,2016,Furniture,Bookcases,
8,April,Qtr 2,2016,Furniture,Bookcases,83.86620000000002
9,April,Qtr 2,2016,Furniture,Bookcases,6.549000000000021
10,April,Qtr 2,2016,Furniture,Bookcases,
12,April,Qtr 2,2016,Furniture,Bookcases,
13,April,Qtr 2,2016,Furniture,Bookcases,
14,April,Qtr 2,2016,Furniture,Bookcases,
15,April,Qtr 2,2016,Furniture,Bookcases,
16,April,Qtr 2,2016,Furniture,Bookcases,
17,April,Qtr 2,2016,Furniture,Bookcases,24.235199999999978
18,April,Qtr 2,2016,Furniture,Bookcases,
19,April,Qtr 2,2016,Furniture,Bookcases,
21,April,Qtr 2,2016,Furniture,Bookcases,
22,April,Qtr 2,2016,Furniture,Bookcases,
23,April,Qtr 2,2016,Furniture,Bookcases,
24,April,Qtr 2,2016,Furniture,Bookcases,
25,April,Qtr 2,2016,Furniture,Bookcases,
26,April,Qtr 2,2016,Furniture,Bookcases,
28,April,Qtr 2,2016,Furniture,Bookcases,
30,April,Qtr 2,2016,Furniture,Bookcases,
1,May,Qtr 2,2016,Furniture,Bookcases,
2,May,Qtr 2,2016,Furniture,Bookcases,
3,May,Qtr 2,2016,Furniture,Bookcases,
5,May,Qtr 2,2016,Furniture,Bookcases,
6,May,Qtr 2,2016,Furniture,Bookcases,
7,May,Qtr 2,2016,Furniture,Bookcases,
8,May,Qtr 2,2016,Furniture,Bookcases,
9,May,Qtr 2,2016,Furniture,Bookcases,
10,May,Qtr 2,2016,Furniture,Bookcases,
11,May,Qtr 2,2016,Furniture,Bookcases,
12,May,Qtr 2,2016,Furniture,Bookcases,
14,May,Qtr 2,2016,Furniture,Bookcases,
15,May,Qtr 2,2016,Furniture,Bookcases,
16,May,Qtr 2,2016,Furniture,Bookcases,
17,May,Qtr 2,2016,Furniture,Bookcases,
18,May,Qtr 2,2016,Furniture,Bookcases,
19,May,Qtr 2,2016,Furniture,Bookcases,
20,May,Qtr 2,2016,Furniture,Bookcases,
21,May,Qtr 2,2016,Furniture,Bookcases,
22,May,Qtr 2,2016,Furniture,Bookcases,
23,May,Qtr 2,2016,Furniture,Bookcases,
24,May,Qtr 2,2016,Furniture,Bookcases,
25,May,Qtr 2,2016,Furniture,Bookcases,
26,May,Qtr 2,2016,Furniture,Bookcases,
27,May,Qtr 2,2016,Furniture,Bookcases,
28,May,Qtr 2,2016,Furniture,Bookcases,
29,May,Qtr 2,2016,Furniture,Bookcases,
30,May,Qtr 2,2016,Furniture,Bookcases,
31,May,Qtr 2,2016,Furniture,Bookcases,
2,June,Qtr 2,2016,Furniture,Bookcases,
3,June,Qtr 2,2016,Furniture,Bookcases,
4,June,Qtr 2,2016,Furniture,Bookcases,5.129400000000004
5,June,Qtr 2,2016,Furniture,Bookcases,
6,June,Qtr 2,2016,Furniture,Bookcases,
7,June,Qtr 2,2016,Furniture,Bookcases,
9,June,Qtr 2,2016,Furniture,Bookcases,
10,June,Qtr 2,2016,Furniture,Bookcases,
11,June,Qtr 2,2016,Furniture,Bookcases,
12,June,Qtr 2,2016,Furniture,Bookcases,
13,June,Qtr 2,2016,Furniture,Bookcases,
14,June,Qtr 2,2016,Furniture,Bookcases,35.245000000000005
15,June,Qtr 2,2016,Furniture,Bookcases,
16,June,Qtr 2,2016,Furniture,Bookcases,
17,June,Qtr 2,2016,Furniture,Bookcases,14.097999999999999
18,June,Qtr 2,2016,Furniture,Bookcases,
19,June,Qtr 2,2016,Furniture,Bookcases,
20,June,Qtr 2,2016,Furniture,Bookcases,
21,June,Qtr 2,2016,Furniture,Bookcases,-44.196000000000026
23,June,Qtr 2,2016,Furniture,Bookcases,
24,June,Qtr 2,2016,Furniture,Bookcases,
25,June,Qtr 2,2016,Furniture,Bookcases,
26,June,Qtr 2,2016,Furniture,Bookcases,
27,June,Qtr 2,2016,Furniture,Bookcases,
28,June,Qtr 2,2016,Furniture,Bookcases,
29,June,Qtr 2,2016,Furniture,Bookcases,
30,June,Qtr 2,2016,Furniture,Bookcases,291.37779999999987
1,July,Qtr 3,2016,Furniture,Bookcases,
2,July,Qtr 3,2016,Furniture,Bookcases,
3,July,Qtr 3,2016,Furniture,Bookcases,
4,July,Qtr 3,2016,Furniture,Bookcases,225.73499999999993
7,July,Qtr 3,2016,Furniture,Bookcases,
8,July,Qtr 3,2016,Furniture,Bookcases,
9,July,Qtr 3,2016,Furniture,Bookcases,
10,July,Qtr 3,2016,Furniture,Bookcases,
12,July,Qtr 3,2016,Furniture,Bookcases,
14,July,Qtr 3,2016,Furniture,Bookcases,21.717599999999948
15,July,Qtr 3,2016,Furniture,Bookcases,
16,July,Qtr 3,2016,Furniture,Bookcases,
17,July,Qtr 3,2016,Furniture,Bookcases,
18,July,Qtr 3,2016,Furniture,Bookcases,
19,July,Qtr 3,2016,Furniture,Bookcases,126.22500000000002
20,July,Qtr 3,2016,Furniture,Bookcases,
21,July,Qtr 3,2016,Furniture,Bookcases,
22,July,Qtr 3,2016,Furniture,Bookcases,
23,July,Qtr 3,2016,Furniture,Bookcases,
24,July,Qtr 3,2016,Furniture,Bookcases,
25,July,Qtr 3,2016,Furniture,Bookcases,
28,July,Qtr 3,2016,Furniture,Bookcases,-78.078
29,July,Qtr 3,2016,Furniture,Bookcases,
30,July,Qtr 3,2016,Furniture,Bookcases,
31,July,Qtr 3,2016,Furniture,Bookcases,
1,August,Qtr 3,2016,Furniture,Bookcases,
2,August,Qtr 3,2016,Furniture,Bookcases,
3,August,Qtr 3,2016,Furniture,Bookcases,
4,August,Qtr 3,2016,Furniture,Bookcases,
5,August,Qtr 3,2016,Furniture,Bookcases,
6,August,Qtr 3,2016,Furniture,Bookcases,
7,August,Qtr 3,2016,Furniture,Bookcases,
8,August,Qtr 3,2016,Furniture,Bookcases,
9,August,Qtr 3,2016,Furniture,Bookcases,
11,August,Qtr 3,2016,Furniture,Bookcases,
12,August,Qtr 3,2016,Furniture,Bookcases,
13,August,Qtr 3,2016,Furniture,Bookcases,24.195999999999998
14,August,Qtr 3,2016,Furniture,Bookcases,
15,August,Qtr 3,2016,Furniture,Bookcases,
16,August,Qtr 3,2016,Furniture,Bookcases,
17,August,Qtr 3,2016,Furniture,Bookcases,
18,August,Qtr 3,2016,Furniture,Bookcases,
19,August,Qtr 3,2016,Furniture,Bookcases,
20,August,Qtr 3,2016,Furniture,Bookcases,
21,August,Qtr 3,2016,Furniture,Bookcases,
22,August,Qtr 3,2016,Furniture,Bookcases,
23,August,Qtr 3,2016,Furniture,Bookcases,
26,August,Qtr 3,2016,Furniture,Bookcases,
27,August,Qtr 3,2016,Furniture,Bookcases,
28,August,Qtr 3,2016,Furniture,Bookcases,-52.89080000000003
29,August,Qtr 3,2016,Furniture,Bookcases,-81.94
30,August,Qtr 3,2016,Furniture,Bookcases,
31,August,Qtr 3,2016,Furniture,Bookcases,
1,September,Qtr 3,2016,Furniture,Bookcases,
2,September,Qtr 3,2016,Furniture,Bookcases,
3,September,Qtr 3,2016,Furniture,Bookcases,31.044599999999974
4,September,Qtr 3,2016,Furniture,Bookcases,
5,September,Qtr 3,2016,Furniture,Bookcases,
6,September,Qtr 3,2016,Furniture,Bookcases,90.29399999999993
8,September,Qtr 3,2016,Furniture,Bookcases,-303.2376000000001
9,September,Qtr 3,2016,Furniture,Bookcases,
10,September,Qtr 3,2016,Furniture,Bookcases,
11,September,Qtr 3,2016,Furniture,Bookcases,
12,September,Qtr 3,2016,Furniture,Bookcases,
13,September,Qtr 3,2016,Furniture,Bookcases,
14,September,Qtr 3,2016,Furniture,Bookcases,
15,September,Qtr 3,2016,Furniture,Bookcases,
16,September,Qtr 3,2016,Furniture,Bookcases,-12.878400000000013
17,September,Qtr 3,2016,Furniture,Bookcases,
18,September,Qtr 3,2016,Furniture,Bookcases,
19,September,Qtr 3,2016,Furniture,Bookcases,
20,September,Qtr 3,2016,Furniture,Bookcases,40.97
22,September,Qtr 3,2016,Furniture,Bookcases,
23,September,Qtr 3,2016,Furniture,Bookcases,
24,September,Qtr 3,2016,Furniture,Bookcases,
25,September,Qtr 3,2016,Furniture,Bookcases,84.29399999999997
26,September,Qtr 3,2016,Furniture,Bookcases,19.997999999999976
27,September,Qtr 3,2016,Furniture,Bookcases,-225.09759999999991
28,September,Qtr 3,2016,Furniture,Bookcases,
29,September,Qtr 3,2016,Furniture,Bookcases,
30,September,Qtr 3,2016,Furniture,Bookcases,-26.195999999999984
1,October,Qtr 4,2016,Furniture,Bookcases,
2,October,Qtr 4,2016,Furniture,Bookcases,
3,October,Qtr 4,2016,Furniture,Bookcases,
4,October,Qtr 4,2016,Furniture,Bookcases,
6,October,Qtr 4,2016,Furniture,Bookcases,
7,October,Qtr 4,2016,Furniture,Bookcases,
8,October,Qtr 4,2016,Furniture,Bookcases,
9,October,Qtr 4,2016,Furniture,Bookcases,
10,October,Qtr 4,2016,Furniture,Bookcases,-190.85220000000004
11,October,Qtr 4,2016,Furniture,Bookcases,
13,October,Qtr 4,2016,Furniture,Bookcases,
14,October,Qtr 4,2016,Furniture,Bookcases,
15,October,Qtr 4,2016,Furniture,Bookcases,
16,October,Qtr 4,2016,Furniture,Bookcases,
17,October,Qtr 4,2016,Furniture,Bookcases,33.391999999999996
18,October,Qtr 4,2016,Furniture,Bookcases,
20,October,Qtr 4,2016,Furniture,Bookcases,
21,October,Qtr 4,2016,Furniture,Bookcases,271.41920000000005
22,October,Qtr 4,2016,Furniture,Bookcases,
23,October,Qtr 4,2016,Furniture,Bookcases,
24,October,Qtr 4,2016,Furniture,Bookcases,
25,October,Qtr 4,2016,Furniture,Bookcases,
27,October,Qtr 4,2016,Furniture,Bookcases,
28,October,Qtr 4,2016,Furniture,Bookcases,
29,October,Qtr 4,2016,Furniture,Bookcases,
30,October,Qtr 4,2016,Furniture,Bookcases,
31,October,Qtr 4,2016,Furniture,Bookcases,
1,November,Qtr 4,2016,Furniture,Bookcases,
3,November,Qtr 4,2016,Furniture,Bookcases,
4,November,Qtr 4,2016,Furniture,Bookcases,
5,November,Qtr 4,2016,Furniture,Bookcases,-225.09759999999991
6,November,Qtr 4,2016,Furniture,Bookcases,
7,November,Qtr 4,2016,Furniture,Bookcases,
8,November,Qtr 4,2016,Furniture,Bookcases,41.9136
9,November,Qtr 4,2016,Furniture,Bookcases,
10,November,Qtr 4,2016,Furniture,Bookcases,54.713599999999985
11,November,Qtr 4,2016,Furniture,Bookcases,
12,November,Qtr 4,2016,Furniture,Bookcases,
13,November,Qtr 4,2016,Furniture,Bookcases,
14,November,Qtr 4,2016,Furniture,Bookcases,
15,November,Qtr 4,2016,Furniture,Bookcases,
16,November,Qtr 4,2016,Furniture,Bookcases,
17,November,Qtr 4,2016,Furniture,Bookcases,
18,November,Qtr 4,2016,Furniture,Bookcases,
19,November,Qtr 4,2016,Furniture,Bookcases,
20,November,Qtr 4,2016,Furniture,Bookcases,-37.84440000000002
21,November,Qtr 4,2016,Furniture,Bookcases,12.776399999999988
22,November,Qtr 4,2016,Furniture,Bookcases,
23,November,Qtr 4,2016,Furniture,Bookcases,
24,November,Qtr 4,2016,Furniture,Bookcases,8.497999999999976
25,November,Qtr 4,2016,Furniture,Bookcases,
26,November,Qtr 4,2016,Furniture,Bookcases,160.31359999999984
27,November,Qtr 4,2016,Furniture,Bookcases,
28,November,Qtr 4,2016,Furniture,Bookcases,
29,November,Qtr 4,2016,Furniture,Bookcases,
30,November,Qtr 4,2016,Furniture,Bookcases,
1,December,Qtr 4,2016,Furniture,Bookcases,
2,December,Qtr 4,2016,Furniture,Bookcases,-137.97600000000008
3,December,Qtr 4,2016,Furniture,Bookcases,-12.097999999999999
4,December,Qtr 4,2016,Furniture,Bookcases,
5,December,Qtr 4,2016,Furniture,Bookcases,20.485
6,December,Qtr 4,2016,Furniture,Bookcases,
8,December,Qtr 4,2016,Furniture,Bookcases,32.46879999999998
9,December,Qtr 4,2016,Furniture,Bookcases,
10,December,Qtr 4,2016,Furniture,Bookcases,
11,December,Qtr 4,2016,Furniture,Bookcases,
12,December,Qtr 4,2016,Furniture,Bookcases,
13,December,Qtr 4,2016,Furniture,Bookcases,
14,December,Qtr 4,2016,Furniture,Bookcases,
15,December,Qtr 4,2016,Furniture,Bookcases,
16,December,Qtr 4,2016,Furniture,Bookcases,
17,December,Qtr 4,2016,Furniture,Bookcases,
18,December,Qtr 4,2016,Furniture,Bookcases,
19,December,Qtr 4,2016,Furniture,Bookcases,
20,December,Qtr 4,2016,Furniture,Bookcases,
22,December,Qtr 4,2016,Furniture,Bookcases,
23,December,Qtr 4,2016,Furniture,Bookcases,-14.137200000000014
24,December,Qtr 4,2016,Furniture,Bookcases,
25,December,Qtr 4,2016,Furniture,Bookcases,
26,December,Qtr 4,2016,Furniture,Bookcases,
27,December,Qtr 4,2016,Furniture,Bookcases,
29,December,Qtr 4,2016,Furniture,Bookcases,
30,December,Qtr 4,2016,Furniture,Bookcases,
31,December,Qtr 4,2016,Furniture,Bookcases,
3,January,Qtr 1,2014,Furniture,Chairs,
4,January,Qtr 1,2014,Furniture,Chairs,
5,January,Qtr 1,2014,Furniture,Chairs,
6,January,Qtr 1,2014,Furniture,Chairs,746.4077999999997
7,January,Qtr 1,2014,Furniture,Chairs,
9,January,Qtr 1,2014,Furniture,Chairs,
10,January,Qtr 1,2014,Furniture,Chairs,
11,January,Qtr 1,2014,Furniture,Chairs,
13,January,Qtr 1,2014,Furniture,Chairs,87.35040000000004
14,January,Qtr 1,2014,Furniture,Chairs,
15,January,Qtr 1,2014,Furniture,Chairs,
16,January,Qtr 1,2014,Furniture,Chairs,
18,January,Qtr 1,2014,Furniture,Chairs,
19,January,Qtr 1,2014,Furniture,Chairs,
20,January,Qtr 1,2014,Furniture,Chairs,224.2673999999999
21,January,Qtr 1,2014,Furniture,Chairs,
23,January,Qtr 1,2014,Furniture,Chairs,
26,January,Qtr 1,2014,Furniture,Chairs,
27,January,Qtr 1,2014,Furniture,Chairs,
28,January,Qtr 1,2014,Furniture,Chairs,
30,January,Qtr 1,2014,Furniture,Chairs,
31,January,Qtr 1,2014,Furniture,Chairs,
1,February,Qtr 1,2014,Furniture,Chairs,
2,February,Qtr 1,2014,Furniture,Chairs,
3,February,Qtr 1,2014,Furniture,Chairs,
4,February,Qtr 1,2014,Furniture,Chairs,
6,February,Qtr 1,2014,Furniture,Chairs,
7,February,Qtr 1,2014,Furniture,Chairs,
8,February,Qtr 1,2014,Furniture,Chairs,
11,February,Qtr 1,2014,Furniture,Chairs,15.222499999999997
12,February,Qtr 1,2014,Furniture,Chairs,-24.29400000000002
14,February,Qtr 1,2014,Furniture,Chairs,
15,February,Qtr 1,2014,Furniture,Chairs,
16,February,Qtr 1,2014,Furniture,Chairs,
17,February,Qtr 1,2014,Furniture,Chairs,
18,February,Qtr 1,2014,Furniture,Chairs,
20,February,Qtr 1,2014,Furniture,Chairs,
21,February,Qtr 1,2014,Furniture,Chairs,
22,February,Qtr 1,2014,Furniture,Chairs,
23,February,Qtr 1,2014,Furniture,Chairs,
24,February,Qtr 1,2014,Furniture,Chairs,
27,February,Qtr 1,2014,Furniture,Chairs,
1,March,Qtr 1,2014,Furniture,Chairs,-120.64080000000008
2,March,Qtr 1,2014,Furniture,Chairs,
3,March,Qtr 1,2014,Furniture,Chairs,
4,March,Qtr 1,2014,Furniture,Chairs,
5,March,Qtr 1,2014,Furniture,Chairs,
7,March,Qtr 1,2014,Furniture,Chairs,81.49169999999991
10,March,Qtr 1,2014,Furniture,Chairs,
11,March,Qtr 1,2014,Furniture,Chairs,
14,March,Qtr 1,2014,Furniture,Chairs,284.98
15,March,Qtr 1,2014,Furniture,Chairs,
16,March,Qtr 1,2014,Furniture,Chairs,
17,March,Qtr 1,2014,Furniture,Chairs,
18,March,Qtr 1,2014,Furniture,Chairs,
19,March,Qtr 1,2014,Furniture,Chairs,
21,March,Qtr 1,2014,Furniture,Chairs,-10.918799999999983
22,March,Qtr 1,2014,Furniture,Chairs,-35.36460000000001
23,March,Qtr 1,2014,Furniture,Chairs,
24,March,Qtr 1,2014,Furniture,Chairs,
25,March,Qtr 1,2014,Furniture,Chairs,65.2064
26,March,Qtr 1,2014,Furniture,Chairs,
28,March,Qtr 1,2014,Furniture,Chairs,
29,March,Qtr 1,2014,Furniture,Chairs,
30,March,Qtr 1,2014,Furniture,Chairs,-9.092999999999996
31,March,Qtr 1,2014,Furniture,Chairs,98.48020000000008
1,April,Qtr 2,2014,Furniture,Chairs,
2,April,Qtr 2,2014,Furniture,Chairs,
3,April,Qtr 2,2014,Furniture,Chairs,
4,April,Qtr 2,2014,Furniture,Chairs,
5,April,Qtr 2,2014,Furniture,Chairs,
6,April,Qtr 2,2014,Furniture,Chairs,
7,April,Qtr 2,2014,Furniture,Chairs,
8,April,Qtr 2,2014,Furniture,Chairs,
11,April,Qtr 2,2014,Furniture,Chairs,
12,April,Qtr 2,2014,Furniture,Chairs,
13,April,Qtr 2,2014,Furniture,Chairs,
15,April,Qtr 2,2014,Furniture,Chairs,
16,April,Qtr 2,2014,Furniture,Chairs,
18,April,Qtr 2,2014,Furniture,Chairs,-18.117599999999996
19,April,Qtr 2,2014,Furniture,Chairs,
