Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.City,Orders.Country,Orders.Segment,Sum(Orders.Profit),Sum(Orders.Sales)
2016,Furniture,Bookcases,Portland,United States,Consumer,,
2017,Furniture,Bookcases,Portland,United States,Consumer,,
2014,Furniture,Bookcases,Providence,United States,Corporate,,
2015,Furniture,Bookcases,Providence,United States,Corporate,,
2016,Furniture,Bookcases,Providence,United States,Corporate,,
2017,Furniture,Bookcases,Providence,United States,Corporate,50.8254,220.98
2014,Furniture,Bookcases,Providence,United States,Home Office,78.6508,341.96
2015,Furniture,Bookcases,Providence,United States,Home Office,,
2016,Furniture,Bookcases,Providence,United States,Home Office,,
2017,Furniture,Bookcases,Providence,United States,Home Office,,
2014,Furniture,Bookcases,Provo,United States,Corporate,,
2015,Furniture,Bookcases,Provo,United States,Corporate,,
2016,Furniture,Bookcases,Provo,United States,Corporate,,
2017,Furniture,Bookcases,Provo,United States,Corporate,77.57639999999992,1292.94
2014,Furniture,Bookcases,Rapid City,United States,Corporate,39.7488,141.96
2015,Furniture,Bookcases,Rapid City,United States,Corporate,,
2016,Furniture,Bookcases,Rapid City,United States,Corporate,,
2017,Furniture,Bookcases,Rapid City,United States,Corporate,,
2014,Furniture,Bookcases,Reading,United States,Corporate,-250.5408,521.96
2015,Furniture,Bookcases,Reading,United States,Corporate,,
2016,Furniture,Bookcases,Reading,United States,Corporate,,
2017,Furniture,Bookcases,Reading,United States,Corporate,,
2014,Furniture,Bookcases,Redlands,United States,Consumer,,
2015,Furniture,Bookcases,Redlands,United States,Consumer,20.03919999999998,425.833
2016,Furniture,Bookcases,Redlands,United States,Consumer,,
2017,Furniture,Bookcases,Redlands,United States,Consumer,,
2014,Furniture,Bookcases,Redondo Beach,United States,Corporate,-18.147,308.499
2015,Furniture,Bookcases,Redondo Beach,United States,Corporate,,
2016,Furniture,Bookcases,Redondo Beach,United States,Corporate,,
2017,Furniture,Bookcases,Redondo Beach,United States,Corporate,,
2014,Furniture,Bookcases,Revere,United States,Corporate,,
2015,Furniture,Bookcases,Revere,United States,Corporate,83.25079999999997,361.96
2016,Furniture,Bookcases,Revere,United States,Corporate,,
2017,Furniture,Bookcases,Revere,United States,Corporate,,
2014,Furniture,Bookcases,Round Rock,United States,Consumer,,
2015,Furniture,Bookcases,Round Rock,United States,Consumer,,
2016,Furniture,Bookcases,Round Rock,United States,Consumer,,
2017,Furniture,Bookcases,Round Rock,United States,Consumer,-11.595999999999997,78.85279999999999
2014,Furniture,Bookcases,Salem,United States,Consumer,,
2015,Furniture,Bookcases,Salem,United States,Consumer,,
2016,Furniture,Bookcases,Salem,United States,Consumer,,
2017,Furniture,Bookcases,Salem,United States,Consumer,69.67619999999998,302.94
2014,Furniture,Bookcases,Salinas,United States,Home Office,,
2015,Furniture,Bookcases,Salinas,United States,Home Office,,
2016,Furniture,Bookcases,Salinas,United States,Home Office,,
2017,Furniture,Bookcases,Salinas,United States,Home Office,15.697800000000004,148.257
2014,Furniture,Bookcases,San Bernardino,United States,Consumer,,
2015,Furniture,Bookcases,San Bernardino,United States,Consumer,-40.196000000000055,683.332
2016,Furniture,Bookcases,San Bernardino,United States,Consumer,,
2017,Furniture,Bookcases,San Bernardino,United States,Consumer,,
2014,Furniture,Bookcases,San Diego,United States,Consumer,,
2015,Furniture,Bookcases,San Diego,United States,Consumer,-55.68260000000005,1217.03
2016,Furniture,Bookcases,San Diego,United States,Consumer,,
2017,Furniture,Bookcases,San Diego,United States,Consumer,,
2014,Furniture,Bookcases,San Diego,United States,Corporate,20.517599999999987,435.999
2015,Furniture,Bookcases,San Diego,United States,Corporate,,
2016,Furniture,Bookcases,San Diego,United States,Corporate,,
2017,Furniture,Bookcases,San Diego,United States,Corporate,,
2014,Furniture,Bookcases,San Francisco,United States,Consumer,2.3097999999999885,762.3309999999999
2015,Furniture,Bookcases,San Francisco,United States,Consumer,-29.60579999999998,359.49899999999997
2016,Furniture,Bookcases,San Francisco,United States,Consumer,225.73499999999993,1279.165
2017,Furniture,Bookcases,San Francisco,United States,Consumer,-12.629400000000011,2003.994
2014,Furniture,Bookcases,San Francisco,United States,Corporate,,
2015,Furniture,Bookcases,San Francisco,United States,Corporate,235.44860000000006,2139.229
2016,Furniture,Bookcases,San Francisco,United States,Corporate,84.29399999999997,477.666
2017,Furniture,Bookcases,San Francisco,United States,Corporate,91.725,1039.329
2014,Furniture,Bookcases,San Francisco,United States,Home Office,72.69980000000004,1729.495
2015,Furniture,Bookcases,San Francisco,United States,Home Office,,
2016,Furniture,Bookcases,San Francisco,United States,Home Office,,
2017,Furniture,Bookcases,San Francisco,United States,Home Office,,
2014,Furniture,Bookcases,San Jose,United States,Consumer,,
2015,Furniture,Bookcases,San Jose,United States,Consumer,,
2016,Furniture,Bookcases,San Jose,United States,Consumer,,
2017,Furniture,Bookcases,San Jose,United States,Consumer,-6.0489999999999995,102.833
2014,Furniture,Bookcases,San Jose,United States,Corporate,,
2015,Furniture,Bookcases,San Jose,United States,Corporate,,
2016,Furniture,Bookcases,San Jose,United States,Corporate,-12.878400000000013,273.666
2017,Furniture,Bookcases,San Jose,United States,Corporate,,
2014,Furniture,Bookcases,Sandy Springs,United States,Consumer,,
2015,Furniture,Bookcases,Sandy Springs,United States,Consumer,,
2016,Furniture,Bookcases,Sandy Springs,United States,Consumer,291.37779999999987,1266.86
2017,Furniture,Bookcases,Sandy Springs,United States,Consumer,,
2014,Furniture,Bookcases,Sandy Springs,United States,Corporate,,
2015,Furniture,Bookcases,Sandy Springs,United States,Corporate,,
2016,Furniture,Bookcases,Sandy Springs,United States,Corporate,,
2017,Furniture,Bookcases,Sandy Springs,United States,Corporate,75.73500000000001,302.94
2014,Furniture,Bookcases,Scottsdale,United States,Consumer,-320.597,181.47000000000003
2015,Furniture,Bookcases,Scottsdale,United States,Consumer,,
2016,Furniture,Bookcases,Scottsdale,United States,Consumer,,
2017,Furniture,Bookcases,Scottsdale,United States,Consumer,,
2014,Furniture,Bookcases,Seattle,United States,Consumer,,
2015,Furniture,Bookcases,Seattle,United States,Consumer,96.14080000000003,846.86
2016,Furniture,Bookcases,Seattle,United States,Consumer,7.772800000000004,48.58
2017,Furniture,Bookcases,Seattle,United States,Consumer,146.5366,632.3199999999999
2014,Furniture,Bookcases,Seattle,United States,Corporate,259.8896,1367.84
2015,Furniture,Bookcases,Seattle,United States,Corporate,,
2016,Furniture,Bookcases,Seattle,United States,Corporate,,
2017,Furniture,Bookcases,Seattle,United States,Corporate,,
2014,Furniture,Bookcases,Seattle,United States,Home Office,,
2015,Furniture,Bookcases,Seattle,United States,Home Office,,
2016,Furniture,Bookcases,Seattle,United States,Home Office,40.97,163.88
2017,Furniture,Bookcases,Seattle,United States,Home Office,18.6956,84.98
2014,Furniture,Bookcases,Smyrna,United States,Home Office,,
2015,Furniture,Bookcases,Smyrna,United States,Home Office,,
2016,Furniture,Bookcases,Smyrna,United States,Home Office,52.79559999999998,239.98
2017,Furniture,Bookcases,Smyrna,United States,Home Office,,
2014,Furniture,Bookcases,Springfield,United States,Consumer,,
2015,Furniture,Bookcases,Springfield,United States,Consumer,,
2016,Furniture,Bookcases,Springfield,United States,Consumer,-167.98600000000002,299.97499999999997
2017,Furniture,Bookcases,Springfield,United States,Consumer,-384.7164,217.764
2014,Furniture,Bookcases,Springfield,United States,Corporate,,
2015,Furniture,Bookcases,Springfield,United States,Corporate,,
2016,Furniture,Bookcases,Springfield,United States,Corporate,,
2017,Furniture,Bookcases,Springfield,United States,Corporate,-75.00379999999998,285.528
2014,Furniture,Bookcases,Troy,United States,Corporate,,
2015,Furniture,Bookcases,Troy,United States,Corporate,-376.6932,482.93999999999994
2016,Furniture,Bookcases,Troy,United States,Corporate,,
2017,Furniture,Bookcases,Troy,United States,Corporate,,
2014,Furniture,Bookcases,Waco,United States,Consumer,,
2015,Furniture,Bookcases,Waco,United States,Consumer,,
2016,Furniture,Bookcases,Waco,United States,Consumer,,
2017,Furniture,Bookcases,Waco,United States,Consumer,-91.75859999999997,328.39919999999995
2014,Furniture,Bookcases,Watertown,United States,Corporate,196.68599999999986,1573.488
2015,Furniture,Bookcases,Watertown,United States,Corporate,,
2016,Furniture,Bookcases,Watertown,United States,Corporate,,
2017,Furniture,Bookcases,Watertown,United States,Corporate,,
2014,Furniture,Bookcases,Waynesboro,United States,Consumer,,
2015,Furniture,Bookcases,Waynesboro,United States,Consumer,125.5824,523.26
2016,Furniture,Bookcases,Waynesboro,United States,Consumer,,
2017,Furniture,Bookcases,Waynesboro,United States,Consumer,,
2014,Furniture,Bookcases,West Allis,United States,Corporate,,
2015,Furniture,Bookcases,West Allis,United States,Corporate,,
2016,Furniture,Bookcases,West Allis,United States,Corporate,24.195999999999998,241.96
2017,Furniture,Bookcases,West Allis,United States,Corporate,,
2014,Furniture,Bookcases,Wilmington,United States,Consumer,,
2015,Furniture,Bookcases,Wilmington,United States,Consumer,82.33679999999998,283.92
2016,Furniture,Bookcases,Wilmington,United States,Consumer,,
2017,Furniture,Bookcases,Wilmington,United States,Consumer,,
2014,Furniture,Bookcases,Wilmington,United States,Corporate,235.9524,1025.8799999999999
2015,Furniture,Bookcases,Wilmington,United States,Corporate,,
2016,Furniture,Bookcases,Wilmington,United States,Corporate,,
2017,Furniture,Bookcases,Wilmington,United States,Corporate,,
2014,Furniture,Chairs,Amarillo,United States,Consumer,,
2015,Furniture,Chairs,Amarillo,United States,Consumer,-350.4899999999999,2453.43
2016,Furniture,Chairs,Amarillo,United States,Consumer,-110.02320000000003,366.74399999999997
2017,Furniture,Chairs,Amarillo,United States,Consumer,,
2014,Furniture,Chairs,Anaheim,United States,Consumer,,
2015,Furniture,Chairs,Anaheim,United States,Consumer,,
2016,Furniture,Chairs,Anaheim,United States,Consumer,-31.843000000000018,363.92
2017,Furniture,Chairs,Anaheim,United States,Consumer,,
2014,Furniture,Chairs,Anaheim,United States,Corporate,,
2015,Furniture,Chairs,Anaheim,United States,Corporate,71.77200000000002,717.72
2016,Furniture,Chairs,Anaheim,United States,Corporate,,
2017,Furniture,Chairs,Anaheim,United States,Corporate,,
2014,Furniture,Chairs,Andover,United States,Consumer,,
2015,Furniture,Chairs,Andover,United States,Consumer,,
2016,Furniture,Chairs,Andover,United States,Consumer,88.72500000000002,354.90000000000003
2017,Furniture,Chairs,Andover,United States,Consumer,,
2014,Furniture,Chairs,Apple Valley,United States,Consumer,,
2015,Furniture,Chairs,Apple Valley,United States,Consumer,,
2016,Furniture,Chairs,Apple Valley,United States,Consumer,7.04899999999995,563.92
2017,Furniture,Chairs,Apple Valley,United States,Consumer,,
2014,Furniture,Chairs,Arlington,United States,Consumer,,
2015,Furniture,Chairs,Arlington,United States,Consumer,,
2016,Furniture,Chairs,Arlington,United States,Consumer,179.74880000000002,641.96
2017,Furniture,Chairs,Arlington,United States,Consumer,,
2014,Furniture,Chairs,Arlington,United States,Corporate,,
2015,Furniture,Chairs,Arlington,United States,Corporate,,
2016,Furniture,Chairs,Arlington,United States,Corporate,,
2017,Furniture,Chairs,Arlington,United States,Corporate,-39.63699999999999,213.42999999999995
2014,Furniture,Chairs,Arvada,United States,Corporate,,
2015,Furniture,Chairs,Arvada,United States,Corporate,,
2016,Furniture,Chairs,Arvada,United States,Corporate,52.51139999999998,466.76800000000003
2017,Furniture,Chairs,Arvada,United States,Corporate,,
2014,Furniture,Chairs,Atlanta,United States,Consumer,18.327599999999997,67.88
2015,Furniture,Chairs,Atlanta,United States,Consumer,,
2016,Furniture,Chairs,Atlanta,United States,Consumer,,
2017,Furniture,Chairs,Atlanta,United States,Consumer,,
2014,Furniture,Chairs,Auburn,United States,Consumer,,
2015,Furniture,Chairs,Auburn,United States,Consumer,,
2016,Furniture,Chairs,Auburn,United States,Consumer,84.23520000000002,350.98
2017,Furniture,Chairs,Auburn,United States,Consumer,,
2014,Furniture,Chairs,Aurora,United States,Consumer,,
2015,Furniture,Chairs,Aurora,United States,Consumer,-23.782199999999996,128.058
2016,Furniture,Chairs,Aurora,United States,Consumer,,
2017,Furniture,Chairs,Aurora,United States,Consumer,-62.74199999999996,759.8219999999999
2014,Furniture,Chairs,Aurora,United States,Corporate,,
2015,Furniture,Chairs,Aurora,United States,Corporate,,
2016,Furniture,Chairs,Aurora,United States,Corporate,-14.478399999999993,253.37199999999996
2017,Furniture,Chairs,Aurora,United States,Corporate,,
2014,Furniture,Chairs,Aurora,United States,Home Office,,
2015,Furniture,Chairs,Aurora,United States,Home Office,,
2016,Furniture,Chairs,Aurora,United States,Home Office,-50.09800000000001,701.372
2017,Furniture,Chairs,Aurora,United States,Home Office,,
2014,Furniture,Chairs,Austin,United States,Corporate,,
2015,Furniture,Chairs,Austin,United States,Corporate,-2.569800000000029,179.886
2016,Furniture,Chairs,Austin,United States,Corporate,-24.84299999999996,347.802
2017,Furniture,Chairs,Austin,United States,Corporate,,
2014,Furniture,Chairs,Bakersfield,United States,Consumer,,
2015,Furniture,Chairs,Bakersfield,United States,Consumer,,
2016,Furniture,Chairs,Bakersfield,United States,Consumer,,
2017,Furniture,Chairs,Bakersfield,United States,Consumer,0,72.784
2014,Furniture,Chairs,Baltimore,United States,Consumer,,
2015,Furniture,Chairs,Baltimore,United States,Consumer,,
2016,Furniture,Chairs,Baltimore,United States,Consumer,,
2017,Furniture,Chairs,Baltimore,United States,Consumer,227.20500000000004,908.82
2014,Furniture,Chairs,Baltimore,United States,Corporate,,
2015,Furniture,Chairs,Baltimore,United States,Corporate,141.1644,542.9399999999999
2016,Furniture,Chairs,Baltimore,United States,Corporate,,
2017,Furniture,Chairs,Baltimore,United States,Corporate,23.57639999999998,261.96
2014,Furniture,Chairs,Baltimore,United States,Home Office,,
2015,Furniture,Chairs,Baltimore,United States,Home Office,43.784199999999984,150.98
2016,Furniture,Chairs,Baltimore,United States,Home Office,,
2017,Furniture,Chairs,Baltimore,United States,Home Office,,
2014,Furniture,Chairs,Belleville,United States,Consumer,,
2015,Furniture,Chairs,Belleville,United States,Consumer,,
2016,Furniture,Chairs,Belleville,United States,Consumer,36.473600000000005,227.96
2017,Furniture,Chairs,Belleville,United States,Consumer,,
2014,Furniture,Chairs,Bethlehem,United States,Corporate,,
2015,Furniture,Chairs,Bethlehem,United States,Corporate,-7.097999999999992,99.372
2016,Furniture,Chairs,Bethlehem,United States,Corporate,,
2017,Furniture,Chairs,Bethlehem,United States,Corporate,,
2014,Furniture,Chairs,Bowling Green,United States,Corporate,,
2015,Furniture,Chairs,Bowling Green,United States,Corporate,,
2016,Furniture,Chairs,Bowling Green,United States,Corporate,39.4268,140.81
2017,Furniture,Chairs,Bowling Green,United States,Corporate,,
2014,Furniture,Chairs,Boynton Beach,United States,Consumer,,
2015,Furniture,Chairs,Boynton Beach,United States,Consumer,,
2016,Furniture,Chairs,Boynton Beach,United States,Consumer,,
2017,Furniture,Chairs,Boynton Beach,United States,Consumer,6.074000000000002,97.18400000000001
2014,Furniture,Chairs,Bristol,United States,Corporate,10.647000000000006,170.35200000000003
2015,Furniture,Chairs,Bristol,United States,Corporate,,
