Category,Sub-Category,Region,Year,Quarter,Value Column Name,Value
"Furniture","Bookcases","South","2014","Qtr 1","(Sum of Profit - Sum of Quantity)%",
"Furniture","Bookcases","South","2014","Qtr 1","Sum of Quantity - Sum of Sales",
"Furniture","Bookcases","South","2014","Qtr 1","(Sum of Quantity - Sum of Sales)%",
"Furniture","Bookcases","South","2014","Qtr 2","Sum of Sales",
"Furniture","Bookcases","South","2014","Qtr 2","Sum of Quantity",
"Furniture","Bookcases","South","2014","Qtr 2","Sum of Profit",
"Furniture","Bookcases","South","2014","Qtr 2","Sum of Profit - Sum of Sales",
"Furniture","Bookcases","South","2014","Qtr 2","(Sum of Profit - Sum of Sales)%",
"Furniture","Bookcases","South","2014","Qtr 2","Sum of Profit - Sum of Quantity",
"Furniture","Bookcases","South","2014","Qtr 2","(Sum of Profit - Sum of Quantity)%",
"Furniture","Bookcases","South","2014","Qtr 2","Sum of Quantity - Sum of Sales",
"Furniture","Bookcases","South","2014","Qtr 2","(Sum of Quantity - Sum of Sales)%",
"Furniture","Bookcases","South","2014","Qtr 3","Sum of Sales","794.2760000000001"
"Furniture","Bookcases","South","2014","Qtr 3","Sum of Quantity","13"
"Furniture","Bookcases","South","2014","Qtr 3","Sum of Profit","164.70860000000002"
"Furniture","Bookcases","South","2014","Qtr 3","Sum of Profit - Sum of Sales","-629.5674"
"Furniture","Bookcases","South","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.7926305213804773"
"Furniture","Bookcases","South","2014","Qtr 3","Sum of Profit - Sum of Quantity","151.70860000000002"
"Furniture","Bookcases","South","2014","Qtr 3","(Sum of Profit - Sum of Quantity)%","11.66989230769231"
"Furniture","Bookcases","South","2014","Qtr 3","Sum of Quantity - Sum of Sales","-781.2760000000001"
"Furniture","Bookcases","South","2014","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.983632893351933"
"Furniture","Bookcases","South","2014","Qtr 4","Sum of Sales",
"Furniture","Bookcases","South","2014","Qtr 4","Sum of Quantity",
"Furniture","Bookcases","South","2014","Qtr 4","Sum of Profit",
"Furniture","Bookcases","South","2014","Qtr 4","Sum of Profit - Sum of Sales",
"Furniture","Bookcases","South","2014","Qtr 4","(Sum of Profit - Sum of Sales)%",
"Furniture","Bookcases","South","2014","Qtr 4","Sum of Profit - Sum of Quantity",
"Furniture","Bookcases","South","2014","Qtr 4","(Sum of Profit - Sum of Quantity)%",
"Furniture","Bookcases","South","2014","Qtr 4","Sum of Quantity - Sum of Sales",
"Furniture","Bookcases","South","2014","Qtr 4","(Sum of Quantity - Sum of Sales)%",
"Furniture","Bookcases","South","2015","Qtr 1","Sum of Sales",
"Furniture","Bookcases","South","2015","Qtr 1","Sum of Quantity",
"Furniture","Bookcases","South","2015","Qtr 1","Sum of Profit",
"Furniture","Bookcases","South","2015","Qtr 1","Sum of Profit - Sum of Sales",
"Furniture","Bookcases","South","2015","Qtr 1","(Sum of Profit - Sum of Sales)%",
"Furniture","Bookcases","South","2015","Qtr 1","Sum of Profit - Sum of Quantity",
"Furniture","Bookcases","South","2015","Qtr 1","(Sum of Profit - Sum of Quantity)%",
"Furniture","Bookcases","South","2015","Qtr 1","Sum of Quantity - Sum of Sales",
"Furniture","Bookcases","South","2015","Qtr 1","(Sum of Quantity - Sum of Sales)%",
"Furniture","Bookcases","South","2015","Qtr 2","Sum of Sales","523.26"
"Furniture","Bookcases","South","2015","Qtr 2","Sum of Quantity","9"
"Furniture","Bookcases","South","2015","Qtr 2","Sum of Profit","125.5824"
"Furniture","Bookcases","South","2015","Qtr 2","Sum of Profit - Sum of Sales","-397.6776"
"Furniture","Bookcases","South","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.76"
"Furniture","Bookcases","South","2015","Qtr 2","Sum of Profit - Sum of Quantity","116.5824"
"Furniture","Bookcases","South","2015","Qtr 2","(Sum of Profit - Sum of Quantity)%","12.953600000000002"
"Furniture","Bookcases","South","2015","Qtr 2","Sum of Quantity - Sum of Sales","-514.26"
"Furniture","Bookcases","South","2015","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9828001375988991"
"Furniture","Bookcases","South","2015","Qtr 3","Sum of Sales","293.88"
"Furniture","Bookcases","South","2015","Qtr 3","Sum of Quantity","7"
"Furniture","Bookcases","South","2015","Qtr 3","Sum of Profit","10.135199999999998"
"Furniture","Bookcases","South","2015","Qtr 3","Sum of Profit - Sum of Sales","-283.7448"
"Furniture","Bookcases","South","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.9655124540628828"
"Furniture","Bookcases","South","2015","Qtr 3","Sum of Profit - Sum of Quantity","3.1351999999999975"
"Furniture","Bookcases","South","2015","Qtr 3","(Sum of Profit - Sum of Quantity)%","0.44788571428571394"
"Furniture","Bookcases","South","2015","Qtr 3","Sum of Quantity - Sum of Sales","-286.88"
"Furniture","Bookcases","South","2015","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9761807540492718"
"Furniture","Bookcases","South","2015","Qtr 4","Sum of Sales","421.456"
"Furniture","Bookcases","South","2015","Qtr 4","Sum of Quantity","5"
"Furniture","Bookcases","South","2015","Qtr 4","Sum of Profit","-28.100000000000016"
"Furniture","Bookcases","South","2015","Qtr 4","Sum of Profit - Sum of Sales","-449.55600000000004"
"Furniture","Bookcases","South","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-1.0666736266656545"
"Furniture","Bookcases","South","2015","Qtr 4","Sum of Profit - Sum of Quantity","-33.100000000000016"
"Furniture","Bookcases","South","2015","Qtr 4","(Sum of Profit - Sum of Quantity)%","-6.620000000000002"
"Furniture","Bookcases","South","2015","Qtr 4","Sum of Quantity - Sum of Sales","-416.456"
"Furniture","Bookcases","South","2015","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9881363653619831"
"Furniture","Bookcases","South","2016","Qtr 1","Sum of Sales","691.116"
"Furniture","Bookcases","South","2016","Qtr 1","Sum of Quantity","6"
"Furniture","Bookcases","South","2016","Qtr 1","Sum of Profit","-14.874799999999993"
"Furniture","Bookcases","South","2016","Qtr 1","Sum of Profit - Sum of Sales","-705.9908"
"Furniture","Bookcases","South","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.0215228702562233"
"Furniture","Bookcases","South","2016","Qtr 1","Sum of Profit - Sum of Quantity","-20.874799999999993"
"Furniture","Bookcases","South","2016","Qtr 1","(Sum of Profit - Sum of Quantity)%","-3.4791333333333316"
"Furniture","Bookcases","South","2016","Qtr 1","Sum of Quantity - Sum of Sales","-685.116"
"Furniture","Bookcases","South","2016","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9913183893875993"
"Furniture","Bookcases","South","2016","Qtr 2","Sum of Sales","1621.76"
"Furniture","Bookcases","South","2016","Qtr 2","Sum of Quantity","12"
"Furniture","Bookcases","South","2016","Qtr 2","Sum of Profit","380.1027999999999"
"Furniture","Bookcases","South","2016","Qtr 2","Sum of Profit - Sum of Sales","-1241.6572"
"Furniture","Bookcases","South","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.7656232734806631"
"Furniture","Bookcases","South","2016","Qtr 2","Sum of Profit - Sum of Quantity","368.1027999999999"
"Furniture","Bookcases","South","2016","Qtr 2","(Sum of Profit - Sum of Quantity)%","30.675233333333328"
"Furniture","Bookcases","South","2016","Qtr 2","Sum of Quantity - Sum of Sales","-1609.76"
"Furniture","Bookcases","South","2016","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9926006314127861"
"Furniture","Bookcases","South","2016","Qtr 3","Sum of Sales","504.90000000000003"
"Furniture","Bookcases","South","2016","Qtr 3","Sum of Quantity","5"
"Furniture","Bookcases","South","2016","Qtr 3","Sum of Profit","126.22500000000002"
"Furniture","Bookcases","South","2016","Qtr 3","Sum of Profit - Sum of Sales","-378.675"
"Furniture","Bookcases","South","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.75"
"Furniture","Bookcases","South","2016","Qtr 3","Sum of Profit - Sum of Quantity","121.22500000000002"
"Furniture","Bookcases","South","2016","Qtr 3","(Sum of Profit - Sum of Quantity)%","24.245000000000005"
"Furniture","Bookcases","South","2016","Qtr 3","Sum of Quantity - Sum of Sales","-499.90000000000003"
"Furniture","Bookcases","South","2016","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9900970489205784"
"Furniture","Bookcases","South","2016","Qtr 4","Sum of Sales","891.4480000000001"
"Furniture","Bookcases","South","2016","Qtr 4","Sum of Quantity","9"
"Furniture","Bookcases","South","2016","Qtr 4","Sum of Profit","61.27039999999995"
"Furniture","Bookcases","South","2016","Qtr 4","Sum of Profit - Sum of Sales","-830.1776000000001"
"Furniture","Bookcases","South","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.9312686774775422"
"Furniture","Bookcases","South","2016","Qtr 4","Sum of Profit - Sum of Quantity","52.27039999999995"
"Furniture","Bookcases","South","2016","Qtr 4","(Sum of Profit - Sum of Quantity)%","5.807822222222217"
"Furniture","Bookcases","South","2016","Qtr 4","Sum of Quantity - Sum of Sales","-882.4480000000001"
"Furniture","Bookcases","South","2016","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9899040661934291"
"Furniture","Bookcases","South","2017","Qtr 1","Sum of Sales","591.89"
"Furniture","Bookcases","South","2017","Qtr 1","Sum of Quantity","8"
"Furniture","Bookcases","South","2017","Qtr 1","Sum of Profit","84.99139999999997"
"Furniture","Bookcases","South","2017","Qtr 1","Sum of Profit - Sum of Sales","-506.8986"
"Furniture","Bookcases","South","2017","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.856406764770481"
"Furniture","Bookcases","South","2017","Qtr 1","Sum of Profit - Sum of Quantity","76.99139999999997"
"Furniture","Bookcases","South","2017","Qtr 1","(Sum of Profit - Sum of Quantity)%","9.623924999999996"
"Furniture","Bookcases","South","2017","Qtr 1","Sum of Quantity - Sum of Sales","-583.89"
"Furniture","Bookcases","South","2017","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.986483975062934"
"Furniture","Bookcases","South","2017","Qtr 2","Sum of Sales","3392.7759999999994"
"Furniture","Bookcases","South","2017","Qtr 2","Sum of Quantity","33"
"Furniture","Bookcases","South","2017","Qtr 2","Sum of Profit","417.89719999999994"
"Furniture","Bookcases","South","2017","Qtr 2","Sum of Profit - Sum of Sales","-2974.8787999999995"
"Furniture","Bookcases","South","2017","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.8768273531762781"
"Furniture","Bookcases","South","2017","Qtr 2","Sum of Profit - Sum of Quantity","384.89719999999994"
"Furniture","Bookcases","South","2017","Qtr 2","(Sum of Profit - Sum of Quantity)%","11.663551515151513"
"Furniture","Bookcases","South","2017","Qtr 2","Sum of Quantity - Sum of Sales","-3359.7759999999994"
"Furniture","Bookcases","South","2017","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9902734515924423"
"Furniture","Bookcases","South","2017","Qtr 3","Sum of Sales","448.68"
"Furniture","Bookcases","South","2017","Qtr 3","Sum of Quantity","6"
"Furniture","Bookcases","South","2017","Qtr 3","Sum of Profit","92.99459999999999"
"Furniture","Bookcases","South","2017","Qtr 3","Sum of Profit - Sum of Sales","-355.6854"
"Furniture","Bookcases","South","2017","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.7927373629312651"
"Furniture","Bookcases","South","2017","Qtr 3","Sum of Profit - Sum of Quantity","86.99459999999999"
"Furniture","Bookcases","South","2017","Qtr 3","(Sum of Profit - Sum of Quantity)%","14.499099999999999"
"Furniture","Bookcases","South","2017","Qtr 3","Sum of Quantity - Sum of Sales","-442.68"
"Furniture","Bookcases","South","2017","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9866274404921102"
"Furniture","Bookcases","South","2017","Qtr 4","Sum of Sales","723.92"
"Furniture","Bookcases","South","2017","Qtr 4","Sum of Quantity","5"
"Furniture","Bookcases","South","2017","Qtr 4","Sum of Profit","-81.44099999999995"
"Furniture","Bookcases","South","2017","Qtr 4","Sum of Profit - Sum of Sales","-805.3609999999999"
"Furniture","Bookcases","South","2017","Qtr 4","(Sum of Profit - Sum of Sales)%","-1.1124999999999998"
"Furniture","Bookcases","South","2017","Qtr 4","Sum of Profit - Sum of Quantity","-86.44099999999995"
"Furniture","Bookcases","South","2017","Qtr 4","(Sum of Profit - Sum of Quantity)%","-17.28819999999999"
"Furniture","Bookcases","South","2017","Qtr 4","Sum of Quantity - Sum of Sales","-718.92"
"Furniture","Bookcases","South","2017","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9930931594651343"
"Furniture","Bookcases","West","2014","Qtr 1","Sum of Sales","2210.131"
"Furniture","Bookcases","West","2014","Qtr 1","Sum of Quantity","22"
"Furniture","Bookcases","West","2014","Qtr 1","Sum of Profit","-254.856"
"Furniture","Bookcases","West","2014","Qtr 1","Sum of Profit - Sum of Sales","-2464.987"
"Furniture","Bookcases","West","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.1153126217405214"
"Furniture","Bookcases","West","2014","Qtr 1","Sum of Profit - Sum of Quantity","-276.856"
"Furniture","Bookcases","West","2014","Qtr 1","(Sum of Profit - Sum of Quantity)%","-12.584363636363635"
"Furniture","Bookcases","West","2014","Qtr 1","Sum of Quantity - Sum of Sales","-2188.131"
"Furniture","Bookcases","West","2014","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9900458389118111"
"Furniture","Bookcases","West","2014","Qtr 2","Sum of Sales","599.165"
"Furniture","Bookcases","West","2014","Qtr 2","Sum of Quantity","5"
"Furniture","Bookcases","West","2014","Qtr 2","Sum of Profit","9.209800000000008"
"Furniture","Bookcases","West","2014","Qtr 2","Sum of Profit - Sum of Sales","-589.9552"
"Furniture","Bookcases","West","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.9846289419442057"
"Furniture","Bookcases","West","2014","Qtr 2","Sum of Profit - Sum of Quantity","4.209800000000008"
"Furniture","Bookcases","West","2014","Qtr 2","(Sum of Profit - Sum of Quantity)%","0.8419600000000017"
"Furniture","Bookcases","West","2014","Qtr 2","Sum of Quantity - Sum of Sales","-594.165"
"Furniture","Bookcases","West","2014","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9916550532824848"
"Furniture","Bookcases","West","2014","Qtr 3","Sum of Sales","1923.672"
"Furniture","Bookcases","West","2014","Qtr 3","Sum of Quantity","12"
"Furniture","Bookcases","West","2014","Qtr 3","Sum of Profit","287.45619999999997"
"Furniture","Bookcases","West","2014","Qtr 3","Sum of Profit - Sum of Sales","-1636.2158"
"Furniture","Bookcases","West","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.8505690159237125"
"Furniture","Bookcases","West","2014","Qtr 3","Sum of Profit - Sum of Quantity","275.45619999999997"
"Furniture","Bookcases","West","2014","Qtr 3","(Sum of Profit - Sum of Quantity)%","22.95468333333333"
"Furniture","Bookcases","West","2014","Qtr 3","Sum of Quantity - Sum of Sales","-1911.672"
"Furniture","Bookcases","West","2014","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9937619303082854"
"Furniture","Bookcases","West","2014","Qtr 4","Sum of Sales","1811.945"
"Furniture","Bookcases","West","2014","Qtr 4","Sum of Quantity","18"
"Furniture","Bookcases","West","2014","Qtr 4","Sum of Profit","6.541899999999963"
"Furniture","Bookcases","West","2014","Qtr 4","Sum of Profit - Sum of Sales","-1805.4031"
"Furniture","Bookcases","West","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.9963895703236025"
"Furniture","Bookcases","West","2014","Qtr 4","Sum of Profit - Sum of Quantity","-11.458100000000037"
"Furniture","Bookcases","West","2014","Qtr 4","(Sum of Profit - Sum of Quantity)%","-0.6365611111111131"
"Furniture","Bookcases","West","2014","Qtr 4","Sum of Quantity - Sum of Sales","-1793.945"
"Furniture","Bookcases","West","2014","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9900659236345475"
"Furniture","Bookcases","West","2015","Qtr 1","Sum of Sales","141.96"
"Furniture","Bookcases","West","2015","Qtr 1","Sum of Quantity","2"
"Furniture","Bookcases","West","2015","Qtr 1","Sum of Profit","39.7488"
"Furniture","Bookcases","West","2015","Qtr 1","Sum of Profit - Sum of Sales","-102.2112"
"Furniture","Bookcases","West","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.72"
"Furniture","Bookcases","West","2015","Qtr 1","Sum of Profit - Sum of Quantity","37.7488"
"Furniture","Bookcases","West","2015","Qtr 1","(Sum of Profit - Sum of Quantity)%","18.8744"
"Furniture","Bookcases","West","2015","Qtr 1","Sum of Quantity - Sum of Sales","-139.96"
"Furniture","Bookcases","West","2015","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9859115243730627"
"Furniture","Bookcases","West","2015","Qtr 2","Sum of Sales","1916.8174999999999"
"Furniture","Bookcases","West","2015","Qtr 2","Sum of Quantity","12"
"Furniture","Bookcases","West","2015","Qtr 2","Sum of Profit","182.68249999999983"
"Furniture","Bookcases","West","2015","Qtr 2","Sum of Profit - Sum of Sales","-1734.135"
"Furniture","Bookcases","West","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.9046948914020245"
"Furniture","Bookcases","West","2015","Qtr 2","Sum of Profit - Sum of Quantity","170.68249999999983"
"Furniture","Bookcases","West","2015","Qtr 2","(Sum of Profit - Sum of Quantity)%","14.223541666666653"
"Furniture","Bookcases","West","2015","Qtr 2","Sum of Quantity - Sum of Sales","-1904.8174999999999"
"Furniture","Bookcases","West","2015","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9937396230992257"
"Furniture","Bookcases","West","2015","Qtr 3","Sum of Sales","4179.556"
"Furniture","Bookcases","West","2015","Qtr 3","Sum of Quantity","35"
"Furniture","Bookcases","West","2015","Qtr 3","Sum of Profit","89.81820000000006"
"Furniture","Bookcases","West","2015","Qtr 3","Sum of Profit - Sum of Sales","-4089.7377999999994"
"Furniture","Bookcases","West","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.9785101096862919"
"Furniture","Bookcases","West","2015","Qtr 3","Sum of Profit - Sum of Quantity","54.81820000000006"
