Retail Orders.Category,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Retail Orders.Sales)
Furniture,2023,Qtr 3,July,15,
Office Supplies,2023,Qtr 3,July,15,6.54
Technology,2023,Qtr 3,July,15,2.97
Furniture,2023,Qtr 3,July,18,259.136
Office Supplies,2023,Qtr 3,July,18,13.904
Technology,2023,Qtr 3,July,18,
Furniture,2023,Qtr 3,July,19,70.56
Office Supplies,2023,Qtr 3,July,19,30.786
Technology,2023,Qtr 3,July,19,359.98
Furniture,2023,Qtr 3,July,20,1041.132
Office Supplies,2023,Qtr 3,July,20,1202.714
Technology,2023,Qtr 3,July,20,41.94
Furniture,2023,Qtr 3,July,21,1732.346
Office Supplies,2023,Qtr 3,July,21,193.156
Technology,2023,Qtr 3,July,21,35.98
Furniture,2023,Qtr 3,July,22,888.072
Office Supplies,2023,Qtr 3,July,22,300.292
Technology,2023,Qtr 3,July,22,159.98
Furniture,2023,Qtr 3,July,23,
Office Supplies,2023,Qtr 3,July,23,58.1
Technology,2023,Qtr 3,July,23,2555.084
Furniture,2023,Qtr 3,July,25,77.92
Office Supplies,2023,Qtr 3,July,25,8263.37
Technology,2023,Qtr 3,July,25,
Furniture,2023,Qtr 3,July,26,919.448
Office Supplies,2023,Qtr 3,July,26,2494.526
Technology,2023,Qtr 3,July,26,1626.02
Furniture,2023,Qtr 3,July,27,
Office Supplies,2023,Qtr 3,July,27,342.06
Technology,2023,Qtr 3,July,27,238
Furniture,2023,Qtr 3,July,28,129.888
Office Supplies,2023,Qtr 3,July,28,63.264
Technology,2023,Qtr 3,July,28,
Furniture,2023,Qtr 3,July,30,1367.84
Office Supplies,2023,Qtr 3,July,30,
Technology,2023,Qtr 3,July,30,
Furniture,2023,Qtr 3,August,2,14.56
Office Supplies,2023,Qtr 3,August,2,
Technology,2023,Qtr 3,August,2,
Furniture,2023,Qtr 3,August,4,1487.622
Office Supplies,2023,Qtr 3,August,4,71.168
Technology,2023,Qtr 3,August,4,399.96
Furniture,2023,Qtr 3,August,5,
Office Supplies,2023,Qtr 3,August,5,
Technology,2023,Qtr 3,August,5,1799.97
Furniture,2023,Qtr 3,August,6,755.904
Office Supplies,2023,Qtr 3,August,6,1745.36
Technology,2023,Qtr 3,August,6,
Furniture,2023,Qtr 3,August,7,566.37
Office Supplies,2023,Qtr 3,August,7,196.704
Technology,2023,Qtr 3,August,7,
Furniture,2023,Qtr 3,August,8,658.472
Office Supplies,2023,Qtr 3,August,8,705.275
Technology,2023,Qtr 3,August,8,2591.882
Furniture,2023,Qtr 3,August,9,3855.444
Office Supplies,2023,Qtr 3,August,9,1692.256
Technology,2023,Qtr 3,August,9,8680.728
Furniture,2023,Qtr 3,August,10,
Office Supplies,2023,Qtr 3,August,10,123.92
Technology,2023,Qtr 3,August,10,23.472
Furniture,2023,Qtr 3,August,11,
Office Supplies,2023,Qtr 3,August,11,
Technology,2023,Qtr 3,August,11,333.576
Furniture,2023,Qtr 3,August,12,723.24
Office Supplies,2023,Qtr 3,August,12,215.28
Technology,2023,Qtr 3,August,12,156.6
Furniture,2023,Qtr 3,August,15,195.136
Office Supplies,2023,Qtr 3,August,15,647.646
Technology,2023,Qtr 3,August,15,
Furniture,2023,Qtr 3,August,16,853.092
Office Supplies,2023,Qtr 3,August,16,
Technology,2023,Qtr 3,August,16,
Furniture,2023,Qtr 3,August,17,
Office Supplies,2023,Qtr 3,August,17,160.382
Technology,2023,Qtr 3,August,17,339.96
Furniture,2023,Qtr 3,August,19,928.06
Office Supplies,2023,Qtr 3,August,19,511.046
Technology,2023,Qtr 3,August,19,
Furniture,2023,Qtr 3,August,20,921.612
Office Supplies,2023,Qtr 3,August,20,917.11
Technology,2023,Qtr 3,August,20,
Furniture,2023,Qtr 3,August,22,
Office Supplies,2023,Qtr 3,August,22,23.104
Technology,2023,Qtr 3,August,22,
Furniture,2023,Qtr 3,August,23,4.224
Office Supplies,2023,Qtr 3,August,23,417.36
Technology,2023,Qtr 3,August,23,143.64
Furniture,2023,Qtr 3,August,24,13.28
Office Supplies,2023,Qtr 3,August,24,46.46
Technology,2023,Qtr 3,August,24,
Furniture,2023,Qtr 3,August,25,6.28
Office Supplies,2023,Qtr 3,August,25,342.326
Technology,2023,Qtr 3,August,25,1103.044
Furniture,2023,Qtr 3,August,26,10.68
Office Supplies,2023,Qtr 3,August,26,29.36
Technology,2023,Qtr 3,August,26,326.77
Furniture,2023,Qtr 3,August,27,1232.06
Office Supplies,2023,Qtr 3,August,27,44.64
Technology,2023,Qtr 3,August,27,793.43
Furniture,2023,Qtr 3,August,29,174.0585
Office Supplies,2023,Qtr 3,August,29,658.264
Technology,2023,Qtr 3,August,29,
Furniture,2023,Qtr 3,August,30,
Office Supplies,2023,Qtr 3,August,30,121.24
Technology,2023,Qtr 3,August,30,
Furniture,2023,Qtr 3,August,31,
Office Supplies,2023,Qtr 3,August,31,
Technology,2023,Qtr 3,August,31,92.52
Furniture,2023,Qtr 3,September,1,
Office Supplies,2023,Qtr 3,September,1,9.344
Technology,2023,Qtr 3,September,1,31.2
Furniture,2023,Qtr 3,September,5,
Office Supplies,2023,Qtr 3,September,5,158.71
Technology,2023,Qtr 3,September,5,235.77
Furniture,2023,Qtr 3,September,6,3233.744
Office Supplies,2023,Qtr 3,September,6,338.712
Technology,2023,Qtr 3,September,6,1890.552
Furniture,2023,Qtr 3,September,7,119.833
Office Supplies,2023,Qtr 3,September,7,145.688
Technology,2023,Qtr 3,September,7,
Furniture,2023,Qtr 3,September,8,
Office Supplies,2023,Qtr 3,September,8,2116.965
Technology,2023,Qtr 3,September,8,1488.72
Furniture,2023,Qtr 3,September,9,864.024
Office Supplies,2023,Qtr 3,September,9,1679.354
Technology,2023,Qtr 3,September,9,1500.21
Furniture,2023,Qtr 3,September,10,
Office Supplies,2023,Qtr 3,September,10,233.368
Technology,2023,Qtr 3,September,10,15.992
Furniture,2023,Qtr 3,September,11,279.186
Office Supplies,2023,Qtr 3,September,11,590.94
Technology,2023,Qtr 3,September,11,703.968
Furniture,2023,Qtr 3,September,12,
Office Supplies,2023,Qtr 3,September,12,442.676
Technology,2023,Qtr 3,September,12,1079.976
Furniture,2023,Qtr 3,September,13,354.306
Office Supplies,2023,Qtr 3,September,13,206.162
Technology,2023,Qtr 3,September,13,714.94
Furniture,2023,Qtr 3,September,14,629.78
Office Supplies,2023,Qtr 3,September,14,1289.016
Technology,2023,Qtr 3,September,14,3104.92
Furniture,2023,Qtr 3,September,15,118.496
Office Supplies,2023,Qtr 3,September,15,14.94
Technology,2023,Qtr 3,September,15,
Furniture,2023,Qtr 3,September,16,
Office Supplies,2023,Qtr 3,September,16,33.552
Technology,2023,Qtr 3,September,16,
Furniture,2023,Qtr 3,September,17,35.34
Office Supplies,2023,Qtr 3,September,17,651.354
Technology,2023,Qtr 3,September,17,133.829
Furniture,2023,Qtr 3,September,19,961.018
Office Supplies,2023,Qtr 3,September,19,172.694
Technology,2023,Qtr 3,September,19,8204.925
Furniture,2023,Qtr 3,September,20,3071.64
Office Supplies,2023,Qtr 3,September,20,213.368
Technology,2023,Qtr 3,September,20,2050.96
Furniture,2023,Qtr 3,September,21,8.544
Office Supplies,2023,Qtr 3,September,21,384.77
Technology,2023,Qtr 3,September,21,2286.338
Furniture,2023,Qtr 3,September,22,676.968
Office Supplies,2023,Qtr 3,September,22,563.298
Technology,2023,Qtr 3,September,22,
Furniture,2023,Qtr 3,September,23,435.999
Office Supplies,2023,Qtr 3,September,23,10142.354
Technology,2023,Qtr 3,September,23,83.984
Furniture,2023,Qtr 3,September,24,
Office Supplies,2023,Qtr 3,September,24,211.96
Technology,2023,Qtr 3,September,24,
Furniture,2023,Qtr 3,September,25,300.5328
Office Supplies,2023,Qtr 3,September,25,54.356
Technology,2023,Qtr 3,September,25,
Furniture,2023,Qtr 3,September,26,752.304
Office Supplies,2023,Qtr 3,September,26,571.334
Technology,2023,Qtr 3,September,26,156.976
Furniture,2023,Qtr 3,September,27,691.46
Office Supplies,2023,Qtr 3,September,27,81.98
Technology,2023,Qtr 3,September,27,
Furniture,2023,Qtr 3,September,28,337.088
Office Supplies,2023,Qtr 3,September,28,153.204
Technology,2023,Qtr 3,September,28,
Furniture,2023,Qtr 3,September,29,3153.388
Office Supplies,2023,Qtr 3,September,29,4269.362
Technology,2023,Qtr 3,September,29,686.32
Furniture,2023,Qtr 3,September,30,15.24
Office Supplies,2023,Qtr 3,September,30,972.292
Technology,2023,Qtr 3,September,30,
Furniture,2023,Qtr 4,October,1,51.94
Office Supplies,2023,Qtr 4,October,1,2.89
Technology,2023,Qtr 4,October,1,
Furniture,2023,Qtr 4,October,3,
Office Supplies,2023,Qtr 4,October,3,741.956
Technology,2023,Qtr 4,October,3,
Furniture,2023,Qtr 4,October,5,606.749
Office Supplies,2023,Qtr 4,October,5,261.45
Technology,2023,Qtr 4,October,5,1475.6
Furniture,2023,Qtr 4,October,6,
Office Supplies,2023,Qtr 4,October,6,491.55
Technology,2023,Qtr 4,October,6,
Furniture,2023,Qtr 4,October,9,1741.94
Office Supplies,2023,Qtr 4,October,9,113.288
Technology,2023,Qtr 4,October,9,
Furniture,2023,Qtr 4,October,10,169.224
Office Supplies,2023,Qtr 4,October,10,302.272
Technology,2023,Qtr 4,October,10,1577.89
Furniture,2023,Qtr 4,October,11,657.02
Office Supplies,2023,Qtr 4,October,11,733.01
Technology,2023,Qtr 4,October,11,612.526
Furniture,2023,Qtr 4,October,12,338.352
Office Supplies,2023,Qtr 4,October,12,234.984
Technology,2023,Qtr 4,October,12,
Furniture,2023,Qtr 4,October,13,1544.53
Office Supplies,2023,Qtr 4,October,13,618.912
Technology,2023,Qtr 4,October,13,48.74
Furniture,2023,Qtr 4,October,14,1628.82
Office Supplies,2023,Qtr 4,October,14,719.704
Technology,2023,Qtr 4,October,14,2176.96
Furniture,2023,Qtr 4,October,15,198.756
Office Supplies,2023,Qtr 4,October,15,7.968
Technology,2023,Qtr 4,October,15,
Furniture,2023,Qtr 4,October,16,
Office Supplies,2023,Qtr 4,October,16,14.352
Technology,2023,Qtr 4,October,16,179.97
Furniture,2023,Qtr 4,October,17,5.312
Office Supplies,2023,Qtr 4,October,17,10.78
Technology,2023,Qtr 4,October,17,119.976
Furniture,2023,Qtr 4,October,18,1151.22
Office Supplies,2023,Qtr 4,October,18,588.746
Technology,2023,Qtr 4,October,18,1394.95
Furniture,2023,Qtr 4,October,19,
Office Supplies,2023,Qtr 4,October,19,201.976
Technology,2023,Qtr 4,October,19,439.128
Furniture,2023,Qtr 4,October,20,328.59
Office Supplies,2023,Qtr 4,October,20,852.546
Technology,2023,Qtr 4,October,20,319.968
Furniture,2023,Qtr 4,October,21,1000.91
Office Supplies,2023,Qtr 4,October,21,355.692
Technology,2023,Qtr 4,October,21,
Furniture,2023,Qtr 4,October,22,223.808
Office Supplies,2023,Qtr 4,October,22,
Technology,2023,Qtr 4,October,22,
Furniture,2023,Qtr 4,October,24,
Office Supplies,2023,Qtr 4,October,24,56.49
Technology,2023,Qtr 4,October,24,
Furniture,2023,Qtr 4,October,25,
Office Supplies,2023,Qtr 4,October,25,63.106
Technology,2023,Qtr 4,October,25,40.776
Furniture,2023,Qtr 4,October,26,63.92
Office Supplies,2023,Qtr 4,October,26,
Technology,2023,Qtr 4,October,26,383.96
Furniture,2023,Qtr 4,October,27,
Office Supplies,2023,Qtr 4,October,27,22.32
Technology,2023,Qtr 4,October,27,
Furniture,2023,Qtr 4,October,28,616.998
Office Supplies,2023,Qtr 4,October,28,635.604
Technology,2023,Qtr 4,October,28,257.98
Furniture,2023,Qtr 4,October,29,
Office Supplies,2023,Qtr 4,October,29,75.88
Technology,2023,Qtr 4,October,29,2737.932
Furniture,2023,Qtr 4,October,31,3591.032
Office Supplies,2023,Qtr 4,October,31,703.164
Technology,2023,Qtr 4,October,31,1067.83
Furniture,2023,Qtr 4,November,1,9.94
Office Supplies,2023,Qtr 4,November,1,
Technology,2023,Qtr 4,November,1,
Furniture,2023,Qtr 4,November,2,1650.05
Office Supplies,2023,Qtr 4,November,2,158.9
Technology,2023,Qtr 4,November,2,234.45
Furniture,2023,Qtr 4,November,3,8.32
Office Supplies,2023,Qtr 4,November,3,289.064
Technology,2023,Qtr 4,November,3,620.93
Furniture,2023,Qtr 4,November,4,
Office Supplies,2023,Qtr 4,November,4,113.944
Technology,2023,Qtr 4,November,4,1801.296
Furniture,2023,Qtr 4,November,5,1279.072
Office Supplies,2023,Qtr 4,November,5,157.962
Technology,2023,Qtr 4,November,5,205.768
Furniture,2023,Qtr 4,November,7,979.05
Office Supplies,2023,Qtr 4,November,7,269.368
Technology,2023,Qtr 4,November,7,938.788
Furniture,2023,Qtr 4,November,8,12.35
Office Supplies,2023,Qtr 4,November,8,439.27
Technology,2023,Qtr 4,November,8,
Furniture,2023,Qtr 4,November,9,127.95
Office Supplies,2023,Qtr 4,November,9,
Technology,2023,Qtr 4,November,9,
Furniture,2023,Qtr 4,November,10,505.958
Office Supplies,2023,Qtr 4,November,10,530.206
Technology,2023,Qtr 4,November,10,345
Furniture,2023,Qtr 4,November,11,2071.424
Office Supplies,2023,Qtr 4,November,11,4415.426
Technology,2023,Qtr 4,November,11,1627.698
Furniture,2023,Qtr 4,November,14,69.264
Office Supplies,2023,Qtr 4,November,14,132.536
Technology,2023,Qtr 4,November,14,832.93
Furniture,2023,Qtr 4,November,15,10.11
Office Supplies,2023,Qtr 4,November,15,998.242
Technology,2023,Qtr 4,November,15,772.47
Furniture,2023,Qtr 4,November,16,343.2705
Office Supplies,2023,Qtr 4,November,16,658.73
Technology,2023,Qtr 4,November,16,353.928
Furniture,2023,Qtr 4,November,17,5270.08
Office Supplies,2023,Qtr 4,November,17,6174.214
Technology,2023,Qtr 4,November,17,99.98
Furniture,2023,Qtr 4,November,18,2191.732
Office Supplies,2023,Qtr 4,November,18,665.571
Technology,2023,Qtr 4,November,18,549.552
Furniture,2023,Qtr 4,November,19,1025.88
Office Supplies,2023,Qtr 4,November,19,639.02
Technology,2023,Qtr 4,November,19,5561.186
Furniture,2023,Qtr 4,November,20,
Office Supplies,2023,Qtr 4,November,20,73.62
Technology,2023,Qtr 4,November,20,833.94
Furniture,2023,Qtr 4,November,21,
Office Supplies,2023,Qtr 4,November,21,849.682
Technology,2023,Qtr 4,November,21,399.94
Furniture,2023,Qtr 4,November,22,
Office Supplies,2023,Qtr 4,November,22,1103.298
Technology,2023,Qtr 4,November,22,
Furniture,2023,Qtr 4,November,23,1147.1
Office Supplies,2023,Qtr 4,November,23,180.646
Technology,2023,Qtr 4,November,23,35.534
Furniture,2023,Qtr 4,November,24,1029.808
Office Supplies,2023,Qtr 4,November,24,1884.662
Technology,2023,Qtr 4,November,24,2664.136
Furniture,2023,Qtr 4,November,25,2302.967
Office Supplies,2023,Qtr 4,November,25,1548.136
Technology,2023,Qtr 4,November,25,564.592
Furniture,2023,Qtr 4,November,26,19.3
Office Supplies,2023,Qtr 4,November,26,968.394
Technology,2023,Qtr 4,November,26,718.296
Furniture,2023,Qtr 4,November,27,199.9
Office Supplies,2023,Qtr 4,November,27,3.76
Technology,2023,Qtr 4,November,27,
Furniture,2023,Qtr 4,November,28,808.932
Office Supplies,2023,Qtr 4,November,28,333.118
Technology,2023,Qtr 4,November,28,1138.78
Furniture,2023,Qtr 4,November,29,
Office Supplies,2023,Qtr 4,November,29,73.124
Technology,2023,Qtr 4,November,29,575.92
Furniture,2023,Qtr 4,November,30,
Office Supplies,2023,Qtr 4,November,30,116.914
Technology,2023,Qtr 4,November,30,102.24
Furniture,2023,Qtr 4,December,2,129.568
Office Supplies,2023,Qtr 4,December,2,
Technology,2023,Qtr 4,December,2,
Furniture,2023,Qtr 4,December,4,308.499
Office Supplies,2023,Qtr 4,December,4,90.168
Technology,2023,Qtr 4,December,4,1513.456
Furniture,2023,Qtr 4,December,5,734.846
Office Supplies,2023,Qtr 4,December,5,
Technology,2023,Qtr 4,December,5,
Furniture,2023,Qtr 4,December,7,1333.846
Office Supplies,2023,Qtr 4,December,7,346.39
Technology,2023,Qtr 4,December,7,279.776
Furniture,2023,Qtr 4,December,8,85.44
Office Supplies,2023,Qtr 4,December,8,509.066
Technology,2023,Qtr 4,December,8,1237.874
Furniture,2023,Qtr 4,December,9,3825.852
Office Supplies,2023,Qtr 4,December,9,936.202
Technology,2023,Qtr 4,December,9,142.606
Furniture,2023,Qtr 4,December,10,
Office Supplies,2023,Qtr 4,December,10,58.53
Technology,2023,Qtr 4,December,10,
Furniture,2023,Qtr 4,December,11,722.1852
Office Supplies,2023,Qtr 4,December,11,125.08
Technology,2023,Qtr 4,December,11,207.496
Furniture,2023,Qtr 4,December,12,4695.6005
Office Supplies,2023,Qtr 4,December,12,242.804
Technology,2023,Qtr 4,December,12,
Furniture,2023,Qtr 4,December,13,182.388
Office Supplies,2023,Qtr 4,December,13,110.764
Technology,2023,Qtr 4,December,13,
Furniture,2023,Qtr 4,December,14,322.834
Office Supplies,2023,Qtr 4,December,14,19.888
Technology,2023,Qtr 4,December,14,7298.936
Furniture,2023,Qtr 4,December,15,1223.786
Office Supplies,2023,Qtr 4,December,15,
Technology,2023,Qtr 4,December,15,40.68
Furniture,2023,Qtr 4,December,16,2798.432
Office Supplies,2023,Qtr 4,December,16,153.639
Technology,2023,Qtr 4,December,16,1442.116
Furniture,2023,Qtr 4,December,17,
Office Supplies,2023,Qtr 4,December,17,45.534
Technology,2023,Qtr 4,December,17,
Furniture,2023,Qtr 4,December,19,1819.86
Office Supplies,2023,Qtr 4,December,19,250.156
Technology,2023,Qtr 4,December,19,1366.744
Furniture,2023,Qtr 4,December,20,4039.814
Office Supplies,2023,Qtr 4,December,20,2337.266
Technology,2023,Qtr 4,December,20,585.36
Furniture,2023,Qtr 4,December,21,1897.92
Office Supplies,2023,Qtr 4,December,21,35.52
Technology,2023,Qtr 4,December,21,
Furniture,2023,Qtr 4,December,22,
Office Supplies,2023,Qtr 4,December,22,798.968
Technology,2023,Qtr 4,December,22,
Furniture,2023,Qtr 4,December,23,118.1
Office Supplies,2023,Qtr 4,December,23,824.008
Technology,2023,Qtr 4,December,23,
Furniture,2023,Qtr 4,December,24,346.622
Office Supplies,2023,Qtr 4,December,24,548.698
Technology,2023,Qtr 4,December,24,1054.882
Furniture,2023,Qtr 4,December,26,1353.158
Office Supplies,2023,Qtr 4,December,26,688.256
Technology,2023,Qtr 4,December,26,
Furniture,2023,Qtr 4,December,27,1212.798
Office Supplies,2023,Qtr 4,December,27,1255.59
Technology,2023,Qtr 4,December,27,498
Furniture,2023,Qtr 4,December,28,
Office Supplies,2023,Qtr 4,December,28,3732.296
Technology,2023,Qtr 4,December,28,
Furniture,2023,Qtr 4,December,29,143.172
Office Supplies,2023,Qtr 4,December,29,505.252
Technology,2023,Qtr 4,December,29,1423.672
Furniture,2023,Qtr 4,December,30,523.764
Office Supplies,2023,Qtr 4,December,30,774.611
Technology,2023,Qtr 4,December,30,874.276
Furniture,2023,Qtr 4,December,31,2584.528
Office Supplies,2023,Qtr 4,December,31,308.728
Technology,2023,Qtr 4,December,31,2360.014
Furniture,2024,Qtr 1,January,3,1412.7504
Office Supplies,2024,Qtr 1,January,3,117.6
Technology,2024,Qtr 1,January,3,111.824
Furniture,2024,Qtr 1,January,5,63.552
Office Supplies,2024,Qtr 1,January,5,298.636
Technology,2024,Qtr 1,January,5,88.752
Furniture,2024,Qtr 1,January,6,
Office Supplies,2024,Qtr 1,January,6,492.318
Technology,2024,Qtr 1,January,6,341.88
Furniture,2024,Qtr 1,January,8,1004.976
Office Supplies,2024,Qtr 1,January,8,6.72
Technology,2024,Qtr 1,January,8,
Furniture,2024,Qtr 1,January,9,185.1
Office Supplies,2024,Qtr 1,January,9,1222.48
Technology,2024,Qtr 1,January,9,959.984
Furniture,2024,Qtr 1,January,10,
Office Supplies,2024,Qtr 1,January,10,164.866
Technology,2024,Qtr 1,January,10,993.548
Furniture,2024,Qtr 1,January,11,1094.388
Office Supplies,2024,Qtr 1,January,11,24.568
Technology,2024,Qtr 1,January,11,1987.15
Furniture,2024,Qtr 1,January,12,6600.68
Office Supplies,2024,Qtr 1,January,12,529.914
Technology,2024,Qtr 1,January,12,
Furniture,2024,Qtr 1,January,13,542.45
Office Supplies,2024,Qtr 1,January,13,79.828
Technology,2024,Qtr 1,January,13,
Furniture,2024,Qtr 1,January,17,254.744
Office Supplies,2024,Qtr 1,January,17,95.64
Technology,2024,Qtr 1,January,17,
Furniture,2024,Qtr 1,January,19,301.742
Office Supplies,2024,Qtr 1,January,19,
Technology,2024,Qtr 1,January,19,
Furniture,2024,Qtr 1,January,23,
Office Supplies,2024,Qtr 1,January,23,43.66
Technology,2024,Qtr 1,January,23,
Furniture,2024,Qtr 1,January,24,
Office Supplies,2024,Qtr 1,January,24,13.12
Technology,2024,Qtr 1,January,24,
Furniture,2024,Qtr 1,January,26,
Office Supplies,2024,Qtr 1,January,26,182.72
Technology,2024,Qtr 1,January,26,
Furniture,2024,Qtr 1,January,27,2985.906
Office Supplies,2024,Qtr 1,January,27,
Technology,2024,Qtr 1,January,27,587.346
Furniture,2024,Qtr 1,January,28,4297.644
Office Supplies,2024,Qtr 1,January,28,
Technology,2024,Qtr 1,January,28,
Furniture,2024,Qtr 1,January,30,227.36
Office Supplies,2024,Qtr 1,January,30,14.304
Technology,2024,Qtr 1,January,30,1919.976
Furniture,2024,Qtr 1,January,31,53.34
Office Supplies,2024,Qtr 1,January,31,45.92
Technology,2024,Qtr 1,January,31,
Furniture,2024,Qtr 1,February,1,452.45
Office Supplies,2024,Qtr 1,February,1,139.08
Technology,2024,Qtr 1,February,1,1340.566
Furniture,2024,Qtr 1,February,3,787.53
Office Supplies,2024,Qtr 1,February,3,112.04
Technology,2024,Qtr 1,February,3,
Furniture,2024,Qtr 1,February,4,
Office Supplies,2024,Qtr 1,February,4,41.348
Technology,2024,Qtr 1,February,4,257.872
Furniture,2024,Qtr 1,February,5,
Office Supplies,2024,Qtr 1,February,5,8.856
Technology,2024,Qtr 1,February,5,158.376
Furniture,2024,Qtr 1,February,7,950.378
Office Supplies,2024,Qtr 1,February,7,607.284
Technology,2024,Qtr 1,February,7,74.24
Furniture,2024,Qtr 1,February,8,388.48
Office Supplies,2024,Qtr 1,February,8,14.768
Technology,2024,Qtr 1,February,8,887.23
Furniture,2024,Qtr 1,February,10,11.032
Office Supplies,2024,Qtr 1,February,10,611.234
Technology,2024,Qtr 1,February,10,647
Furniture,2024,Qtr 1,February,11,4379.385
Office Supplies,2024,Qtr 1,February,11,356.532
Technology,2024,Qtr 1,February,11,792.634
Furniture,2024,Qtr 1,February,14,
Office Supplies,2024,Qtr 1,February,14,58.014
Technology,2024,Qtr 1,February,14,1021.948
Furniture,2024,Qtr 1,February,15,
Office Supplies,2024,Qtr 1,February,15,627.48
Technology,2024,Qtr 1,February,15,974.9
Furniture,2024,Qtr 1,February,16,
Office Supplies,2024,Qtr 1,February,16,160.43
Technology,2024,Qtr 1,February,16,
Furniture,2024,Qtr 1,February,18,35.544
Office Supplies,2024,Qtr 1,February,18,70.3
Technology,2024,Qtr 1,February,18,
Furniture,2024,Qtr 1,February,20,
Office Supplies,2024,Qtr 1,February,20,286.79
Technology,2024,Qtr 1,February,20,29.99
Furniture,2024,Qtr 1,February,21,
Office Supplies,2024,Qtr 1,February,21,2591.1
Technology,2024,Qtr 1,February,21,
Furniture,2024,Qtr 1,February,22,
Office Supplies,2024,Qtr 1,February,22,79.36
Technology,2024,Qtr 1,February,22,
Furniture,2024,Qtr 1,February,23,
Office Supplies,2024,Qtr 1,February,23,37.776
Technology,2024,Qtr 1,February,23,
Furniture,2024,Qtr 1,February,25,
Office Supplies,2024,Qtr 1,February,25,25.87
Technology,2024,Qtr 1,February,25,
Furniture,2024,Qtr 1,February,27,493.92
Office Supplies,2024,Qtr 1,February,27,20.451
Technology,2024,Qtr 1,February,27,644.9
Furniture,2024,Qtr 1,February,28,551.264
Office Supplies,2024,Qtr 1,February,28,
Technology,2024,Qtr 1,February,28,
Furniture,2024,Qtr 1,March,1,1352.3976
Office Supplies,2024,Qtr 1,March,1,17.424
Technology,2024,Qtr 1,March,1,398.4
Furniture,2024,Qtr 1,March,2,256.202
Office Supplies,2024,Qtr 1,March,2,86.664
Technology,2024,Qtr 1,March,2,149.97
Furniture,2024,Qtr 1,March,5,1509.996
Office Supplies,2024,Qtr 1,March,5,321.252
Technology,2024,Qtr 1,March,5,367.512
Furniture,2024,Qtr 1,March,7,522.332
Office Supplies,2024,Qtr 1,March,7,301.65
Technology,2024,Qtr 1,March,7,
Furniture,2024,Qtr 1,March,9,367.72
Office Supplies,2024,Qtr 1,March,9,1259.338
Technology,2024,Qtr 1,March,9,247.84
Furniture,2024,Qtr 1,March,10,156.156
Office Supplies,2024,Qtr 1,March,10,47.078
Technology,2024,Qtr 1,March,10,71.984
Furniture,2024,Qtr 1,March,11,1491.42
Office Supplies,2024,Qtr 1,March,11,6.608
Technology,2024,Qtr 1,March,11,1302.818
Furniture,2024,Qtr 1,March,12,440.411
Office Supplies,2024,Qtr 1,March,12,907.526
Technology,2024,Qtr 1,March,12,624.708
Furniture,2024,Qtr 1,March,13,1384.856
Office Supplies,2024,Qtr 1,March,13,
Technology,2024,Qtr 1,March,13,
Furniture,2024,Qtr 1,March,14,
Office Supplies,2024,Qtr 1,March,14,707.9
Technology,2024,Qtr 1,March,14,
Furniture,2024,Qtr 1,March,15,
Office Supplies,2024,Qtr 1,March,15,
Technology,2024,Qtr 1,March,15,16.776
Furniture,2024,Qtr 1,March,16,215.09
Office Supplies,2024,Qtr 1,March,16,6929.22
Technology,2024,Qtr 1,March,16,85.9
Furniture,2024,Qtr 1,March,17,
Office Supplies,2024,Qtr 1,March,17,33.82
Technology,2024,Qtr 1,March,17,15.02
Furniture,2024,Qtr 1,March,19,383.4656
Office Supplies,2024,Qtr 1,March,19,1665.968
Technology,2024,Qtr 1,March,19,3603.506
Furniture,2024,Qtr 1,March,20,
Office Supplies,2024,Qtr 1,March,20,1348.214
Technology,2024,Qtr 1,March,20,199.98
Furniture,2024,Qtr 1,March,21,
Office Supplies,2024,Qtr 1,March,21,1270.379
Technology,2024,Qtr 1,March,21,
Furniture,2024,Qtr 1,March,22,91.96
Office Supplies,2024,Qtr 1,March,22,419.168
Technology,2024,Qtr 1,March,22,1970.296
Furniture,2024,Qtr 1,March,23,107.772
Office Supplies,2024,Qtr 1,March,23,285.56
Technology,2024,Qtr 1,March,23,239.97
Furniture,2024,Qtr 1,March,24,405.958
Office Supplies,2024,Qtr 1,March,24,6.992
Technology,2024,Qtr 1,March,24,
Furniture,2024,Qtr 1,March,26,3393.68
Office Supplies,2024,Qtr 1,March,26,1212.914
Technology,2024,Qtr 1,March,26,16.776
Furniture,2024,Qtr 1,March,27,
Office Supplies,2024,Qtr 1,March,27,83.7
Technology,2024,Qtr 1,March,27,
Furniture,2024,Qtr 1,March,28,
Office Supplies,2024,Qtr 1,March,28,77.104
Technology,2024,Qtr 1,March,28,166.24
Furniture,2024,Qtr 1,March,29,1186.84
Office Supplies,2024,Qtr 1,March,29,318.99
Technology,2024,Qtr 1,March,29,53.25
Furniture,2024,Qtr 1,March,30,366.744
Office Supplies,2024,Qtr 1,March,30,23.52
Technology,2024,Qtr 1,March,30,180.96
Furniture,2024,Qtr 1,March,31,22.38
Office Supplies,2024,Qtr 1,March,31,98.376
Technology,2024,Qtr 1,March,31,79.96
Furniture,2024,Qtr 2,April,1,192.22
Office Supplies,2024,Qtr 2,April,1,72.24
