Retail Orders.Sub-Category,Retail Orders.Category,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Retail Orders.Profit),Sum(Retail Orders.Discount)
Copiers,Technology,2021,Qtr 1,February,8,,
Machines,Technology,2021,Qtr 1,February,8,,
Phones,Technology,2021,Qtr 1,February,8,33.3576,0
Bookcases,Furniture,2021,Qtr 1,February,9,,
Chairs,Furniture,2021,Qtr 1,February,9,-2.6997,0
Furnishings,Furniture,2021,Qtr 1,February,9,-34.6054,1
Tables,Furniture,2021,Qtr 1,February,9,-121.1943,0
Appliances,Office Supplies,2021,Qtr 1,February,9,34.8138,0
Art,Office Supplies,2021,Qtr 1,February,9,28.2628,0
Binders,Office Supplies,2021,Qtr 1,February,9,-37.0941,3
Envelopes,Office Supplies,2021,Qtr 1,February,9,30.9918,0
Fasteners,Office Supplies,2021,Qtr 1,February,9,0.6516,0
Labels,Office Supplies,2021,Qtr 1,February,9,9.8685,0
Paper,Office Supplies,2021,Qtr 1,February,9,,
Storage,Office Supplies,2021,Qtr 1,February,9,4.6922,0
Supplies,Office Supplies,2021,Qtr 1,February,9,,
Accessories,Technology,2021,Qtr 1,February,9,337.7105,0
Copiers,Technology,2021,Qtr 1,February,9,449.991,0
Machines,Technology,2021,Qtr 1,February,9,-19.47,0
Phones,Technology,2021,Qtr 1,February,9,68.198,0
Bookcases,Furniture,2021,Qtr 1,February,10,,
Chairs,Furniture,2021,Qtr 1,February,10,,
Furnishings,Furniture,2021,Qtr 1,February,10,,
Tables,Furniture,2021,Qtr 1,February,10,,
Appliances,Office Supplies,2021,Qtr 1,February,10,16.5888,0
Art,Office Supplies,2021,Qtr 1,February,10,9.5088,0
Binders,Office Supplies,2021,Qtr 1,February,10,307.8515,1
Envelopes,Office Supplies,2021,Qtr 1,February,10,,
Fasteners,Office Supplies,2021,Qtr 1,February,10,,
Labels,Office Supplies,2021,Qtr 1,February,10,,
Paper,Office Supplies,2021,Qtr 1,February,10,,
Storage,Office Supplies,2021,Qtr 1,February,10,4.872,0
Supplies,Office Supplies,2021,Qtr 1,February,10,,
Accessories,Technology,2021,Qtr 1,February,10,,
Copiers,Technology,2021,Qtr 1,February,10,8399.976,0
Machines,Technology,2021,Qtr 1,February,10,,
Phones,Technology,2021,Qtr 1,February,10,,
Bookcases,Furniture,2021,Qtr 1,February,12,-137.976,0
Chairs,Furniture,2021,Qtr 1,February,12,,
Furnishings,Furniture,2021,Qtr 1,February,12,29.5614,0
Tables,Furniture,2021,Qtr 1,February,12,,
Appliances,Office Supplies,2021,Qtr 1,February,12,26.865,0
Art,Office Supplies,2021,Qtr 1,February,12,,
Binders,Office Supplies,2021,Qtr 1,February,12,243.9512,0
Envelopes,Office Supplies,2021,Qtr 1,February,12,,
Fasteners,Office Supplies,2021,Qtr 1,February,12,,
Labels,Office Supplies,2021,Qtr 1,February,12,,
Paper,Office Supplies,2021,Qtr 1,February,12,68.8274,0
Storage,Office Supplies,2021,Qtr 1,February,12,591.0382,0
Supplies,Office Supplies,2021,Qtr 1,February,12,,
Accessories,Technology,2021,Qtr 1,February,12,-6.21,0
Copiers,Technology,2021,Qtr 1,February,12,,
Machines,Technology,2021,Qtr 1,February,12,,
Phones,Technology,2021,Qtr 1,February,12,176.386,0
Bookcases,Furniture,2021,Qtr 1,February,13,,
Chairs,Furniture,2021,Qtr 1,February,13,,
Furnishings,Furniture,2021,Qtr 1,February,13,,
Tables,Furniture,2021,Qtr 1,February,13,,
Appliances,Office Supplies,2021,Qtr 1,February,13,,
Art,Office Supplies,2021,Qtr 1,February,13,,
Binders,Office Supplies,2021,Qtr 1,February,13,,
Envelopes,Office Supplies,2021,Qtr 1,February,13,,
Fasteners,Office Supplies,2021,Qtr 1,February,13,,
Labels,Office Supplies,2021,Qtr 1,February,13,,
Paper,Office Supplies,2021,Qtr 1,February,13,73.41,0
Storage,Office Supplies,2021,Qtr 1,February,13,,
Supplies,Office Supplies,2021,Qtr 1,February,13,,
Accessories,Technology,2021,Qtr 1,February,13,,
Copiers,Technology,2021,Qtr 1,February,13,,
Machines,Technology,2021,Qtr 1,February,13,,
Phones,Technology,2021,Qtr 1,February,13,,
Bookcases,Furniture,2021,Qtr 1,February,14,,
Chairs,Furniture,2021,Qtr 1,February,14,,
Furnishings,Furniture,2021,Qtr 1,February,14,4.6464,0
Tables,Furniture,2021,Qtr 1,February,14,-47.1798,0
Appliances,Office Supplies,2021,Qtr 1,February,14,,
Art,Office Supplies,2021,Qtr 1,February,14,70.7616,0
Binders,Office Supplies,2021,Qtr 1,February,14,,
Envelopes,Office Supplies,2021,Qtr 1,February,14,,
Fasteners,Office Supplies,2021,Qtr 1,February,14,,
Labels,Office Supplies,2021,Qtr 1,February,14,,
Paper,Office Supplies,2021,Qtr 1,February,14,2.1465,0
Storage,Office Supplies,2021,Qtr 1,February,14,,
Supplies,Office Supplies,2021,Qtr 1,February,14,,
Accessories,Technology,2021,Qtr 1,February,14,,
Copiers,Technology,2021,Qtr 1,February,14,,
Machines,Technology,2021,Qtr 1,February,14,,
Phones,Technology,2021,Qtr 1,February,14,,
Bookcases,Furniture,2021,Qtr 1,February,15,,
Chairs,Furniture,2021,Qtr 1,February,15,,
Furnishings,Furniture,2021,Qtr 1,February,15,,
Tables,Furniture,2021,Qtr 1,February,15,,
Appliances,Office Supplies,2021,Qtr 1,February,15,,
Art,Office Supplies,2021,Qtr 1,February,15,,
Binders,Office Supplies,2021,Qtr 1,February,15,124.485,0
Envelopes,Office Supplies,2021,Qtr 1,February,15,,
Fasteners,Office Supplies,2021,Qtr 1,February,15,3.5752,0
Labels,Office Supplies,2021,Qtr 1,February,15,,
Paper,Office Supplies,2021,Qtr 1,February,15,,
Storage,Office Supplies,2021,Qtr 1,February,15,,
Supplies,Office Supplies,2021,Qtr 1,February,15,,
Accessories,Technology,2021,Qtr 1,February,15,,
Copiers,Technology,2021,Qtr 1,February,15,,
Machines,Technology,2021,Qtr 1,February,15,,
Phones,Technology,2021,Qtr 1,February,15,,
Bookcases,Furniture,2021,Qtr 1,February,16,,
Chairs,Furniture,2021,Qtr 1,February,16,73.6988,0
Furnishings,Furniture,2021,Qtr 1,February,16,34.9888,0
Tables,Furniture,2021,Qtr 1,February,16,,
Appliances,Office Supplies,2021,Qtr 1,February,16,-225.5568,1
Art,Office Supplies,2021,Qtr 1,February,16,,
Binders,Office Supplies,2021,Qtr 1,February,16,2.61,0
Envelopes,Office Supplies,2021,Qtr 1,February,16,,
Fasteners,Office Supplies,2021,Qtr 1,February,16,1.8312,0
Labels,Office Supplies,2021,Qtr 1,February,16,,
Paper,Office Supplies,2021,Qtr 1,February,16,1.8144,0
Storage,Office Supplies,2021,Qtr 1,February,16,,
Supplies,Office Supplies,2021,Qtr 1,February,16,,
Accessories,Technology,2021,Qtr 1,February,16,39.5868,0
Copiers,Technology,2021,Qtr 1,February,16,,
Machines,Technology,2021,Qtr 1,February,16,,
Phones,Technology,2021,Qtr 1,February,16,,
Bookcases,Furniture,2021,Qtr 1,February,19,,
Chairs,Furniture,2021,Qtr 1,February,19,,
Furnishings,Furniture,2021,Qtr 1,February,19,14.6718,0
Tables,Furniture,2021,Qtr 1,February,19,,
Appliances,Office Supplies,2021,Qtr 1,February,19,,
Art,Office Supplies,2021,Qtr 1,February,19,,
Binders,Office Supplies,2021,Qtr 1,February,19,,
Envelopes,Office Supplies,2021,Qtr 1,February,19,,
Fasteners,Office Supplies,2021,Qtr 1,February,19,,
Labels,Office Supplies,2021,Qtr 1,February,19,4.0749,0
Paper,Office Supplies,2021,Qtr 1,February,19,33.3136,0
Storage,Office Supplies,2021,Qtr 1,February,19,9.7176,0
Supplies,Office Supplies,2021,Qtr 1,February,19,6.6846,0
Accessories,Technology,2021,Qtr 1,February,19,,
Copiers,Technology,2021,Qtr 1,February,19,,
Machines,Technology,2021,Qtr 1,February,19,,
Phones,Technology,2021,Qtr 1,February,19,,
Bookcases,Furniture,2021,Qtr 1,February,20,,
Chairs,Furniture,2021,Qtr 1,February,20,,
Furnishings,Furniture,2021,Qtr 1,February,20,,
Tables,Furniture,2021,Qtr 1,February,20,,
Appliances,Office Supplies,2021,Qtr 1,February,20,,
Art,Office Supplies,2021,Qtr 1,February,20,,
Binders,Office Supplies,2021,Qtr 1,February,20,,
Envelopes,Office Supplies,2021,Qtr 1,February,20,,
Fasteners,Office Supplies,2021,Qtr 1,February,20,,
Labels,Office Supplies,2021,Qtr 1,February,20,,
Paper,Office Supplies,2021,Qtr 1,February,20,5.5674,0
Storage,Office Supplies,2021,Qtr 1,February,20,,
Supplies,Office Supplies,2021,Qtr 1,February,20,,
Accessories,Technology,2021,Qtr 1,February,20,,
Copiers,Technology,2021,Qtr 1,February,20,,
Machines,Technology,2021,Qtr 1,February,20,,
Phones,Technology,2021,Qtr 1,February,20,,
Bookcases,Furniture,2021,Qtr 1,February,21,,
Chairs,Furniture,2021,Qtr 1,February,21,,
Furnishings,Furniture,2021,Qtr 1,February,21,95.501,0
Tables,Furniture,2021,Qtr 1,February,21,,
Appliances,Office Supplies,2021,Qtr 1,February,21,,
Art,Office Supplies,2021,Qtr 1,February,21,,
Binders,Office Supplies,2021,Qtr 1,February,21,-12.052,2
Envelopes,Office Supplies,2021,Qtr 1,February,21,,
Fasteners,Office Supplies,2021,Qtr 1,February,21,,
Labels,Office Supplies,2021,Qtr 1,February,21,,
Paper,Office Supplies,2021,Qtr 1,February,21,,
Storage,Office Supplies,2021,Qtr 1,February,21,121.4371,0
Supplies,Office Supplies,2021,Qtr 1,February,21,,
Accessories,Technology,2021,Qtr 1,February,21,0.7794,0
Copiers,Technology,2021,Qtr 1,February,21,,
Machines,Technology,2021,Qtr 1,February,21,,
Phones,Technology,2021,Qtr 1,February,21,1.999,0
Bookcases,Furniture,2021,Qtr 1,February,22,,
Chairs,Furniture,2021,Qtr 1,February,22,,
Furnishings,Furniture,2021,Qtr 1,February,22,,
Tables,Furniture,2021,Qtr 1,February,22,,
Appliances,Office Supplies,2021,Qtr 1,February,22,137.2896,0
Art,Office Supplies,2021,Qtr 1,February,22,,
Binders,Office Supplies,2021,Qtr 1,February,22,,
Envelopes,Office Supplies,2021,Qtr 1,February,22,,
Fasteners,Office Supplies,2021,Qtr 1,February,22,5.0055,0
Labels,Office Supplies,2021,Qtr 1,February,22,,
Paper,Office Supplies,2021,Qtr 1,February,22,,
Storage,Office Supplies,2021,Qtr 1,February,22,,
Supplies,Office Supplies,2021,Qtr 1,February,22,,
Accessories,Technology,2021,Qtr 1,February,22,15.2208,0
Copiers,Technology,2021,Qtr 1,February,22,,
Machines,Technology,2021,Qtr 1,February,22,,
Phones,Technology,2021,Qtr 1,February,22,55.745,0
Bookcases,Furniture,2021,Qtr 1,February,23,,
Chairs,Furniture,2021,Qtr 1,February,23,,
Furnishings,Furniture,2021,Qtr 1,February,23,,
Tables,Furniture,2021,Qtr 1,February,23,,
Appliances,Office Supplies,2021,Qtr 1,February,23,,
Art,Office Supplies,2021,Qtr 1,February,23,,
Binders,Office Supplies,2021,Qtr 1,February,23,,
Envelopes,Office Supplies,2021,Qtr 1,February,23,21.591,0
Fasteners,Office Supplies,2021,Qtr 1,February,23,,
Labels,Office Supplies,2021,Qtr 1,February,23,,
Paper,Office Supplies,2021,Qtr 1,February,23,,
Storage,Office Supplies,2021,Qtr 1,February,23,,
Supplies,Office Supplies,2021,Qtr 1,February,23,,
Accessories,Technology,2021,Qtr 1,February,23,,
Copiers,Technology,2021,Qtr 1,February,23,,
Machines,Technology,2021,Qtr 1,February,23,,
Phones,Technology,2021,Qtr 1,February,23,,
Bookcases,Furniture,2021,Qtr 1,February,25,,
Chairs,Furniture,2021,Qtr 1,February,25,,
Furnishings,Furniture,2021,Qtr 1,February,25,,
Tables,Furniture,2021,Qtr 1,February,25,,
Appliances,Office Supplies,2021,Qtr 1,February,25,,
Art,Office Supplies,2021,Qtr 1,February,25,,
Binders,Office Supplies,2021,Qtr 1,February,25,,
Envelopes,Office Supplies,2021,Qtr 1,February,25,17.52,0
Fasteners,Office Supplies,2021,Qtr 1,February,25,,
Labels,Office Supplies,2021,Qtr 1,February,25,,
Paper,Office Supplies,2021,Qtr 1,February,25,,
Storage,Office Supplies,2021,Qtr 1,February,25,,
Supplies,Office Supplies,2021,Qtr 1,February,25,,
Accessories,Technology,2021,Qtr 1,February,25,,
Copiers,Technology,2021,Qtr 1,February,25,,
Machines,Technology,2021,Qtr 1,February,25,,
Phones,Technology,2021,Qtr 1,February,25,,
Bookcases,Furniture,2021,Qtr 1,February,27,,
Chairs,Furniture,2021,Qtr 1,February,27,,
Furnishings,Furniture,2021,Qtr 1,February,27,-6.8816,1
Tables,Furniture,2021,Qtr 1,February,27,,
Appliances,Office Supplies,2021,Qtr 1,February,27,49.5552,0
Art,Office Supplies,2021,Qtr 1,February,27,,
Binders,Office Supplies,2021,Qtr 1,February,27,28.41,0
Envelopes,Office Supplies,2021,Qtr 1,February,27,,
Fasteners,Office Supplies,2021,Qtr 1,February,27,,
Labels,Office Supplies,2021,Qtr 1,February,27,,
Paper,Office Supplies,2021,Qtr 1,February,27,,
Storage,Office Supplies,2021,Qtr 1,February,27,,
Supplies,Office Supplies,2021,Qtr 1,February,27,,
Accessories,Technology,2021,Qtr 1,February,27,,
Copiers,Technology,2021,Qtr 1,February,27,,
Machines,Technology,2021,Qtr 1,February,27,,
Phones,Technology,2021,Qtr 1,February,27,,
Bookcases,Furniture,2021,Qtr 1,February,28,,
Chairs,Furniture,2021,Qtr 1,February,28,,
Furnishings,Furniture,2021,Qtr 1,February,28,,
Tables,Furniture,2021,Qtr 1,February,28,,
Appliances,Office Supplies,2021,Qtr 1,February,28,,
Art,Office Supplies,2021,Qtr 1,February,28,,
Binders,Office Supplies,2021,Qtr 1,February,28,,
Envelopes,Office Supplies,2021,Qtr 1,February,28,,
Fasteners,Office Supplies,2021,Qtr 1,February,28,18.24,0
Labels,Office Supplies,2021,Qtr 1,February,28,,
Paper,Office Supplies,2021,Qtr 1,February,28,,
Storage,Office Supplies,2021,Qtr 1,February,28,,
Supplies,Office Supplies,2021,Qtr 1,February,28,,
Accessories,Technology,2021,Qtr 1,February,28,,
Copiers,Technology,2021,Qtr 1,February,28,,
Machines,Technology,2021,Qtr 1,February,28,,
Phones,Technology,2021,Qtr 1,February,28,,
Bookcases,Furniture,2021,Qtr 1,March,1,,
Chairs,Furniture,2021,Qtr 1,March,1,,
Furnishings,Furniture,2021,Qtr 1,March,1,,
Tables,Furniture,2021,Qtr 1,March,1,350.427,0
Appliances,Office Supplies,2021,Qtr 1,March,1,,
Art,Office Supplies,2021,Qtr 1,March,1,,
Binders,Office Supplies,2021,Qtr 1,March,1,5.346,0
Envelopes,Office Supplies,2021,Qtr 1,March,1,,
Fasteners,Office Supplies,2021,Qtr 1,March,1,,
Labels,Office Supplies,2021,Qtr 1,March,1,,
Paper,Office Supplies,2021,Qtr 1,March,1,,
Storage,Office Supplies,2021,Qtr 1,March,1,28.615,0
Supplies,Office Supplies,2021,Qtr 1,March,1,,
Accessories,Technology,2021,Qtr 1,March,1,-11.474,0
Copiers,Technology,2021,Qtr 1,March,1,,
Machines,Technology,2021,Qtr 1,March,1,,
Phones,Technology,2021,Qtr 1,March,1,13.572,0
Bookcases,Furniture,2021,Qtr 1,March,2,,
Chairs,Furniture,2021,Qtr 1,March,2,225.264,0
Furnishings,Furniture,2021,Qtr 1,March,2,,
Tables,Furniture,2021,Qtr 1,March,2,,
Appliances,Office Supplies,2021,Qtr 1,March,2,,
Art,Office Supplies,2021,Qtr 1,March,2,,
Binders,Office Supplies,2021,Qtr 1,March,2,,
Envelopes,Office Supplies,2021,Qtr 1,March,2,,
Fasteners,Office Supplies,2021,Qtr 1,March,2,,
Labels,Office Supplies,2021,Qtr 1,March,2,,
Paper,Office Supplies,2021,Qtr 1,March,2,,
Storage,Office Supplies,2021,Qtr 1,March,2,,
Supplies,Office Supplies,2021,Qtr 1,March,2,,
Accessories,Technology,2021,Qtr 1,March,2,,
Copiers,Technology,2021,Qtr 1,March,2,,
Machines,Technology,2021,Qtr 1,March,2,,
Phones,Technology,2021,Qtr 1,March,2,,
Bookcases,Furniture,2021,Qtr 1,March,3,,
Chairs,Furniture,2021,Qtr 1,March,3,-56.343,0
Furnishings,Furniture,2021,Qtr 1,March,3,11.9952,0
Tables,Furniture,2021,Qtr 1,March,3,-127.5792,0
Appliances,Office Supplies,2021,Qtr 1,March,3,,
Art,Office Supplies,2021,Qtr 1,March,3,,
Binders,Office Supplies,2021,Qtr 1,March,3,219.4514,0
Envelopes,Office Supplies,2021,Qtr 1,March,3,11.895,0
Fasteners,Office Supplies,2021,Qtr 1,March,3,0.7776,0
Labels,Office Supplies,2021,Qtr 1,March,3,,
Paper,Office Supplies,2021,Qtr 1,March,3,95.4004,0
Storage,Office Supplies,2021,Qtr 1,March,3,,
Supplies,Office Supplies,2021,Qtr 1,March,3,-778.4094,0
Accessories,Technology,2021,Qtr 1,March,3,5.7365,0
Copiers,Technology,2021,Qtr 1,March,3,,
Machines,Technology,2021,Qtr 1,March,3,33.5895,0
Phones,Technology,2021,Qtr 1,March,3,199.7427,0
Bookcases,Furniture,2021,Qtr 1,March,4,,
Chairs,Furniture,2021,Qtr 1,March,4,,
Furnishings,Furniture,2021,Qtr 1,March,4,22.0472,0
Tables,Furniture,2021,Qtr 1,March,4,,
Appliances,Office Supplies,2021,Qtr 1,March,4,,
Art,Office Supplies,2021,Qtr 1,March,4,,
Binders,Office Supplies,2021,Qtr 1,March,4,-83.205,1
Envelopes,Office Supplies,2021,Qtr 1,March,4,,
Fasteners,Office Supplies,2021,Qtr 1,March,4,,
Labels,Office Supplies,2021,Qtr 1,March,4,,
Paper,Office Supplies,2021,Qtr 1,March,4,3.21,0
Storage,Office Supplies,2021,Qtr 1,March,4,,
Supplies,Office Supplies,2021,Qtr 1,March,4,,
Accessories,Technology,2021,Qtr 1,March,4,,
Copiers,Technology,2021,Qtr 1,March,4,,
Machines,Technology,2021,Qtr 1,March,4,,
Phones,Technology,2021,Qtr 1,March,4,124.7808,0
Bookcases,Furniture,2021,Qtr 1,March,5,,
Chairs,Furniture,2021,Qtr 1,March,5,,
Furnishings,Furniture,2021,Qtr 1,March,5,10.3936,0
Tables,Furniture,2021,Qtr 1,March,5,,
Appliances,Office Supplies,2021,Qtr 1,March,5,-71.2962,1
Art,Office Supplies,2021,Qtr 1,March,5,2.7384,0
Binders,Office Supplies,2021,Qtr 1,March,5,-3.6003,1
Envelopes,Office Supplies,2021,Qtr 1,March,5,,
Fasteners,Office Supplies,2021,Qtr 1,March,5,,
Labels,Office Supplies,2021,Qtr 1,March,5,2.1,0
Paper,Office Supplies,2021,Qtr 1,March,5,,
Storage,Office Supplies,2021,Qtr 1,March,5,-44.019,0
Supplies,Office Supplies,2021,Qtr 1,March,5,,
Accessories,Technology,2021,Qtr 1,March,5,-40.8093,0
Copiers,Technology,2021,Qtr 1,March,5,,
Machines,Technology,2021,Qtr 1,March,5,-164.9538,1
Phones,Technology,2021,Qtr 1,March,5,,
Bookcases,Furniture,2021,Qtr 1,March,6,,
Chairs,Furniture,2021,Qtr 1,March,6,,
Furnishings,Furniture,2021,Qtr 1,March,6,,
Tables,Furniture,2021,Qtr 1,March,6,-1.7772,0
Appliances,Office Supplies,2021,Qtr 1,March,6,,
Art,Office Supplies,2021,Qtr 1,March,6,,
Binders,Office Supplies,2021,Qtr 1,March,6,,
Envelopes,Office Supplies,2021,Qtr 1,March,6,,
Fasteners,Office Supplies,2021,Qtr 1,March,6,,
Labels,Office Supplies,2021,Qtr 1,March,6,,
Paper,Office Supplies,2021,Qtr 1,March,6,,
Storage,Office Supplies,2021,Qtr 1,March,6,,
Supplies,Office Supplies,2021,Qtr 1,March,6,,
Accessories,Technology,2021,Qtr 1,March,6,,
Copiers,Technology,2021,Qtr 1,March,6,,
Machines,Technology,2021,Qtr 1,March,6,,
Phones,Technology,2021,Qtr 1,March,6,,
Bookcases,Furniture,2021,Qtr 1,March,7,,
Chairs,Furniture,2021,Qtr 1,March,7,,
Furnishings,Furniture,2021,Qtr 1,March,7,,
Tables,Furniture,2021,Qtr 1,March,7,,
Appliances,Office Supplies,2021,Qtr 1,March,7,197.9208,0
Art,Office Supplies,2021,Qtr 1,March,7,,
Binders,Office Supplies,2021,Qtr 1,March,7,,
Envelopes,Office Supplies,2021,Qtr 1,March,7,,
Fasteners,Office Supplies,2021,Qtr 1,March,7,0.0792,0
Labels,Office Supplies,2021,Qtr 1,March,7,,
Paper,Office Supplies,2021,Qtr 1,March,7,44.9458,0
Storage,Office Supplies,2021,Qtr 1,March,7,,
Supplies,Office Supplies,2021,Qtr 1,March,7,,
Accessories,Technology,2021,Qtr 1,March,7,,
Copiers,Technology,2021,Qtr 1,March,7,,
Machines,Technology,2021,Qtr 1,March,7,,
Phones,Technology,2021,Qtr 1,March,7,,
Bookcases,Furniture,2021,Qtr 1,March,8,,
Chairs,Furniture,2021,Qtr 1,March,8,,
Furnishings,Furniture,2021,Qtr 1,March,8,,
Tables,Furniture,2021,Qtr 1,March,8,,
Appliances,Office Supplies,2021,Qtr 1,March,8,,
Art,Office Supplies,2021,Qtr 1,March,8,,
Binders,Office Supplies,2021,Qtr 1,March,8,,
Envelopes,Office Supplies,2021,Qtr 1,March,8,38.3238,0
Fasteners,Office Supplies,2021,Qtr 1,March,8,,
Labels,Office Supplies,2021,Qtr 1,March,8,,
Paper,Office Supplies,2021,Qtr 1,March,8,,
Storage,Office Supplies,2021,Qtr 1,March,8,,
Supplies,Office Supplies,2021,Qtr 1,March,8,,
Accessories,Technology,2021,Qtr 1,March,8,23.4192,0
Copiers,Technology,2021,Qtr 1,March,8,,
Machines,Technology,2021,Qtr 1,March,8,,
Phones,Technology,2021,Qtr 1,March,8,,
Bookcases,Furniture,2021,Qtr 1,March,9,31.0446,0
Chairs,Furniture,2021,Qtr 1,March,9,,
Furnishings,Furniture,2021,Qtr 1,March,9,-85.968,1
Tables,Furniture,2021,Qtr 1,March,9,,
Appliances,Office Supplies,2021,Qtr 1,March,9,,
Art,Office Supplies,2021,Qtr 1,March,9,,
Binders,Office Supplies,2021,Qtr 1,March,9,-729.0624,2
Envelopes,Office Supplies,2021,Qtr 1,March,9,,
Fasteners,Office Supplies,2021,Qtr 1,March,9,,
Labels,Office Supplies,2021,Qtr 1,March,9,27.4856,0
Paper,Office Supplies,2021,Qtr 1,March,9,33.3766,0
Storage,Office Supplies,2021,Qtr 1,March,9,14.17,0
Supplies,Office Supplies,2021,Qtr 1,March,9,,
Accessories,Technology,2021,Qtr 1,March,9,,
Copiers,Technology,2021,Qtr 1,March,9,,
Machines,Technology,2021,Qtr 1,March,9,,
Phones,Technology,2021,Qtr 1,March,9,-46.797,0
Bookcases,Furniture,2021,Qtr 1,March,10,,
Chairs,Furniture,2021,Qtr 1,March,10,196.176,0
Furnishings,Furniture,2021,Qtr 1,March,10,-29.512,1
Tables,Furniture,2021,Qtr 1,March,10,,
Appliances,Office Supplies,2021,Qtr 1,March,10,,
Art,Office Supplies,2021,Qtr 1,March,10,,
Binders,Office Supplies,2021,Qtr 1,March,10,,
Envelopes,Office Supplies,2021,Qtr 1,March,10,5.0856,0
Fasteners,Office Supplies,2021,Qtr 1,March,10,,
Labels,Office Supplies,2021,Qtr 1,March,10,2.9568,0
Paper,Office Supplies,2021,Qtr 1,March,10,49.8274,0
Storage,Office Supplies,2021,Qtr 1,March,10,,
Supplies,Office Supplies,2021,Qtr 1,March,10,,
Accessories,Technology,2021,Qtr 1,March,10,,
Copiers,Technology,2021,Qtr 1,March,10,,
Machines,Technology,2021,Qtr 1,March,10,,
Phones,Technology,2021,Qtr 1,March,10,,
Bookcases,Furniture,2021,Qtr 1,March,11,,
Chairs,Furniture,2021,Qtr 1,March,11,-43.3508,0
Furnishings,Furniture,2021,Qtr 1,March,11,9.158,0
