Superstore 2023.Region	Superstore 2023.Category	Superstore 2023.Sub-Category	Superstore 2023.Order Date	Superstore 2023.ProfitM	Sum(Superstore 2023.Sales)
Central	Furniture	Bookcases	Friday, October 21, 2022		
East	Furniture	Bookcases	Friday, October 21, 2022	271.4192	1043.92
South	Furniture	Bookcases	Friday, October 21, 2022		
West	Furniture	Bookcases	Friday, October 21, 2022		
Central	Furniture	Bookcases	Saturday, November 05, 2022	-225.0976	956.6648
East	Furniture	Bookcases	Saturday, November 05, 2022		
South	Furniture	Bookcases	Saturday, November 05, 2022		
West	Furniture	Bookcases	Saturday, November 05, 2022		
Central	Furniture	Bookcases	Tuesday, November 08, 2022		
East	Furniture	Bookcases	Tuesday, November 08, 2022		
South	Furniture	Bookcases	Tuesday, November 08, 2022	41.9136	261.96
West	Furniture	Bookcases	Tuesday, November 08, 2022		
Central	Furniture	Bookcases	Thursday, November 10, 2022	54.7136	341.96
East	Furniture	Bookcases	Thursday, November 10, 2022		
South	Furniture	Bookcases	Thursday, November 10, 2022		
West	Furniture	Bookcases	Thursday, November 10, 2022		
Central	Furniture	Bookcases	Sunday, November 20, 2022		
East	Furniture	Bookcases	Sunday, November 20, 2022	-48.7032	86.97
South	Furniture	Bookcases	Sunday, November 20, 2022	10.8588	289.568
West	Furniture	Bookcases	Sunday, November 20, 2022		
Central	Furniture	Bookcases	Monday, November 21, 2022		
East	Furniture	Bookcases	Monday, November 21, 2022	12.7764	113.568
South	Furniture	Bookcases	Monday, November 21, 2022		
West	Furniture	Bookcases	Monday, November 21, 2022		
Central	Furniture	Bookcases	Thursday, November 24, 2022		
East	Furniture	Bookcases	Thursday, November 24, 2022		
South	Furniture	Bookcases	Thursday, November 24, 2022	8.498	339.92
West	Furniture	Bookcases	Thursday, November 24, 2022		
Central	Furniture	Bookcases	Saturday, November 26, 2022		
East	Furniture	Bookcases	Saturday, November 26, 2022		
South	Furniture	Bookcases	Saturday, November 26, 2022		
West	Furniture	Bookcases	Saturday, November 26, 2022	160.3136	3406.664
Central	Furniture	Bookcases	Friday, December 02, 2022	-137.976	781.864
East	Furniture	Bookcases	Friday, December 02, 2022		
South	Furniture	Bookcases	Friday, December 02, 2022		
West	Furniture	Bookcases	Friday, December 02, 2022		
Central	Furniture	Bookcases	Saturday, December 03, 2022		
East	Furniture	Bookcases	Saturday, December 03, 2022		
South	Furniture	Bookcases	Saturday, December 03, 2022		
West	Furniture	Bookcases	Saturday, December 03, 2022	-12.098	205.666
Central	Furniture	Bookcases	Monday, December 05, 2022		
East	Furniture	Bookcases	Monday, December 05, 2022	20.485	81.94
South	Furniture	Bookcases	Monday, December 05, 2022		
West	Furniture	Bookcases	Monday, December 05, 2022		
Central	Furniture	Bookcases	Thursday, December 08, 2022	32.4688	405.86
East	Furniture	Bookcases	Thursday, December 08, 2022		
South	Furniture	Bookcases	Thursday, December 08, 2022		
West	Furniture	Bookcases	Thursday, December 08, 2022		
Central	Furniture	Bookcases	Friday, December 23, 2022	-14.1372	141.372
East	Furniture	Bookcases	Friday, December 23, 2022		
South	Furniture	Bookcases	Friday, December 23, 2022		
West	Furniture	Bookcases	Friday, December 23, 2022		
Central	Furniture	Bookcases	Friday, January 13, 2023	53.235	212.94
East	Furniture	Bookcases	Friday, January 13, 2023		
South	Furniture	Bookcases	Friday, January 13, 2023		
West	Furniture	Bookcases	Friday, January 13, 2023		
Central	Furniture	Bookcases	Saturday, January 21, 2023		
East	Furniture	Bookcases	Saturday, January 21, 2023		
South	Furniture	Bookcases	Saturday, January 21, 2023		
West	Furniture	Bookcases	Saturday, January 21, 2023	18.6956	84.98
Central	Furniture	Bookcases	Monday, February 06, 2023		
East	Furniture	Bookcases	Monday, February 06, 2023	30.098	240.784
South	Furniture	Bookcases	Monday, February 06, 2023	79.1934	359.97
West	Furniture	Bookcases	Monday, February 06, 2023		
Central	Furniture	Bookcases	Friday, February 10, 2023		
East	Furniture	Bookcases	Friday, February 10, 2023		
South	Furniture	Bookcases	Friday, February 10, 2023		
West	Furniture	Bookcases	Friday, February 10, 2023	16.7986	203.983
Central	Furniture	Bookcases	Friday, February 17, 2023	-17.0274	89.0664
East	Furniture	Bookcases	Friday, February 17, 2023		
South	Furniture	Bookcases	Friday, February 17, 2023		
West	Furniture	Bookcases	Friday, February 17, 2023		
Central	Furniture	Bookcases	Saturday, February 25, 2023		
East	Furniture	Bookcases	Saturday, February 25, 2023		
South	Furniture	Bookcases	Saturday, February 25, 2023	5.798	231.92
West	Furniture	Bookcases	Saturday, February 25, 2023		
Central	Furniture	Bookcases	Thursday, March 02, 2023		
East	Furniture	Bookcases	Thursday, March 02, 2023	101.6508	441.96
South	Furniture	Bookcases	Thursday, March 02, 2023		
West	Furniture	Bookcases	Thursday, March 02, 2023		
Central	Furniture	Bookcases	Sunday, March 26, 2023		
East	Furniture	Bookcases	Sunday, March 26, 2023	-28.9764	257.568
South	Furniture	Bookcases	Sunday, March 26, 2023		
West	Furniture	Bookcases	Sunday, March 26, 2023		
Central	Furniture	Bookcases	Monday, March 27, 2023	-30.098	1023.332
East	Furniture	Bookcases	Monday, March 27, 2023		
South	Furniture	Bookcases	Monday, March 27, 2023		
West	Furniture	Bookcases	Monday, March 27, 2023		
Central	Furniture	Bookcases	Friday, March 31, 2023	-36.2352	205.3328
East	Furniture	Bookcases	Friday, March 31, 2023		
South	Furniture	Bookcases	Friday, March 31, 2023		
West	Furniture	Bookcases	Friday, March 31, 2023		
Central	Furniture	Bookcases	Saturday, April 01, 2023		
East	Furniture	Bookcases	Saturday, April 01, 2023		
South	Furniture	Bookcases	Saturday, April 01, 2023		
West	Furniture	Bookcases	Saturday, April 01, 2023	85.176	482.664
Central	Furniture	Bookcases	Friday, April 14, 2023		
East	Furniture	Bookcases	Friday, April 14, 2023	9.0882	242.352
South	Furniture	Bookcases	Friday, April 14, 2023	-32.2192	198.272
West	Furniture	Bookcases	Friday, April 14, 2023		
Central	Furniture	Bookcases	Sunday, April 16, 2023		
East	Furniture	Bookcases	Sunday, April 16, 2023		
South	Furniture	Bookcases	Sunday, April 16, 2023		
West	Furniture	Bookcases	Sunday, April 16, 2023	-6.049	102.833
Central	Furniture	Bookcases	Sunday, April 23, 2023		
East	Furniture	Bookcases	Sunday, April 23, 2023		
South	Furniture	Bookcases	Sunday, April 23, 2023	-14.5176	387.136
West	Furniture	Bookcases	Sunday, April 23, 2023		
Central	Furniture	Bookcases	Tuesday, April 25, 2023		
East	Furniture	Bookcases	Tuesday, April 25, 2023		
South	Furniture	Bookcases	Tuesday, April 25, 2023		
West	Furniture	Bookcases	Tuesday, April 25, 2023	28.4102	344.981
Central	Furniture	Bookcases	Thursday, April 27, 2023	-42.1096	220.2656
East	Furniture	Bookcases	Thursday, April 27, 2023		
South	Furniture	Bookcases	Thursday, April 27, 2023		
West	Furniture	Bookcases	Thursday, April 27, 2023		
Central	Furniture	Bookcases	Monday, May 01, 2023		
East	Furniture	Bookcases	Monday, May 01, 2023		
South	Furniture	Bookcases	Monday, May 01, 2023	-15.7176	314.352
West	Furniture	Bookcases	Monday, May 01, 2023		
Central	Furniture	Bookcases	Friday, May 05, 2023		
East	Furniture	Bookcases	Friday, May 05, 2023		
South	Furniture	Bookcases	Friday, May 05, 2023		
West	Furniture	Bookcases	Friday, May 05, 2023	-152.9847	89.991
Central	Furniture	Bookcases	Saturday, May 06, 2023	-119.1918	623.4648
East	Furniture	Bookcases	Saturday, May 06, 2023		
South	Furniture	Bookcases	Saturday, May 06, 2023		
West	Furniture	Bookcases	Saturday, May 06, 2023		
Central	Furniture	Bookcases	Thursday, May 11, 2023		
East	Furniture	Bookcases	Thursday, May 11, 2023		
South	Furniture	Bookcases	Thursday, May 11, 2023		
West	Furniture	Bookcases	Thursday, May 11, 2023	-356.9643	209.979
Central	Furniture	Bookcases	Thursday, May 18, 2023		
East	Furniture	Bookcases	Thursday, May 18, 2023		
South	Furniture	Bookcases	Thursday, May 18, 2023	75.735	302.94
West	Furniture	Bookcases	Thursday, May 18, 2023		
Central	Furniture	Bookcases	Friday, May 19, 2023		
East	Furniture	Bookcases	Friday, May 19, 2023		
South	Furniture	Bookcases	Friday, May 19, 2023	374.6286	1628.82
West	Furniture	Bookcases	Friday, May 19, 2023		
Central	Furniture	Bookcases	Sunday, May 28, 2023		
East	Furniture	Bookcases	Sunday, May 28, 2023	-64.9376	115.96
South	Furniture	Bookcases	Sunday, May 28, 2023		
West	Furniture	Bookcases	Sunday, May 28, 2023		
Central	Furniture	Bookcases	Tuesday, May 30, 2023	-6.0196	204.6664
East	Furniture	Bookcases	Tuesday, May 30, 2023		
South	Furniture	Bookcases	Tuesday, May 30, 2023	33.8744	241.96
West	Furniture	Bookcases	Tuesday, May 30, 2023		
Central	Furniture	Bookcases	Saturday, June 03, 2023		
East	Furniture	Bookcases	Saturday, June 03, 2023		
South	Furniture	Bookcases	Saturday, June 03, 2023	0	241.568
West	Furniture	Bookcases	Saturday, June 03, 2023		
Central	Furniture	Bookcases	Thursday, June 08, 2023		
East	Furniture	Bookcases	Thursday, June 08, 2023		
South	Furniture	Bookcases	Thursday, June 08, 2023		
West	Furniture	Bookcases	Thursday, June 08, 2023	140.9568	1497.666
Central	Furniture	Bookcases	Saturday, June 10, 2023		
East	Furniture	Bookcases	Saturday, June 10, 2023		
South	Furniture	Bookcases	Saturday, June 10, 2023		
West	Furniture	Bookcases	Saturday, June 10, 2023	-30.245	514.165
Central	Furniture	Bookcases	Sunday, June 11, 2023		
East	Furniture	Bookcases	Sunday, June 11, 2023		
South	Furniture	Bookcases	Sunday, June 11, 2023		
West	Furniture	Bookcases	Sunday, June 11, 2023	41.8608	174.42
Central	Furniture	Bookcases	Thursday, June 15, 2023		
East	Furniture	Bookcases	Thursday, June 15, 2023		
South	Furniture	Bookcases	Thursday, June 15, 2023	-3.8864	77.728
West	Furniture	Bookcases	Thursday, June 15, 2023		
Central	Furniture	Bookcases	Sunday, June 18, 2023		
East	Furniture	Bookcases	Sunday, June 18, 2023		
South	Furniture	Bookcases	Sunday, June 18, 2023		
West	Furniture	Bookcases	Sunday, June 18, 2023	75.5937	917.9235
Central	Furniture	Bookcases	Sunday, June 25, 2023		
East	Furniture	Bookcases	Sunday, June 25, 2023	-5.0098	400.784
South	Furniture	Bookcases	Sunday, June 25, 2023		
West	Furniture	Bookcases	Sunday, June 25, 2023		
Central	Furniture	Bookcases	Thursday, June 29, 2023	-96.4704	409.9992
East	Furniture	Bookcases	Thursday, June 29, 2023	185.2578	638.82
South	Furniture	Bookcases	Thursday, June 29, 2023		
West	Furniture	Bookcases	Thursday, June 29, 2023		
Central	Furniture	Bookcases	Friday, June 30, 2023		
East	Furniture	Bookcases	Friday, June 30, 2023		
South	Furniture	Bookcases	Friday, June 30, 2023		
West	Furniture	Bookcases	Friday, June 30, 2023	5.1294	435.999
Central	Furniture	Bookcases	Friday, July 07, 2023		
East	Furniture	Bookcases	Friday, July 07, 2023	-45.3492	87.21
South	Furniture	Bookcases	Friday, July 07, 2023		
West	Furniture	Bookcases	Friday, July 07, 2023		
Central	Furniture	Bookcases	Monday, July 17, 2023		
East	Furniture	Bookcases	Monday, July 17, 2023		
South	Furniture	Bookcases	Monday, July 17, 2023		
West	Furniture	Bookcases	Monday, July 17, 2023	210.735	1194.165
Central	Furniture	Bookcases	Friday, July 21, 2023		
East	Furniture	Bookcases	Friday, July 21, 2023		
South	Furniture	Bookcases	Friday, July 21, 2023	69.6762	302.94
West	Furniture	Bookcases	Friday, July 21, 2023		
Central	Furniture	Bookcases	Saturday, July 29, 2023		
East	Furniture	Bookcases	Saturday, July 29, 2023		
South	Furniture	Bookcases	Saturday, July 29, 2023		
West	Furniture	Bookcases	Saturday, July 29, 2023	25.5112	115.96
Central	Furniture	Bookcases	Thursday, August 03, 2023	-36.6744	183.372
East	Furniture	Bookcases	Thursday, August 03, 2023		
South	Furniture	Bookcases	Thursday, August 03, 2023		
West	Furniture	Bookcases	Thursday, August 03, 2023		
Central	Furniture	Bookcases	Sunday, August 06, 2023		
East	Furniture	Bookcases	Sunday, August 06, 2023		
South	Furniture	Bookcases	Sunday, August 06, 2023	23.3184	145.74
West	Furniture	Bookcases	Sunday, August 06, 2023		
Central	Furniture	Bookcases	Friday, August 25, 2023		
East	Furniture	Bookcases	Friday, August 25, 2023	-89.0664	130.98
South	Furniture	Bookcases	Friday, August 25, 2023		
West	Furniture	Bookcases	Friday, August 25, 2023		
Central	Furniture	Bookcases	Sunday, September 03, 2023		
East	Furniture	Bookcases	Sunday, September 03, 2023		
South	Furniture	Bookcases	Sunday, September 03, 2023		
West	Furniture	Bookcases	Sunday, September 03, 2023	14.098	239.666
Central	Furniture	Bookcases	Monday, September 04, 2023	-117.882	825.174
East	Furniture	Bookcases	Monday, September 04, 2023		
South	Furniture	Bookcases	Monday, September 04, 2023		
West	Furniture	Bookcases	Monday, September 04, 2023		
Central	Furniture	Bookcases	Friday, September 15, 2023		
East	Furniture	Bookcases	Friday, September 15, 2023	203.5644	782.94
South	Furniture	Bookcases	Friday, September 15, 2023		
West	Furniture	Bookcases	Friday, September 15, 2023		
Central	Furniture	Bookcases	Sunday, September 17, 2023		
East	Furniture	Bookcases	Sunday, September 17, 2023		
South	Furniture	Bookcases	Sunday, September 17, 2023		
West	Furniture	Bookcases	Sunday, September 17, 2023	77.5764	1292.94
Central	Furniture	Bookcases	Tuesday, September 19, 2023		
East	Furniture	Bookcases	Tuesday, September 19, 2023		
South	Furniture	Bookcases	Tuesday, September 19, 2023		
West	Furniture	Bookcases	Tuesday, September 19, 2023	-128.2388	72.588
Central	Furniture	Bookcases	Friday, September 22, 2023	41.1332	241.96
East	Furniture	Bookcases	Friday, September 22, 2023		
South	Furniture	Bookcases	Friday, September 22, 2023		
West	Furniture	Bookcases	Friday, September 22, 2023		
Central	Furniture	Bookcases	Saturday, September 23, 2023		
East	Furniture	Bookcases	Saturday, September 23, 2023		
South	Furniture	Bookcases	Saturday, September 23, 2023		
West	Furniture	Bookcases	Saturday, September 23, 2023	-240.784	180.588
Central	Furniture	Bookcases	Monday, October 02, 2023		
East	Furniture	Bookcases	Monday, October 02, 2023		
South	Furniture	Bookcases	Monday, October 02, 2023		
West	Furniture	Bookcases	Monday, October 02, 2023	-384.7164	217.764
Central	Furniture	Bookcases	Saturday, October 07, 2023		
East	Furniture	Bookcases	Saturday, October 07, 2023		
South	Furniture	Bookcases	Saturday, October 07, 2023		
West	Furniture	Bookcases	Saturday, October 07, 2023	-14.4784	307.666
Central	Furniture	Bookcases	Monday, October 09, 2023		
East	Furniture	Bookcases	Monday, October 09, 2023	-15.7176	314.352
South	Furniture	Bookcases	Monday, October 09, 2023		
West	Furniture	Bookcases	Monday, October 09, 2023		
Central	Furniture	Bookcases	Thursday, October 12, 2023		
East	Furniture	Bookcases	Thursday, October 12, 2023	129.294	2154.9
South	Furniture	Bookcases	Thursday, October 12, 2023		
West	Furniture	Bookcases	Thursday, October 12, 2023		
Central	Furniture	Bookcases	Thursday, October 19, 2023	-91.7586	328.3992
East	Furniture	Bookcases	Thursday, October 19, 2023		
South	Furniture	Bookcases	Thursday, October 19, 2023		
West	Furniture	Bookcases	Thursday, October 19, 2023		
Central	Furniture	Bookcases	Friday, October 27, 2023		
East	Furniture	Bookcases	Friday, October 27, 2023		
South	Furniture	Bookcases	Friday, October 27, 2023		
West	Furniture	Bookcases	Friday, October 27, 2023	6.549	556.665
Central	Furniture	Bookcases	Monday, October 30, 2023		
East	Furniture	Bookcases	Monday, October 30, 2023		
South	Furniture	Bookcases	Monday, October 30, 2023		
West	Furniture	Bookcases	Monday, October 30, 2023	37.9962	199.98
Central	Furniture	Bookcases	Monday, November 13, 2023	-27.2646	205.9992
East	Furniture	Bookcases	Monday, November 13, 2023		
South	Furniture	Bookcases	Monday, November 13, 2023		
West	Furniture	Bookcases	Monday, November 13, 2023		
Central	Furniture	Bookcases	Friday, November 17, 2023	-14.4588	327.7328
East	Furniture	Bookcases	Friday, November 17, 2023		
South	Furniture	Bookcases	Friday, November 17, 2023		
West	Furniture	Bookcases	Friday, November 17, 2023		
Central	Furniture	Bookcases	Monday, November 20, 2023		
East	Furniture	Bookcases	Monday, November 20, 2023	-25.2956	183.968
South	Furniture	Bookcases	Monday, November 20, 2023		
West	Furniture	Bookcases	Monday, November 20, 2023		
Central	Furniture	Bookcases	Friday, November 24, 2023		
East	Furniture	Bookcases	Friday, November 24, 2023	-16.0784	321.568
South	Furniture	Bookcases	Friday, November 24, 2023		
West	Furniture	Bookcases	Friday, November 24, 2023		
Central	Furniture	Bookcases	Saturday, November 25, 2023		
East	Furniture	Bookcases	Saturday, November 25, 2023		
South	Furniture	Bookcases	Saturday, November 25, 2023	-81.441	723.92
West	Furniture	Bookcases	Saturday, November 25, 2023	-29.6058	359.499
Central	Furniture	Bookcases	Friday, December 01, 2023		
East	Furniture	Bookcases	Friday, December 01, 2023		
South	Furniture	Bookcases	Friday, December 01, 2023		
West	Furniture	Bookcases	Friday, December 01, 2023	41.1684	141.96
Central	Furniture	Bookcases	Saturday, December 02, 2023		
East	Furniture	Bookcases	Saturday, December 02, 2023		
South	Furniture	Bookcases	Saturday, December 02, 2023		
West	Furniture	Bookcases	Saturday, December 02, 2023	-363.528	242.352
Central	Furniture	Bookcases	Friday, December 08, 2023	41.3928	459.92
East	Furniture	Bookcases	Friday, December 08, 2023		
South	Furniture	Bookcases	Friday, December 08, 2023		
West	Furniture	Bookcases	Friday, December 08, 2023	31.4548	1336.829
Central	Furniture	Bookcases	Saturday, December 09, 2023		
East	Furniture	Bookcases	Saturday, December 09, 2023		
South	Furniture	Bookcases	Saturday, December 09, 2023		
