OnepointFive.Column.Variation.Date Hierarchy.Quarter,OnepointFive.Column.Variation.Date Hierarchy.Month,OnepointFive.Column.Variation.Date Hierarchy.Year,OnepointFive.Discount,OnepointFive.Performance,OnepointFive.Profit,OnepointFive.Sales,OnepointFive.Quantity,Sum(OnepointFive.Series 1),Sum(OnepointFive.Series 2),Sum(OnepointFive.Series 3),Sum(OnepointFive.Series 4),Sum(OnepointFive.Series 5)
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0003,Sales.0001,Quantity.0000,539685.0360060001,634079.0527440001,569728.691743,548465.14116,569615.827543
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0003,Sales.0001,Quantity.0000,722172.2745983,689872.8080399999,443121.491808,456333.65797999996,791940.89558
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0003,Sales.0001,Quantity.0001,669354.1123739998,635169.02968,611687.765806,630932.1529853999,563280.859152
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0003,Sales.0001,Quantity.0001,524234.834525,605086.61335,757626.5130600001,646470.488639,581587.655268
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0003,Sales.0001,Quantity.0001,661635.9170847001,568570.127131,597035.9773169999,531880.51556,662124.6172750001
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0003,Sales.0001,Quantity.0001,643580.968143,681909.5125569999,535595.6787214,776427.3182399999,620284.5912210001
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0003,Sales.0001,Quantity.0001,614428.740112,489254.423539,690095.7148769001,753781.50642,695956.5264099999
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0003,Sales.0002,Quantity.0000,558150.8221219999,640138.8720529999,542414.0555996,481495.44966,597918.131154
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0003,Sales.0002,Quantity.0000,636459.0060229999,550486.1240480001,557332.661825,611606.704387,688360.8641899999
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0003,Sales.0002,Quantity.0000,604491.4540540001,721247.96625,628666.003785,700403.3653510001,542372.414851
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0003,Sales.0002,Quantity.0000,633960.8175218999,745591.1683010001,592372.920205,649957.48017,629947.2552719999
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0003,Sales.0002,Quantity.0000,583618.584012,673294.75635,557946.0444710001,597425.064952,484054.13123099995
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0003,Sales.0002,Quantity.0001,490347.718476,653964.0158909999,592190.596879,403421.79747600004,575499.1964139999
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0003,Sales.0002,Quantity.0001,511945.1855219999,587032.364303,671808.47779,623253.95661,792797.07522
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0003,Sales.0002,Quantity.0001,680807.8085700001,619329.920011,519853.81698299997,548594.3879699999,754952.2104499999
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0003,Sales.0002,Quantity.0001,629916.1804239999,695126.4207070001,575459.947562,513963.78065999993,622552.7466200001
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0003,Sales.0002,Quantity.0001,681422.0688,661088.827319,485057.29945299996,651886.7509939999,525892.239576
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0003,Sales.0003,Quantity.0000,550916.748185,671036.2443919999,705476.2228799999,734954.08797,458855.633841
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0003,Sales.0003,Quantity.0000,703418.7142900001,602728.740194,628538.54185,578513.209421,580012.140972
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0003,Sales.0003,Quantity.0000,376839.787029,824454.7646400001,627802.6283699999,698036.64979,603461.56378
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0003,Sales.0003,Quantity.0000,670334.983074,518419.57878,632801.030802,521361.84163300006,631160.5570330999
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0003,Sales.0003,Quantity.0000,557609.2972799999,604834.05172,660159.97025,716369.110378,609423.97015
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0003,Sales.0003,Quantity.0001,541773.954334,600907.1303109999,507061.13653029996,603086.8780220001,733478.56912
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0003,Sales.0003,Quantity.0001,442308.388026,521259.680567,673006.6604990001,409513.37442799995,673311.318017
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0003,Sales.0003,Quantity.0001,637769.262126,545867.6784180001,573203.528532,434594.87007050007,579351.62907
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0003,Sales.0003,Quantity.0001,476358.836624,642995.13504,437347.180781,732768.364427,459800.8375045
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0003,Sales.0003,Quantity.0001,633585.353201,648424.98127,506742.1475330001,608092.493683,911716.7160800002
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0003,Sales.0004,Quantity.0000,622447.2299100001,695621.0443999999,658414.29425,538108.9127480001,496959.9675970001
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0003,Sales.0004,Quantity.0000,606096.082062,838704.63863,658410.6514329999,648866.3439530001,720573.8087850001
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0003,Sales.0004,Quantity.0000,604585.8218570001,578579.4924069999,549877.01074,603397.36583,667949.36925
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0003,Sales.0004,Quantity.0000,486743.5791425001,611028.12783,589173.6109000001,665213.377927,603561.0568270001
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0003,Sales.0004,Quantity.0000,485441.7033289999,757819.8382989998,587068.1177716999,576516.4246500001,616431.9485962
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0003,Sales.0004,Quantity.0001,622886.2079190001,629564.3438447,782528.02015,734408.8523706,649717.04286
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0003,Sales.0004,Quantity.0001,543643.8156099999,659094.3155200001,428264.655521,503714.6494,660647.364878
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0003,Sales.0004,Quantity.0001,587897.8060780001,627680.655888,586247.174408,498842.19319099997,660223.676648
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0003,Sales.0004,Quantity.0001,506547.38142399996,542914.8362279999,485241.85310999997,596433.530792,607377.6543490001
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0003,Sales.0004,Quantity.0001,781835.4484100002,797362.166142,835582.5547499999,529241.9152689999,534916.582138
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0004,Sales.0000,Quantity.0000,737063.2912249999,376293.2313315,560660.99539,314160.12783300004,503368.50074
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0004,Sales.0000,Quantity.0000,553212.420013,689821.51682,661913.1956130001,720525.87129,566985.3023890001
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0004,Sales.0000,Quantity.0000,633191.073585,475681.2094957,554849.618652,541396.05193,501353.278642
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0004,Sales.0000,Quantity.0000,582355.830712,551437.680671,626620.30654,556598.1397449999,379915.0357490999
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0004,Sales.0000,Quantity.0000,585912.1890099999,681486.8535099999,637583.218613,468625.03309599997,492294.483443
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0004,Sales.0000,Quantity.0001,612818.8903100002,661483.19536,664730.9263700001,529518.388654,772978.364172
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0004,Sales.0000,Quantity.0001,657125.420435,584081.0882029999,524191.91724499996,508166.20262699993,573135.2901999999
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0004,Sales.0000,Quantity.0001,446924.11538,558334.0505969999,414513.4068191999,441610.983169,412322.342462
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0004,Sales.0000,Quantity.0001,643999.96195,679061.7485339999,719347.2807400001,667104.1923199999,475885.1147831
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0004,Sales.0000,Quantity.0001,603039.520698,666842.8115380001,501701.792184,610931.6852359999,547248.25436
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0004,Sales.0001,Quantity.0000,644003.2471448,468271.05109799997,588465.8956640001,540145.493432,571050.6319190001
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0004,Sales.0001,Quantity.0000,706721.648562,710323.2324758,850865.08217,624089.680192,606522.869826
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0004,Sales.0001,Quantity.0000,589219.443462,463119.217507,563606.28849,480167.54818129994,649816.727041
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0004,Sales.0001,Quantity.0000,574189.964415,745268.3377400001,672007.753263,639251.3120500001,644100.18725
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0004,Sales.0001,Quantity.0000,595028.4770910001,478036.056969,669160.663248,664408.576753,671186.4372030001
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0004,Sales.0001,Quantity.0001,580632.947445,599786.066274,738683.985841,708856.2052,586703.14333
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0004,Sales.0001,Quantity.0001,453893.48824080004,532195.7414780001,696041.9961300001,600337.5774600001,625454.088904
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0004,Sales.0001,Quantity.0001,670252.7283440001,527481.4367689999,775194.85148,719030.0987529999,791027.0802
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0004,Sales.0001,Quantity.0001,671585.5787100001,497683.882781,526106.4711849999,674546.917092,505880.65771999996
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0004,Sales.0001,Quantity.0001,624045.9299799999,634419.4500340001,660214.5765699999,714822.647994,719300.39535
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0004,Sales.0002,Quantity.0000,613980.508894,637642.1105200001,799641.286646,510005.8445137,580956.6811700001
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0004,Sales.0002,Quantity.0000,594556.43203,571117.2832989999,665668.8737700002,595585.3850110001,541046.4777509
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0004,Sales.0002,Quantity.0000,526879.5761259999,582499.39821,590860.0524,618084.3307770002,676701.0684430001
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0004,Sales.0002,Quantity.0000,710543.005097,645582.961013,672649.611866,465134.123229,432939.571148
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0004,Sales.0002,Quantity.0000,596212.5003030001,551125.245733,457071.02405,564920.905679,670889.2738100002
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0004,Sales.0002,Quantity.0001,355971.920373,378817.34081499994,508729.945483,623879.0496870001,746677.6696100001
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0004,Sales.0002,Quantity.0001,433545.6394499999,685744.004022,438788.04712,508362.86512699997,545692.684747
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0004,Sales.0002,Quantity.0001,791178.70773,546655.098131,747778.9732600001,628489.6950700001,759524.1583900001
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0004,Sales.0002,Quantity.0001,577766.0819189,581829.2474120001,633031.1177399999,709525.06076,440089.78708
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0004,Sales.0002,Quantity.0001,714181.86139,519442.103811,611930.7854899999,558674.3307589999,748276.31097
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0004,Sales.0003,Quantity.0000,761809.145645,427422.82752900006,572484.6929201,753888.7340899999,700940.0614109999
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0004,Sales.0003,Quantity.0000,433430.802366,700612.6964199999,626882.13225,663052.75264,738566.2605399999
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0004,Sales.0003,Quantity.0000,575246.5016399999,424909.0319039999,578584.7968870001,448023.64642400004,625767.8678809
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0004,Sales.0003,Quantity.0000,675123.6721519999,644557.3168740001,381130.8051308,734879.7853593999,705088.12759
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0004,Sales.0003,Quantity.0000,513959.79584,609978.693826,647262.0695890001,501809.407292,637335.3063330001
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0004,Sales.0003,Quantity.0001,564069.2441209999,545826.800984,921172.7960499999,609863.2216601,744578.9956399999
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0004,Sales.0003,Quantity.0001,564406.52596,575788.6085267,588162.3965410001,382714.64656,618893.3847713
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0004,Sales.0003,Quantity.0001,478868.6134169999,683574.7042467002,766598.87412,545785.1474759999,535217.438456
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0004,Sales.0003,Quantity.0001,666106.267323,477424.3135201,610677.2317069999,684020.65375,470424.9761300001
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0004,Sales.0003,Quantity.0001,745161.7650499999,505122.6875276001,448153.43741669995,500685.56008699996,467718.5147440001
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0004,Sales.0004,Quantity.0000,677433.4355210001,789892.8394500001,614755.1397599999,550216.274944,368399.109454
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0004,Sales.0004,Quantity.0000,558663.703619,719911.852986,553901.030957,521353.3046,675743.6317500001
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0004,Sales.0004,Quantity.0000,714346.270092,478052.35215999995,613539.1258147999,645806.1341400001,490106.388026
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0004,Sales.0004,Quantity.0000,530181.596777,646796.94355,500290.33394299995,511367.328835,515931.958976
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0004,Sales.0004,Quantity.0000,729778.0626400001,656196.394105,682752.775945,567587.8321429999,569572.9908200001
Qtr 1,January,2021,Discount.0000,Performance.0000,Profit.0004,Sales.0004,Quantity.0001,497186.25461600005,652015.778579,565467.0618619999,564753.735492,652094.51813
Qtr 1,January,2022,Discount.0000,Performance.0000,Profit.0004,Sales.0004,Quantity.0001,623331.4113800001,795796.1323499999,534421.725597,566876.2637582,675419.258194
Qtr 1,January,2023,Discount.0000,Performance.0000,Profit.0004,Sales.0004,Quantity.0001,645850.1987430002,573450.6904297001,697792.8393369999,527612.5838149999,607372.5895560001
Qtr 1,January,2024,Discount.0000,Performance.0000,Profit.0004,Sales.0004,Quantity.0001,646039.4160600001,587850.9781139999,476504.076107,717938.4170399999,546646.9929039999
Qtr 1,January,2025,Discount.0000,Performance.0000,Profit.0004,Sales.0004,Quantity.0001,523040.40362600004,627045.7998599999,523873.95921,547934.0493689999,596562.23168
Qtr 1,January,2021,Discount.0000,Performance.0001,Profit.0000,Sales.0000,Quantity.0000,434620.43955099996,769187.29624,471973.2398049,624260.157641,691912.829475
Qtr 1,January,2022,Discount.0000,Performance.0001,Profit.0000,Sales.0000,Quantity.0000,502819.28997800004,667577.0124130001,675715.35184,815572.11253,687080.8742300001
Qtr 1,January,2023,Discount.0000,Performance.0001,Profit.0000,Sales.0000,Quantity.0000,777292.52808,738016.4387400001,579073.17369,574594.8604889999,494276.21658899996
Qtr 1,January,2024,Discount.0000,Performance.0001,Profit.0000,Sales.0000,Quantity.0000,550867.031711,581158.1547699999,617416.1791700001,809070.41883,549953.7137699999
Qtr 1,January,2025,Discount.0000,Performance.0001,Profit.0000,Sales.0000,Quantity.0000,556812.576632,742953.85965,551046.6932959999,544808.386423,621643.879264
Qtr 1,January,2021,Discount.0000,Performance.0001,Profit.0000,Sales.0000,Quantity.0001,600055.3551139999,799661.4462209999,511429.92976999993,582366.172515,596694.85564
Qtr 1,January,2022,Discount.0000,Performance.0001,Profit.0000,Sales.0000,Quantity.0001,486344.12099300005,730897.8034199999,764596.9192580001,587781.361527,639102.1466150001
Qtr 1,January,2023,Discount.0000,Performance.0001,Profit.0000,Sales.0000,Quantity.0001,715718.046382,494984.33113299997,602778.1405900001,695701.7592259999,567936.772709
Qtr 1,January,2024,Discount.0000,Performance.0001,Profit.0000,Sales.0000,Quantity.0001,600538.0148679999,519283.53394,705894.63169,707591.78594,589569.227706
Qtr 1,January,2025,Discount.0000,Performance.0001,Profit.0000,Sales.0000,Quantity.0001,513595.628031,721429.6540600001,347455.812572,452550.265396,547848.398576
Qtr 1,January,2021,Discount.0000,Performance.0001,Profit.0000,Sales.0001,Quantity.0000,668405.2629949999,744098.3142599999,531951.412139,536586.391342,624213.6724159999
Qtr 1,January,2022,Discount.0000,Performance.0001,Profit.0000,Sales.0001,Quantity.0000,529076.672977,693001.6127399999,402556.617968,602559.121019,487084.214824
Qtr 1,January,2023,Discount.0000,Performance.0001,Profit.0000,Sales.0001,Quantity.0000,533478.703656,578244.9819178999,450436.02361309994,326131.65630840004,475089.07703800005
Qtr 1,January,2024,Discount.0000,Performance.0001,Profit.0000,Sales.0001,Quantity.0000,683741.68887,680228.46419,767728.3731599998,606844.189261,710236.3624730002
Qtr 1,January,2025,Discount.0000,Performance.0001,Profit.0000,Sales.0001,Quantity.0000,696024.5778630001,639019.6591999999,674612.8373300001,295712.913797,564263.7819739999
Qtr 1,January,2021,Discount.0000,Performance.0001,Profit.0000,Sales.0001,Quantity.0001,500136.7638329999,563350.1775160001,604621.368139,704115.2088530001,532527.657263
Qtr 1,January,2022,Discount.0000,Performance.0001,Profit.0000,Sales.0001,Quantity.0001,479001.516488,455523.44673100003,583980.2581409999,610476.7359399999,635225.5785839999
