Superstore 2023.Region,Superstore 2023.Category,Superstore 2023.Sub-Category,Superstore 2023.Segment,Superstore 2023.State,Superstore 2023.ProfitM,Sum(Superstore 2023.Sales)
South,Technology,Machines,Corporate,Washington,,
West,Technology,Machines,Corporate,Washington,62.82,837.6
Central,Technology,Machines,Corporate,Arizona,,
East,Technology,Machines,Corporate,Arizona,,
South,Technology,Machines,Corporate,Arizona,,
West,Technology,Machines,Corporate,Arizona,-450.953,365.964
Central,Technology,Machines,Corporate,Florida,,
East,Technology,Machines,Corporate,Florida,,
South,Technology,Machines,Corporate,Florida,-111.4995,265.475
West,Technology,Machines,Corporate,Florida,,
Central,Technology,Machines,Corporate,Colorado,,
East,Technology,Machines,Corporate,Colorado,,
South,Technology,Machines,Corporate,Colorado,,
West,Technology,Machines,Corporate,Colorado,-45.9954,59.994
Central,Technology,Machines,Home Office,Florida,,
East,Technology,Machines,Home Office,Florida,,
South,Technology,Machines,Home Office,Florida,-1827.5044,23459.78
West,Technology,Machines,Home Office,Florida,,
Central,Technology,Machines,Home Office,New York,,
East,Technology,Machines,Home Office,New York,5600.1256,11545.7
South,Technology,Machines,Home Office,New York,,
West,Technology,Machines,Home Office,New York,,
Central,Technology,Machines,Home Office,California,,
East,Technology,Machines,Home Office,California,,
South,Technology,Machines,Home Office,California,,
West,Technology,Machines,Home Office,California,832.3296,4980.768
Central,Technology,Machines,Home Office,Colorado,,
East,Technology,Machines,Home Office,Colorado,,
South,Technology,Machines,Home Office,Colorado,,
West,Technology,Machines,Home Office,Colorado,-4338.26,3253.695
Central,Technology,Machines,Home Office,Washington,,
East,Technology,Machines,Home Office,Washington,,
South,Technology,Machines,Home Office,Washington,,
West,Technology,Machines,Home Office,Washington,213.337,2406.76
Central,Technology,Machines,Home Office,Illinois,345.5095,2393.405
East,Technology,Machines,Home Office,Illinois,,
South,Technology,Machines,Home Office,Illinois,,
West,Technology,Machines,Home Office,Illinois,,
Central,Technology,Machines,Home Office,Arizona,,
East,Technology,Machines,Home Office,Arizona,,
South,Technology,Machines,Home Office,Arizona,,
West,Technology,Machines,Home Office,Arizona,-479.988,599.985
Central,Technology,Machines,Home Office,Michigan,152.0883,350.973
East,Technology,Machines,Home Office,Michigan,,
South,Technology,Machines,Home Office,Michigan,,
West,Technology,Machines,Home Office,Michigan,,
Central,Technology,Machines,Home Office,Texas,44.868,336.51
East,Technology,Machines,Home Office,Texas,,
South,Technology,Machines,Home Office,Texas,,
West,Technology,Machines,Home Office,Texas,,
Central,Technology,Machines,Home Office,Tennessee,,
East,Technology,Machines,Home Office,Tennessee,,
South,Technology,Machines,Home Office,Tennessee,-1.8295,91.475
West,Technology,Machines,Home Office,Tennessee,,
Central,Technology,Accessories,Consumer,California,,
East,Technology,Accessories,Consumer,California,,
South,Technology,Accessories,Consumer,California,,
West,Technology,Accessories,Consumer,California,6684.5557,22083.47
Central,Technology,Accessories,Consumer,New York,,
East,Technology,Accessories,Consumer,New York,3816.3903,13914.89
South,Technology,Accessories,Consumer,New York,,
West,Technology,Accessories,Consumer,New York,,
Central,Technology,Accessories,Consumer,Texas,628.7498,7162.784
East,Technology,Accessories,Consumer,Texas,,
South,Technology,Accessories,Consumer,Texas,,
West,Technology,Accessories,Consumer,Texas,,
Central,Technology,Accessories,Consumer,Washington,,
East,Technology,Accessories,Consumer,Washington,,
South,Technology,Accessories,Consumer,Washington,,
West,Technology,Accessories,Consumer,Washington,1568.1598,5901.66
Central,Technology,Accessories,Consumer,Ohio,,
East,Technology,Accessories,Consumer,Ohio,951.6301,4911.76
South,Technology,Accessories,Consumer,Ohio,,
West,Technology,Accessories,Consumer,Ohio,,
Central,Technology,Accessories,Consumer,Pennsylvania,,
East,Technology,Accessories,Consumer,Pennsylvania,199.0743,2893.816
South,Technology,Accessories,Consumer,Pennsylvania,,
West,Technology,Accessories,Consumer,Pennsylvania,,
Central,Technology,Accessories,Consumer,Illinois,467.3384,2626.76
East,Technology,Accessories,Consumer,Illinois,,
South,Technology,Accessories,Consumer,Illinois,,
West,Technology,Accessories,Consumer,Illinois,,
Central,Technology,Accessories,Consumer,Georgia,,
East,Technology,Accessories,Consumer,Georgia,,
South,Technology,Accessories,Consumer,Georgia,591.5168,2464.04
West,Technology,Accessories,Consumer,Georgia,,
Central,Technology,Accessories,Consumer,North Carolina,,
East,Technology,Accessories,Consumer,North Carolina,,
South,Technology,Accessories,Consumer,North Carolina,559.9829,2339.896
West,Technology,Accessories,Consumer,North Carolina,,
Central,Technology,Accessories,Consumer,Wisconsin,784.6805,2310.24
East,Technology,Accessories,Consumer,Wisconsin,,
South,Technology,Accessories,Consumer,Wisconsin,,
West,Technology,Accessories,Consumer,Wisconsin,,
Central,Technology,Accessories,Consumer,Arizona,,
East,Technology,Accessories,Consumer,Arizona,,
South,Technology,Accessories,Consumer,Arizona,,
West,Technology,Accessories,Consumer,Arizona,126.8068,2290.36
Central,Technology,Accessories,Consumer,Florida,,
East,Technology,Accessories,Consumer,Florida,,
South,Technology,Accessories,Consumer,Florida,214.0199,2234.648
West,Technology,Accessories,Consumer,Florida,,
Central,Technology,Accessories,Consumer,Indiana,443.337,1918.96
East,Technology,Accessories,Consumer,Indiana,,
South,Technology,Accessories,Consumer,Indiana,,
West,Technology,Accessories,Consumer,Indiana,,
Central,Technology,Accessories,Consumer,Colorado,,
East,Technology,Accessories,Consumer,Colorado,,
South,Technology,Accessories,Consumer,Colorado,,
West,Technology,Accessories,Consumer,Colorado,229.7908,1767.16
Central,Technology,Accessories,Consumer,Oklahoma,370.2207,1746.69
East,Technology,Accessories,Consumer,Oklahoma,,
South,Technology,Accessories,Consumer,Oklahoma,,
West,Technology,Accessories,Consumer,Oklahoma,,
Central,Technology,Accessories,Consumer,Michigan,519.8524,1447.45
East,Technology,Accessories,Consumer,Michigan,,
South,Technology,Accessories,Consumer,Michigan,,
West,Technology,Accessories,Consumer,Michigan,,
Central,Technology,Accessories,Consumer,Arkansas,,
East,Technology,Accessories,Consumer,Arkansas,,
South,Technology,Accessories,Consumer,Arkansas,464.3767,1195.03
West,Technology,Accessories,Consumer,Arkansas,,
Central,Technology,Accessories,Consumer,Missouri,229.7031,952.95
East,Technology,Accessories,Consumer,Missouri,,
South,Technology,Accessories,Consumer,Missouri,,
West,Technology,Accessories,Consumer,Missouri,,
Central,Technology,Accessories,Consumer,Louisiana,,
East,Technology,Accessories,Consumer,Louisiana,,
South,Technology,Accessories,Consumer,Louisiana,284.6208,892.08
West,Technology,Accessories,Consumer,Louisiana,,
Central,Technology,Accessories,Consumer,Mississippi,,
East,Technology,Accessories,Consumer,Mississippi,,
South,Technology,Accessories,Consumer,Mississippi,265.2078,870.02
West,Technology,Accessories,Consumer,Mississippi,,
Central,Technology,Accessories,Consumer,Minnesota,248.5142,746.5
East,Technology,Accessories,Consumer,Minnesota,,
South,Technology,Accessories,Consumer,Minnesota,,
West,Technology,Accessories,Consumer,Minnesota,,
Central,Technology,Accessories,Consumer,Oregon,,
East,Technology,Accessories,Consumer,Oregon,,
South,Technology,Accessories,Consumer,Oregon,,
West,Technology,Accessories,Consumer,Oregon,122.3929,732.624
Central,Technology,Accessories,Consumer,Virginia,,
East,Technology,Accessories,Consumer,Virginia,,
South,Technology,Accessories,Consumer,Virginia,157.9741,547.48
West,Technology,Accessories,Consumer,Virginia,,
Central,Technology,Accessories,Consumer,New Jersey,,
East,Technology,Accessories,Consumer,New Jersey,156.007,499.27
South,Technology,Accessories,Consumer,New Jersey,,
West,Technology,Accessories,Consumer,New Jersey,,
Central,Technology,Accessories,Consumer,Alabama,,
East,Technology,Accessories,Consumer,Alabama,,
South,Technology,Accessories,Consumer,Alabama,102.6318,478.89
West,Technology,Accessories,Consumer,Alabama,,
Central,Technology,Accessories,Consumer,Kentucky,,
East,Technology,Accessories,Consumer,Kentucky,,
South,Technology,Accessories,Consumer,Kentucky,94.4093,297.41
West,Technology,Accessories,Consumer,Kentucky,,
Central,Technology,Accessories,Consumer,Tennessee,,
East,Technology,Accessories,Consumer,Tennessee,,
South,Technology,Accessories,Consumer,Tennessee,30.9195,269.16
West,Technology,Accessories,Consumer,Tennessee,,
Central,Technology,Accessories,Consumer,Connecticut,,
East,Technology,Accessories,Consumer,Connecticut,38.08,238
South,Technology,Accessories,Consumer,Connecticut,,
West,Technology,Accessories,Consumer,Connecticut,,
Central,Technology,Accessories,Consumer,Montana,,
East,Technology,Accessories,Consumer,Montana,,
South,Technology,Accessories,Consumer,Montana,,
West,Technology,Accessories,Consumer,Montana,91.3248,217.44
Central,Technology,Accessories,Consumer,Massachusetts,,
East,Technology,Accessories,Consumer,Massachusetts,37.7394,200.18
South,Technology,Accessories,Consumer,Massachusetts,,
West,Technology,Accessories,Consumer,Massachusetts,,
Central,Technology,Accessories,Consumer,New Mexico,,
East,Technology,Accessories,Consumer,New Mexico,,
South,Technology,Accessories,Consumer,New Mexico,,
West,Technology,Accessories,Consumer,New Mexico,26.6112,193.86
Central,Technology,Accessories,Consumer,Nevada,,
East,Technology,Accessories,Consumer,Nevada,,
South,Technology,Accessories,Consumer,Nevada,,
West,Technology,Accessories,Consumer,Nevada,70.0977,170.97
Central,Technology,Accessories,Consumer,Maryland,,
East,Technology,Accessories,Consumer,Maryland,36.2072,158.14
South,Technology,Accessories,Consumer,Maryland,,
West,Technology,Accessories,Consumer,Maryland,,
Central,Technology,Accessories,Consumer,Nebraska,50.9898,149.97
East,Technology,Accessories,Consumer,Nebraska,,
South,Technology,Accessories,Consumer,Nebraska,,
West,Technology,Accessories,Consumer,Nebraska,,
Central,Technology,Accessories,Consumer,Idaho,,
East,Technology,Accessories,Consumer,Idaho,,
South,Technology,Accessories,Consumer,Idaho,,
West,Technology,Accessories,Consumer,Idaho,37.7874,89.97
Central,Technology,Accessories,Consumer,Utah,,
East,Technology,Accessories,Consumer,Utah,,
South,Technology,Accessories,Consumer,Utah,,
West,Technology,Accessories,Consumer,Utah,6.624,82.8
Central,Technology,Accessories,Consumer,South Carolina,,
East,Technology,Accessories,Consumer,South Carolina,,
South,Technology,Accessories,Consumer,South Carolina,22.6476,62.91
West,Technology,Accessories,Consumer,South Carolina,,
Central,Technology,Accessories,Consumer,Delaware,,
East,Technology,Accessories,Consumer,Delaware,4.95,45
South,Technology,Accessories,Consumer,Delaware,,
West,Technology,Accessories,Consumer,Delaware,,
Central,Technology,Accessories,Corporate,California,,
East,Technology,Accessories,Corporate,California,,
South,Technology,Accessories,Corporate,California,,
West,Technology,Accessories,Corporate,California,3300.0268,11074.11
Central,Technology,Accessories,Corporate,Washington,,
East,Technology,Accessories,Corporate,Washington,,
South,Technology,Accessories,Corporate,Washington,,
West,Technology,Accessories,Corporate,Washington,1633.3644,6521.83
Central,Technology,Accessories,Corporate,Pennsylvania,,
East,Technology,Accessories,Corporate,Pennsylvania,575.1639,3670.864
South,Technology,Accessories,Corporate,Pennsylvania,,
West,Technology,Accessories,Corporate,Pennsylvania,,
Central,Technology,Accessories,Corporate,New York,,
East,Technology,Accessories,Corporate,New York,1049.1182,3227.98
South,Technology,Accessories,Corporate,New York,,
West,Technology,Accessories,Corporate,New York,,
Central,Technology,Accessories,Corporate,Ohio,,
East,Technology,Accessories,Corporate,Ohio,416.3321,2437.944
South,Technology,Accessories,Corporate,Ohio,,
West,Technology,Accessories,Corporate,Ohio,,
Central,Technology,Accessories,Corporate,Kentucky,,
East,Technology,Accessories,Corporate,Kentucky,,
South,Technology,Accessories,Corporate,Kentucky,531.6521,2282.87
West,Technology,Accessories,Corporate,Kentucky,,
Central,Technology,Accessories,Corporate,Virginia,,
East,Technology,Accessories,Corporate,Virginia,,
South,Technology,Accessories,Corporate,Virginia,681.8322,2112.38
West,Technology,Accessories,Corporate,Virginia,,
Central,Technology,Accessories,Corporate,Texas,240.7539,1936.544
East,Technology,Accessories,Corporate,Texas,,
South,Technology,Accessories,Corporate,Texas,,
West,Technology,Accessories,Corporate,Texas,,
Central,Technology,Accessories,Corporate,Alabama,,
East,Technology,Accessories,Corporate,Alabama,,
South,Technology,Accessories,Corporate,Alabama,713.8028,1843.94
West,Technology,Accessories,Corporate,Alabama,,
Central,Technology,Accessories,Corporate,Florida,,
East,Technology,Accessories,Corporate,Florida,,
South,Technology,Accessories,Corporate,Florida,258.9983,1129.128
West,Technology,Accessories,Corporate,Florida,,
Central,Technology,Accessories,Corporate,Wisconsin,326.757,1035.38
East,Technology,Accessories,Corporate,Wisconsin,,
South,Technology,Accessories,Corporate,Wisconsin,,
West,Technology,Accessories,Corporate,Wisconsin,,
Central,Technology,Accessories,Corporate,Arizona,,
East,Technology,Accessories,Corporate,Arizona,,
South,Technology,Accessories,Corporate,Arizona,,
West,Technology,Accessories,Corporate,Arizona,68.1658,936.224
Central,Technology,Accessories,Corporate,Maryland,,
East,Technology,Accessories,Corporate,Maryland,374.3403,916.59
South,Technology,Accessories,Corporate,Maryland,,
West,Technology,Accessories,Corporate,Maryland,,
Central,Technology,Accessories,Corporate,Michigan,182.79,821.85
East,Technology,Accessories,Corporate,Michigan,,
South,Technology,Accessories,Corporate,Michigan,,
West,Technology,Accessories,Corporate,Michigan,,
Central,Technology,Accessories,Corporate,Illinois,140.5935,803.264
East,Technology,Accessories,Corporate,Illinois,,
South,Technology,Accessories,Corporate,Illinois,,
West,Technology,Accessories,Corporate,Illinois,,
Central,Technology,Accessories,Corporate,Minnesota,308.2094,773.88
East,Technology,Accessories,Corporate,Minnesota,,
South,Technology,Accessories,Corporate,Minnesota,,
West,Technology,Accessories,Corporate,Minnesota,,
Central,Technology,Accessories,Corporate,Georgia,,
East,Technology,Accessories,Corporate,Georgia,,
South,Technology,Accessories,Corporate,Georgia,151.6125,761.85
West,Technology,Accessories,Corporate,Georgia,,
Central,Technology,Accessories,Corporate,New Mexico,,
East,Technology,Accessories,Corporate,New Mexico,,
South,Technology,Accessories,Corporate,New Mexico,,
West,Technology,Accessories,Corporate,New Mexico,149.5966,754.99
Central,Technology,Accessories,Corporate,Louisiana,,
East,Technology,Accessories,Corporate,Louisiana,,
South,Technology,Accessories,Corporate,Louisiana,301.6874,746.72
West,Technology,Accessories,Corporate,Louisiana,,
Central,Technology,Accessories,Corporate,Arkansas,,
East,Technology,Accessories,Corporate,Arkansas,,
South,Technology,Accessories,Corporate,Arkansas,201.2001,544.51
West,Technology,Accessories,Corporate,Arkansas,,
Central,Technology,Accessories,Corporate,Mississippi,,
East,Technology,Accessories,Corporate,Mississippi,,
South,Technology,Accessories,Corporate,Mississippi,231.4554,539.67
West,Technology,Accessories,Corporate,Mississippi,,
Central,Technology,Accessories,Corporate,South Dakota,133.8966,392.94
East,Technology,Accessories,Corporate,South Dakota,,
South,Technology,Accessories,Corporate,South Dakota,,
West,Technology,Accessories,Corporate,South Dakota,,
Central,Technology,Accessories,Corporate,Colorado,,
East,Technology,Accessories,Corporate,Colorado,,
South,Technology,Accessories,Corporate,Colorado,,
West,Technology,Accessories,Corporate,Colorado,-21.0031,334.664
Central,Technology,Accessories,Corporate,Rhode Island,,
East,Technology,Accessories,Corporate,Rhode Island,98.1386,321.98
