Orders.Category	Orders.Country	Orders.Order Date.Variation.Date Hierarchy.Year	Orders.Order Date.Variation.Date Hierarchy.Month	Orders.Order Date.Variation.Date Hierarchy.Day	Sum(Orders.Profit)
Furniture	United States	2014	October	24	
Office Supplies	United States	2014	October	24	18.5592
Technology	United States	2014	October	24	
Furniture	United States	2014	October	25	
Office Supplies	United States	2014	October	25	8.9394
Technology	United States	2014	October	25	0.5097
Furniture	United States	2014	October	26	3.196
Office Supplies	United States	2014	October	26	
Technology	United States	2014	October	26	38.396
Furniture	United States	2014	October	27	
Office Supplies	United States	2014	October	27	7.6626
Technology	United States	2014	October	27	
Furniture	United States	2014	October	28	-36.294
Office Supplies	United States	2014	October	28	54.908
Technology	United States	2014	October	28	74.8142
Furniture	United States	2014	October	29	
Office Supplies	United States	2014	October	29	35.6636
Technology	United States	2014	October	29	342.885
Furniture	United States	2014	October	31	-310.756
Office Supplies	United States	2014	October	31	122.9946
Technology	United States	2014	October	31	139.6539
Furniture	United States	2014	November	1	26.138
Office Supplies	United States	2014	November	1	224.519
Technology	United States	2014	November	1	412.7071
Furniture	United States	2014	November	2	24.1218
Office Supplies	United States	2014	November	2	107.813
Technology	United States	2014	November	2	154.6406
Furniture	United States	2014	November	3	-350.5554
Office Supplies	United States	2014	November	3	3.9316
Technology	United States	2014	November	3	238.4025
Furniture	United States	2014	November	4	-26.9584
Office Supplies	United States	2014	November	4	58.1134
Technology	United States	2014	November	4	2412.237
Furniture	United States	2014	November	5	15.0946
Office Supplies	United States	2014	November	5	-103.3044
Technology	United States	2014	November	5	26.5982
Furniture	United States	2014	November	6	
Office Supplies	United States	2014	November	6	20.9664
Technology	United States	2014	November	6	
Furniture	United States	2014	November	7	0
Office Supplies	United States	2014	November	7	155.4863
Technology	United States	2014	November	7	
Furniture	United States	2014	November	8	
Office Supplies	United States	2014	November	8	
Technology	United States	2014	November	8	25.0182
Furniture	United States	2014	November	9	31.956
Office Supplies	United States	2014	November	9	102.7366
Technology	United States	2014	November	9	87.996
Furniture	United States	2014	November	10	138.8504
Office Supplies	United States	2014	November	10	233.343
Technology	United States	2014	November	10	64.4397
Furniture	United States	2014	November	11	-220.9558
Office Supplies	United States	2014	November	11	-389.2635
Technology	United States	2014	November	11	160.6882
Furniture	United States	2014	November	12	11.5443
Office Supplies	United States	2014	November	12	21.621
Technology	United States	2014	November	12	46.4687
Furniture	United States	2014	November	14	14.6224
Office Supplies	United States	2014	November	14	61.064
Technology	United States	2014	November	14	233.2204
Furniture	United States	2014	November	15	3.2352
Office Supplies	United States	2014	November	15	250.0736
Technology	United States	2014	November	15	146.7693
Furniture	United States	2014	November	16	24.1323
Office Supplies	United States	2014	November	16	120.4603
Technology	United States	2014	November	16	-7.0344
Furniture	United States	2014	November	17	-47.5758
Office Supplies	United States	2014	November	17	1993.712
Technology	United States	2014	November	17	7.9984
Furniture	United States	2014	November	18	-113.8537
Office Supplies	United States	2014	November	18	-123.5988
Technology	United States	2014	November	18	-110.0702
Furniture	United States	2014	November	19	235.9524
Office Supplies	United States	2014	November	19	257.0373
Technology	United States	2014	November	19	1486.2085
Furniture	United States	2014	November	20	
Office Supplies	United States	2014	November	20	34.3476
Technology	United States	2014	November	20	216.8244
Furniture	United States	2014	November	21	
Office Supplies	United States	2014	November	21	322.9381
Technology	United States	2014	November	21	55.2318
Furniture	United States	2014	November	22	
Office Supplies	United States	2014	November	22	461.8921
Technology	United States	2014	November	22	
Furniture	United States	2014	November	23	-82.1618
Office Supplies	United States	2014	November	23	-31.0377
Technology	United States	2014	November	23	7.9611
Furniture	United States	2014	November	24	32.8624
Office Supplies	United States	2014	November	24	286.5721
Technology	United States	2014	November	24	-416.7919
Furniture	United States	2014	November	25	-78.7465
Office Supplies	United States	2014	November	25	180.1307
Technology	United States	2014	November	25	47.243
Furniture	United States	2014	November	26	-14.475
Office Supplies	United States	2014	November	26	-38.4078
Technology	United States	2014	November	26	-9.2784
Furniture	United States	2014	November	27	39.98
Office Supplies	United States	2014	November	27	1.316
Technology	United States	2014	November	27	
Furniture	United States	2014	November	28	38.8968
Office Supplies	United States	2014	November	28	138.3639
Technology	United States	2014	November	28	-164.7875
Furniture	United States	2014	November	29	
Office Supplies	United States	2014	November	29	32.6872
Technology	United States	2014	November	29	71.99
Furniture	United States	2014	November	30	
Office Supplies	United States	2014	November	30	28.443
Technology	United States	2014	November	30	-16.614
Furniture	United States	2014	December	1	651.4054
Office Supplies	United States	2014	December	1	25.2936
Technology	United States	2014	December	1	198.4458
Furniture	United States	2014	December	2	-70.8314
Office Supplies	United States	2014	December	2	98.6409
Technology	United States	2014	December	2	83.5654
Furniture	United States	2014	December	3	
Office Supplies	United States	2014	December	3	12.4416
Technology	United States	2014	December	3	134.3888
Furniture	United States	2014	December	4	
Office Supplies	United States	2014	December	4	
Technology	United States	2014	December	4	62.3904
Furniture	United States	2014	December	5	
Office Supplies	United States	2014	December	5	339.5828
Technology	United States	2014	December	5	85.458
Furniture	United States	2014	December	6	-310.4106
Office Supplies	United States	2014	December	6	298.3996
Technology	United States	2014	December	6	-7.008
Furniture	United States	2014	December	7	
Office Supplies	United States	2014	December	7	201.7832
Technology	United States	2014	December	7	
Furniture	United States	2014	December	8	85.0588
Office Supplies	United States	2014	December	8	39.2995
Technology	United States	2014	December	8	1.569
Furniture	United States	2014	December	9	
Office Supplies	United States	2014	December	9	-0.2459
Technology	United States	2014	December	9	125.9972
Furniture	United States	2014	December	10	4.2294
Office Supplies	United States	2014	December	10	96.9132
Technology	United States	2014	December	10	
Furniture	United States	2014	December	12	256.2722
Office Supplies	United States	2014	December	12	-328.373
Technology	United States	2014	December	12	
Furniture	United States	2014	December	13	-34.7961
Office Supplies	United States	2014	December	13	43.5275
Technology	United States	2014	December	13	
Furniture	United States	2014	December	14	-38.3637
Office Supplies	United States	2014	December	14	-21.807
Technology	United States	2014	December	14	2280.6922
Furniture	United States	2014	December	15	-135.579
Office Supplies	United States	2014	December	15	
Technology	United States	2014	December	15	-9.153
Furniture	United States	2014	December	16	136.5506
Office Supplies	United States	2014	December	16	65.0466
Technology	United States	2014	December	16	214.0452
Furniture	United States	2014	December	17	
Office Supplies	United States	2014	December	17	7.1924
Technology	United States	2014	December	17	
Furniture	United States	2014	December	19	163.7874
Office Supplies	United States	2014	December	19	86.4946
Technology	United States	2014	December	19	106.6749
Furniture	United States	2014	December	20	651.295
Office Supplies	United States	2014	December	20	802.7136
Technology	United States	2014	December	20	103.0016
Furniture	United States	2014	December	21	184.908
Office Supplies	United States	2014	December	21	-6.6432
Technology	United States	2014	December	21	
Furniture	United States	2014	December	22	
Office Supplies	United States	2014	December	22	183.1211
Technology	United States	2014	December	22	
Furniture	United States	2014	December	23	-13.0708
Office Supplies	United States	2014	December	23	80.4502
Technology	United States	2014	December	23	
Furniture	United States	2014	December	24	32.5132
Office Supplies	United States	2014	December	24	150.0822
Technology	United States	2014	December	24	81.7126
Furniture	United States	2014	December	26	66.9846
Office Supplies	United States	2014	December	26	-70.582
Technology	United States	2014	December	26	
Furniture	United States	2014	December	27	146.989
Office Supplies	United States	2014	December	27	-667.5741
Technology	United States	2014	December	27	184.26
Furniture	United States	2014	December	28	
Office Supplies	United States	2014	December	28	706.8574
Technology	United States	2014	December	28	
Furniture	United States	2014	December	29	-23.2662
Office Supplies	United States	2014	December	29	205.874
Technology	United States	2014	December	29	385.4017
Furniture	United States	2014	December	30	-192.0468
Office Supplies	United States	2014	December	30	-421.3037
Technology	United States	2014	December	30	18.8009
Furniture	United States	2014	December	31	450.1908
Office Supplies	United States	2014	December	31	137.2102
Technology	United States	2014	December	31	857.1121
Furniture	United States	2015	January	2	-244.323
Office Supplies	United States	2015	January	2	43.3912
Technology	United States	2015	January	2	-960.6166
Furniture	United States	2015	January	3	-437.5404
Office Supplies	United States	2015	January	3	4.4226
Technology	United States	2015	January	3	84.66
Furniture	United States	2015	January	4	69.1992
Office Supplies	United States	2015	January	4	35.4732
Technology	United States	2015	January	4	
Furniture	United States	2015	January	5	-6.9282
Office Supplies	United States	2015	January	5	69.4368
Technology	United States	2015	January	5	
Furniture	United States	2015	January	6	
Office Supplies	United States	2015	January	6	7.8934
