Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.State,Orders.Country,Orders.City,Sum(Orders.Quantity),Sum(Orders.Sales)
2016,Consumer,Illinois,United States,Evanston,1,11.992
2017,Consumer,Illinois,United States,Evanston,,
2014,Consumer,Illinois,United States,Frankfort,,
2015,Consumer,Illinois,United States,Frankfort,8,20.767999999999997
2016,Consumer,Illinois,United States,Frankfort,2,76.864
2017,Consumer,Illinois,United States,Frankfort,,
2014,Consumer,Illinois,United States,Glenview,,
2015,Consumer,Illinois,United States,Glenview,3,158.376
2016,Consumer,Illinois,United States,Glenview,,
2017,Consumer,Illinois,United States,Glenview,,
2014,Consumer,Illinois,United States,Highland Park,,
2015,Consumer,Illinois,United States,Highland Park,16,1454.838
2016,Consumer,Illinois,United States,Highland Park,,
2017,Consumer,Illinois,United States,Highland Park,,
2014,Consumer,Illinois,United States,Naperville,,
2015,Consumer,Illinois,United States,Naperville,16,613.115
2016,Consumer,Illinois,United States,Naperville,,
2017,Consumer,Illinois,United States,Naperville,5,239.96000000000004
2014,Consumer,Illinois,United States,Oswego,13,321.97799999999995
2015,Consumer,Illinois,United States,Oswego,,
2016,Consumer,Illinois,United States,Oswego,,
2017,Consumer,Illinois,United States,Oswego,,
2014,Consumer,Illinois,United States,Park Ridge,,
2015,Consumer,Illinois,United States,Park Ridge,,
2016,Consumer,Illinois,United States,Park Ridge,,
2017,Consumer,Illinois,United States,Park Ridge,9,143.85600000000002
2014,Consumer,Illinois,United States,Peoria,,
2015,Consumer,Illinois,United States,Peoria,,
2016,Consumer,Illinois,United States,Peoria,5,3.979999999999999
2017,Consumer,Illinois,United States,Peoria,,
2014,Consumer,Illinois,United States,Quincy,,
2015,Consumer,Illinois,United States,Quincy,14,131.584
2016,Consumer,Illinois,United States,Quincy,2,1.9639999999999995
2017,Consumer,Illinois,United States,Quincy,5,19.56
2014,Consumer,Illinois,United States,Rockford,,
2015,Consumer,Illinois,United States,Rockford,7,128.744
2016,Consumer,Illinois,United States,Rockford,10,2067.7960000000003
2017,Consumer,Illinois,United States,Rockford,8,33.56799999999999
2014,Consumer,Illinois,United States,Romeoville,2,8.951999999999998
2015,Consumer,Illinois,United States,Romeoville,,
2016,Consumer,Illinois,United States,Romeoville,,
2017,Consumer,Illinois,United States,Romeoville,,
2014,Consumer,Illinois,United States,Saint Charles,,
2015,Consumer,Illinois,United States,Saint Charles,,
2016,Consumer,Illinois,United States,Saint Charles,2,30.344
2017,Consumer,Illinois,United States,Saint Charles,,
2014,Consumer,Illinois,United States,Skokie,10,62.96800000000001
2015,Consumer,Illinois,United States,Skokie,,
2016,Consumer,Illinois,United States,Skokie,,
2017,Consumer,Illinois,United States,Skokie,22,469.352
2014,Consumer,Illinois,United States,Wheeling,,
2015,Consumer,Illinois,United States,Wheeling,,
2016,Consumer,Illinois,United States,Wheeling,5,615.606
2017,Consumer,Illinois,United States,Wheeling,4,121.536
2014,Consumer,Illinois,United States,Woodstock,5,8.849999999999998
2015,Consumer,Illinois,United States,Woodstock,,
2016,Consumer,Illinois,United States,Woodstock,,
2017,Consumer,Illinois,United States,Woodstock,,
2014,Consumer,Indiana,United States,Bloomington,5,32.400000000000006
2015,Consumer,Indiana,United States,Bloomington,,
2016,Consumer,Indiana,United States,Bloomington,6,262.8
2017,Consumer,Indiana,United States,Bloomington,,
2014,Consumer,Indiana,United States,Columbus,,
2015,Consumer,Indiana,United States,Columbus,23,1926.98
2016,Consumer,Indiana,United States,Columbus,,
2017,Consumer,Indiana,United States,Columbus,36,2371.3
2014,Consumer,Indiana,United States,Elkhart,,
2015,Consumer,Indiana,United States,Elkhart,,
2016,Consumer,Indiana,United States,Elkhart,,
2017,Consumer,Indiana,United States,Elkhart,7,171.43
2014,Consumer,Indiana,United States,Greenwood,,
2015,Consumer,Indiana,United States,Greenwood,,
2016,Consumer,Indiana,United States,Greenwood,5,1424.9
2017,Consumer,Indiana,United States,Greenwood,,
2014,Consumer,Indiana,United States,Indianapolis,4,1107.66
2015,Consumer,Indiana,United States,Indianapolis,13,227.57
2016,Consumer,Indiana,United States,Indianapolis,,
2017,Consumer,Indiana,United States,Indianapolis,27,382.71
2014,Consumer,Indiana,United States,La Porte,,
2015,Consumer,Indiana,United States,La Porte,,
2016,Consumer,Indiana,United States,La Porte,7,111.75
2017,Consumer,Indiana,United States,La Porte,5,526.45
2014,Consumer,Indiana,United States,Lafayette,3,5.9399999999999995
2015,Consumer,Indiana,United States,Lafayette,,
2016,Consumer,Indiana,United States,Lafayette,,
2017,Consumer,Indiana,United States,Lafayette,12,739.92
2014,Consumer,Indiana,United States,Mishawaka,8,647.84
2015,Consumer,Indiana,United States,Mishawaka,,
2016,Consumer,Indiana,United States,Mishawaka,3,128.39999999999998
2017,Consumer,Indiana,United States,Mishawaka,,
2014,Consumer,Indiana,United States,New Castle,,
2015,Consumer,Indiana,United States,New Castle,9,84.61
2016,Consumer,Indiana,United States,New Castle,,
2017,Consumer,Indiana,United States,New Castle,,
2014,Consumer,Indiana,United States,Noblesville,,
2015,Consumer,Indiana,United States,Noblesville,9,412.23999999999995
2016,Consumer,Indiana,United States,Noblesville,,
2017,Consumer,Indiana,United States,Noblesville,,
2014,Consumer,Indiana,United States,Portage,2,16.28
2015,Consumer,Indiana,United States,Portage,,
2016,Consumer,Indiana,United States,Portage,,
2017,Consumer,Indiana,United States,Portage,,
2014,Consumer,Indiana,United States,Richmond,11,207.24
2015,Consumer,Indiana,United States,Richmond,4,11.36
2016,Consumer,Indiana,United States,Richmond,23,1401.2400000000002
2017,Consumer,Indiana,United States,Richmond,,
2014,Consumer,Indiana,United States,South Bend,,
2015,Consumer,Indiana,United States,South Bend,25,1238.3300000000002
2016,Consumer,Indiana,United States,South Bend,,
2017,Consumer,Indiana,United States,South Bend,,
2014,Consumer,Iowa,United States,Burlington,,
2015,Consumer,Iowa,United States,Burlington,,
2016,Consumer,Iowa,United States,Burlington,,
2017,Consumer,Iowa,United States,Burlington,5,44.75
2014,Consumer,Iowa,United States,Cedar Rapids,,
2015,Consumer,Iowa,United States,Cedar Rapids,,
2016,Consumer,Iowa,United States,Cedar Rapids,3,278.4
2017,Consumer,Iowa,United States,Cedar Rapids,,
2014,Consumer,Iowa,United States,Dubuque,,
2015,Consumer,Iowa,United States,Dubuque,4,263.96
2016,Consumer,Iowa,United States,Dubuque,,
2017,Consumer,Iowa,United States,Dubuque,,
2014,Consumer,Iowa,United States,Marion,,
2015,Consumer,Iowa,United States,Marion,,
2016,Consumer,Iowa,United States,Marion,,
2017,Consumer,Iowa,United States,Marion,11,136.2
2014,Consumer,Iowa,United States,Urbandale,,
2015,Consumer,Iowa,United States,Urbandale,,
2016,Consumer,Iowa,United States,Urbandale,8,103.19999999999999
2017,Consumer,Iowa,United States,Urbandale,4,45.92
2014,Consumer,Iowa,United States,Waterloo,,
2015,Consumer,Iowa,United States,Waterloo,,
2016,Consumer,Iowa,United States,Waterloo,,
2017,Consumer,Iowa,United States,Waterloo,4,30.32
2014,Consumer,Kansas,United States,Wichita,,
2015,Consumer,Kansas,United States,Wichita,,
2016,Consumer,Kansas,United States,Wichita,16,396.16999999999996
2017,Consumer,Kansas,United States,Wichita,5,279.9
2014,Consumer,Louisiana,United States,Kenner,,
2015,Consumer,Louisiana,United States,Kenner,,
2016,Consumer,Louisiana,United States,Kenner,4,89.32000000000001
2017,Consumer,Louisiana,United States,Kenner,,
2014,Consumer,Louisiana,United States,Lafayette,,
2015,Consumer,Louisiana,United States,Lafayette,7,603.48
2016,Consumer,Louisiana,United States,Lafayette,5,73.2
2017,Consumer,Louisiana,United States,Lafayette,37,4364.14
2014,Consumer,Louisiana,United States,Lake Charles,5,69.9
2015,Consumer,Louisiana,United States,Lake Charles,,
2016,Consumer,Louisiana,United States,Lake Charles,,
2017,Consumer,Louisiana,United States,Lake Charles,,
2014,Consumer,Louisiana,United States,Monroe,,
2015,Consumer,Louisiana,United States,Monroe,28,314.31999999999994
2016,Consumer,Louisiana,United States,Monroe,,
2017,Consumer,Louisiana,United States,Monroe,2,659.9
2014,Consumer,Maryland,United States,Baltimore,3,116.28
2015,Consumer,Maryland,United States,Baltimore,3,8.22
2016,Consumer,Maryland,United States,Baltimore,28,883.5019999999998
2017,Consumer,Maryland,United States,Baltimore,40,1424.9899999999998
2014,Consumer,Maryland,United States,Clinton,,
2015,Consumer,Maryland,United States,Clinton,41,1133.8200000000002
2016,Consumer,Maryland,United States,Clinton,13,573.741
2017,Consumer,Maryland,United States,Clinton,4,23.12
2014,Consumer,Maryland,United States,Columbia,8,587.14
2015,Consumer,Maryland,United States,Columbia,2,2541.98
2016,Consumer,Maryland,United States,Columbia,13,2073.35
2017,Consumer,Maryland,United States,Columbia,3,174.3
2014,Consumer,Maryland,United States,Hagerstown,,
2015,Consumer,Maryland,United States,Hagerstown,,
2016,Consumer,Maryland,United States,Hagerstown,,
2017,Consumer,Maryland,United States,Hagerstown,6,43.8
2014,Consumer,Maryland,United States,Rockville,,
2015,Consumer,Maryland,United States,Rockville,4,26.82
2016,Consumer,Maryland,United States,Rockville,7,442.95000000000005
2017,Consumer,Maryland,United States,Rockville,,
2014,Consumer,Massachusetts,United States,Andover,,
2015,Consumer,Massachusetts,United States,Andover,,
2016,Consumer,Massachusetts,United States,Andover,13,435.85
2017,Consumer,Massachusetts,United States,Andover,,
2014,Consumer,Massachusetts,United States,Everett,19,1885.27
2015,Consumer,Massachusetts,United States,Everett,,
2016,Consumer,Massachusetts,United States,Everett,,
2017,Consumer,Massachusetts,United States,Everett,35,1472.85
2014,Consumer,Massachusetts,United States,Leominster,,
2015,Consumer,Massachusetts,United States,Leominster,5,25.869999999999997
2016,Consumer,Massachusetts,United States,Leominster,,
2017,Consumer,Massachusetts,United States,Leominster,,
2014,Consumer,Massachusetts,United States,Lowell,7,327.55999999999995
2015,Consumer,Massachusetts,United States,Lowell,,
2016,Consumer,Massachusetts,United States,Lowell,5,714.3000000000001
2017,Consumer,Massachusetts,United States,Lowell,21,1316.2499999999998
2014,Consumer,Massachusetts,United States,Malden,,
2015,Consumer,Massachusetts,United States,Malden,,
2016,Consumer,Massachusetts,United States,Malden,2,39.68
2017,Consumer,Massachusetts,United States,Malden,,
2014,Consumer,Massachusetts,United States,Marlborough,,
2015,Consumer,Massachusetts,United States,Marlborough,,
2016,Consumer,Massachusetts,United States,Marlborough,6,206.64
2017,Consumer,Massachusetts,United States,Marlborough,,
2014,Consumer,Massachusetts,United States,Quincy,,
2015,Consumer,Massachusetts,United States,Quincy,3,14.940000000000001
2016,Consumer,Massachusetts,United States,Quincy,25,549.775
2017,Consumer,Massachusetts,United States,Quincy,2,12.7
2014,Consumer,Michigan,United States,Dearborn Heights,16,770.61
2015,Consumer,Michigan,United States,Dearborn Heights,,
2016,Consumer,Michigan,United States,Dearborn Heights,,
2017,Consumer,Michigan,United States,Dearborn Heights,3,280.96
2014,Consumer,Michigan,United States,Detroit,19,443.6
2015,Consumer,Michigan,United States,Detroit,67,3237.89
2016,Consumer,Michigan,United States,Detroit,103,14715.08
2017,Consumer,Michigan,United States,Detroit,72,4794.889999999999
2014,Consumer,Michigan,United States,Grand Rapids,,
2015,Consumer,Michigan,United States,Grand Rapids,,
2016,Consumer,Michigan,United States,Grand Rapids,14,217.24
2017,Consumer,Michigan,United States,Grand Rapids,5,54.900000000000006
2014,Consumer,Michigan,United States,Holland,,
2015,Consumer,Michigan,United States,Holland,2,7.5
2016,Consumer,Michigan,United States,Holland,,
2017,Consumer,Michigan,United States,Holland,,
2014,Consumer,Michigan,United States,Jackson,4,46.8
2015,Consumer,Michigan,United States,Jackson,,
2016,Consumer,Michigan,United States,Jackson,4,132.809
2017,Consumer,Michigan,United States,Jackson,17,5821.75
2014,Consumer,Michigan,United States,Lansing,,
2015,Consumer,Michigan,United States,Lansing,9,1273.6060000000002
2016,Consumer,Michigan,United States,Lansing,5,67
2017,Consumer,Michigan,United States,Lansing,,
2014,Consumer,Michigan,United States,Midland,33,1276.53
2015,Consumer,Michigan,United States,Midland,,
2016,Consumer,Michigan,United States,Midland,,
2017,Consumer,Michigan,United States,Midland,,
2014,Consumer,Michigan,United States,Mount Pleasant,,
2015,Consumer,Michigan,United States,Mount Pleasant,2,17.14
2016,Consumer,Michigan,United States,Mount Pleasant,,
2017,Consumer,Michigan,United States,Mount Pleasant,,
2014,Consumer,Michigan,United States,Rochester Hills,,
2015,Consumer,Michigan,United States,Rochester Hills,,
2016,Consumer,Michigan,United States,Rochester Hills,,
2017,Consumer,Michigan,United States,Rochester Hills,4,132.52
2014,Consumer,Michigan,United States,Roseville,,
2015,Consumer,Michigan,United States,Roseville,,
2016,Consumer,Michigan,United States,Roseville,,
2017,Consumer,Michigan,United States,Roseville,4,21.84
2014,Consumer,Michigan,United States,Royal Oak,2,22.38
2015,Consumer,Michigan,United States,Royal Oak,2,12.96
2016,Consumer,Michigan,United States,Royal Oak,,
2017,Consumer,Michigan,United States,Royal Oak,,
2014,Consumer,Michigan,United States,Saginaw,,
2015,Consumer,Michigan,United States,Saginaw,,
2016,Consumer,Michigan,United States,Saginaw,,
2017,Consumer,Michigan,United States,Saginaw,20,376.1
2014,Consumer,Michigan,United States,Sterling Heights,,
2015,Consumer,Michigan,United States,Sterling Heights,,
2016,Consumer,Michigan,United States,Sterling Heights,2,11.68
2017,Consumer,Michigan,United States,Sterling Heights,,
2014,Consumer,Michigan,United States,Taylor,,
2015,Consumer,Michigan,United States,Taylor,,
