Fifty Thousand Report.Column.Variation.Date Hierarchy.Month,Fifty Thousand Report.Column.Variation.Date Hierarchy.Quarter,Fifty Thousand Report.Column.Variation.Date Hierarchy.Year,Fifty Thousand Report.Appliances,Fifty Thousand Report.Office Suppliers,Fifty Thousand Report.Performance,Fifty Thousand Report.Sales,Sum(Fifty Thousand Report.Series 2),Sum(Fifty Thousand Report.Series 3),Sum(Fifty Thousand Report.Series 4),Sum(Fifty Thousand Report.Series 5),Sum(Fifty Thousand Report.Series 1)
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0000,350808.72325100005,646839.9111047001,522416.59771,554128.072561,399199.84680099995
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0000,579014.984227,697115.182909,570199.825553,514784.389283,538165.7506649999
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0001,446886.91669600003,551523.322665,627815.602548,615998.53344,543007.8831989999
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0001,491975.270499,631153.2062299999,492568.50966599997,810779.4518800001,496676.696084
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0001,545766.2257310001,659990.480057,651218.7496859999,718394.70368,669291.02145
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0002,661948.642127,725842.0068600001,545263.9467949999,732758.2718300001,665131.2122323
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0002,593074.539307,381518.23287599994,725281.80588,693930.433795,470717.12409099995
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0002,749095.61249,616869.822172,736302.795375,586607.928768,693015.6803400001
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0003,576792.2826959,595421.943385,497804.44944,764875.7775669999,590441.955976
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0003,652900.6994400001,782746.217733,566748.266023,919187.00452,611083.8120800001
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0003,650343.9738120001,647321.070587,623095.10924,727645.3449,662397.7693399999
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0004,658561.491656,692261.11172,707000.76562,767695.26323,556930.7095199999
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0004,742418.2929159999,545689.747897,769821.1815599999,619557.791155,499002.378067
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0004,714786.8462500001,572419.58381,529406.727956,725595.1827009999,523264.402586
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0005,593116.538004,515391.12326600007,706935.05649,627917.574418,833435.806058
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0005,686193.44241,466661.8223378,569243.3482770001,647910.754507,441219.157304
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0005,623464.6708713999,602378.864471,590325.2340200001,523727.642563,631686.2734499999
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0006,414823.600661,507233.77556499996,465422.1808819999,842189.8363300002,576002.5906770001
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0006,481315.3218476,716453.51796,821562.8839809999,517965.25900500006,825385.0934509999
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0006,648801.2164960001,578486.0310199,559252.806714,652051.777585,657112.0708349999
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0007,606360.38298,560776.12321,722171.321977,516863.070846,553875.180224
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0007,484990.38937099994,636321.953873,704317.8592300001,744396.2936699999,467565.647293
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0002,Sales.0007,610145.626316,628382.51191,768593.9816500001,533068.5664969999,460998.97588000004
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0000,721753.418448,443057.62517709995,562046.0233069999,524234.49335010006,564751.840464
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0000,297900.57777,412779.50532920007,683183.10493,668717.3662,721671.07759
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0000,564782.758,500880.5328193,640272.18015,536851.632323,533712.714075
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0001,371374.62179500004,568359.13694,523624.859726,499185.686156,601371.14482
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0001,388607.02303000004,597412.5965699999,510303.49028599996,775672.823639,659308.5385000001
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0001,580203.8240520002,567366.919515,659036.8301170999,723858.531958,494288.87791199994
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0002,604611.61129,627610.241279,784202.4454599998,543400.935231,490289.72804109997
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0002,543141.419043,570373.500163,712993.8660640001,751765.3103499998,473413.0049469
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0002,525952.9167869999,584518.259138,663778.0333920001,512565.9368099999,532359.84754
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0003,557815.264446,491988.52880010003,538621.254696,483810.941068,517188.52207999997
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0003,416795.456797,621413.89096,631384.87564,565615.871256,586182.469462
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0003,553558.649927,766635.7446210001,774326.686161,764304.6979200001,532246.7572900001
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0004,518593.111542,768095.3585800001,659579.416267,700682.82679,520905.51054000005
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0004,544509.3623559999,548623.245318,632940.17576,719688.082014,412781.3914860001
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0004,666938.75952,681692.4099,581075.354148,518897.50072,578159.5142399999
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0005,573992.38333,660124.58644,593001.043491,566522.7862617,763079.503434
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0005,787412.7639700001,412015.65050000005,654951.2742727,508996.82903599995,724457.2888979999
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0005,410981.9318909999,776862.532923,625159.9901375999,626642.172078,635470.9652270001
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0006,671888.0067310001,641855.26971,512206.304191,505190.352015,751387.9699799998
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0006,673052.7477,583759.964451,631521.417978,531021.1575709999,433733.6052782
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0006,597658.1646189999,577705.0544029999,729295.43031,794991.8727719999,642077.632372
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0007,560758.663329,614024.2105244999,669541.716747,498269.553173,419619.08675200003
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0007,740532.74057,492982.64439000003,518925.783099,753851.8399400001,624423.618331
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0003,Sales.0007,626058.2477899999,620407.4380914001,554297.917633,497786.20859999995,610065.812758
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0000,652520.51463,565829.529231,491671.748855,527874.003587,515624.67493999994
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0000,450562.27328699996,703905.60033,573870.99632,680365.7981580001,641604.42305
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0000,523438.828523,453101.83688930003,629023.0680189999,602708.6971469999,688499.4430899998
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0001,448439.492814,623906.4354900001,423531.776198,734590.3320820001,587116.9179
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0001,489170.53098050004,817151.0550200001,667598.97144,726584.1301500001,412779.18597399996
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0001,629423.418109,622340.443088,620372.152427,689610.9937100002,668751.7244999999
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0002,538854.5273277999,325054.4366684001,517978.67097000004,447228.79063680005,422975.033368
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0002,612477.8848620001,732469.7682124,467941.262758,868231.7345119999,546232.702693
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0002,607354.504131,660103.387859,529850.25113,619894.9355740001,541372.3622
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0003,564940.435337,534135.64422,556742.874911,651818.74931,406286.775748
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0003,540120.895593,558739.143387,596100.5318593,585705.01528,520237.89949770004
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0003,653798.81679,573430.601123,559648.3244540001,842488.6807299999,516165.932219
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0004,680451.561321,682518.1425430002,618999.97583,644262.7600294,484694.604937
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0004,640202.7722799999,785834.10764,659585.79154,593892.9845400001,534411.5629070002
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0004,630085.5897750001,491076.6639730001,413668.9718819999,651441.06141,612945.217625
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0005,563435.9629220001,643256.8049900001,449199.622008,729959.8567649999,583107.538963
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0005,589315.796393,642146.6136899999,638488.4882939999,422095.008969,465491.328266
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0005,411254.6539209,649593.869405,514552.4271424,745814.8929300001,599761.8869159999
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0006,545676.134348,627209.21541,702286.9822099999,690003.0332,753024.6630399999
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0006,675165.92633,607188.579094,362072.30210800003,626682.395819,504414.78969999996
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0006,687578.9181600001,539530.96537,511052.20132399997,753582.9464900001,853830.3345000001
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0007,774696.0213499999,527465.74578,624068.4232000001,612401.231968,698626.359088
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0007,491255.5623143,635957.03251,521472.0465100001,586182.5026799999,502169.45359969995
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0001,Performance.0004,Sales.0007,724981.405244,634380.6381123,596812.24173,578737.4324759999,706118.241274
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0000,806579.8472750001,386816.934277,626534.5410699999,623429.016926,643942.4874599999
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0000,617519.3655569999,631467.830791,617821.9466799999,616825.686353,452344.20630600007
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0000,612668.572519,675351.978822,771048.9220700001,602821.5477640001,694433.8069999999
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0001,648028.3982017001,585481.1688332,474209.35729799996,579752.55951,647953.228438
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0001,777372.3159299999,494639.69262299995,660732.050672,605113.7573810001,753783.8035100001
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0001,639643.52936,648037.0475899999,519326.48519100004,354936.205935,753010.97026
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0002,695422.3998800002,508769.0847349999,624562.5431900001,749259.726057,573184.70566
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0002,530478.0471200001,537567.1320000001,507880.88556,568348.0495829999,302709.917548
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0002,604159.4683820001,702407.977885,688070.7394999999,552591.104427,715179.98612
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0003,612481.4460350001,569660.729572,501645.233393,614082.971647,677055.8167879999
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0003,692796.8663369999,572400.1715313001,640251.2710800001,571169.8217501001,552293.585433
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0003,609539.0760989999,605712.2669589999,548142.63995,553136.90664,574627.80335
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0004,726061.45141,600423.9290779999,710238.833682,481234.9224269999,613751.3443487
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0004,457464.9352624,727831.329238,395897.4446757,487575.07105400006,520405.13116039993
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0004,586117.98814,476670.88993600005,755535.933206,614660.048063,483006.99102999986
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0005,487609.87661400007,393561.82842000003,599552.5245164001,648360.624327,483073.643685
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0005,529639.8428560001,439878.034803,570349.9375049999,697681.2692000001,638092.06967
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0005,739278.76115,656929.9421100001,547388.0272329,620307.73603,722133.3234989999
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0006,613254.950007,410555.186658,780293.2010500001,595953.1368499999,462481.962213
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0006,783894.37318,689020.3956200001,692559.03131,753768.8424253002,655884.31366
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0006,489561.45310700004,628372.0780399999,582988.736962,626347.322821,579827.1514649999
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0007,546491.4899340001,631598.5438849999,630971.870938,631649.6394388999,548568.489928
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0007,566062.7329199,438376.9523290001,423073.605444,574388.3446739999,675715.6737249999
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0002,Performance.0000,Sales.0007,586312.7474712001,677894.6261299999,459933.51300000004,627387.4364100001,674851.8488830001
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0002,Performance.0001,Sales.0000,674756.87154,654424.9057959999,529895.724379,588641.6762800001,605278.535059
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0002,Performance.0001,Sales.0000,769572.79035,738169.8064830002,721444.1033180001,600270.0938593,513733.41582800006
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0002,Performance.0001,Sales.0000,588651.08847,594637.3186799999,667059.476464,550298.4233523,586359.43434
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0002,Performance.0001,Sales.0001,582767.45696,554744.5310999999,621488.52833,604793.863764,565673.73975
January,Qtr 1,2022,Appliances.0000,Office Suppliers.0002,Performance.0001,Sales.0001,593230.55125,755769.215414,578026.454089,555132.6285009999,726555.3501759999
January,Qtr 1,2023,Appliances.0000,Office Suppliers.0002,Performance.0001,Sales.0001,493718.527027,797461.53314,457757.82667300006,626349.8176879999,507514.49676000007
January,Qtr 1,2021,Appliances.0000,Office Suppliers.0002,Performance.0001,Sales.0002,501668.438175,618377.8057159999,455360.74513500003,648069.16163,499089.8300029999
