One Lakh Report.column.Variation.Date Hierarchy.Month,One Lakh Report.column.Variation.Date Hierarchy.Quarter,One Lakh Report.column.Variation.Date Hierarchy.Year,One Lakh Report.Continent,One Lakh Report.Country,One Lakh Report.States,One Lakh Report.Districts,One Lakh Report.Villages,Sum(One Lakh Report.Series 2),Sum(One Lakh Report.Series 3),Sum(One Lakh Report.Series 4),Sum(One Lakh Report.Series 5),Sum(One Lakh Report.Series 1)
January,Qtr 1,2022,Continent.0000,Country.0000,States.0005,Districts.0003,Villages.0001,544760.7719159999,641853.2817279999,449647.09690699994,702309.40905,716443.3779207
January,Qtr 1,2023,Continent.0000,Country.0000,States.0005,Districts.0003,Villages.0001,525499.94973,572112.6992569999,577339.08363,428643.900055,545223.545874
January,Qtr 1,2021,Continent.0000,Country.0000,States.0005,Districts.0004,Villages.0000,680810.13342,588160.4172338999,642068.7359560002,668652.0910430001,490621.941536
January,Qtr 1,2022,Continent.0000,Country.0000,States.0005,Districts.0004,Villages.0000,606553.6079390001,524892.24867,464550.12286899996,558594.40605,644740.6770799999
January,Qtr 1,2023,Continent.0000,Country.0000,States.0005,Districts.0004,Villages.0000,704985.1632770001,680672.937604,460054.04155799997,634219.980903,526011.630721
January,Qtr 1,2021,Continent.0000,Country.0000,States.0005,Districts.0004,Villages.0001,618476.148325,722789.27855,627728.800168,795653.16324,327245.50417380006
January,Qtr 1,2022,Continent.0000,Country.0000,States.0005,Districts.0004,Villages.0001,645470.1965163999,465920.7209999,580941.9243229,727874.929641,560715.3689219999
January,Qtr 1,2023,Continent.0000,Country.0000,States.0005,Districts.0004,Villages.0001,418831.00728699996,567195.823062,692840.394473,455826.871604,651224.454471
January,Qtr 1,2021,Continent.0000,Country.0000,States.0006,Districts.0000,Villages.0000,624184.5081343,536597.330833,630375.4652793,594541.673683,487616.62215799995
January,Qtr 1,2022,Continent.0000,Country.0000,States.0006,Districts.0000,Villages.0000,524302.5299419999,677479.54422,582929.0625939999,690585.785272,485924.77206000005
January,Qtr 1,2023,Continent.0000,Country.0000,States.0006,Districts.0000,Villages.0000,662438.1730600001,833897.7154000001,616878.4515369998,561076.661065,671956.9214250001
January,Qtr 1,2021,Continent.0000,Country.0000,States.0006,Districts.0000,Villages.0001,656757.223487,534602.694647,531071.022128,747676.2822899999,805639.7555387
January,Qtr 1,2022,Continent.0000,Country.0000,States.0006,Districts.0000,Villages.0001,482612.99688100006,734271.95522,606835.453955,310767.01314000005,665821.8297700001
January,Qtr 1,2023,Continent.0000,Country.0000,States.0006,Districts.0000,Villages.0001,579057.041661,505046.56383010006,612641.604133,594450.4666,561725.1939650001
January,Qtr 1,2021,Continent.0000,Country.0000,States.0006,Districts.0001,Villages.0000,567564.3443469999,520810.12978300004,515087.23652100004,442644.30812550004,626645.5979070001
January,Qtr 1,2022,Continent.0000,Country.0000,States.0006,Districts.0001,Villages.0000,654828.852593,434588.2372649,726695.38138,499392.12535,634881.744441
January,Qtr 1,2023,Continent.0000,Country.0000,States.0006,Districts.0001,Villages.0000,629189.5171700001,513096.40716,639206.6258009,551494.1411000001,470884.174257
January,Qtr 1,2021,Continent.0000,Country.0000,States.0006,Districts.0001,Villages.0001,469042.05224800005,741527.3689620001,555400.366044,692699.44152,820637.3002999999
January,Qtr 1,2022,Continent.0000,Country.0000,States.0006,Districts.0001,Villages.0001,586052.1014279999,428213.36301000003,646976.9822565,445666.532629,568942.9543941
January,Qtr 1,2023,Continent.0000,Country.0000,States.0006,Districts.0001,Villages.0001,687008.4320099999,594493.801593,718721.8275070001,600928.8760299999,553061.2933589999
January,Qtr 1,2021,Continent.0000,Country.0000,States.0006,Districts.0002,Villages.0000,604489.7506299999,657970.5469940001,614283.92079,591046.597527,630427.165852
January,Qtr 1,2022,Continent.0000,Country.0000,States.0006,Districts.0002,Villages.0000,632519.25651,717121.447084,558578.5821519999,540344.7656699999,630375.2919899999
January,Qtr 1,2023,Continent.0000,Country.0000,States.0006,Districts.0002,Villages.0000,361758.65945499996,466760.054382,570725.047947,704896.4888019001,497031.02603
January,Qtr 1,2021,Continent.0000,Country.0000,States.0006,Districts.0002,Villages.0001,453389.7723759999,684729.23576,705474.44948,527864.21688,602135.879818
January,Qtr 1,2022,Continent.0000,Country.0000,States.0006,Districts.0002,Villages.0001,485937.51199,678553.6809900001,699750.61476,740399.89579,548077.693586
January,Qtr 1,2023,Continent.0000,Country.0000,States.0006,Districts.0002,Villages.0001,613025.401328,630938.8646458,495428.31422999996,464528.00512,890305.5479599999
January,Qtr 1,2021,Continent.0000,Country.0000,States.0006,Districts.0003,Villages.0000,642603.8591151,536674.606257,533828.9761620001,631159.2424600001,504418.01114699995
January,Qtr 1,2022,Continent.0000,Country.0000,States.0006,Districts.0003,Villages.0000,609433.316857,641703.124125,607896.3848596001,537542.9630290001,708485.0628799999
January,Qtr 1,2023,Continent.0000,Country.0000,States.0006,Districts.0003,Villages.0000,635855.3187510001,439409.3194199999,659063.6998800001,608372.5601890001,510493.144722
January,Qtr 1,2021,Continent.0000,Country.0000,States.0006,Districts.0003,Villages.0001,608099.918467,837310.01269,580760.5578099999,487307.08661700005,566151.568127
January,Qtr 1,2022,Continent.0000,Country.0000,States.0006,Districts.0003,Villages.0001,658214.502739,704005.5353100001,573598.557452,662862.978234,601399.183024
January,Qtr 1,2023,Continent.0000,Country.0000,States.0006,Districts.0003,Villages.0001,507814.8334369999,549719.5027900999,739310.5866319999,673747.393266,722042.1813299999
January,Qtr 1,2021,Continent.0000,Country.0000,States.0006,Districts.0004,Villages.0000,429226.9134039999,569912.0376230001,445255.07649799995,595280.2224139,637072.330213
January,Qtr 1,2022,Continent.0000,Country.0000,States.0006,Districts.0004,Villages.0000,535951.2754979,524218.37327,623023.3521719999,495713.646298,515098.778375
January,Qtr 1,2023,Continent.0000,Country.0000,States.0006,Districts.0004,Villages.0000,644381.5018600001,510497.67927699996,466302.407044,362842.27035809995,542979.301224
January,Qtr 1,2021,Continent.0000,Country.0000,States.0006,Districts.0004,Villages.0001,590295.341836,515178.191566,558985.462816,515458.01722499996,792366.4400749999
January,Qtr 1,2022,Continent.0000,Country.0000,States.0006,Districts.0004,Villages.0001,593616.259608,620541.2102799999,648001.026735,574846.9253499999,525420.40276
January,Qtr 1,2023,Continent.0000,Country.0000,States.0006,Districts.0004,Villages.0001,833248.3054900002,611759.0580499999,701084.244775,721632.4585899999,775060.0251
January,Qtr 1,2021,Continent.0000,Country.0000,States.0007,Districts.0000,Villages.0000,646805.41798,576085.6295400001,510016.625861,544607.1370669999,577054.582683
January,Qtr 1,2022,Continent.0000,Country.0000,States.0007,Districts.0000,Villages.0000,596940.3990099999,567025.654705,595667.29686,525117.6143215,460205.1670149
January,Qtr 1,2023,Continent.0000,Country.0000,States.0007,Districts.0000,Villages.0000,667579.1899590001,597911.3322909999,554211.6193799999,564707.087283,606944.757886
January,Qtr 1,2021,Continent.0000,Country.0000,States.0007,Districts.0000,Villages.0001,573308.46666,474132.68821299996,534386.692599,372595.8847368,555691.510772
January,Qtr 1,2022,Continent.0000,Country.0000,States.0007,Districts.0000,Villages.0001,549527.2304270001,760760.166295,660326.733667,716454.85201,577283.7094719999
January,Qtr 1,2023,Continent.0000,Country.0000,States.0007,Districts.0000,Villages.0001,696239.04003,599413.2987830001,635772.53319,461275.78305,709622.6218280001
January,Qtr 1,2021,Continent.0000,Country.0000,States.0007,Districts.0001,Villages.0000,415839.191365,531833.525063,623028.1787800001,808972.97507,654054.49023
January,Qtr 1,2022,Continent.0000,Country.0000,States.0007,Districts.0001,Villages.0000,599502.361742,524545.473384,581226.78839,673690.7939800001,656516.7147378001
January,Qtr 1,2023,Continent.0000,Country.0000,States.0007,Districts.0001,Villages.0000,756189.4983300001,450727.78543999995,666467.162456,434798.93241300003,512288.561093
January,Qtr 1,2021,Continent.0000,Country.0000,States.0007,Districts.0001,Villages.0001,567143.4666609999,455806.0589462,697140.5222890001,640899.069907,624000.8096289999
January,Qtr 1,2022,Continent.0000,Country.0000,States.0007,Districts.0001,Villages.0001,634532.590468,672606.4405886,628060.875,774295.8836399999,542595.8087642
January,Qtr 1,2023,Continent.0000,Country.0000,States.0007,Districts.0001,Villages.0001,599524.23226,705099.7797646001,615184.7614600001,759365.18118,674488.281074
January,Qtr 1,2021,Continent.0000,Country.0000,States.0007,Districts.0002,Villages.0000,700689.1538770001,569587.53446,492866.5807200001,543169.3705709999,477352.71877000004
January,Qtr 1,2022,Continent.0000,Country.0000,States.0007,Districts.0002,Villages.0000,601052.6497690001,570541.1765500001,546320.4415950001,514352.265702,391851.5987860001
January,Qtr 1,2023,Continent.0000,Country.0000,States.0007,Districts.0002,Villages.0000,633125.7543639999,768111.38238,673854.1187679999,529597.2952626001,547787.06616
January,Qtr 1,2021,Continent.0000,Country.0000,States.0007,Districts.0002,Villages.0001,607818.265466,670745.9525329999,628399.248369,644486.564116,508657.757568
January,Qtr 1,2022,Continent.0000,Country.0000,States.0007,Districts.0002,Villages.0001,549665.43279,702173.7532469999,684363.28922,641253.326284,591827.4273657
January,Qtr 1,2023,Continent.0000,Country.0000,States.0007,Districts.0002,Villages.0001,503214.94202500005,598301.6084520001,528109.498833,488600.987198,773087.21826
January,Qtr 1,2021,Continent.0000,Country.0000,States.0007,Districts.0003,Villages.0000,422655.944821,609374.9671445999,452592.75857699994,482828.4167570001,548627.133495
January,Qtr 1,2022,Continent.0000,Country.0000,States.0007,Districts.0003,Villages.0000,562436.996896,733586.4271400002,688609.14864,578854.46922,588723.54668
January,Qtr 1,2023,Continent.0000,Country.0000,States.0007,Districts.0003,Villages.0000,755504.3281399999,579290.321997,612960.2721749999,821081.979993,735787.6201638001
January,Qtr 1,2021,Continent.0000,Country.0000,States.0007,Districts.0003,Villages.0001,609507.8233839999,514818.99354000005,526497.3286548001,709901.1584150001,511714.10773999995
January,Qtr 1,2022,Continent.0000,Country.0000,States.0007,Districts.0003,Villages.0001,579270.9793700001,803078.76918,473440.1874750001,527616.1938264,686765.94093
January,Qtr 1,2023,Continent.0000,Country.0000,States.0007,Districts.0003,Villages.0001,482708.30136,554463.4633599999,521379.5804316999,587828.577783,553022.8243699999
January,Qtr 1,2021,Continent.0000,Country.0000,States.0007,Districts.0004,Villages.0000,484368.4647464,515329.6573300001,643898.538563,494825.556369,492617.08618
January,Qtr 1,2022,Continent.0000,Country.0000,States.0007,Districts.0004,Villages.0000,505235.0118768999,674815.73817,616613.1070089999,609938.3462289999,648729.10228
January,Qtr 1,2023,Continent.0000,Country.0000,States.0007,Districts.0004,Villages.0000,541777.602219,646402.7106900001,610523.1591299999,549368.448114,683162.3563689999
January,Qtr 1,2021,Continent.0000,Country.0000,States.0007,Districts.0004,Villages.0001,565643.0953070001,583862.457758,591480.442642,617957.8952919999,667734.3295369999
January,Qtr 1,2022,Continent.0000,Country.0000,States.0007,Districts.0004,Villages.0001,707361.48383,627976.8018118,556352.10411,606156.643593,575405.139069
January,Qtr 1,2023,Continent.0000,Country.0000,States.0007,Districts.0004,Villages.0001,604067.56464,554641.720534,656671.5337400001,721191.36892,497613.56135200005
January,Qtr 1,2021,Continent.0000,Country.0001,States.0000,Districts.0000,Villages.0000,434779.67688000004,516836.06609,620452.67795,539376.811774,559883.243
January,Qtr 1,2022,Continent.0000,Country.0001,States.0000,Districts.0000,Villages.0000,597192.4034074999,500728.0509752,628227.0968899999,599668.7424799999,615277.871299
January,Qtr 1,2023,Continent.0000,Country.0001,States.0000,Districts.0000,Villages.0000,649486.88043,757232.5393500001,424121.5607864,384090.644606,455828.80663700006
January,Qtr 1,2021,Continent.0000,Country.0001,States.0000,Districts.0000,Villages.0001,735308.041699,622217.85933,693304.962036,420707.7411010001,568297.3593139999
January,Qtr 1,2022,Continent.0000,Country.0001,States.0000,Districts.0000,Villages.0001,578186.61373,728589.64399,689642.89931,514253.20003700006,625841.496259
January,Qtr 1,2023,Continent.0000,Country.0001,States.0000,Districts.0000,Villages.0001,587547.4046095,668653.67333,612376.572589,453268.285473,725785.7124900001
January,Qtr 1,2021,Continent.0000,Country.0001,States.0000,Districts.0001,Villages.0000,671947.9098,477927.7056899999,616227.7776,504644.35766499996,557011.0920249999
January,Qtr 1,2022,Continent.0000,Country.0001,States.0000,Districts.0001,Villages.0000,664908.4616599998,596422.339936,411389.887581,474598.64398439997,634597.328204
January,Qtr 1,2023,Continent.0000,Country.0001,States.0000,Districts.0001,Villages.0000,548609.864284,834844.5606099999,559546.936398,531601.6485669999,644337.0232270001
January,Qtr 1,2021,Continent.0000,Country.0001,States.0000,Districts.0001,Villages.0001,577165.8396380001,719770.1925699998,667833.729071,549048.90335,646864.3656130002
January,Qtr 1,2022,Continent.0000,Country.0001,States.0000,Districts.0001,Villages.0001,949385.86031,654159.950577,631913.0138699999,645484.2535369999,621959.52915
January,Qtr 1,2023,Continent.0000,Country.0001,States.0000,Districts.0001,Villages.0001,600475.1475549999,755432.0353099998,557928.2179,451641.056223,665344.50896
January,Qtr 1,2021,Continent.0000,Country.0001,States.0000,Districts.0002,Villages.0000,600977.032548,690076.4987960001,705501.81926,661149.74589,530097.7207
January,Qtr 1,2022,Continent.0000,Country.0001,States.0000,Districts.0002,Villages.0000,549523.5671249,532531.389602,630343.7522351,661293.6161549999,782889.5564799999
January,Qtr 1,2023,Continent.0000,Country.0001,States.0000,Districts.0002,Villages.0000,634220.494584,604949.6613579999,602735.7612669999,757623.7529699999,510560.53132799995
January,Qtr 1,2021,Continent.0000,Country.0001,States.0000,Districts.0002,Villages.0001,658458.879544,529462.822461,910815.8955,645717.306303,705502.377756
January,Qtr 1,2022,Continent.0000,Country.0001,States.0000,Districts.0002,Villages.0001,546760.36118,691190.71527,624684.85696,485115.9985800001,609971.7406959999
January,Qtr 1,2023,Continent.0000,Country.0001,States.0000,Districts.0002,Villages.0001,601647.190811,599756.106236,518021.50841999997,702213.839405,622441.4705650001
January,Qtr 1,2021,Continent.0000,Country.0001,States.0000,Districts.0003,Villages.0000,682573.20431,662455.459733,677053.9545599999,487807.08716789994,658484.06169
January,Qtr 1,2022,Continent.0000,Country.0001,States.0000,Districts.0003,Villages.0000,665711.26556,504992.755068,625105.137213,566032.45088,535587.458879
January,Qtr 1,2023,Continent.0000,Country.0001,States.0000,Districts.0003,Villages.0000,742140.34763,527717.0459129999,756140.6212000002,713535.2633598,620140.5032210001
January,Qtr 1,2021,Continent.0000,Country.0001,States.0000,Districts.0003,Villages.0001,671958.7763500001,668421.463884,394210.3724180001,569503.297443,458073.359272
January,Qtr 1,2022,Continent.0000,Country.0001,States.0000,Districts.0003,Villages.0001,639229.8756410001,556100.1112159999,384313.88047200005,474005.92173,911889.71831
January,Qtr 1,2023,Continent.0000,Country.0001,States.0000,Districts.0003,Villages.0001,475685.461342,775314.7305000001,519877.130787,462174.38352940005,751136.3046870001
January,Qtr 1,2021,Continent.0000,Country.0001,States.0000,Districts.0004,Villages.0000,585833.6758999999,518600.894965,607418.7908559999,640415.200143,559500.750523
January,Qtr 1,2022,Continent.0000,Country.0001,States.0000,Districts.0004,Villages.0000,547358.57469,594823.606165,613769.19289,664988.1581734,464539.429431
