Superstore 2023.Region,Superstore 2023.Category,Superstore 2023.Sub-Category,Superstore 2023.Order Date,Superstore 2023.ProfitM,Sum(Superstore 2023.Sales)
East,Furniture,Bookcases,16 April 2023,,
South,Furniture,Bookcases,16 April 2023,,
West,Furniture,Bookcases,16 April 2023,-6.049,102.833
Central,Furniture,Bookcases,23 April 2023,,
East,Furniture,Bookcases,23 April 2023,,
South,Furniture,Bookcases,23 April 2023,-14.5176,387.136
West,Furniture,Bookcases,23 April 2023,,
Central,Furniture,Bookcases,25 April 2023,,
East,Furniture,Bookcases,25 April 2023,,
South,Furniture,Bookcases,25 April 2023,,
West,Furniture,Bookcases,25 April 2023,28.4102,344.981
Central,Furniture,Bookcases,27 April 2023,-42.1096,220.2656
East,Furniture,Bookcases,27 April 2023,,
South,Furniture,Bookcases,27 April 2023,,
West,Furniture,Bookcases,27 April 2023,,
Central,Furniture,Bookcases,01 May 2023,,
East,Furniture,Bookcases,01 May 2023,,
South,Furniture,Bookcases,01 May 2023,-15.7176,314.352
West,Furniture,Bookcases,01 May 2023,,
Central,Furniture,Bookcases,05 May 2023,,
East,Furniture,Bookcases,05 May 2023,,
South,Furniture,Bookcases,05 May 2023,,
West,Furniture,Bookcases,05 May 2023,-152.9847,89.991
Central,Furniture,Bookcases,06 May 2023,-119.1918,623.4648
East,Furniture,Bookcases,06 May 2023,,
South,Furniture,Bookcases,06 May 2023,,
West,Furniture,Bookcases,06 May 2023,,
Central,Furniture,Bookcases,11 May 2023,,
East,Furniture,Bookcases,11 May 2023,,
South,Furniture,Bookcases,11 May 2023,,
West,Furniture,Bookcases,11 May 2023,-356.9643,209.979
Central,Furniture,Bookcases,18 May 2023,,
East,Furniture,Bookcases,18 May 2023,,
South,Furniture,Bookcases,18 May 2023,75.735,302.94
West,Furniture,Bookcases,18 May 2023,,
Central,Furniture,Bookcases,19 May 2023,,
East,Furniture,Bookcases,19 May 2023,,
South,Furniture,Bookcases,19 May 2023,374.6286,1628.82
West,Furniture,Bookcases,19 May 2023,,
Central,Furniture,Bookcases,28 May 2023,,
East,Furniture,Bookcases,28 May 2023,-64.9376,115.96
South,Furniture,Bookcases,28 May 2023,,
West,Furniture,Bookcases,28 May 2023,,
Central,Furniture,Bookcases,30 May 2023,-6.0196,204.6664
East,Furniture,Bookcases,30 May 2023,,
South,Furniture,Bookcases,30 May 2023,33.8744,241.96
West,Furniture,Bookcases,30 May 2023,,
Central,Furniture,Bookcases,03 June 2023,,
East,Furniture,Bookcases,03 June 2023,,
South,Furniture,Bookcases,03 June 2023,0,241.568
West,Furniture,Bookcases,03 June 2023,,
Central,Furniture,Bookcases,08 June 2023,,
East,Furniture,Bookcases,08 June 2023,,
South,Furniture,Bookcases,08 June 2023,,
West,Furniture,Bookcases,08 June 2023,140.9568,1497.666
Central,Furniture,Bookcases,10 June 2023,,
East,Furniture,Bookcases,10 June 2023,,
South,Furniture,Bookcases,10 June 2023,,
West,Furniture,Bookcases,10 June 2023,-30.245,514.165
Central,Furniture,Bookcases,11 June 2023,,
East,Furniture,Bookcases,11 June 2023,,
South,Furniture,Bookcases,11 June 2023,,
West,Furniture,Bookcases,11 June 2023,41.8608,174.42
Central,Furniture,Bookcases,15 June 2023,,
East,Furniture,Bookcases,15 June 2023,,
South,Furniture,Bookcases,15 June 2023,-3.8864,77.728
West,Furniture,Bookcases,15 June 2023,,
Central,Furniture,Bookcases,18 June 2023,,
East,Furniture,Bookcases,18 June 2023,,
South,Furniture,Bookcases,18 June 2023,,
West,Furniture,Bookcases,18 June 2023,75.5937,917.9235
Central,Furniture,Bookcases,25 June 2023,,
East,Furniture,Bookcases,25 June 2023,-5.0098,400.784
South,Furniture,Bookcases,25 June 2023,,
West,Furniture,Bookcases,25 June 2023,,
Central,Furniture,Bookcases,29 June 2023,-96.4704,409.9992
East,Furniture,Bookcases,29 June 2023,185.2578,638.82
South,Furniture,Bookcases,29 June 2023,,
West,Furniture,Bookcases,29 June 2023,,
Central,Furniture,Bookcases,30 June 2023,,
East,Furniture,Bookcases,30 June 2023,,
South,Furniture,Bookcases,30 June 2023,,
West,Furniture,Bookcases,30 June 2023,5.1294,435.999
Central,Furniture,Bookcases,07 July 2023,,
East,Furniture,Bookcases,07 July 2023,-45.3492,87.21
South,Furniture,Bookcases,07 July 2023,,
West,Furniture,Bookcases,07 July 2023,,
Central,Furniture,Bookcases,17 July 2023,,
East,Furniture,Bookcases,17 July 2023,,
South,Furniture,Bookcases,17 July 2023,,
West,Furniture,Bookcases,17 July 2023,210.735,1194.165
Central,Furniture,Bookcases,21 July 2023,,
East,Furniture,Bookcases,21 July 2023,,
South,Furniture,Bookcases,21 July 2023,69.6762,302.94
West,Furniture,Bookcases,21 July 2023,,
Central,Furniture,Bookcases,29 July 2023,,
East,Furniture,Bookcases,29 July 2023,,
South,Furniture,Bookcases,29 July 2023,,
West,Furniture,Bookcases,29 July 2023,25.5112,115.96
Central,Furniture,Bookcases,03 August 2023,-36.6744,183.372
East,Furniture,Bookcases,03 August 2023,,
South,Furniture,Bookcases,03 August 2023,,
West,Furniture,Bookcases,03 August 2023,,
Central,Furniture,Bookcases,06 August 2023,,
East,Furniture,Bookcases,06 August 2023,,
South,Furniture,Bookcases,06 August 2023,23.3184,145.74
West,Furniture,Bookcases,06 August 2023,,
Central,Furniture,Bookcases,25 August 2023,,
East,Furniture,Bookcases,25 August 2023,-89.0664,130.98
South,Furniture,Bookcases,25 August 2023,,
West,Furniture,Bookcases,25 August 2023,,
Central,Furniture,Bookcases,03 September 2023,,
East,Furniture,Bookcases,03 September 2023,,
South,Furniture,Bookcases,03 September 2023,,
West,Furniture,Bookcases,03 September 2023,14.098,239.666
Central,Furniture,Bookcases,04 September 2023,-117.882,825.174
East,Furniture,Bookcases,04 September 2023,,
South,Furniture,Bookcases,04 September 2023,,
West,Furniture,Bookcases,04 September 2023,,
Central,Furniture,Bookcases,15 September 2023,,
East,Furniture,Bookcases,15 September 2023,203.5644,782.94
South,Furniture,Bookcases,15 September 2023,,
West,Furniture,Bookcases,15 September 2023,,
Central,Furniture,Bookcases,17 September 2023,,
East,Furniture,Bookcases,17 September 2023,,
South,Furniture,Bookcases,17 September 2023,,
West,Furniture,Bookcases,17 September 2023,77.5764,1292.94
Central,Furniture,Bookcases,19 September 2023,,
East,Furniture,Bookcases,19 September 2023,,
South,Furniture,Bookcases,19 September 2023,,
West,Furniture,Bookcases,19 September 2023,-128.2388,72.588
Central,Furniture,Bookcases,22 September 2023,41.1332,241.96
East,Furniture,Bookcases,22 September 2023,,
South,Furniture,Bookcases,22 September 2023,,
West,Furniture,Bookcases,22 September 2023,,
Central,Furniture,Bookcases,23 September 2023,,
East,Furniture,Bookcases,23 September 2023,,
South,Furniture,Bookcases,23 September 2023,,
West,Furniture,Bookcases,23 September 2023,-240.784,180.588
Central,Furniture,Bookcases,02 October 2023,,
East,Furniture,Bookcases,02 October 2023,,
South,Furniture,Bookcases,02 October 2023,,
West,Furniture,Bookcases,02 October 2023,-384.7164,217.764
Central,Furniture,Bookcases,07 October 2023,,
East,Furniture,Bookcases,07 October 2023,,
South,Furniture,Bookcases,07 October 2023,,
West,Furniture,Bookcases,07 October 2023,-14.4784,307.666
Central,Furniture,Bookcases,09 October 2023,,
East,Furniture,Bookcases,09 October 2023,-15.7176,314.352
South,Furniture,Bookcases,09 October 2023,,
West,Furniture,Bookcases,09 October 2023,,
Central,Furniture,Bookcases,12 October 2023,,
East,Furniture,Bookcases,12 October 2023,129.294,2154.9
South,Furniture,Bookcases,12 October 2023,,
West,Furniture,Bookcases,12 October 2023,,
Central,Furniture,Bookcases,19 October 2023,-91.7586,328.3992
East,Furniture,Bookcases,19 October 2023,,
South,Furniture,Bookcases,19 October 2023,,
West,Furniture,Bookcases,19 October 2023,,
Central,Furniture,Bookcases,27 October 2023,,
East,Furniture,Bookcases,27 October 2023,,
South,Furniture,Bookcases,27 October 2023,,
West,Furniture,Bookcases,27 October 2023,6.549,556.665
Central,Furniture,Bookcases,30 October 2023,,
East,Furniture,Bookcases,30 October 2023,,
South,Furniture,Bookcases,30 October 2023,,
West,Furniture,Bookcases,30 October 2023,37.9962,199.98
Central,Furniture,Bookcases,13 November 2023,-27.2646,205.9992
East,Furniture,Bookcases,13 November 2023,,
South,Furniture,Bookcases,13 November 2023,,
West,Furniture,Bookcases,13 November 2023,,
Central,Furniture,Bookcases,17 November 2023,-14.4588,327.7328
East,Furniture,Bookcases,17 November 2023,,
South,Furniture,Bookcases,17 November 2023,,
West,Furniture,Bookcases,17 November 2023,,
Central,Furniture,Bookcases,20 November 2023,,
East,Furniture,Bookcases,20 November 2023,-25.2956,183.968
South,Furniture,Bookcases,20 November 2023,,
West,Furniture,Bookcases,20 November 2023,,
Central,Furniture,Bookcases,24 November 2023,,
East,Furniture,Bookcases,24 November 2023,-16.0784,321.568
South,Furniture,Bookcases,24 November 2023,,
West,Furniture,Bookcases,24 November 2023,,
Central,Furniture,Bookcases,25 November 2023,,
East,Furniture,Bookcases,25 November 2023,,
South,Furniture,Bookcases,25 November 2023,-81.441,723.92
West,Furniture,Bookcases,25 November 2023,-29.6058,359.499
Central,Furniture,Bookcases,01 December 2023,,
East,Furniture,Bookcases,01 December 2023,,
South,Furniture,Bookcases,01 December 2023,,
West,Furniture,Bookcases,01 December 2023,41.1684,141.96
Central,Furniture,Bookcases,02 December 2023,,
East,Furniture,Bookcases,02 December 2023,,
South,Furniture,Bookcases,02 December 2023,,
West,Furniture,Bookcases,02 December 2023,-363.528,242.352
Central,Furniture,Bookcases,08 December 2023,41.3928,459.92
East,Furniture,Bookcases,08 December 2023,,
South,Furniture,Bookcases,08 December 2023,,
West,Furniture,Bookcases,08 December 2023,31.4548,1336.829
Central,Furniture,Bookcases,09 December 2023,,
East,Furniture,Bookcases,09 December 2023,,
South,Furniture,Bookcases,09 December 2023,,
West,Furniture,Bookcases,09 December 2023,15.6978,148.257
Central,Furniture,Bookcases,13 December 2023,,
East,Furniture,Bookcases,13 December 2023,7.1994,287.976
South,Furniture,Bookcases,13 December 2023,,
West,Furniture,Bookcases,13 December 2023,,
Central,Furniture,Bookcases,18 December 2023,,
East,Furniture,Bookcases,18 December 2023,,
South,Furniture,Bookcases,18 December 2023,,
West,Furniture,Bookcases,18 December 2023,-12.6882,119.833
Central,Furniture,Bookcases,19 December 2023,,
East,Furniture,Bookcases,19 December 2023,,
South,Furniture,Bookcases,19 December 2023,,
West,Furniture,Bookcases,19 December 2023,-183.6324,102.018
Central,Furniture,Bookcases,22 December 2023,,
East,Furniture,Bookcases,22 December 2023,50.8254,220.98
South,Furniture,Bookcases,22 December 2023,,
West,Furniture,Bookcases,22 December 2023,,
Central,Furniture,Bookcases,25 December 2023,,
East,Furniture,Bookcases,25 December 2023,4.7996,191.984
South,Furniture,Bookcases,25 December 2023,,
West,Furniture,Bookcases,25 December 2023,,
Central,Furniture,Bookcases,28 December 2023,-11.596,78.8528
East,Furniture,Bookcases,28 December 2023,,
South,Furniture,Bookcases,28 December 2023,,
West,Furniture,Bookcases,28 December 2023,,
Central,Furniture,Bookcases,30 December 2023,,
East,Furniture,Bookcases,30 December 2023,12.1176,323.136
South,Furniture,Bookcases,30 December 2023,,
West,Furniture,Bookcases,30 December 2023,,
Central,Furniture,Chairs,06 January 2020,,
East,Furniture,Chairs,06 January 2020,,
South,Furniture,Chairs,06 January 2020,746.4078,2573.82
West,Furniture,Chairs,06 January 2020,,
Central,Furniture,Chairs,13 January 2020,,
East,Furniture,Chairs,13 January 2020,,
South,Furniture,Chairs,13 January 2020,87.3504,545.94
West,Furniture,Chairs,13 January 2020,,
Central,Furniture,Chairs,20 January 2020,,
East,Furniture,Chairs,20 January 2020,,
South,Furniture,Chairs,20 January 2020,224.2674,1067.94
West,Furniture,Chairs,20 January 2020,,
Central,Furniture,Chairs,11 February 2020,15.2225,60.89
East,Furniture,Chairs,11 February 2020,,
South,Furniture,Chairs,11 February 2020,,
West,Furniture,Chairs,11 February 2020,,
Central,Furniture,Chairs,12 February 2020,,
East,Furniture,Chairs,12 February 2020,,
South,Furniture,Chairs,12 February 2020,,
West,Furniture,Chairs,12 February 2020,-24.294,129.568
Central,Furniture,Chairs,01 March 2020,-172.1172,996.366
East,Furniture,Chairs,01 March 2020,,
South,Furniture,Chairs,01 March 2020,,
West,Furniture,Chairs,01 March 2020,51.4764,457.568
Central,Furniture,Chairs,07 March 2020,,
East,Furniture,Chairs,07 March 2020,,
South,Furniture,Chairs,07 March 2020,,
West,Furniture,Chairs,07 March 2020,81.4917,966.984
Central,Furniture,Chairs,14 March 2020,,
East,Furniture,Chairs,14 March 2020,,
South,Furniture,Chairs,14 March 2020,284.98,1139.92
West,Furniture,Chairs,14 March 2020,,
Central,Furniture,Chairs,21 March 2020,,
East,Furniture,Chairs,21 March 2020,,
South,Furniture,Chairs,21 March 2020,-10.9188,218.376
West,Furniture,Chairs,21 March 2020,,
Central,Furniture,Chairs,22 March 2020,,
East,Furniture,Chairs,22 March 2020,,
South,Furniture,Chairs,22 March 2020,,
West,Furniture,Chairs,22 March 2020,-35.3646,314.352
Central,Furniture,Chairs,25 March 2020,,
East,Furniture,Chairs,25 March 2020,65.2064,366.786
South,Furniture,Chairs,25 March 2020,,
West,Furniture,Chairs,25 March 2020,,
Central,Furniture,Chairs,30 March 2020,-9.093,127.302
East,Furniture,Chairs,30 March 2020,,
South,Furniture,Chairs,30 March 2020,,
West,Furniture,Chairs,30 March 2020,,
Central,Furniture,Chairs,31 March 2020,,
East,Furniture,Chairs,31 March 2020,,
South,Furniture,Chairs,31 March 2020,98.4802,1125.488
West,Furniture,Chairs,31 March 2020,,
Central,Furniture,Chairs,18 April 2020,-18.1176,317.058
East,Furniture,Chairs,18 April 2020,,
South,Furniture,Chairs,18 April 2020,,
West,Furniture,Chairs,18 April 2020,,
Central,Furniture,Chairs,23 April 2020,,
East,Furniture,Chairs,23 April 2020,-24.1176,562.744
South,Furniture,Chairs,23 April 2020,,
West,Furniture,Chairs,23 April 2020,,
Central,Furniture,Chairs,25 April 2020,,
East,Furniture,Chairs,25 April 2020,,
South,Furniture,Chairs,25 April 2020,,
West,Furniture,Chairs,25 April 2020,148.704,1487.04
Central,Furniture,Chairs,26 April 2020,,
East,Furniture,Chairs,26 April 2020,,
South,Furniture,Chairs,26 April 2020,,
West,Furniture,Chairs,26 April 2020,23.028,230.28
Central,Furniture,Chairs,29 April 2020,,
East,Furniture,Chairs,29 April 2020,,
South,Furniture,Chairs,29 April 2020,83.188,613.544
West,Furniture,Chairs,29 April 2020,,
Central,Furniture,Chairs,05 May 2020,-9.1335,127.869
East,Furniture,Chairs,05 May 2020,,
South,Furniture,Chairs,05 May 2020,,
West,Furniture,Chairs,05 May 2020,,
Central,Furniture,Chairs,07 May 2020,,
East,Furniture,Chairs,07 May 2020,244.2496,872.32
South,Furniture,Chairs,07 May 2020,,
West,Furniture,Chairs,07 May 2020,,
Central,Furniture,Chairs,10 May 2020,,
East,Furniture,Chairs,10 May 2020,,
South,Furniture,Chairs,10 May 2020,,
West,Furniture,Chairs,10 May 2020,32.098,256.784
Central,Furniture,Chairs,11 May 2020,-69.312,1212.96
East,Furniture,Chairs,11 May 2020,,
South,Furniture,Chairs,11 May 2020,,
West,Furniture,Chairs,11 May 2020,,
Central,Furniture,Chairs,13 May 2020,,
East,Furniture,Chairs,13 May 2020,,
South,Furniture,Chairs,13 May 2020,,
West,Furniture,Chairs,13 May 2020,20.9592,279.456
Central,Furniture,Chairs,16 May 2020,,
East,Furniture,Chairs,16 May 2020,,
South,Furniture,Chairs,16 May 2020,,
West,Furniture,Chairs,16 May 2020,17.466,232.88
Central,Furniture,Chairs,21 May 2020,-29.2524,107.772
East,Furniture,Chairs,21 May 2020,,
South,Furniture,Chairs,21 May 2020,,
West,Furniture,Chairs,21 May 2020,,
Central,Furniture,Chairs,26 May 2020,-5.1396,359.772
East,Furniture,Chairs,26 May 2020,,
South,Furniture,Chairs,26 May 2020,,
West,Furniture,Chairs,26 May 2020,22.5296,225.296
Central,Furniture,Chairs,01 June 2020,580.5394,2001.86
East,Furniture,Chairs,01 June 2020,,
South,Furniture,Chairs,01 June 2020,,
West,Furniture,Chairs,01 June 2020,,
Central,Furniture,Chairs,08 June 2020,,
East,Furniture,Chairs,08 June 2020,,
South,Furniture,Chairs,08 June 2020,10.647,170.352
West,Furniture,Chairs,08 June 2020,73.194,585.552
Central,Furniture,Chairs,15 June 2020,-56.996,797.944
East,Furniture,Chairs,15 June 2020,,
South,Furniture,Chairs,15 June 2020,,
West,Furniture,Chairs,15 June 2020,,
Central,Furniture,Chairs,16 June 2020,32.392,647.84
East,Furniture,Chairs,16 June 2020,,
South,Furniture,Chairs,16 June 2020,,
West,Furniture,Chairs,16 June 2020,,
Central,Furniture,Chairs,22 June 2020,,
East,Furniture,Chairs,22 June 2020,-4.8588,1023.988
South,Furniture,Chairs,22 June 2020,,
West,Furniture,Chairs,22 June 2020,,
Central,Furniture,Chairs,28 June 2020,,
East,Furniture,Chairs,28 June 2020,0,1228.465
South,Furniture,Chairs,28 June 2020,,
West,Furniture,Chairs,28 June 2020,,
Central,Furniture,Chairs,06 July 2020,,
East,Furniture,Chairs,06 July 2020,,
South,Furniture,Chairs,06 July 2020,,
West,Furniture,Chairs,06 July 2020,47.848,478.48
Central,Furniture,Chairs,07 July 2020,,
East,Furniture,Chairs,07 July 2020,-46.7362,172.186
South,Furniture,Chairs,07 July 2020,,
West,Furniture,Chairs,07 July 2020,,
Central,Furniture,Chairs,08 July 2020,,
East,Furniture,Chairs,08 July 2020,10.647,63.882
South,Furniture,Chairs,08 July 2020,,
West,Furniture,Chairs,08 July 2020,,
Central,Furniture,Chairs,11 July 2020,,
East,Furniture,Chairs,11 July 2020,213.735,854.94
South,Furniture,Chairs,11 July 2020,,
