Retail Orders.Order Date.Variation.Date Hierarchy.Day,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Category,Sum(Retail Orders.Sales)
14,July,Qtr 3,2022,Technology,2501.292
15,July,Qtr 3,2022,Technology,41.9
16,July,Qtr 3,2022,Technology,
17,July,Qtr 3,2022,Technology,749.964
18,July,Qtr 3,2022,Technology,599.97
20,July,Qtr 3,2022,Technology,389.97
21,July,Qtr 3,2022,Technology,2180.644
22,July,Qtr 3,2022,Technology,29.97
23,July,Qtr 3,2022,Technology,559.7
24,July,Qtr 3,2022,Technology,2399.96
25,July,Qtr 3,2022,Technology,
26,July,Qtr 3,2022,Technology,1649.95
27,July,Qtr 3,2022,Technology,778.87
28,July,Qtr 3,2022,Technology,1145.6
29,July,Qtr 3,2022,Technology,699.332
30,July,Qtr 3,2022,Technology,89.95
31,July,Qtr 3,2022,Technology,363.792
1,August,Qtr 3,2022,Technology,
3,August,Qtr 3,2022,Technology,
4,August,Qtr 3,2022,Technology,
5,August,Qtr 3,2022,Technology,3359.952
6,August,Qtr 3,2022,Technology,488.64
7,August,Qtr 3,2022,Technology,191.9
9,August,Qtr 3,2022,Technology,948.016
10,August,Qtr 3,2022,Technology,379.152
11,August,Qtr 3,2022,Technology,
12,August,Qtr 3,2022,Technology,1642.024
13,August,Qtr 3,2022,Technology,1.584
14,August,Qtr 3,2022,Technology,
15,August,Qtr 3,2022,Technology,
16,August,Qtr 3,2022,Technology,
17,August,Qtr 3,2022,Technology,170.136
18,August,Qtr 3,2022,Technology,2401.15
19,August,Qtr 3,2022,Technology,
20,August,Qtr 3,2022,Technology,143.84
21,August,Qtr 3,2022,Technology,465.148
22,August,Qtr 3,2022,Technology,
23,August,Qtr 3,2022,Technology,4367.896
24,August,Qtr 3,2022,Technology,
25,August,Qtr 3,2022,Technology,
26,August,Qtr 3,2022,Technology,71.98
27,August,Qtr 3,2022,Technology,2347.842
28,August,Qtr 3,2022,Technology,35.168
29,August,Qtr 3,2022,Technology,
31,August,Qtr 3,2022,Technology,1349.308
1,September,Qtr 3,2022,Technology,
2,September,Qtr 3,2022,Technology,127.984
3,September,Qtr 3,2022,Technology,679.964
4,September,Qtr 3,2022,Technology,
5,September,Qtr 3,2022,Technology,199.98
6,September,Qtr 3,2022,Technology,
7,September,Qtr 3,2022,Technology,257.98
9,September,Qtr 3,2022,Technology,2446.494
10,September,Qtr 3,2022,Technology,
11,September,Qtr 3,2022,Technology,1617.754
12,September,Qtr 3,2022,Technology,2096.078
13,September,Qtr 3,2022,Technology,
14,September,Qtr 3,2022,Technology,2229.549
15,September,Qtr 3,2022,Technology,1189.43
16,September,Qtr 3,2022,Technology,193.952
17,September,Qtr 3,2022,Technology,1985.73
18,September,Qtr 3,2022,Technology,609
19,September,Qtr 3,2022,Technology,903.43
20,September,Qtr 3,2022,Technology,1749.92
21,September,Qtr 3,2022,Technology,151.96
22,September,Qtr 3,2022,Technology,1763.044
23,September,Qtr 3,2022,Technology,579.878
24,September,Qtr 3,2022,Technology,4584.644
25,September,Qtr 3,2022,Technology,119.96
26,September,Qtr 3,2022,Technology,
28,September,Qtr 3,2022,Technology,54.384
29,September,Qtr 3,2022,Technology,576.486
30,September,Qtr 3,2022,Technology,159.98
2,October,Qtr 4,2022,Technology,
3,October,Qtr 4,2022,Technology,201.852
4,October,Qtr 4,2022,Technology,195.726
6,October,Qtr 4,2022,Technology,501.256
7,October,Qtr 4,2022,Technology,
8,October,Qtr 4,2022,Technology,1454.49
9,October,Qtr 4,2022,Technology,853.77
10,October,Qtr 4,2022,Technology,
11,October,Qtr 4,2022,Technology,1080.2
12,October,Qtr 4,2022,Technology,798.06
13,October,Qtr 4,2022,Technology,241.924
14,October,Qtr 4,2022,Technology,46.36
15,October,Qtr 4,2022,Technology,
16,October,Qtr 4,2022,Technology,618.513
17,October,Qtr 4,2022,Technology,52.792
19,October,Qtr 4,2022,Technology,326.256
20,October,Qtr 4,2022,Technology,15.984
21,October,Qtr 4,2022,Technology,1798.308
22,October,Qtr 4,2022,Technology,13685.258
23,October,Qtr 4,2022,Technology,1778.92
24,October,Qtr 4,2022,Technology,
26,October,Qtr 4,2022,Technology,200.182
27,October,Qtr 4,2022,Technology,194.984
28,October,Qtr 4,2022,Technology,50.176
29,October,Qtr 4,2022,Technology,
30,October,Qtr 4,2022,Technology,590.88
31,October,Qtr 4,2022,Technology,508.768
2,November,Qtr 4,2022,Technology,88.776
3,November,Qtr 4,2022,Technology,840.73
4,November,Qtr 4,2022,Technology,227.07
5,November,Qtr 4,2022,Technology,
6,November,Qtr 4,2022,Technology,385.8
7,November,Qtr 4,2022,Technology,1492.002
8,November,Qtr 4,2022,Technology,153.584
9,November,Qtr 4,2022,Technology,223.912
11,November,Qtr 4,2022,Technology,35.184
12,November,Qtr 4,2022,Technology,475.69
13,November,Qtr 4,2022,Technology,1896.239
14,November,Qtr 4,2022,Technology,287.892
15,November,Qtr 4,2022,Technology,
16,November,Qtr 4,2022,Technology,3240.178
17,November,Qtr 4,2022,Technology,11457.18
18,November,Qtr 4,2022,Technology,207.47
19,November,Qtr 4,2022,Technology,31.968
20,November,Qtr 4,2022,Technology,1832.93
21,November,Qtr 4,2022,Technology,1755.144
22,November,Qtr 4,2022,Technology,
23,November,Qtr 4,2022,Technology,520.448
24,November,Qtr 4,2022,Technology,392.668
25,November,Qtr 4,2022,Technology,339.92
26,November,Qtr 4,2022,Technology,3208.682
27,November,Qtr 4,2022,Technology,367.458
28,November,Qtr 4,2022,Technology,1979.89
29,November,Qtr 4,2022,Technology,
30,November,Qtr 4,2022,Technology,1097.988
1,December,Qtr 4,2022,Technology,
3,December,Qtr 4,2022,Technology,69.93
4,December,Qtr 4,2022,Technology,
5,December,Qtr 4,2022,Technology,87.4
6,December,Qtr 4,2022,Technology,135.896
7,December,Qtr 4,2022,Technology,
8,December,Qtr 4,2022,Technology,717.564
9,December,Qtr 4,2022,Technology,
10,December,Qtr 4,2022,Technology,2278.238
11,December,Qtr 4,2022,Technology,1285.958
13,December,Qtr 4,2022,Technology,
14,December,Qtr 4,2022,Technology,1724.45
15,December,Qtr 4,2022,Technology,196.776
16,December,Qtr 4,2022,Technology,339.9
17,December,Qtr 4,2022,Technology,
18,December,Qtr 4,2022,Technology,149.32
19,December,Qtr 4,2022,Technology,
20,December,Qtr 4,2022,Technology,
21,December,Qtr 4,2022,Technology,352.97
22,December,Qtr 4,2022,Technology,1503.752
23,December,Qtr 4,2022,Technology,494.97
24,December,Qtr 4,2022,Technology,3359.922
25,December,Qtr 4,2022,Technology,401.208
26,December,Qtr 4,2022,Technology,
27,December,Qtr 4,2022,Technology,164.388
28,December,Qtr 4,2022,Technology,14.85
29,December,Qtr 4,2022,Technology,302.376
30,December,Qtr 4,2022,Technology,90.93
2,January,Qtr 1,2023,Technology,468.9
3,January,Qtr 1,2023,Technology,5.94
4,January,Qtr 1,2023,Technology,
6,January,Qtr 1,2023,Technology,881.93
7,January,Qtr 1,2023,Technology,575.92
8,January,Qtr 1,2023,Technology,
9,January,Qtr 1,2023,Technology,357
10,January,Qtr 1,2023,Technology,
11,January,Qtr 1,2023,Technology,3118.784
12,January,Qtr 1,2023,Technology,1027.856
13,January,Qtr 1,2023,Technology,646.74
14,January,Qtr 1,2023,Technology,
15,January,Qtr 1,2023,Technology,149.95
16,January,Qtr 1,2023,Technology,124.2
18,January,Qtr 1,2023,Technology,
19,January,Qtr 1,2023,Technology,
20,January,Qtr 1,2023,Technology,699.93
21,January,Qtr 1,2023,Technology,
23,January,Qtr 1,2023,Technology,
26,January,Qtr 1,2023,Technology,343.33
27,January,Qtr 1,2023,Technology,
28,January,Qtr 1,2023,Technology,
30,January,Qtr 1,2023,Technology,
31,January,Qtr 1,2023,Technology,
2,February,Qtr 1,2023,Technology,180.96
3,February,Qtr 1,2023,Technology,151.2
4,February,Qtr 1,2023,Technology,1049.93
5,February,Qtr 1,2023,Technology,479.984
6,February,Qtr 1,2023,Technology,239.97
7,February,Qtr 1,2023,Technology,73.98
8,February,Qtr 1,2023,Technology,21.2
9,February,Qtr 1,2023,Technology,1275.63
10,February,Qtr 1,2023,Technology,555.936
11,February,Qtr 1,2023,Technology,1620.008
12,February,Qtr 1,2023,Technology,245.71
14,February,Qtr 1,2023,Technology,239.97
15,February,Qtr 1,2023,Technology,
16,February,Qtr 1,2023,Technology,
17,February,Qtr 1,2023,Technology,
18,February,Qtr 1,2023,Technology,
20,February,Qtr 1,2023,Technology,62.31
21,February,Qtr 1,2023,Technology,
22,February,Qtr 1,2023,Technology,
23,February,Qtr 1,2023,Technology,
24,February,Qtr 1,2023,Technology,
27,February,Qtr 1,2023,Technology,
1,March,Qtr 1,2023,Technology,
2,March,Qtr 1,2023,Technology,
3,March,Qtr 1,2023,Technology,9.99
4,March,Qtr 1,2023,Technology,222.29
5,March,Qtr 1,2023,Technology,
6,March,Qtr 1,2023,Technology,
8,March,Qtr 1,2023,Technology,
9,March,Qtr 1,2023,Technology,
10,March,Qtr 1,2023,Technology,142.488
11,March,Qtr 1,2023,Technology,873.93
12,March,Qtr 1,2023,Technology,479.96
14,March,Qtr 1,2023,Technology,657.71
15,March,Qtr 1,2023,Technology,
16,March,Qtr 1,2023,Technology,471.92
17,March,Qtr 1,2023,Technology,
18,March,Qtr 1,2023,Technology,24739.748
19,March,Qtr 1,2023,Technology,494.216
21,March,Qtr 1,2023,Technology,3499.93
22,March,Qtr 1,2023,Technology,
23,March,Qtr 1,2023,Technology,604.752
24,March,Qtr 1,2023,Technology,
25,March,Qtr 1,2023,Technology,45.48
26,March,Qtr 1,2023,Technology,95.084
28,March,Qtr 1,2023,Technology,302.376
29,March,Qtr 1,2023,Technology,
30,March,Qtr 1,2023,Technology,251.944
31,March,Qtr 1,2023,Technology,79.984
1,April,Qtr 2,2023,Technology,
2,April,Qtr 2,2023,Technology,
3,April,Qtr 2,2023,Technology,
4,April,Qtr 2,2023,Technology,99.98
5,April,Qtr 2,2023,Technology,
6,April,Qtr 2,2023,Technology,
7,April,Qtr 2,2023,Technology,
8,April,Qtr 2,2023,Technology,655.38
10,April,Qtr 2,2023,Technology,
11,April,Qtr 2,2023,Technology,5742.232
12,April,Qtr 2,2023,Technology,129.98
13,April,Qtr 2,2023,Technology,71.928
15,April,Qtr 2,2023,Technology,
16,April,Qtr 2,2023,Technology,
18,April,Qtr 2,2023,Technology,515.944
19,April,Qtr 2,2023,Technology,
20,April,Qtr 2,2023,Technology,
21,April,Qtr 2,2023,Technology,
22,April,Qtr 2,2023,Technology,
23,April,Qtr 2,2023,Technology,
25,April,Qtr 2,2023,Technology,302.376
26,April,Qtr 2,2023,Technology,
28,April,Qtr 2,2023,Technology,1839.94
29,April,Qtr 2,2023,Technology,19.98
30,April,Qtr 2,2023,Technology,47.79
1,May,Qtr 2,2023,Technology,
3,May,Qtr 2,2023,Technology,479.97
4,May,Qtr 2,2023,Technology,28.99
5,May,Qtr 2,2023,Technology,
7,May,Qtr 2,2023,Technology,479.97
8,May,Qtr 2,2023,Technology,152.35
9,May,Qtr 2,2023,Technology,
10,May,Qtr 2,2023,Technology,99.98
11,May,Qtr 2,2023,Technology,157.766
12,May,Qtr 2,2023,Technology,793.39
13,May,Qtr 2,2023,Technology,149.97
14,May,Qtr 2,2023,Technology,
16,May,Qtr 2,2023,Technology,56.4
17,May,Qtr 2,2023,Technology,
18,May,Qtr 2,2023,Technology,779.796
19,May,Qtr 2,2023,Technology,
20,May,Qtr 2,2023,Technology,20.784
21,May,Qtr 2,2023,Technology,617.97
22,May,Qtr 2,2023,Technology,180.93
23,May,Qtr 2,2023,Technology,55.188
24,May,Qtr 2,2023,Technology,
25,May,Qtr 2,2023,Technology,
26,May,Qtr 2,2023,Technology,285.568
27,May,Qtr 2,2023,Technology,1213.494
28,May,Qtr 2,2023,Technology,85.008
30,May,Qtr 2,2023,Technology,1183.976
31,May,Qtr 2,2023,Technology,773.7
1,June,Qtr 2,2023,Technology,1147.94
2,June,Qtr 2,2023,Technology,306.56
4,June,Qtr 2,2023,Technology,450.654
5,June,Qtr 2,2023,Technology,
6,June,Qtr 2,2023,Technology,
7,June,Qtr 2,2023,Technology,559.992
8,June,Qtr 2,2023,Technology,262.89
9,June,Qtr 2,2023,Technology,
10,June,Qtr 2,2023,Technology,9.09
11,June,Qtr 2,2023,Technology,
12,June,Qtr 2,2023,Technology,35.04
13,June,Qtr 2,2023,Technology,
14,June,Qtr 2,2023,Technology,
15,June,Qtr 2,2023,Technology,
16,June,Qtr 2,2023,Technology,
17,June,Qtr 2,2023,Technology,65.97
18,June,Qtr 2,2023,Technology,139.8
20,June,Qtr 2,2023,Technology,620.384
21,June,Qtr 2,2023,Technology,3743.529
22,June,Qtr 2,2023,Technology,279.534
23,June,Qtr 2,2023,Technology,86.376
24,June,Qtr 2,2023,Technology,
25,June,Qtr 2,2023,Technology,263.96
27,June,Qtr 2,2023,Technology,223.96
28,June,Qtr 2,2023,Technology,
29,June,Qtr 2,2023,Technology,
30,June,Qtr 2,2023,Technology,
1,July,Qtr 3,2023,Technology,
2,July,Qtr 3,2023,Technology,115.36
3,July,Qtr 3,2023,Technology,
4,July,Qtr 3,2023,Technology,830.92
5,July,Qtr 3,2023,Technology,
6,July,Qtr 3,2023,Technology,
7,July,Qtr 3,2023,Technology,
9,July,Qtr 3,2023,Technology,1158.206
10,July,Qtr 3,2023,Technology,
11,July,Qtr 3,2023,Technology,
12,July,Qtr 3,2023,Technology,
13,July,Qtr 3,2023,Technology,
14,July,Qtr 3,2023,Technology,75.754
15,July,Qtr 3,2023,Technology,2.97
18,July,Qtr 3,2023,Technology,
19,July,Qtr 3,2023,Technology,359.98
20,July,Qtr 3,2023,Technology,41.94
21,July,Qtr 3,2023,Technology,35.98
22,July,Qtr 3,2023,Technology,159.98
23,July,Qtr 3,2023,Technology,2555.084
25,July,Qtr 3,2023,Technology,
26,July,Qtr 3,2023,Technology,1626.02
27,July,Qtr 3,2023,Technology,238
28,July,Qtr 3,2023,Technology,
30,July,Qtr 3,2023,Technology,
2,August,Qtr 3,2023,Technology,
4,August,Qtr 3,2023,Technology,399.96
5,August,Qtr 3,2023,Technology,1799.97
6,August,Qtr 3,2023,Technology,
7,August,Qtr 3,2023,Technology,
8,August,Qtr 3,2023,Technology,2591.882
9,August,Qtr 3,2023,Technology,8680.728
10,August,Qtr 3,2023,Technology,23.472
11,August,Qtr 3,2023,Technology,333.576
12,August,Qtr 3,2023,Technology,156.6
15,August,Qtr 3,2023,Technology,
16,August,Qtr 3,2023,Technology,
17,August,Qtr 3,2023,Technology,339.96
19,August,Qtr 3,2023,Technology,
20,August,Qtr 3,2023,Technology,
22,August,Qtr 3,2023,Technology,
23,August,Qtr 3,2023,Technology,143.64
24,August,Qtr 3,2023,Technology,
25,August,Qtr 3,2023,Technology,1103.044
26,August,Qtr 3,2023,Technology,326.77
27,August,Qtr 3,2023,Technology,793.43
29,August,Qtr 3,2023,Technology,
30,August,Qtr 3,2023,Technology,
31,August,Qtr 3,2023,Technology,92.52
1,September,Qtr 3,2023,Technology,31.2
5,September,Qtr 3,2023,Technology,235.77
6,September,Qtr 3,2023,Technology,1890.552
7,September,Qtr 3,2023,Technology,
8,September,Qtr 3,2023,Technology,1488.72
9,September,Qtr 3,2023,Technology,1500.21
10,September,Qtr 3,2023,Technology,15.992
11,September,Qtr 3,2023,Technology,703.968
12,September,Qtr 3,2023,Technology,1079.976
13,September,Qtr 3,2023,Technology,714.94
14,September,Qtr 3,2023,Technology,3104.92
15,September,Qtr 3,2023,Technology,
16,September,Qtr 3,2023,Technology,
17,September,Qtr 3,2023,Technology,133.829
19,September,Qtr 3,2023,Technology,8204.925
20,September,Qtr 3,2023,Technology,2050.96
21,September,Qtr 3,2023,Technology,2286.338
22,September,Qtr 3,2023,Technology,
23,September,Qtr 3,2023,Technology,83.984
24,September,Qtr 3,2023,Technology,
25,September,Qtr 3,2023,Technology,
26,September,Qtr 3,2023,Technology,156.976
27,September,Qtr 3,2023,Technology,
28,September,Qtr 3,2023,Technology,
29,September,Qtr 3,2023,Technology,686.32
30,September,Qtr 3,2023,Technology,
1,October,Qtr 4,2023,Technology,
3,October,Qtr 4,2023,Technology,
5,October,Qtr 4,2023,Technology,1475.6
6,October,Qtr 4,2023,Technology,
9,October,Qtr 4,2023,Technology,
10,October,Qtr 4,2023,Technology,1577.89
11,October,Qtr 4,2023,Technology,612.526
12,October,Qtr 4,2023,Technology,
13,October,Qtr 4,2023,Technology,48.74
14,October,Qtr 4,2023,Technology,2176.96
15,October,Qtr 4,2023,Technology,
16,October,Qtr 4,2023,Technology,179.97
17,October,Qtr 4,2023,Technology,119.976
18,October,Qtr 4,2023,Technology,1394.95
19,October,Qtr 4,2023,Technology,439.128
20,October,Qtr 4,2023,Technology,319.968
21,October,Qtr 4,2023,Technology,
22,October,Qtr 4,2023,Technology,
24,October,Qtr 4,2023,Technology,
25,October,Qtr 4,2023,Technology,40.776
26,October,Qtr 4,2023,Technology,383.96
27,October,Qtr 4,2023,Technology,
28,October,Qtr 4,2023,Technology,257.98
29,October,Qtr 4,2023,Technology,2737.932
31,October,Qtr 4,2023,Technology,1067.83
1,November,Qtr 4,2023,Technology,
2,November,Qtr 4,2023,Technology,234.45
3,November,Qtr 4,2023,Technology,620.93
4,November,Qtr 4,2023,Technology,1801.296
5,November,Qtr 4,2023,Technology,205.768
7,November,Qtr 4,2023,Technology,938.788
8,November,Qtr 4,2023,Technology,
9,November,Qtr 4,2023,Technology,
10,November,Qtr 4,2023,Technology,345
11,November,Qtr 4,2023,Technology,1627.698
14,November,Qtr 4,2023,Technology,832.93
15,November,Qtr 4,2023,Technology,772.47
16,November,Qtr 4,2023,Technology,353.928
17,November,Qtr 4,2023,Technology,99.98
18,November,Qtr 4,2023,Technology,549.552
19,November,Qtr 4,2023,Technology,5561.186
20,November,Qtr 4,2023,Technology,833.94
21,November,Qtr 4,2023,Technology,399.94
22,November,Qtr 4,2023,Technology,
23,November,Qtr 4,2023,Technology,35.534
24,November,Qtr 4,2023,Technology,2664.136
25,November,Qtr 4,2023,Technology,564.592
26,November,Qtr 4,2023,Technology,718.296
27,November,Qtr 4,2023,Technology,
28,November,Qtr 4,2023,Technology,1138.78
29,November,Qtr 4,2023,Technology,575.92
30,November,Qtr 4,2023,Technology,102.24
2,December,Qtr 4,2023,Technology,
4,December,Qtr 4,2023,Technology,1513.456
5,December,Qtr 4,2023,Technology,
7,December,Qtr 4,2023,Technology,279.776
8,December,Qtr 4,2023,Technology,1237.874
9,December,Qtr 4,2023,Technology,142.606
10,December,Qtr 4,2023,Technology,
11,December,Qtr 4,2023,Technology,207.496
12,December,Qtr 4,2023,Technology,
13,December,Qtr 4,2023,Technology,
14,December,Qtr 4,2023,Technology,7298.936
15,December,Qtr 4,2023,Technology,40.68
16,December,Qtr 4,2023,Technology,1442.116
17,December,Qtr 4,2023,Technology,
19,December,Qtr 4,2023,Technology,1366.744
20,December,Qtr 4,2023,Technology,585.36
21,December,Qtr 4,2023,Technology,
22,December,Qtr 4,2023,Technology,
23,December,Qtr 4,2023,Technology,
24,December,Qtr 4,2023,Technology,1054.882
26,December,Qtr 4,2023,Technology,
27,December,Qtr 4,2023,Technology,498
28,December,Qtr 4,2023,Technology,
29,December,Qtr 4,2023,Technology,1423.672
30,December,Qtr 4,2023,Technology,874.276
31,December,Qtr 4,2023,Technology,2360.014
3,January,Qtr 1,2024,Technology,111.824
5,January,Qtr 1,2024,Technology,88.752
6,January,Qtr 1,2024,Technology,341.88
