Date.Month,Date.Fiscal Quarter,Date.Fiscal Year,Product.Category,Product.Subcategory,Customer.Country-Region,Avg(Sales.Unit Price),Sum(Sales.Sales Amount),Sum(Bullet_Report.Total Sales)
2020 Jan,FY2020 Q3,FY2020,Accessories,Bike Stands,Canada,159,477,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Bike Stands,Canada,159,477,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Bike Stands,Canada,159,795,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Bike Stands,Canada,159,477,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Bike Stands,Canada,159,477,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Bike Stands,Canada,159,318,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Bike Stands,France,,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Bike Stands,France,,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Bike Stands,France,,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Bike Stands,France,,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Bike Stands,France,,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Bike Stands,France,,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Bike Stands,France,,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Bike Stands,France,,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Bike Stands,France,,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Bike Stands,France,,,
2018 May,FY2018 Q4,FY2018,Accessories,Bike Stands,France,,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Bike Stands,France,,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Bike Stands,France,,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Bike Stands,France,,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Bike Stands,France,,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Bike Stands,France,,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Bike Stands,France,,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Bike Stands,France,,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Bike Stands,France,,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Bike Stands,France,,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Bike Stands,France,,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Bike Stands,France,,,
2019 May,FY2019 Q4,FY2019,Accessories,Bike Stands,France,159,159,933216056.6900003
2019 Jun,FY2019 Q4,FY2019,Accessories,Bike Stands,France,,,
2019 Jul,FY2020 Q1,FY2020,Accessories,Bike Stands,France,159,318,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Bike Stands,France,159,159,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Bike Stands,France,159,318,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Bike Stands,France,159,159,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Bike Stands,France,159,318,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Bike Stands,France,159,159,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Bike Stands,France,159,318,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Bike Stands,France,159,159,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Bike Stands,France,159,636,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Bike Stands,France,159,318,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Bike Stands,France,,,
2020 Jun,FY2020 Q4,FY2020,Accessories,Bike Stands,France,,,
2017 Jul,FY2018 Q1,FY2018,Accessories,Bike Stands,Germany,,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Bike Stands,Germany,,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Bike Stands,Germany,,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Bike Stands,Germany,,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Bike Stands,Germany,,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Bike Stands,Germany,,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Bike Stands,Germany,,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Bike Stands,Germany,,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Bike Stands,Germany,,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Bike Stands,Germany,,,
2018 May,FY2018 Q4,FY2018,Accessories,Bike Stands,Germany,,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Bike Stands,Germany,,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Bike Stands,Germany,,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Bike Stands,Germany,,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Bike Stands,Germany,,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Bike Stands,Germany,,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Bike Stands,Germany,,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Bike Stands,Germany,,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Bike Stands,Germany,,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Bike Stands,Germany,,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Bike Stands,Germany,,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Bike Stands,Germany,,,
2019 May,FY2019 Q4,FY2019,Accessories,Bike Stands,Germany,,,
2019 Jun,FY2019 Q4,FY2019,Accessories,Bike Stands,Germany,,,
2019 Jul,FY2020 Q1,FY2020,Accessories,Bike Stands,Germany,159,318,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Bike Stands,Germany,159,318,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Bike Stands,Germany,159,477,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Bike Stands,Germany,159,159,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Bike Stands,Germany,159,159,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Bike Stands,Germany,159,318,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Bike Stands,Germany,159,318,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Bike Stands,Germany,,,
2020 Mar,FY2020 Q3,FY2020,Accessories,Bike Stands,Germany,159,795,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Bike Stands,Germany,159,318,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Bike Stands,Germany,,,
2020 Jun,FY2020 Q4,FY2020,Accessories,Bike Stands,Germany,,,
2017 Jul,FY2018 Q1,FY2018,Accessories,Bike Stands,United Kingdom,,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Bike Stands,United Kingdom,,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Bike Stands,United Kingdom,,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Bike Stands,United Kingdom,,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Bike Stands,United Kingdom,,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Bike Stands,United Kingdom,,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Bike Stands,United Kingdom,,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Bike Stands,United Kingdom,,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Bike Stands,United Kingdom,,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Bike Stands,United Kingdom,,,
2018 May,FY2018 Q4,FY2018,Accessories,Bike Stands,United Kingdom,,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Bike Stands,United Kingdom,,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Bike Stands,United Kingdom,,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Bike Stands,United Kingdom,,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Bike Stands,United Kingdom,,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Bike Stands,United Kingdom,,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Bike Stands,United Kingdom,,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Bike Stands,United Kingdom,,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Bike Stands,United Kingdom,,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Bike Stands,United Kingdom,,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Bike Stands,United Kingdom,,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Bike Stands,United Kingdom,,,
2019 May,FY2019 Q4,FY2019,Accessories,Bike Stands,United Kingdom,,,
2019 Jun,FY2019 Q4,FY2019,Accessories,Bike Stands,United Kingdom,,,
2019 Jul,FY2020 Q1,FY2020,Accessories,Bike Stands,United Kingdom,159,318,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Bike Stands,United Kingdom,159,477,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Bike Stands,United Kingdom,159,636,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Bike Stands,United Kingdom,159,477,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Bike Stands,United Kingdom,159,318,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Bike Stands,United Kingdom,159,159,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Bike Stands,United Kingdom,159,318,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Bike Stands,United Kingdom,159,318,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Bike Stands,United Kingdom,159,318,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Bike Stands,United Kingdom,159,636,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Bike Stands,United Kingdom,159,318,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Bike Stands,United Kingdom,159,159,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Bike Stands,United States,,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Bike Stands,United States,,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Bike Stands,United States,,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Bike Stands,United States,,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Bike Stands,United States,,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Bike Stands,United States,,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Bike Stands,United States,,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Bike Stands,United States,,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Bike Stands,United States,,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Bike Stands,United States,,,
2018 May,FY2018 Q4,FY2018,Accessories,Bike Stands,United States,,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Bike Stands,United States,,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Bike Stands,United States,,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Bike Stands,United States,,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Bike Stands,United States,,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Bike Stands,United States,,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Bike Stands,United States,,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Bike Stands,United States,,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Bike Stands,United States,,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Bike Stands,United States,,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Bike Stands,United States,,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Bike Stands,United States,,,
2019 May,FY2019 Q4,FY2019,Accessories,Bike Stands,United States,,,
2019 Jun,FY2019 Q4,FY2019,Accessories,Bike Stands,United States,159,318,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Accessories,Bike Stands,United States,159,1113,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Bike Stands,United States,159,636,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Bike Stands,United States,159,1908,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Bike Stands,United States,159,1431,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Bike Stands,United States,159,1590,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Bike Stands,United States,159,954,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Bike Stands,United States,159,636,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Bike Stands,United States,159,954,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Bike Stands,United States,159,1749,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Bike Stands,United States,159,954,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Bike Stands,United States,159,795,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Bike Stands,United States,159,477,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Bottles and Cages,[Not Applicable],,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Bottles and Cages,[Not Applicable],,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Bottles and Cages,[Not Applicable],,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Bottles and Cages,[Not Applicable],,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Bottles and Cages,[Not Applicable],,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Bottles and Cages,[Not Applicable],,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Bottles and Cages,[Not Applicable],,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Bottles and Cages,[Not Applicable],,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Bottles and Cages,[Not Applicable],,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Bottles and Cages,[Not Applicable],,,
2018 May,FY2018 Q4,FY2018,Accessories,Bottles and Cages,[Not Applicable],,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Bottles and Cages,[Not Applicable],,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Bottles and Cages,[Not Applicable],,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Bottles and Cages,[Not Applicable],,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Bottles and Cages,[Not Applicable],,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Bottles and Cages,[Not Applicable],,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Bottles and Cages,[Not Applicable],,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Bottles and Cages,[Not Applicable],,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Bottles and Cages,[Not Applicable],,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Bottles and Cages,[Not Applicable],,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Bottles and Cages,[Not Applicable],,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Bottles and Cages,[Not Applicable],,,
2019 May,FY2019 Q4,FY2019,Accessories,Bottles and Cages,[Not Applicable],,,
2019 Jun,FY2019 Q4,FY2019,Accessories,Bottles and Cages,[Not Applicable],,,
2019 Jul,FY2020 Q1,FY2020,Accessories,Bottles and Cages,[Not Applicable],2.9245,645.7685,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Bottles and Cages,[Not Applicable],2.9642,984.2277,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Bottles and Cages,[Not Applicable],2.9732,870.0604,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Bottles and Cages,[Not Applicable],2.9751,567.1095,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Bottles and Cages,[Not Applicable],2.9754,700.1928,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Bottles and Cages,[Not Applicable],2.9823,713.9732,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Bottles and Cages,[Not Applicable],2.994,383.232,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Bottles and Cages,[Not Applicable],2.9903,360.3818,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Bottles and Cages,[Not Applicable],2.994,326.346,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Bottles and Cages,[Not Applicable],2.9626,506.4092,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Bottles and Cages,[Not Applicable],2.9756,763.1047,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Bottles and Cages,[Not Applicable],2.9809,655.7978,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Bottles and Cages,Australia,,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Bottles and Cages,Australia,,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Bottles and Cages,Australia,,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Bottles and Cages,Australia,,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Bottles and Cages,Australia,,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Bottles and Cages,Australia,,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Bottles and Cages,Australia,,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Bottles and Cages,Australia,,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Bottles and Cages,Australia,,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Bottles and Cages,Australia,,,
2018 May,FY2018 Q4,FY2018,Accessories,Bottles and Cages,Australia,,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Bottles and Cages,Australia,,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Bottles and Cages,Australia,,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Bottles and Cages,Australia,,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Bottles and Cages,Australia,,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Bottles and Cages,Australia,,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Bottles and Cages,Australia,,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Bottles and Cages,Australia,,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Bottles and Cages,Australia,,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Bottles and Cages,Australia,,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Bottles and Cages,Australia,,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Bottles and Cages,Australia,,,
2019 May,FY2019 Q4,FY2019,Accessories,Bottles and Cages,Australia,8.99,8.99,933216056.6900003
2019 Jun,FY2019 Q4,FY2019,Accessories,Bottles and Cages,Australia,7.365,530.28,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Accessories,Bottles and Cages,Australia,7.1844,775.92,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Bottles and Cages,Australia,7.1233,854.8,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Bottles and Cages,Australia,7.0934,822.84,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Bottles and Cages,Australia,7.0957,872.77,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Bottles and Cages,Australia,7.1956,769.93,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Bottles and Cages,Australia,7.2074,994.62,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Bottles and Cages,Australia,7.07,1237.25,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Bottles and Cages,Australia,7.2043,806.88,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Bottles and Cages,Australia,7.1115,1287.19,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Bottles and Cages,Australia,7.2634,1009.61,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Bottles and Cages,Australia,7.1792,1062.52,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Bottles and Cages,Australia,6.4142,211.67,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Bottles and Cages,Canada,,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Bottles and Cages,Canada,,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Bottles and Cages,Canada,,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Bottles and Cages,Canada,,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Bottles and Cages,Canada,,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Bottles and Cages,Canada,,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Bottles and Cages,Canada,,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Bottles and Cages,Canada,,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Bottles and Cages,Canada,,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Bottles and Cages,Canada,,,
2018 May,FY2018 Q4,FY2018,Accessories,Bottles and Cages,Canada,,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Bottles and Cages,Canada,,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Bottles and Cages,Canada,,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Bottles and Cages,Canada,,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Bottles and Cages,Canada,,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Bottles and Cages,Canada,,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Bottles and Cages,Canada,,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Bottles and Cages,Canada,,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Bottles and Cages,Canada,,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Bottles and Cages,Canada,,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Bottles and Cages,Canada,,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Bottles and Cages,Canada,,,
2019 May,FY2019 Q4,FY2019,Accessories,Bottles and Cages,Canada,,,
2019 Jun,FY2019 Q4,FY2019,Accessories,Bottles and Cages,Canada,7.5614,52.93,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Accessories,Bottles and Cages,Canada,7.0801,785.89,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Bottles and Cages,Canada,7.1289,513.28,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Bottles and Cages,Canada,6.9312,471.32,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Bottles and Cages,Canada,6.99,594.15,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Bottles and Cages,Canada,7.2797,778.93,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Bottles and Cages,Canada,7.0288,723.97,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Bottles and Cages,Canada,7.1832,632.12,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Bottles and Cages,Canada,7.0653,657.07,933216056.6900003
2020 Mar,FY2020 Q3,FY2020,Accessories,Bottles and Cages,Canada,7.1254,684.04,933216056.6900003
2020 Apr,FY2020 Q4,FY2020,Accessories,Bottles and Cages,Canada,7.176,617.14,933216056.6900003
2020 May,FY2020 Q4,FY2020,Accessories,Bottles and Cages,Canada,6.9801,704.99,933216056.6900003
2020 Jun,FY2020 Q4,FY2020,Accessories,Bottles and Cages,Canada,6.9751,467.33,933216056.6900003
2017 Jul,FY2018 Q1,FY2018,Accessories,Bottles and Cages,France,,,
2017 Aug,FY2018 Q1,FY2018,Accessories,Bottles and Cages,France,,,
2017 Sep,FY2018 Q1,FY2018,Accessories,Bottles and Cages,France,,,
2017 Oct,FY2018 Q2,FY2018,Accessories,Bottles and Cages,France,,,
2017 Nov,FY2018 Q2,FY2018,Accessories,Bottles and Cages,France,,,
2017 Dec,FY2018 Q2,FY2018,Accessories,Bottles and Cages,France,,,
2018 Jan,FY2018 Q3,FY2018,Accessories,Bottles and Cages,France,,,
2018 Feb,FY2018 Q3,FY2018,Accessories,Bottles and Cages,France,,,
2018 Mar,FY2018 Q3,FY2018,Accessories,Bottles and Cages,France,,,
2018 Apr,FY2018 Q4,FY2018,Accessories,Bottles and Cages,France,,,
2018 May,FY2018 Q4,FY2018,Accessories,Bottles and Cages,France,,,
2018 Jun,FY2018 Q4,FY2018,Accessories,Bottles and Cages,France,,,
2018 Jul,FY2019 Q1,FY2019,Accessories,Bottles and Cages,France,,,
2018 Aug,FY2019 Q1,FY2019,Accessories,Bottles and Cages,France,,,
2018 Sep,FY2019 Q1,FY2019,Accessories,Bottles and Cages,France,,,
2018 Oct,FY2019 Q2,FY2019,Accessories,Bottles and Cages,France,,,
2018 Nov,FY2019 Q2,FY2019,Accessories,Bottles and Cages,France,,,
2018 Dec,FY2019 Q2,FY2019,Accessories,Bottles and Cages,France,,,
2019 Jan,FY2019 Q3,FY2019,Accessories,Bottles and Cages,France,,,
2019 Feb,FY2019 Q3,FY2019,Accessories,Bottles and Cages,France,,,
2019 Mar,FY2019 Q3,FY2019,Accessories,Bottles and Cages,France,,,
2019 Apr,FY2019 Q4,FY2019,Accessories,Bottles and Cages,France,,,
2019 May,FY2019 Q4,FY2019,Accessories,Bottles and Cages,France,,,
2019 Jun,FY2019 Q4,FY2019,Accessories,Bottles and Cages,France,7.27,181.75,933216056.6900003
2019 Jul,FY2020 Q1,FY2020,Accessories,Bottles and Cages,France,7.083,304.57,933216056.6900003
2019 Aug,FY2020 Q1,FY2020,Accessories,Bottles and Cages,France,6.9233,415.4,933216056.6900003
2019 Sep,FY2020 Q1,FY2020,Accessories,Bottles and Cages,France,7.19,215.7,933216056.6900003
2019 Oct,FY2020 Q2,FY2020,Accessories,Bottles and Cages,France,7.2307,390.46,933216056.6900003
2019 Nov,FY2020 Q2,FY2020,Accessories,Bottles and Cages,France,7.4644,582.22,933216056.6900003
2019 Dec,FY2020 Q2,FY2020,Accessories,Bottles and Cages,France,7.2553,355.51,933216056.6900003
2020 Jan,FY2020 Q3,FY2020,Accessories,Bottles and Cages,France,7.1463,457.36,933216056.6900003
2020 Feb,FY2020 Q3,FY2020,Accessories,Bottles and Cages,France,7.2031,439.39,933216056.6900003
