Superstore 2023.Region,Superstore 2023.Category,Dates.Date,Sum(Superstore 2023.Sales)
Central,Furniture,"Wednesday, October 14, 2020",
East,Furniture,"Wednesday, October 14, 2020",1628.82
South,Furniture,"Wednesday, October 14, 2020",
West,Furniture,"Wednesday, October 14, 2020",
Central,Furniture,"Thursday, October 15, 2020",
East,Furniture,"Thursday, October 15, 2020",183.372
South,Furniture,"Thursday, October 15, 2020",15.384
West,Furniture,"Thursday, October 15, 2020",
Central,Furniture,"Saturday, October 17, 2020",5.312
East,Furniture,"Saturday, October 17, 2020",
South,Furniture,"Saturday, October 17, 2020",
West,Furniture,"Saturday, October 17, 2020",
Central,Furniture,"Sunday, October 18, 2020",
East,Furniture,"Sunday, October 18, 2020",
South,Furniture,"Sunday, October 18, 2020",1151.22
West,Furniture,"Sunday, October 18, 2020",
Central,Furniture,"Tuesday, October 20, 2020",
East,Furniture,"Tuesday, October 20, 2020",
South,Furniture,"Tuesday, October 20, 2020",328.59
West,Furniture,"Tuesday, October 20, 2020",
Central,Furniture,"Wednesday, October 21, 2020",
East,Furniture,"Wednesday, October 21, 2020",409.59
South,Furniture,"Wednesday, October 21, 2020",591.32
West,Furniture,"Wednesday, October 21, 2020",
Central,Furniture,"Thursday, October 22, 2020",
East,Furniture,"Thursday, October 22, 2020",93.888
South,Furniture,"Thursday, October 22, 2020",129.92
West,Furniture,"Thursday, October 22, 2020",
Central,Furniture,"Monday, October 26, 2020",
East,Furniture,"Monday, October 26, 2020",
South,Furniture,"Monday, October 26, 2020",
West,Furniture,"Monday, October 26, 2020",63.92
Central,Furniture,"Wednesday, October 28, 2020",
East,Furniture,"Wednesday, October 28, 2020",
South,Furniture,"Wednesday, October 28, 2020",
West,Furniture,"Wednesday, October 28, 2020",616.998
Central,Furniture,"Saturday, October 31, 2020",
East,Furniture,"Saturday, October 31, 2020",3444.68
South,Furniture,"Saturday, October 31, 2020",
West,Furniture,"Saturday, October 31, 2020",146.352
Central,Furniture,"Sunday, November 01, 2020",
East,Furniture,"Sunday, November 01, 2020",100.384
South,Furniture,"Sunday, November 01, 2020",
West,Furniture,"Sunday, November 01, 2020",
Central,Furniture,"Monday, November 02, 2020",
East,Furniture,"Monday, November 02, 2020",89.34
South,Furniture,"Monday, November 02, 2020",
West,Furniture,"Monday, November 02, 2020",
Central,Furniture,"Tuesday, November 03, 2020",
East,Furniture,"Tuesday, November 03, 2020",
South,Furniture,"Tuesday, November 03, 2020",1355.388
West,Furniture,"Tuesday, November 03, 2020",
Central,Furniture,"Wednesday, November 04, 2020",
East,Furniture,"Wednesday, November 04, 2020",135.882
South,Furniture,"Wednesday, November 04, 2020",
West,Furniture,"Wednesday, November 04, 2020",609.068
Central,Furniture,"Thursday, November 05, 2020",
East,Furniture,"Thursday, November 05, 2020",273.568
South,Furniture,"Thursday, November 05, 2020",149.9
West,Furniture,"Thursday, November 05, 2020",20.04
Central,Furniture,"Saturday, November 07, 2020",683.144
East,Furniture,"Saturday, November 07, 2020",
South,Furniture,"Saturday, November 07, 2020",
West,Furniture,"Saturday, November 07, 2020",
Central,Furniture,"Monday, November 09, 2020",
East,Furniture,"Monday, November 09, 2020",56.52
South,Furniture,"Monday, November 09, 2020",
West,Furniture,"Monday, November 09, 2020",222.666
Central,Furniture,"Tuesday, November 10, 2020",563.94
East,Furniture,"Tuesday, November 10, 2020",
South,Furniture,"Tuesday, November 10, 2020",
West,Furniture,"Tuesday, November 10, 2020",93.08
Central,Furniture,"Wednesday, November 11, 2020",808.928
East,Furniture,"Wednesday, November 11, 2020",545.928
South,Furniture,"Wednesday, November 11, 2020",
West,Furniture,"Wednesday, November 11, 2020",716.568
Central,Furniture,"Thursday, November 12, 2020",93.1212
East,Furniture,"Thursday, November 12, 2020",
South,Furniture,"Thursday, November 12, 2020",
West,Furniture,"Thursday, November 12, 2020",629.064
Central,Furniture,"Saturday, November 14, 2020",
East,Furniture,"Saturday, November 14, 2020",69.264
South,Furniture,"Saturday, November 14, 2020",
West,Furniture,"Saturday, November 14, 2020",
Central,Furniture,"Sunday, November 15, 2020",
East,Furniture,"Sunday, November 15, 2020",
South,Furniture,"Sunday, November 15, 2020",
West,Furniture,"Sunday, November 15, 2020",10.11
Central,Furniture,"Monday, November 16, 2020",37.296
East,Furniture,"Monday, November 16, 2020",
South,Furniture,"Monday, November 16, 2020",
West,Furniture,"Monday, November 16, 2020",305.9745
Central,Furniture,"Tuesday, November 17, 2020",479.9
East,Furniture,"Tuesday, November 17, 2020",4790.18
South,Furniture,"Tuesday, November 17, 2020",
West,Furniture,"Tuesday, November 17, 2020",
Central,Furniture,"Wednesday, November 18, 2020",1117.7
East,Furniture,"Wednesday, November 18, 2020",60.312
South,Furniture,"Wednesday, November 18, 2020",
West,Furniture,"Wednesday, November 18, 2020",1013.72
Central,Furniture,"Thursday, November 19, 2020",
East,Furniture,"Thursday, November 19, 2020",1025.88
South,Furniture,"Thursday, November 19, 2020",
West,Furniture,"Thursday, November 19, 2020",
Central,Furniture,"Monday, November 23, 2020",161.74
East,Furniture,"Monday, November 23, 2020",
South,Furniture,"Monday, November 23, 2020",
West,Furniture,"Monday, November 23, 2020",985.36
Central,Furniture,"Tuesday, November 24, 2020",
East,Furniture,"Tuesday, November 24, 2020",646.226
South,Furniture,"Tuesday, November 24, 2020",111.15
West,Furniture,"Tuesday, November 24, 2020",272.432
Central,Furniture,"Wednesday, November 25, 2020",1224.831
East,Furniture,"Wednesday, November 25, 2020",328.912
South,Furniture,"Wednesday, November 25, 2020",
West,Furniture,"Wednesday, November 25, 2020",749.224
Central,Furniture,"Thursday, November 26, 2020",19.3
East,Furniture,"Thursday, November 26, 2020",
South,Furniture,"Thursday, November 26, 2020",
West,Furniture,"Thursday, November 26, 2020",
Central,Furniture,"Friday, November 27, 2020",
East,Furniture,"Friday, November 27, 2020",199.9
South,Furniture,"Friday, November 27, 2020",
West,Furniture,"Friday, November 27, 2020",
Central,Furniture,"Saturday, November 28, 2020",
East,Furniture,"Saturday, November 28, 2020",
South,Furniture,"Saturday, November 28, 2020",397.6
West,Furniture,"Saturday, November 28, 2020",411.332
Central,Furniture,"Tuesday, December 01, 2020",3481.898
East,Furniture,"Tuesday, December 01, 2020",973.508
South,Furniture,"Tuesday, December 01, 2020",
West,Furniture,"Tuesday, December 01, 2020",58.2
Central,Furniture,"Wednesday, December 02, 2020",98.32
East,Furniture,"Wednesday, December 02, 2020",1184.48
South,Furniture,"Wednesday, December 02, 2020",
West,Furniture,"Wednesday, December 02, 2020",
Central,Furniture,"Sunday, December 06, 2020",249.702
East,Furniture,"Sunday, December 06, 2020",
South,Furniture,"Sunday, December 06, 2020",
West,Furniture,"Sunday, December 06, 2020",275.49
Central,Furniture,"Tuesday, December 08, 2020",
East,Furniture,"Tuesday, December 08, 2020",
South,Furniture,"Tuesday, December 08, 2020",
West,Furniture,"Tuesday, December 08, 2020",723.24
Central,Furniture,"Thursday, December 10, 2020",
East,Furniture,"Thursday, December 10, 2020",
South,Furniture,"Thursday, December 10, 2020",
West,Furniture,"Thursday, December 10, 2020",338.352
Central,Furniture,"Saturday, December 12, 2020",
East,Furniture,"Saturday, December 12, 2020",
South,Furniture,"Saturday, December 12, 2020",
West,Furniture,"Saturday, December 12, 2020",4695.6005
Central,Furniture,"Sunday, December 13, 2020",94.428
East,Furniture,"Sunday, December 13, 2020",
South,Furniture,"Sunday, December 13, 2020",
West,Furniture,"Sunday, December 13, 2020",87.96
Central,Furniture,"Monday, December 14, 2020",
East,Furniture,"Monday, December 14, 2020",136.53
South,Furniture,"Monday, December 14, 2020",186.304
West,Furniture,"Monday, December 14, 2020",
Central,Furniture,"Tuesday, December 15, 2020",771.824
East,Furniture,"Tuesday, December 15, 2020",445.802
South,Furniture,"Tuesday, December 15, 2020",
West,Furniture,"Tuesday, December 15, 2020",6.16
Central,Furniture,"Wednesday, December 16, 2020",65.192
East,Furniture,"Wednesday, December 16, 2020",
South,Furniture,"Wednesday, December 16, 2020",1043.292
West,Furniture,"Wednesday, December 16, 2020",1689.948
Central,Furniture,"Saturday, December 19, 2020",
East,Furniture,"Saturday, December 19, 2020",
South,Furniture,"Saturday, December 19, 2020",1819.86
West,Furniture,"Saturday, December 19, 2020",
Central,Furniture,"Sunday, December 20, 2020",
East,Furniture,"Sunday, December 20, 2020",383.034
South,Furniture,"Sunday, December 20, 2020",3362.46
West,Furniture,"Sunday, December 20, 2020",294.32
Central,Furniture,"Monday, December 21, 2020",
East,Furniture,"Monday, December 21, 2020",
South,Furniture,"Monday, December 21, 2020",
West,Furniture,"Monday, December 21, 2020",1897.92
Central,Furniture,"Wednesday, December 23, 2020",
East,Furniture,"Wednesday, December 23, 2020",53.316
South,Furniture,"Wednesday, December 23, 2020",64.784
West,Furniture,"Wednesday, December 23, 2020",
Central,Furniture,"Thursday, December 24, 2020",
East,Furniture,"Thursday, December 24, 2020",30.36
South,Furniture,"Thursday, December 24, 2020",
West,Furniture,"Thursday, December 24, 2020",316.262
Central,Furniture,"Saturday, December 26, 2020",600.558
East,Furniture,"Saturday, December 26, 2020",
South,Furniture,"Saturday, December 26, 2020",
West,Furniture,"Saturday, December 26, 2020",752.6
Central,Furniture,"Sunday, December 27, 2020",32.952
East,Furniture,"Sunday, December 27, 2020",949.566
South,Furniture,"Sunday, December 27, 2020",
West,Furniture,"Sunday, December 27, 2020",230.28
Central,Furniture,"Tuesday, December 29, 2020",47.712
East,Furniture,"Tuesday, December 29, 2020",
South,Furniture,"Tuesday, December 29, 2020",
West,Furniture,"Tuesday, December 29, 2020",95.46
Central,Furniture,"Wednesday, December 30, 2020",
East,Furniture,"Wednesday, December 30, 2020",523.764
South,Furniture,"Wednesday, December 30, 2020",
West,Furniture,"Wednesday, December 30, 2020",
Central,Furniture,"Thursday, December 31, 2020",
East,Furniture,"Thursday, December 31, 2020",2584.528
South,Furniture,"Thursday, December 31, 2020",
West,Furniture,"Thursday, December 31, 2020",
Central,Furniture,"Saturday, January 02, 2021",
East,Furniture,"Saturday, January 02, 2021",452.45
South,Furniture,"Saturday, January 02, 2021",
West,Furniture,"Saturday, January 02, 2021",
Central,Furniture,"Sunday, January 03, 2021",1352.3976
East,Furniture,"Sunday, January 03, 2021",
South,Furniture,"Sunday, January 03, 2021",
West,Furniture,"Sunday, January 03, 2021",
Central,Furniture,"Monday, January 04, 2021",
East,Furniture,"Monday, January 04, 2021",
South,Furniture,"Monday, January 04, 2021",192.22
West,Furniture,"Monday, January 04, 2021",
Central,Furniture,"Tuesday, January 05, 2021",
East,Furniture,"Tuesday, January 05, 2021",
South,Furniture,"Tuesday, January 05, 2021",
West,Furniture,"Tuesday, January 05, 2021",61.584
Central,Furniture,"Sunday, January 10, 2021",
East,Furniture,"Sunday, January 10, 2021",1018.104
South,Furniture,"Sunday, January 10, 2021",
West,Furniture,"Sunday, January 10, 2021",
Central,Furniture,"Wednesday, January 13, 2021",
East,Furniture,"Wednesday, January 13, 2021",
South,Furniture,"Wednesday, January 13, 2021",
West,Furniture,"Wednesday, January 13, 2021",542.45
Central,Furniture,"Sunday, January 17, 2021",254.744
East,Furniture,"Sunday, January 17, 2021",
South,Furniture,"Sunday, January 17, 2021",
West,Furniture,"Sunday, January 17, 2021",
Central,Furniture,"Tuesday, January 19, 2021",301.742
East,Furniture,"Tuesday, January 19, 2021",
South,Furniture,"Tuesday, January 19, 2021",
West,Furniture,"Tuesday, January 19, 2021",
Central,Furniture,"Wednesday, January 27, 2021",
East,Furniture,"Wednesday, January 27, 2021",181.986
South,Furniture,"Wednesday, January 27, 2021",
West,Furniture,"Wednesday, January 27, 2021",2803.92
Central,Furniture,"Thursday, January 28, 2021",
East,Furniture,"Thursday, January 28, 2021",
South,Furniture,"Thursday, January 28, 2021",4297.644
West,Furniture,"Thursday, January 28, 2021",
Central,Furniture,"Saturday, January 30, 2021",
East,Furniture,"Saturday, January 30, 2021",
South,Furniture,"Saturday, January 30, 2021",
West,Furniture,"Saturday, January 30, 2021",227.36
Central,Furniture,"Sunday, January 31, 2021",53.34
East,Furniture,"Sunday, January 31, 2021",
South,Furniture,"Sunday, January 31, 2021",
West,Furniture,"Sunday, January 31, 2021",
Central,Furniture,"Wednesday, February 03, 2021",28.4
East,Furniture,"Wednesday, February 03, 2021",90.882
South,Furniture,"Wednesday, February 03, 2021",
West,Furniture,"Wednesday, February 03, 2021",136.92
Central,Furniture,"Saturday, February 06, 2021",
East,Furniture,"Saturday, February 06, 2021",1552.74
South,Furniture,"Saturday, February 06, 2021",
West,Furniture,"Saturday, February 06, 2021",
Central,Furniture,"Tuesday, February 09, 2021",40.784
East,Furniture,"Tuesday, February 09, 2021",
South,Furniture,"Tuesday, February 09, 2021",
West,Furniture,"Tuesday, February 09, 2021",203.92
Central,Furniture,"Thursday, February 18, 2021",
East,Furniture,"Thursday, February 18, 2021",
South,Furniture,"Thursday, February 18, 2021",
West,Furniture,"Thursday, February 18, 2021",35.544
Central,Furniture,"Saturday, February 27, 2021",
East,Furniture,"Saturday, February 27, 2021",493.92
South,Furniture,"Saturday, February 27, 2021",
West,Furniture,"Saturday, February 27, 2021",
Central,Furniture,"Sunday, February 28, 2021",
East,Furniture,"Sunday, February 28, 2021",
South,Furniture,"Sunday, February 28, 2021",551.264
West,Furniture,"Sunday, February 28, 2021",
Central,Furniture,"Monday, March 01, 2021",1227.9984
East,Furniture,"Monday, March 01, 2021",
South,Furniture,"Monday, March 01, 2021",
West,Furniture,"Monday, March 01, 2021",184.752
Central,Furniture,"Tuesday, March 02, 2021",
East,Furniture,"Tuesday, March 02, 2021",
South,Furniture,"Tuesday, March 02, 2021",
West,Furniture,"Tuesday, March 02, 2021",787.53
Central,Furniture,"Friday, March 05, 2021",4.712
East,Furniture,"Friday, March 05, 2021",516.547
South,Furniture,"Friday, March 05, 2021",
West,Furniture,"Friday, March 05, 2021",
Central,Furniture,"Saturday, March 06, 2021",
East,Furniture,"Saturday, March 06, 2021",
South,Furniture,"Saturday, March 06, 2021",
West,Furniture,"Saturday, March 06, 2021",435.26
Central,Furniture,"Monday, March 08, 2021",1746.95
East,Furniture,"Monday, March 08, 2021",
South,Furniture,"Monday, March 08, 2021",
West,Furniture,"Monday, March 08, 2021",
Central,Furniture,"Friday, March 12, 2021",
East,Furniture,"Friday, March 12, 2021",
South,Furniture,"Friday, March 12, 2021",37.288
West,Furniture,"Friday, March 12, 2021",
Central,Furniture,"Saturday, March 13, 2021",
East,Furniture,"Saturday, March 13, 2021",
South,Furniture,"Saturday, March 13, 2021",
West,Furniture,"Saturday, March 13, 2021",1384.856
Central,Furniture,"Tuesday, March 16, 2021",
East,Furniture,"Tuesday, March 16, 2021",
South,Furniture,"Tuesday, March 16, 2021",
West,Furniture,"Tuesday, March 16, 2021",215.09
Central,Furniture,"Friday, March 19, 2021",383.4656
East,Furniture,"Friday, March 19, 2021",
South,Furniture,"Friday, March 19, 2021",
West,Furniture,"Friday, March 19, 2021",
Central,Furniture,"Monday, March 22, 2021",
East,Furniture,"Monday, March 22, 2021",
South,Furniture,"Monday, March 22, 2021",
West,Furniture,"Monday, March 22, 2021",91.96
Central,Furniture,"Tuesday, March 23, 2021",107.772
East,Furniture,"Tuesday, March 23, 2021",
South,Furniture,"Tuesday, March 23, 2021",
West,Furniture,"Tuesday, March 23, 2021",
Central,Furniture,"Wednesday, March 24, 2021",359.058
East,Furniture,"Wednesday, March 24, 2021",
South,Furniture,"Wednesday, March 24, 2021",
West,Furniture,"Wednesday, March 24, 2021",46.9
Central,Furniture,"Friday, March 26, 2021",
East,Furniture,"Friday, March 26, 2021",
South,Furniture,"Friday, March 26, 2021",
West,Furniture,"Friday, March 26, 2021",3393.68
Central,Furniture,"Monday, March 29, 2021",
East,Furniture,"Monday, March 29, 2021",
South,Furniture,"Monday, March 29, 2021",1166.92
West,Furniture,"Monday, March 29, 2021",19.92
Central,Furniture,"Tuesday, March 30, 2021",366.744
East,Furniture,"Tuesday, March 30, 2021",
South,Furniture,"Tuesday, March 30, 2021",
West,Furniture,"Tuesday, March 30, 2021",
Central,Furniture,"Wednesday, March 31, 2021",22.38
East,Furniture,"Wednesday, March 31, 2021",
South,Furniture,"Wednesday, March 31, 2021",
West,Furniture,"Wednesday, March 31, 2021",
Central,Furniture,"Sunday, April 04, 2021",
East,Furniture,"Sunday, April 04, 2021",108.4
South,Furniture,"Sunday, April 04, 2021",
West,Furniture,"Sunday, April 04, 2021",
Central,Furniture,"Monday, April 05, 2021",
