New Report.CO_DIV_FIP NO,Min(New Report.SHIPMENT_TYPE)
AI/FR/20212/2021,ROAD
AI/FR/20212/2022,LCL
AI/FR/20213/2021,LCL
AI/FR/20214/2021,LCL
AI/FR/20214/2022,LCL
AI/FR/20215/2021,LCL
AI/FR/20216/2022,LCL
AI/FR/20217/2021,LCL
AI/FR/20217/2022,LCL
AI/FR/20219/2021,LCL
AI/FR/2022/2022,LCL
AI/FR/2022/2024,LCL
AI/FR/20220/2021,LCL
AI/FR/20220/2022,LCL
AI/FR/20221/2021,LCL
AI/FR/20222/2021,LCL
AI/FR/20222/2022,LCL
AI/FR/20223/2021,LCL
AI/FR/20223/2022,LCL
AI/FR/20225/2021,LCL
AI/FR/20226/2021,LCL
AI/FR/20227/2021,LCL
AI/FR/20228/2021,LCL
AI/FR/20229/2021,LCL
AI/FR/2023/2022,LCL
AI/FR/2023/2024,LCL
AI/FR/20230/2022,LCL
AI/FR/20232/2022,LCL
AI/FR/20233/2021,LCL
AI/FR/20233/2022,LCL
AI/FR/20234/2021,ROAD
AI/FR/20234/2022,LCL
AI/FR/20235/2021,LCL
AI/FR/20235/2022,LCL
AI/FR/20236/2021,LCL
AI/FR/20237/2021,LCL
AI/FR/20237/2022,LCL
AI/FR/20238/2021,LCL
AI/FR/20238/2022,LCL
AI/FR/20239/2021,LCL
AI/FR/20239/2022,LCL
AI/FR/2024/2022,LCL
AI/FR/2024/2024,LCL
AI/FR/20240/2022,LCL
AI/FR/20241/2021,ROAD
AI/FR/20241/2022,LCL
AI/FR/20242/2021,LCL
AI/FR/20243/2022,LCL
AI/FR/20244/2021,LCL
AI/FR/20245/2021,LCL
AI/FR/20245/2022,LCL
AI/FR/20246/2021,LCL
AI/FR/20246/2022,LCL
AI/FR/20247/2021,LCL
AI/FR/20247/2022,LCL
AI/FR/20248/2022,LCL
AI/FR/20249/2022,LCL
AI/FR/2025/2022,LCL
AI/FR/20250/2021,LCL
AI/FR/20250/2022,LCL
AI/FR/20251/2022,LCL
AI/FR/20252/2021,LCL
AI/FR/20252/2022,LCL
AI/FR/20253/2021,LCL
AI/FR/20253/2022,LCL
AI/FR/20254/2021,LCL
AI/FR/20254/2022,LCL
AI/FR/20255/2021,LCL
AI/FR/20256/2021,LCL
AI/FR/20257/2021,LCL
AI/FR/20257/2022,LCL
AI/FR/20259/2021,LCL
AI/FR/20260/2022,LCL
AI/FR/20261/2021,LCL
AI/FR/20261/2022,LCL
AI/FR/20262/2022,LCL
AI/FR/20263/2022,ROAD
AI/FR/20264/2021,LCL
AI/FR/20264/2022,LCL
AI/FR/20265/2021,LCL
AI/FR/20265/2022,LCL
AI/FR/20266/2021,LCL
AI/FR/20266/2022,LCL
AI/FR/20267/2021,LCL
AI/FR/20267/2022,LCL
AI/FR/20268/2021,LCL
AI/FR/20268/2022,LCL
AI/FR/20269/2022,LCL
AI/FR/2027/2022,LCL
AI/FR/20270/2021,LCL
AI/FR/20271/2021,LCL
AI/FR/20271/2022,LCL
AI/FR/20272/2022,LCL
AI/FR/20273/2021,LCL
AI/FR/20274/2021,LCL
AI/FR/20274/2022,LCL
AI/FR/20275/2022,LCL
AI/FR/20276/2021,LCL
AI/FR/20276/2022,LCL
AI/FR/20277/2021,LCL
AI/FR/20277/2022,LCL
AI/FR/20278/2021,LCL
AI/FR/20279/2021,ROAD
AI/FR/20280/2021,LCL
AI/FR/20280/2022,LCL
AI/FR/20281/2021,ROAD
AI/FR/20281/2022,LCL
AI/FR/20282/2021,LCL
AI/FR/20282/2022,LCL
AI/FR/20283/2021,LCL
AI/FR/20283/2022,LCL
AI/FR/20284/2021,LCL
AI/FR/20284/2022,LCL
AI/FR/20285/2022,LCL
AI/FR/20286/2021,LCL
AI/FR/20286/2022,LCL
AI/FR/20287/2021,LCL
AI/FR/20287/2022,LCL
AI/FR/20288/2021,LCL
AI/FR/20288/2022,LCL
AI/FR/20289/2022,LCL
AI/FR/2029/2024,LCL
AI/FR/20290/2021,LCL
AI/FR/20290/2022,LCL
AI/FR/20291/2022,LCL
AI/FR/20292/2021,LCL
AI/FR/20292/2022,LCL
AI/FR/20293/2021,LCL
AI/FR/20293/2022,LCL
AI/FR/20294/2022,LCL
AI/FR/20295/2022,ROAD
AI/FR/20296/2021,LCL
AI/FR/20296/2022,LCL
AI/FR/20297/2021,LCL
AI/FR/20297/2022,LCL
AI/FR/20299/2021,LCL
AI/FR/203/2023,LCL
AI/FR/20300/2021,LCL
AI/FR/20301/2021,LCL
AI/FR/20301/2022,LCL
AI/FR/20302/2021,LCL
AI/FR/20302/2022,LCL
AI/FR/20303/2021,LCL
AI/FR/20303/2022,LCL
AI/FR/20304/2021,LCL
AI/FR/20304/2022,LCL
AI/FR/20305/2021,LCL
AI/FR/20305/2022,LCL
AI/FR/20306/2021,LCL
AI/FR/20306/2022,LCL
AI/FR/20307/2021,LCL
AI/FR/20307/2022,LCL
AI/FR/20308/2021,LCL
AI/FR/20309/2021,LCL
AI/FR/20309/2022,LCL
AI/FR/20310/2021,LCL
AI/FR/20310/2022,LCL
AI/FR/20311/2021,LCL
AI/FR/20311/2022,LCL
AI/FR/20312/2021,LCL
AI/FR/20312/2022,LCL
AI/FR/20313/2021,LCL
AI/FR/20314/2021,LCL
AI/FR/20315/2021,LCL
AI/FR/20316/2022,ROAD
AI/FR/20317/2021,LCL
AI/FR/20318/2021,LCL
AI/FR/20319/2021,ROAD
AI/FR/20320/2021,ROAD
AI/FR/20320/2022,LCL
AI/FR/20321/2021,LCL
AI/FR/20321/2022,LCL
AI/FR/20322/2021,LCL
AI/FR/20322/2022,LCL
AI/FR/20323/2021,LCL
AI/FR/20323/2022,LCL
AI/FR/20324/2021,LCL
AI/FR/20324/2022,LCL
AI/FR/20325/2022,LCL
AI/FR/20327/2021,LCL
AI/FR/20327/2022,LCL
AI/FR/20328/2021,LCL
AI/FR/20328/2022,LCL
AI/FR/20329/2021,LCL
AI/FR/20329/2022,LCL
AI/FR/20330/2021,LCL
AI/FR/20330/2022,LCL
AI/FR/20331/2021,LCL
AI/FR/20331/2022,LCL
AI/FR/20332/2021,LCL
AI/FR/20332/2022,LCL
AI/FR/20333/2021,LCL
AI/FR/20333/2022,LCL
AI/FR/20334/2021,LCL
AI/FR/20334/2022,LCL
AI/FR/20335/2021,LCL
AI/FR/20335/2022,LCL
AI/FR/20336/2021,LCL
AI/FR/20336/2022,LCL
AI/FR/20337/2021,LCL
AI/FR/20337/2022,LCL
AI/FR/20338/2021,LCL
AI/FR/20338/2022,ROAD
AI/FR/20339/2021,LCL
AI/FR/20339/2022,LCL
AI/FR/20340/2021,LCL
AI/FR/20340/2022,LCL
AI/FR/20341/2021,LCL
AI/FR/20341/2022,LCL
AI/FR/20342/2021,LCL
AI/FR/20342/2022,LCL
AI/FR/20343/2021,LCL
AI/FR/20343/2022,LCL
AI/FR/20344/2021,LCL
AI/FR/20344/2022,LCL
AI/FR/20345/2021,LCL
AI/FR/20345/2022,LCL
AI/FR/20346/2021,LCL
AI/FR/20346/2022,ROAD
AI/FR/20347/2021,ROAD
AI/FR/20347/2022,LCL
AI/FR/20348/2021,LCL
AI/FR/20348/2022,LCL
AI/FR/20349/2021,LCL
AI/FR/20349/2022,LCL
AI/FR/20350/2021,LCL
AI/FR/20350/2022,LCL
AI/FR/20351/2021,LCL
AI/FR/20351/2022,LCL
AI/FR/20352/2021,LCL
AI/FR/20352/2022,LCL
AI/FR/20353/2021,LCL
AI/FR/20353/2022,LCL
AI/FR/20354/2021,LCL
AI/FR/20354/2022,LCL
AI/FR/20355/2021,LCL
AI/FR/20355/2022,LCL
AI/FR/20356/2021,LCL
AI/FR/20356/2022,LCL
AI/FR/20357/2021,LCL
AI/FR/20357/2022,ROAD
AI/FR/20358/2021,LCL
AI/FR/20358/2022,LCL
AI/FR/20359/2021,LCL
AI/FR/20359/2022,LCL
AI/FR/2036/2022,LCL
AI/FR/20360/2021,LCL
AI/FR/20360/2022,LCL
AI/FR/20361/2021,LCL
AI/FR/20361/2022,LCL
AI/FR/20362/2021,LCL
AI/FR/20362/2022,LCL
AI/FR/20363/2021,LCL
AI/FR/20363/2022,LCL
AI/FR/20364/2021,LCL
AI/FR/20364/2022,LCL
AI/FR/20365/2021,LCL
AI/FR/20365/2022,ROAD
AI/FR/20366/2021,ROAD
AI/FR/20367/2021,LCL
AI/FR/20367/2022,LCL
AI/FR/20368/2021,LCL
AI/FR/20369/2021,LCL
AI/FR/20369/2022,LCL
AI/FR/20370/2021,LCL
AI/FR/20370/2022,40FCL
AI/FR/20371/2021,LCL
AI/FR/20371/2022,LCL
AI/FR/20373/2021,LCL
AI/FR/20373/2022,LCL
AI/FR/20374/2021,LCL
AI/FR/20374/2022,LCL
AI/FR/20375/2021,LCL
AI/FR/20376/2021,LCL
AI/FR/20377/2021,LCL
AI/FR/20377/2022,LCL
AI/FR/20378/2021,LCL
AI/FR/20378/2022,LCL
AI/FR/20379/2021,LCL
AI/FR/20379/2022,LCL
AI/FR/20380/2022,LCL
AI/FR/20381/2022,LCL
AI/FR/20382/2022,LCL
AI/FR/20383/2022,LCL
AI/FR/20384/2021,LCL
AI/FR/20384/2022,LCL
AI/FR/20385/2021,LCL
AI/FR/20385/2022,LCL
AI/FR/20386/2021,LCL
AI/FR/20386/2022,LCL
AI/FR/20387/2021,LCL
AI/FR/20387/2022,LCL
AI/FR/20388/2022,LCL
AI/FR/20389/2021,LCL
AI/FR/20389/2022,LCL
AI/FR/2039/2022,LCL
AI/FR/20390/2021,LCL
AI/FR/20391/2021,LCL
AI/FR/20391/2022,LCL
AI/FR/20392/2021,LCL
AI/FR/20393/2021,LCL
AI/FR/20394/2021,LCL
AI/FR/20395/2021,LCL
AI/FR/20395/2022,LCL
AI/FR/20396/2021,LCL
AI/FR/20396/2022,LCL
AI/FR/20397/2021,LCL
AI/FR/20398/2021,LCL
AI/FR/20400/2021,LCL
AI/FR/20401/2021,LCL
AI/FR/20402/2021,LCL
AI/FR/20403/2021,LCL
AI/FR/20404/2021,LCL
AI/FR/20405/2021,LCL
AI/FR/20407/2021,LCL
AI/FR/20408/2021,ROAD
AI/FR/20409/2021,LCL
AI/FR/2041/2022,LCL
AI/FR/20410/2021,ROAD
AI/FR/20411/2021,LCL
AI/FR/20412/2021,LCL
AI/FR/20413/2021,LCL
AI/FR/20414/2021,ROAD
AI/FR/20415/2021,LCL
AI/FR/20416/2021,LCL
AI/FR/20417/2021,LCL
AI/FR/20418/2021,LCL
AI/FR/20419/2021,LCL
AI/FR/2042/2022,LCL
AI/FR/20420/2021,LCL
AI/FR/20421/2021,LCL
AI/FR/20422/2021,LCL
AI/FR/20423/2021,LCL
AI/FR/20425/2021,LCL
AI/FR/20426/2021,LCL
AI/FR/20427/2021,LCL
AI/FR/20428/2021,LCL
AI/FR/20429/2021,LCL
AI/FR/2043/2022,LCL
AI/FR/2043/2023,LCL
AI/FR/20431/2021,LCL
AI/FR/20432/2021,LCL
AI/FR/20433/2021,LCL
AI/FR/20434/2021,LCL
AI/FR/20435/2021,LCL
AI/FR/20436/2021,LCL
AI/FR/20437/2021,LCL
AI/FR/20438/2021,LCL
AI/FR/20439/2021,LCL
AI/FR/2044/2022,LCL
AI/FR/2044/2023,LCL
AI/FR/20440/2021,LCL
AI/FR/20441/2021,LCL
AI/FR/20442/2021,LCL
AI/FR/20443/2021,LCL
AI/FR/20444/2021,LCL
AI/FR/20445/2021,LCL
AI/FR/20446/2021,LCL
AI/FR/20447/2021,LCL
AI/FR/20448/2021,LCL
AI/FR/20449/2021,LCL
AI/FR/2045/2022,LCL
AI/FR/20450/2021,LCL
AI/FR/20451/2021,LCL
AI/FR/20452/2021,LCL
AI/FR/20453/2021,LCL
AI/FR/20454/2021,LCL
AI/FR/20455/2021,ROAD
AI/FR/20456/2021,ROAD
AI/FR/20457/2021,LCL
AI/FR/20458/2021,LCL
AI/FR/20459/2021,LCL
AI/FR/2046/2022,LCL
AI/FR/20460/2021,LCL
AI/FR/20461/2021,LCL
AI/FR/20463/2021,LCL
AI/FR/20464/2021,LCL
AI/FR/20465/2021,LCL
AI/FR/20466/2021,LCL
AI/FR/20467/2021,LCL
AI/FR/20468/2021,LCL
AI/FR/20469/2021,LCL
AI/FR/2047/2022,LCL
AI/FR/20470/2021,LCL
AI/FR/20471/2021,LCL
AI/FR/20472/2021,LCL
AI/FR/20473/2021,ROAD
AI/FR/20474/2021,LCL
AI/FR/20475/2021,LCL
AI/FR/20476/2021,LCL
AI/FR/20477/2021,LCL
AI/FR/20478/2021,LCL
AI/FR/20479/2021,LCL
AI/FR/2048/2022,LCL
AI/FR/20480/2021,LCL
AI/FR/20481/2021,LCL
AI/FR/20482/2021,LCL
AI/FR/20483/2021,LCL
AI/FR/20484/2021,ROAD
AI/FR/20485/2021,ROAD
AI/FR/20486/2021,LCL
AI/FR/20487/2021,LCL
AI/FR/20488/2021,LCL
AI/FR/20489/2021,LCL
AI/FR/2049/2022,LCL
AI/FR/20490/2021,LCL
AI/FR/20491/2021,LCL
AI/FR/20492/2021,ROAD
AI/FR/20493/2021,LCL
AI/FR/20494/2021,LCL
AI/FR/20495/2021,LCL
AI/FR/20496/2021,LCL
AI/FR/20497/2021,LCL
AI/FR/20498/2021,LCL
AI/FR/20499/2021,LCL
AI/FR/2050/2022,LCL
AI/FR/20500/2021,LCL
AI/FR/20501/2021,LCL
AI/FR/20502/2021,LCL
AI/FR/20503/2021,LCL
AI/FR/20504/2021,LCL
AI/FR/20505/2021,LCL
AI/FR/20506/2021,LCL
AI/FR/20507/2021,LCL
AI/FR/20508/2021,LCL
AI/FR/20509/2021,LCL
AI/FR/2051/2022,LCL
AI/FR/20510/2021,LCL
AI/FR/20511/2021,LCL
AI/FR/20512/2021,LCL
AI/FR/20513/2021,LCL
AI/FR/20515/2021,ROAD
AI/FR/20516/2021,LCL
AI/FR/20517/2021,LCL
AI/FR/20518/2021,ROAD
AI/FR/20519/2021,LCL
AI/FR/20520/2021,ROAD
AI/FR/20521/2021,LCL
AI/FR/20522/2021,LCL
AI/FR/20523/2021,ROAD
AI/FR/20524/2021,LCL
AI/FR/20526/2021,LCL
AI/FR/20527/2021,LCL
AI/FR/20528/2021,LCL
AI/FR/20529/2021,LCL
AI/FR/2053/2022,LCL
AI/FR/20531/2021,LCL
AI/FR/20532/2021,ROAD
AI/FR/20533/2021,LCL
AI/FR/20535/2021,LCL
AI/FR/20536/2021,LCL
AI/FR/20537/2021,LCL
AI/FR/20538/2021,LCL
AI/FR/20539/2021,LCL
AI/FR/2054/2022,LCL
AI/FR/2054/2024,LCL
AI/FR/20540/2021,LCL
AI/FR/20541/2021,LCL
AI/FR/20542/2021,LCL
AI/FR/20543/2021,LCL
AI/FR/20544/2021,LCL
AI/FR/20546/2021,LCL
AI/FR/20547/2021,LCL
AI/FR/20548/2021,LCL
AI/FR/20549/2021,LCL
AI/FR/2055/2022,LCL
AI/FR/20550/2021,LCL
AI/FR/20551/2021,LCL
AI/FR/20552/2021,LCL
AI/FR/20553/2021,LCL
AI/FR/20554/2021,LCL
AI/FR/20555/2021,ROAD
AI/FR/20556/2021,LCL
AI/FR/20558/2021,LCL
AI/FR/20559/2021,LCL
AI/FR/20560/2021,LCL
AI/FR/20561/2021,LCL
AI/FR/20562/2021,LCL
AI/FR/20563/2021,LCL
AI/FR/20564/2021,LCL
AI/FR/20565/2021,LCL
AI/FR/20566/2021,LCL
AI/FR/20567/2021,LCL
AI/FR/20568/2021,LCL
AI/FR/20569/2021,LCL
AI/FR/20570/2021,LCL
AI/FR/20571/2021,LCL
AI/FR/20572/2021,LCL
AI/FR/20573/2021,LCL
AI/FR/20574/2021,LCL
AI/FR/20575/2021,LCL
AI/FR/20576/2021,LCL
AI/FR/20577/2021,LCL
AI/FR/20578/2021,LCL
AI/FR/20579/2021,LCL
AI/FR/2058/2022,LCL
AI/FR/2058/2023,LCL
AI/FR/20580/2021,LCL
AI/FR/20581/2021,LCL
AI/FR/20582/2021,LCL
AI/FR/20583/2021,LCL
AI/FR/20584/2021,LCL
AI/FR/20585/2021,LCL
AI/FR/20586/2021,ROAD
AI/FR/20587/2021,LCL
AI/FR/20588/2021,LCL
AI/FR/20589/2021,LCL
AI/FR/20590/2021,LCL
AI/FR/20591/2021,LCL
AI/FR/20592/2021,LCL
AI/FR/20593/2021,LCL
AI/FR/20594/2021,LCL
AI/FR/20595/2021,LCL
AI/FR/20597/2021,LCL
AI/FR/20598/2021,LCL
AI/FR/20599/2021,LCL
AI/FR/2060/2022,LCL
AI/FR/20600/2021,LCL
AI/FR/20601/2021,LCL
AI/FR/20602/2021,LCL
AI/FR/20603/2021,LCL
AI/FR/20604/2021,LCL
AI/FR/20605/2021,LCL
AI/FR/20606/2021,LCL
AI/FR/20607/2021,LCL
AI/FR/20608/2021,LCL
AI/FR/20609/2021,LCL
AI/FR/20610/2021,LCL
AI/FR/20611/2021,LCL
AI/FR/20612/2021,LCL
AI/FR/20613/2021,LCL
AI/FR/20614/2021,LCL
AI/FR/20615/2021,LCL
AI/FR/20616/2021,LCL
AI/FR/20617/2021,LCL
AI/FR/20618/2021,LCL
AI/FR/20619/2021,LCL
AI/FR/2062/2022,LCL
AI/FR/20620/2021,LCL
AI/FR/20621/2021,LCL
AI/FR/20622/2021,ROAD
AI/FR/20623/2021,ROAD
AI/FR/20624/2021,LCL
AI/FR/20625/2021,LCL
AI/FR/20626/2021,ROAD
AI/FR/20627/2021,ROAD
AI/FR/20628/2021,ROAD
AI/FR/20629/2021,LCL
AI/FR/2063/2022,LCL
AI/FR/2063/2024,LCL
AI/FR/20630/2021,LCL
AI/FR/20631/2021,LCL
AI/FR/20632/2021,LCL
AI/FR/20633/2021,LCL
AI/FR/20634/2021,ROAD
AI/FR/20635/2021,LCL
AI/FR/20636/2021,LCL
AI/FR/20637/2021,LCL
AI/FR/20639/2021,LCL
AI/FR/20640/2021,ROAD
AI/FR/20641/2021,LCL
AI/FR/20642/2021,LCL
AI/FR/20643/2021,ROAD
AI/FR/20644/2021,LCL
AI/FR/20645/2021,LCL
AI/FR/20646/2021,LCL
AI/FR/20647/2021,LCL
AI/FR/20648/2021,LCL
AI/FR/20649/2021,LCL
AI/FR/20650/2021,LCL
AI/FR/20651/2021,LCL
AI/FR/20652/2021,LCL
AI/FR/20653/2021,LCL
AI/FR/20654/2021,LCL
AI/FR/20655/2021,LCL
AI/FR/20656/2021,LCL
AI/FR/20657/2021,LCL
AI/FR/20658/2021,LCL
AI/FR/20659/2021,LCL
AI/FR/2066/2022,LCL
AI/FR/20660/2021,LCL
AI/FR/20661/2021,LCL
AI/FR/20662/2021,LCL
AI/FR/20663/2021,LCL
AI/FR/20664/2021,LCL
AI/FR/20665/2021,LCL
AI/FR/20666/2021,LCL
AI/FR/20667/2021,LCL
AI/FR/20668/2021,ROAD
AI/FR/20669/2021,LCL
AI/FR/20670/2021,LCL
AI/FR/20671/2021,LCL
AI/FR/20672/2021,LCL
AI/FR/20673/2021,LCL
AI/FR/20674/2021,LCL
AI/FR/20675/2021,LCL
AI/FR/20676/2021,LCL
AI/FR/20677/2021,LCL
AI/FR/20678/2021,LCL
AI/FR/20679/2021,LCL
AI/FR/20680/2021,LCL
AI/FR/20681/2021,LCL
AI/FR/20682/2021,LCL
AI/FR/20683/2021,LCL
AI/FR/20684/2021,LCL
AI/FR/20685/2021,LCL
AI/FR/20686/2021,LCL
AI/FR/20687/2021,LCL
AI/FR/20688/2021,LCL
AI/FR/20689/2021,LCL
AI/FR/20690/2021,LCL
AI/FR/20691/2021,LCL
AI/FR/20692/2021,LCL
AI/FR/20693/2021,LCL
AI/FR/20694/2021,LCL
AI/FR/20695/2021,LCL
AI/FR/20696/2021,LCL
AI/FR/20697/2021,LCL
AI/FR/2070/2023,LCL
AI/FR/20700/2021,LCL
AI/FR/20701/2021,LCL
AI/FR/20702/2021,LCL
AI/FR/20703/2021,LCL
AI/FR/20704/2021,LCL
AI/FR/20705/2021,LCL
AI/FR/20706/2021,LCL
AI/FR/20707/2021,LCL
AI/FR/20708/2021,LCL
AI/FR/20709/2021,LCL
AI/FR/20710/2021,LCL
AI/FR/20711/2021,LCL
AI/FR/20712/2021,ROAD
AI/FR/20713/2021,LCL
AI/FR/20715/2021,LCL
AI/FR/20716/2021,LCL
AI/FR/20717/2021,LCL
AI/FR/20718/2021,LCL
AI/FR/20719/2021,LCL
AI/FR/20720/2021,LCL
AI/FR/20721/2021,LCL
AI/FR/20722/2021,LCL
AI/FR/20723/2021,LCL
AI/FR/20724/2021,LCL
AI/FR/20725/2021,LCL
AI/FR/20726/2021,LCL
AI/FR/20727/2021,LCL
AI/FR/20728/2021,LCL
AI/FR/20729/2021,LCL
AI/FR/20730/2021,LCL
AI/FR/20731/2021,LCL
AI/FR/20732/2021,LCL
AI/FR/20733/2021,LCL
AI/FR/20734/2021,LCL
AI/FR/20735/2021,LCL
AI/FR/20736/2021,LCL
AI/FR/20737/2021,LCL
AI/FR/20738/2021,LCL
AI/FR/20739/2021,LCL
AI/FR/20740/2021,LCL
AI/FR/20741/2021,LCL
AI/FR/20742/2021,LCL
AI/FR/20743/2021,LCL
AI/FR/20744/2021,LCL
AI/FR/20745/2021,LCL
AI/FR/20746/2021,ROAD
AI/FR/20747/2021,ROAD
AI/FR/20748/2021,LCL
AI/FR/20749/2021,LCL
AI/FR/20750/2021,LCL
AI/FR/20751/2021,ROAD
AI/FR/20752/2021,LCL
AI/FR/20754/2021,LCL
AI/FR/20755/2021,LCL
AI/FR/20756/2021,LCL
AI/FR/20757/2021,LCL
AI/FR/20758/2021,LCL
AI/FR/20759/2021,LCL
AI/FR/20760/2021,LCL
AI/FR/20761/2021,LCL
AI/FR/20762/2021,LCL
AI/FR/20765/2021,LCL
AI/FR/20766/2021,LCL
AI/FR/20767/2021,LCL
AI/FR/20768/2021,LCL
AI/FR/20769/2021,LCL
AI/FR/20770/2021,LCL
AI/FR/20771/2021,LCL
AI/FR/20772/2021,LCL
AI/FR/20773/2021,LCL
AI/FR/20774/2021,LCL
AI/FR/20775/2021,LCL
AI/FR/20776/2021,LCL
AI/FR/20777/2021,LCL
AI/FR/20778/2021,LCL
AI/FR/20779/2021,LCL
AI/FR/20780/2021,LCL
AI/FR/20781/2021,LCL
AI/FR/20782/2021,LCL
AI/FR/20783/2021,LCL
AI/FR/20784/2021,LCL
AI/FR/20785/2021,LCL
AI/FR/20786/2021,LCL
AI/FR/20787/2021,LCL
AI/FR/20789/2021,LCL
AI/FR/20790/2021,LCL
AI/FR/20791/2021,LCL
AI/FR/20792/2021,LCL
AI/FR/20793/2021,LCL
AI/FR/20794/2021,LCL
AI/FR/20795/2021,LCL
AI/FR/20796/2021,LCL
AI/FR/20797/2021,LCL
AI/FR/20798/2021,LCL
AI/FR/20799/2021,LCL
AI/FR/20802/2021,LCL
AI/FR/20803/2021,LCL
AI/FR/20804/2021,LCL
AI/FR/20805/2021,LCL
AI/FR/20806/2021,LCL
AI/FR/20807/2021,LCL
AI/FR/20808/2021,LCL
AI/FR/20809/2021,LCL
AI/FR/2081/2022,LCL
AI/FR/20810/2021,LCL
AI/FR/20811/2021,LCL
AI/FR/20812/2021,LCL
AI/FR/20813/2021,LCL
AI/FR/20814/2021,LCL
AI/FR/20815/2021,LCL
AI/FR/20817/2021,LCL
AI/FR/20818/2021,LCL
AI/FR/20819/2021,LCL
AI/FR/2082/2023,LCL
AI/FR/20820/2021,LCL
AI/FR/20821/2021,LCL
AI/FR/20825/2021,ROAD
AI/FR/20826/2021,LCL
AI/FR/20827/2021,ROAD
AI/FR/20828/2021,LCL
AI/FR/20829/2021,LCL
AI/FR/2083/2022,LCL
AI/FR/20830/2021,LCL
AI/FR/20832/2021,LCL
AI/FR/20833/2021,LCL
AI/FR/20834/2021,LCL
AI/FR/20835/2021,LCL
AI/FR/20836/2021,LCL
AI/FR/20837/2021,LCL
AI/FR/20838/2021,LCL
AI/FR/20839/2021,LCL
AI/FR/20840/2021,LCL
AI/FR/20842/2021,LCL
AI/FR/20843/2021,LCL
AI/FR/20844/2021,LCL
AI/FR/20845/2021,LCL
AI/FR/20846/2021,LCL
AI/FR/20847/2021,LCL
AI/FR/20848/2021,ROAD
AI/FR/20849/2021,LCL
AI/FR/20850/2021,LCL
AI/FR/20851/2021,LCL
AI/FR/20852/2021,LCL
AI/FR/20853/2021,LCL
AI/FR/20854/2021,LCL
AI/FR/20855/2021,LCL
AI/FR/20856/2021,LCL
AI/FR/20857/2021,LCL
AI/FR/20858/2021,LCL
AI/FR/20859/2021,LCL
AI/FR/20860/2021,LCL
AI/FR/20861/2021,LCL
AI/FR/20862/2021,LCL
AI/FR/20863/2021,LCL
AI/FR/20864/2021,LCL
AI/FR/20865/2021,LCL
AI/FR/20866/2021,LCL
AI/FR/20867/2021,LCL
AI/FR/20868/2021,LCL
AI/FR/20869/2021,LCL
AI/FR/20870/2021,LCL
AI/FR/20871/2021,LCL
AI/FR/20872/2021,LCL
AI/FR/20873/2021,ROAD
AI/FR/20874/2021,LCL
AI/FR/20875/2021,LCL
AI/FR/20876/2021,LCL
AI/FR/20877/2021,LCL
AI/FR/20878/2021,ROAD
AI/FR/20879/2021,LCL
AI/FR/20880/2021,LCL
AI/FR/20881/2021,LCL
AI/FR/20882/2021,ROAD
AI/FR/20883/2021,LCL
AI/FR/20884/2021,LCL
AI/FR/20885/2021,LCL
AI/FR/20886/2021,LCL
AI/FR/20887/2021,LCL
AI/FR/20888/2021,LCL
AI/FR/20889/2021,LCL
AI/FR/20890/2021,LCL
AI/FR/20891/2021,LCL
AI/FR/20892/2021,LCL
AI/FR/20893/2021,LCL
AI/FR/20894/2021,LCL
AI/FR/20895/2021,LCL
AI/FR/20896/2021,LCL
AI/FR/20897/2021,LCL
AI/FR/20898/2021,LCL
AI/FR/20899/2021,LCL
AI/FR/209/2023,LCL
AI/FR/20900/2021,LCL
AI/FR/20901/2021,LCL
AI/FR/20902/2021,LCL
AI/FR/20903/2021,ROAD
AI/FR/20904/2021,LCL
AI/FR/20905/2021,LCL
AI/FR/20906/2021,ROAD
AI/FR/20907/2021,ROAD
AI/FR/20908/2021,LCL
AI/FR/20909/2021,LCL
AI/FR/20910/2021,LCL
AI/FR/20911/2021,LCL
AI/FR/20912/2021,LCL
AI/FR/20913/2021,LCL
AI/FR/20915/2021,LCL
AI/FR/20916/2021,LCL
AI/FR/20917/2021,LCL
AI/FR/20918/2021,LCL
AI/FR/20919/2021,LCL
AI/FR/20920/2021,LCL
AI/FR/20921/2021,LCL
AI/FR/20922/2021,LCL
AI/FR/20923/2021,LCL
AI/FR/20924/2021,LCL
AI/FR/20925/2021,LCL
AI/FR/20926/2021,LCL
AI/FR/20927/2021,LCL
AI/FR/20928/2021,LCL
AI/FR/20929/2021,LCL
AI/FR/2093/2023,LCL
AI/FR/20930/2021,LCL
AI/FR/20931/2021,LCL
AI/FR/20932/2021,LCL
AI/FR/20933/2021,LCL
AI/FR/20934/2021,LCL
AI/FR/20935/2021,LCL
AI/FR/20936/2021,LCL
AI/FR/20937/2021,LCL
AI/FR/20938/2021,LCL
AI/FR/20939/2021,LCL
AI/FR/2094/2022,LCL
AI/FR/2094/2023,LCL
AI/FR/20940/2021,LCL
AI/FR/20941/2021,LCL
AI/FR/20942/2021,LCL
AI/FR/20943/2021,LCL
AI/FR/20944/2021,LCL
AI/FR/20945/2021,LCL
AI/FR/20946/2021,LCL
AI/FR/20947/2021,LCL
AI/FR/20948/2021,LCL
AI/FR/20949/2021,LCL
AI/FR/2095/2022,LCL
AI/FR/2095/2023,LCL
AI/FR/20950/2021,LCL
AI/FR/20951/2021,LCL
AI/FR/20952/2021,LCL
AI/FR/20954/2021,LCL
AI/FR/20955/2021,LCL
