Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Region,Orders.City,Orders.Category,Sum(Orders.Profit),Sum(Orders.Quantity)
2014,Central,Haltom City,Office Supplies,,
2015,Central,Haltom City,Office Supplies,15.558600000000002,11
2016,Central,Haltom City,Office Supplies,,
2017,Central,Haltom City,Office Supplies,,
2014,Central,Haltom City,Technology,,
2015,Central,Haltom City,Technology,36.3972,2
2016,Central,Haltom City,Technology,,
2017,Central,Haltom City,Technology,,
2014,Central,Harlingen,Furniture,,
2015,Central,Harlingen,Furniture,,
2016,Central,Harlingen,Furniture,-14.195999999999998,5
2017,Central,Harlingen,Furniture,,
2014,Central,Harlingen,Office Supplies,,
2015,Central,Harlingen,Office Supplies,,
2016,Central,Harlingen,Office Supplies,18.252899999999993,8
2017,Central,Harlingen,Office Supplies,14.070600000000002,8
2014,Central,Highland Park,Furniture,,
2015,Central,Highland Park,Furniture,-178.6775999999999,9
2016,Central,Highland Park,Furniture,-7.709400000000102,3
2017,Central,Highland Park,Furniture,,
2014,Central,Highland Park,Office Supplies,,
2015,Central,Highland Park,Office Supplies,-4.4639999999999995,5
2016,Central,Highland Park,Office Supplies,7.471799999999998,9
2017,Central,Highland Park,Office Supplies,,
2014,Central,Highland Park,Technology,,
2015,Central,Highland Park,Technology,13.438599999999994,2
2016,Central,Highland Park,Technology,,
2017,Central,Highland Park,Technology,,
2014,Central,Holland,Office Supplies,,
2015,Central,Holland,Office Supplies,3.5999999999999996,2
2016,Central,Holland,Office Supplies,63.0588,9
2017,Central,Holland,Office Supplies,,
2014,Central,Houston,Furniture,-558.8145000000003,46
2015,Central,Houston,Furniture,-658.2980000000002,74
2016,Central,Houston,Furniture,-1657.9219,111
2017,Central,Houston,Furniture,-529.7686000000003,60
2014,Central,Houston,Office Supplies,-1544.0474000000013,211
2015,Central,Houston,Office Supplies,-232.9743000000002,225
2016,Central,Houston,Office Supplies,-2257.803800000001,218
2017,Central,Houston,Office Supplies,-4074.1001000000006,270
2014,Central,Houston,Technology,-982.4313000000009,38
2015,Central,Houston,Technology,1020.7329999999996,64
2016,Central,Houston,Technology,571.7492999999998,87
2017,Central,Houston,Technology,750.1290999999999,62
2014,Central,Huntsville,Furniture,-197.97419999999988,13
2015,Central,Huntsville,Furniture,-158.57600000000005,6
2016,Central,Huntsville,Furniture,-225.09759999999991,12
2017,Central,Huntsville,Furniture,-214.01670000000001,9
2014,Central,Huntsville,Office Supplies,-20.13400000000001,22
2015,Central,Huntsville,Office Supplies,,
2016,Central,Huntsville,Office Supplies,14.5152,8
2017,Central,Huntsville,Office Supplies,-209.27840000000006,32
2014,Central,Huntsville,Technology,149.13709999999998,16
2015,Central,Huntsville,Technology,17.998199999999997,3
2016,Central,Huntsville,Technology,,
2017,Central,Huntsville,Technology,,
2014,Central,Independence,Office Supplies,,
2015,Central,Independence,Office Supplies,,
2016,Central,Independence,Office Supplies,,
2017,Central,Independence,Office Supplies,975.663,6
2014,Central,Indianapolis,Furniture,,
2015,Central,Indianapolis,Furniture,,
2016,Central,Indianapolis,Furniture,,
2017,Central,Indianapolis,Furniture,539.2464,6
2014,Central,Indianapolis,Office Supplies,552.6084,6
2015,Central,Indianapolis,Office Supplies,60.680199999999985,20
2016,Central,Indianapolis,Office Supplies,15.938399999999998,3
2017,Central,Indianapolis,Office Supplies,1062.9571999999998,52
2014,Central,Indianapolis,Technology,,
2015,Central,Indianapolis,Technology,449.991,2
2016,Central,Indianapolis,Technology,,
2017,Central,Indianapolis,Technology,60.23219999999999,6
2014,Central,Iowa City,Office Supplies,,
2015,Central,Iowa City,Office Supplies,,
2016,Central,Iowa City,Office Supplies,4.4955,1
2017,Central,Iowa City,Office Supplies,,
2014,Central,Irving,Office Supplies,,
2015,Central,Irving,Office Supplies,,
2016,Central,Irving,Office Supplies,-108.28040000000007,20
2017,Central,Irving,Office Supplies,,
2014,Central,Irving,Technology,7.767900000000001,3
2015,Central,Irving,Technology,,
2016,Central,Irving,Technology,,
2017,Central,Irving,Technology,,
2014,Central,Jackson,Furniture,,
2015,Central,Jackson,Furniture,233.1232,4
2016,Central,Jackson,Furniture,338.11289999999997,13
2017,Central,Jackson,Furniture,72.6408,3
2014,Central,Jackson,Office Supplies,240.13739999999996,15
2015,Central,Jackson,Office Supplies,42.821799999999996,14
2016,Central,Jackson,Office Supplies,94.11499999999998,17
2017,Central,Jackson,Office Supplies,2668.3938999999996,25
2014,Central,Jackson,Technology,,
2015,Central,Jackson,Technology,,
2016,Central,Jackson,Technology,369.3565,21
2017,Central,Jackson,Technology,1466.4977,20
2014,Central,Jefferson City,Furniture,,
2015,Central,Jefferson City,Furniture,,
2016,Central,Jefferson City,Furniture,8.661999999999992,2
2017,Central,Jefferson City,Furniture,,
2014,Central,Keller,Office Supplies,,
2015,Central,Keller,Office Supplies,,
2016,Central,Keller,Office Supplies,,
2017,Central,Keller,Office Supplies,2.0999999999999996,2
2014,Central,Kenosha,Furniture,,
2015,Central,Kenosha,Furniture,368.9408,16
2016,Central,Kenosha,Furniture,,
2017,Central,Kenosha,Furniture,,
2014,Central,Kenosha,Office Supplies,,
2015,Central,Kenosha,Office Supplies,4.494,1
2016,Central,Kenosha,Office Supplies,,
2017,Central,Kenosha,Office Supplies,,
2014,Central,Kenosha,Technology,,
2015,Central,Kenosha,Technology,510.6559999999999,15
2016,Central,Kenosha,Technology,,
2017,Central,Kenosha,Technology,143.982,5
2014,Central,Kirkwood,Furniture,,
2015,Central,Kirkwood,Furniture,34.0704,3
2016,Central,Kirkwood,Furniture,,
2017,Central,Kirkwood,Furniture,,
2014,Central,Kirkwood,Office Supplies,,
2015,Central,Kirkwood,Office Supplies,13.063999999999998,4
2016,Central,Kirkwood,Office Supplies,,
2017,Central,Kirkwood,Office Supplies,,
2014,Central,La Crosse,Furniture,,
2015,Central,La Crosse,Furniture,,
2016,Central,La Crosse,Furniture,67.65,13
2017,Central,La Crosse,Furniture,,
2014,Central,La Crosse,Office Supplies,,
2015,Central,La Crosse,Office Supplies,,
2016,Central,La Crosse,Office Supplies,29.443600000000004,4
2017,Central,La Crosse,Office Supplies,,
2014,Central,La Crosse,Technology,,
2015,Central,La Crosse,Technology,,
2016,Central,La Crosse,Technology,174.9825,5
2017,Central,La Crosse,Technology,,
2014,Central,La Porte,Furniture,,
2015,Central,La Porte,Furniture,,
2016,Central,La Porte,Furniture,4.581000000000001,9
2017,Central,La Porte,Furniture,31.58699999999996,5
2014,Central,La Porte,Office Supplies,,
2015,Central,La Porte,Office Supplies,,
2016,Central,La Porte,Office Supplies,136.94479999999996,23
2017,Central,La Porte,Office Supplies,,
2014,Central,La Porte,Technology,,
2015,Central,La Porte,Technology,,
2016,Central,La Porte,Technology,18.873000000000005,2
2017,Central,La Porte,Technology,,
2014,Central,Lafayette,Furniture,,
2015,Central,Lafayette,Furniture,,
2016,Central,Lafayette,Furniture,,
2017,Central,Lafayette,Furniture,31.58699999999996,5
2014,Central,Lafayette,Office Supplies,0,3
2015,Central,Lafayette,Office Supplies,,
2016,Central,Lafayette,Office Supplies,368.61909999999995,18
2017,Central,Lafayette,Office Supplies,175.9152,12
2014,Central,Lafayette,Technology,,
2015,Central,Lafayette,Technology,,
2016,Central,Lafayette,Technology,8399.975999999999,5
2017,Central,Lafayette,Technology,,
2014,Central,Lakeville,Furniture,580.5393999999999,7
2015,Central,Lakeville,Furniture,38.970000000000006,6
2016,Central,Lakeville,Furniture,,
2017,Central,Lakeville,Furniture,,
2014,Central,Lakeville,Office Supplies,682.3258999999999,48
2015,Central,Lakeville,Office Supplies,,
2016,Central,Lakeville,Office Supplies,,
2017,Central,Lakeville,Office Supplies,44.7668,23
2014,Central,Lansing,Furniture,,
2015,Central,Lansing,Furniture,,
2016,Central,Lansing,Furniture,32.16,5
2017,Central,Lansing,Furniture,41.13319999999999,2
2014,Central,Lansing,Office Supplies,,
2015,Central,Lansing,Office Supplies,115.84359999999995,6
2016,Central,Lansing,Office Supplies,,
2017,Central,Lansing,Office Supplies,13.3056,9
2014,Central,Lansing,Technology,,
2015,Central,Lansing,Technology,210.43099999999998,3
2016,Central,Lansing,Technology,,
2017,Central,Lansing,Technology,,
2014,Central,Laredo,Furniture,,
2015,Central,Laredo,Furniture,,
2016,Central,Laredo,Furniture,-150.414,5
2017,Central,Laredo,Furniture,,
2014,Central,Laredo,Office Supplies,2.2170999999999985,8
2015,Central,Laredo,Office Supplies,,
2016,Central,Laredo,Office Supplies,-2.3657000000000092,11
2017,Central,Laredo,Office Supplies,,
2014,Central,Laredo,Technology,71.9517,10
2015,Central,Laredo,Technology,,
2016,Central,Laredo,Technology,23.996999999999986,3
2017,Central,Laredo,Technology,,
2014,Central,Lawrence,Office Supplies,,
2015,Central,Lawrence,Office Supplies,15.2042,14
2016,Central,Lawrence,Office Supplies,107.6068,18
2017,Central,Lawrence,Office Supplies,166.0698,9
2014,Central,Lawrence,Technology,,
2015,Central,Lawrence,Technology,187.93980000000005,5
2016,Central,Lawrence,Technology,,
2017,Central,Lawrence,Technology,55.922399999999996,6
2014,Central,Lawton,Furniture,,
2015,Central,Lawton,Furniture,,
2016,Central,Lawton,Furniture,,
2017,Central,Lawton,Furniture,54.7756,2
2014,Central,Lawton,Office Supplies,157.4166,8
2015,Central,Lawton,Office Supplies,,
2016,Central,Lawton,Office Supplies,,
2017,Central,Lawton,Office Supplies,23.316299999999984,3
2014,Central,League City,Furniture,-14.638799999999947,3
2015,Central,League City,Furniture,,
2016,Central,League City,Furniture,,
2017,Central,League City,Furniture,-32.66459999999999,3
2014,Central,League City,Office Supplies,10.078399999999998,12
2015,Central,League City,Office Supplies,,
2016,Central,League City,Office Supplies,,
2017,Central,League City,Office Supplies,5.875099999999996,7
2014,Central,Lincoln Park,Furniture,,
2015,Central,Lincoln Park,Furniture,31.091200000000015,4
2016,Central,Lincoln Park,Furniture,,
2017,Central,Lincoln Park,Furniture,,
2014,Central,Lincoln Park,Office Supplies,,
2015,Central,Lincoln Park,Office Supplies,7.537099999999999,1
2016,Central,Lincoln Park,Office Supplies,29.7408,6
2017,Central,Lincoln Park,Office Supplies,,
2014,Central,Lubbock,Furniture,-11.322,5
2015,Central,Lubbock,Furniture,,
2016,Central,Lubbock,Furniture,,
2017,Central,Lubbock,Furniture,,
2014,Central,Lubbock,Office Supplies,,
2015,Central,Lubbock,Office Supplies,10.162399999999998,9
2016,Central,Lubbock,Office Supplies,,
2017,Central,Lubbock,Office Supplies,-13.6936,5
2014,Central,Lubbock,Technology,,
2015,Central,Lubbock,Technology,161.9919,3
2016,Central,Lubbock,Technology,,
2017,Central,Lubbock,Technology,,
2014,Central,Madison,Furniture,673.8816000000002,8
2015,Central,Madison,Furniture,,
2016,Central,Madison,Furniture,,
2017,Central,Madison,Furniture,41.392799999999966,4
2014,Central,Madison,Office Supplies,39.228,16
2015,Central,Madison,Office Supplies,,
2016,Central,Madison,Office Supplies,4.5338,3
2017,Central,Madison,Office Supplies,345.8768000000001,9
2014,Central,Madison,Technology,,
2015,Central,Madison,Technology,,
2016,Central,Madison,Technology,,
2017,Central,Madison,Technology,32.059799999999996,3
2014,Central,Manhattan,Technology,10.958399999999983,2
2015,Central,Manhattan,Technology,,
2016,Central,Manhattan,Technology,,
2017,Central,Manhattan,Technology,,
2014,Central,Mansfield,Furniture,,
2015,Central,Mansfield,Furniture,,
2016,Central,Mansfield,Furniture,,
2017,Central,Mansfield,Furniture,-81.30650000000003,5
2014,Central,Mansfield,Office Supplies,,
2015,Central,Mansfield,Office Supplies,,
2016,Central,Mansfield,Office Supplies,,
2017,Central,Mansfield,Office Supplies,14.5152,8
2014,Central,Maple Grove,Office Supplies,,
2015,Central,Maple Grove,Office Supplies,,
2016,Central,Maple Grove,Office Supplies,,
2017,Central,Maple Grove,Office Supplies,385.01009999999997,13
2014,Central,Marion,Furniture,,
2015,Central,Marion,Furniture,,
2016,Central,Marion,Furniture,,
2017,Central,Marion,Furniture,4.6221,3
2014,Central,Marion,Office Supplies,,
2015,Central,Marion,Office Supplies,,
2016,Central,Marion,Office Supplies,54.4448,8
2017,Central,Marion,Office Supplies,105.22399999999998,11
2014,Central,Mcallen,Furniture,,
2015,Central,Mcallen,Furniture,-20.245000000000008,1
2016,Central,Mcallen,Furniture,,
2017,Central,Mcallen,Furniture,,
2014,Central,Mcallen,Office Supplies,,
2015,Central,Mcallen,Office Supplies,-182.92060000000006,18
2016,Central,Mcallen,Office Supplies,10.225800000000007,14
2017,Central,Mcallen,Office Supplies,-13.278500000000005,10
2014,Central,Mcallen,Technology,,
2015,Central,Mcallen,Technology,42.346599999999995,11
2016,Central,Mcallen,Technology,,
2017,Central,Mcallen,Technology,,
2014,Central,Mesquite,Furniture,-2.5471999999999984,2
2015,Central,Mesquite,Furniture,,
2016,Central,Mesquite,Furniture,,
2017,Central,Mesquite,Furniture,,
2014,Central,Mesquite,Office Supplies,-88.55040000000002,4
2015,Central,Mesquite,Office Supplies,,
2016,Central,Mesquite,Office Supplies,,
2017,Central,Mesquite,Office Supplies,1.8144,1
2014,Central,Mesquite,Technology,1.6632000000000007,7
2015,Central,Mesquite,Technology,,
2016,Central,Mesquite,Technology,,
2017,Central,Mesquite,Technology,,
2014,Central,Midland,Furniture,112.78800000000001,3
2015,Central,Midland,Furniture,,
2016,Central,Midland,Furniture,,
2017,Central,Midland,Furniture,,
2014,Central,Midland,Office Supplies,232.9137999999999,32
2015,Central,Midland,Office Supplies,1947.981,4
2016,Central,Midland,Office Supplies,,
2017,Central,Midland,Office Supplies,,
2014,Central,Milwaukee,Furniture,10.784899999999999,7
2015,Central,Milwaukee,Furniture,271.7079999999999,17
2016,Central,Milwaukee,Furniture,574.4072,22
2017,Central,Milwaukee,Furniture,527.5511999999999,19
2014,Central,Milwaukee,Office Supplies,,
2015,Central,Milwaukee,Office Supplies,201.84060000000002,27
2016,Central,Milwaukee,Office Supplies,146.98100000000002,11
2017,Central,Milwaukee,Office Supplies,307.9655000000001,55
2014,Central,Milwaukee,Technology,,
2015,Central,Milwaukee,Technology,515.9804,8
2016,Central,Milwaukee,Technology,132.03130000000002,13
2017,Central,Milwaukee,Technology,103.835,22
2014,Central,Minneapolis,Furniture,,
2015,Central,Minneapolis,Furniture,798.0437999999998,14
2016,Central,Minneapolis,Furniture,179.2638,6
2017,Central,Minneapolis,Furniture,,
2014,Central,Minneapolis,Office Supplies,4695.197400000001,28
2015,Central,Minneapolis,Office Supplies,44.3612,6
2016,Central,Minneapolis,Office Supplies,,
2017,Central,Minneapolis,Office Supplies,1001.8868,23
2014,Central,Minneapolis,Technology,,
2015,Central,Minneapolis,Technology,105.83160000000002,3
2016,Central,Minneapolis,Technology,,
2017,Central,Minneapolis,Technology,,
2014,Central,Mishawaka,Furniture,32.39199999999994,8
2015,Central,Mishawaka,Furniture,,
2016,Central,Mishawaka,Furniture,,
2017,Central,Mishawaka,Furniture,,
2014,Central,Mishawaka,Office Supplies,,
2015,Central,Mishawaka,Office Supplies,,
2016,Central,Mishawaka,Office Supplies,64.19999999999999,3
2017,Central,Mishawaka,Office Supplies,,
2014,Central,Missouri City,Office Supplies,,
2015,Central,Missouri City,Office Supplies,,
2016,Central,Missouri City,Office Supplies,,
2017,Central,Missouri City,Office Supplies,-9.555000000000001,7
2014,Central,Moorhead,Furniture,81.58299999999997,5
2015,Central,Moorhead,Furniture,,
2016,Central,Moorhead,Furniture,,
2017,Central,Moorhead,Furniture,,
2014,Central,Moorhead,Technology,,
2015,Central,Moorhead,Technology,,
2016,Central,Moorhead,Technology,,
2017,Central,Moorhead,Technology,19.827599999999997,4
2014,Central,Mount Pleasant,Furniture,,
2015,Central,Mount Pleasant,Furniture,6.170400000000001,2
2016,Central,Mount Pleasant,Furniture,,
2017,Central,Mount Pleasant,Furniture,,
2014,Central,Muskogee,Furniture,,
2015,Central,Muskogee,Furniture,,
2016,Central,Muskogee,Furniture,,
2017,Central,Muskogee,Furniture,62.90639999999999,1
2014,Central,Muskogee,Office Supplies,,
2015,Central,Muskogee,Office Supplies,,
2016,Central,Muskogee,Office Supplies,,
2017,Central,Muskogee,Office Supplies,5.311,5
2014,Central,Muskogee,Technology,,
2015,Central,Muskogee,Technology,,
2016,Central,Muskogee,Technology,,
2017,Central,Muskogee,Technology,374.3792000000001,8
2014,Central,Naperville,Furniture,,
2015,Central,Naperville,Furniture,-163.57670000000005,7
2016,Central,Naperville,Furniture,,
2017,Central,Naperville,Furniture,,
2014,Central,Naperville,Office Supplies,-65.99010000000001,8
2015,Central,Naperville,Office Supplies,-17.508000000000003,9
2016,Central,Naperville,Office Supplies,,
2017,Central,Naperville,Office Supplies,,
2014,Central,Naperville,Technology,,
