Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.Region,Orders.City,Sum(Orders.Sales)
2016,Corporate,South,Sandy Springs,
2017,Corporate,South,Sandy Springs,524.85
2014,Corporate,South,Smyrna,67.194
2015,Corporate,South,Smyrna,670.001
2016,Corporate,South,Smyrna,104.712
2017,Corporate,South,Smyrna,
2014,Corporate,South,Southaven,
2015,Corporate,South,Southaven,
2016,Corporate,South,Southaven,
2017,Corporate,South,Southaven,839.25
2014,Corporate,South,Springfield,5636.399999999999
2015,Corporate,South,Springfield,1704.21
2016,Corporate,South,Springfield,5819.12
2017,Corporate,South,Springfield,
2014,Corporate,South,Suffolk,
2015,Corporate,South,Suffolk,176.63
2016,Corporate,South,Suffolk,
2017,Corporate,South,Suffolk,1065.8400000000001
2014,Corporate,South,Summerville,
2015,Corporate,South,Summerville,
2016,Corporate,South,Summerville,
2017,Corporate,South,Summerville,406.93999999999994
2014,Corporate,South,Tallahassee,
2015,Corporate,South,Tallahassee,
2016,Corporate,South,Tallahassee,452.464
2017,Corporate,South,Tallahassee,68.967
2014,Corporate,South,Tamarac,
2015,Corporate,South,Tamarac,
2016,Corporate,South,Tamarac,1410.0660000000003
2017,Corporate,South,Tamarac,
2014,Corporate,South,Tampa,
2015,Corporate,South,Tampa,277.632
2016,Corporate,South,Tampa,324.38700000000006
2017,Corporate,South,Tampa,2.8960000000000004
2014,Corporate,South,Texarkana,605.34
2015,Corporate,South,Texarkana,
2016,Corporate,South,Texarkana,
2017,Corporate,South,Texarkana,
2014,Corporate,South,Virginia Beach,3511.5800000000004
2015,Corporate,South,Virginia Beach,
2016,Corporate,South,Virginia Beach,10.96
2017,Corporate,South,Virginia Beach,
2014,Corporate,South,Warner Robins,
2015,Corporate,South,Warner Robins,392.93999999999994
2016,Corporate,South,Warner Robins,
2017,Corporate,South,Warner Robins,
2014,Corporate,South,Wilmington,39.072
2015,Corporate,South,Wilmington,
2016,Corporate,South,Wilmington,
2017,Corporate,South,Wilmington,
2014,Corporate,South,Wilson,
2015,Corporate,South,Wilson,
2016,Corporate,South,Wilson,191.808
2017,Corporate,South,Wilson,
2014,Corporate,West,Albuquerque,255.84999999999997
2015,Corporate,West,Albuquerque,
2016,Corporate,West,Albuquerque,
2017,Corporate,West,Albuquerque,702.0519999999999
2014,Corporate,West,Anaheim,
2015,Corporate,West,Anaheim,1336.352
2016,Corporate,West,Anaheim,1293.4879999999998
2017,Corporate,West,Anaheim,1892.2
2014,Corporate,West,Antioch,
2015,Corporate,West,Antioch,
2016,Corporate,West,Antioch,19.44
2017,Corporate,West,Antioch,
2014,Corporate,West,Apple Valley,
2015,Corporate,West,Apple Valley,
2016,Corporate,West,Apple Valley,
2017,Corporate,West,Apple Valley,1295.0249999999999
2014,Corporate,West,Arvada,
2015,Corporate,West,Arvada,
2016,Corporate,West,Arvada,503.4000000000001
2017,Corporate,West,Arvada,
2014,Corporate,West,Aurora,209.96800000000002
2015,Corporate,West,Aurora,164.06400000000002
2016,Corporate,West,Aurora,752.4100000000001
2017,Corporate,West,Aurora,337.688
2014,Corporate,West,Bakersfield,
2015,Corporate,West,Bakersfield,
2016,Corporate,West,Bakersfield,36.16
2017,Corporate,West,Bakersfield,
2014,Corporate,West,Bellevue,
2015,Corporate,West,Bellevue,5.28
2016,Corporate,West,Bellevue,
2017,Corporate,West,Bellevue,
2014,Corporate,West,Bellingham,
2015,Corporate,West,Bellingham,
2016,Corporate,West,Bellingham,
2017,Corporate,West,Bellingham,1099.5
2014,Corporate,West,Billings,8.288
2015,Corporate,West,Billings,
2016,Corporate,West,Billings,
2017,Corporate,West,Billings,
2014,Corporate,West,Boise,
2015,Corporate,West,Boise,1004.4999999999999
2016,Corporate,West,Boise,
2017,Corporate,West,Boise,
2014,Corporate,West,Brentwood,371.52
2015,Corporate,West,Brentwood,
2016,Corporate,West,Brentwood,
2017,Corporate,West,Brentwood,3408.412
2014,Corporate,West,Broomfield,
2015,Corporate,West,Broomfield,
2016,Corporate,West,Broomfield,68.43200000000002
2017,Corporate,West,Broomfield,
2014,Corporate,West,Caldwell,455.63199999999995
2015,Corporate,West,Caldwell,
2016,Corporate,West,Caldwell,
2017,Corporate,West,Caldwell,
2014,Corporate,West,Camarillo,
2015,Corporate,West,Camarillo,1452.7875000000001
2016,Corporate,West,Camarillo,
2017,Corporate,West,Camarillo,
2014,Corporate,West,Carlsbad,
2015,Corporate,West,Carlsbad,
2016,Corporate,West,Carlsbad,24.904
2017,Corporate,West,Carlsbad,126.98
2014,Corporate,West,Chandler,73.915
2015,Corporate,West,Chandler,
2016,Corporate,West,Chandler,
2017,Corporate,West,Chandler,83.88
2014,Corporate,West,Chico,
2015,Corporate,West,Chico,
2016,Corporate,West,Chico,
2017,Corporate,West,Chico,753.1120000000001
2014,Corporate,West,Coachella,
2015,Corporate,West,Coachella,
2016,Corporate,West,Coachella,
2017,Corporate,West,Coachella,163.55
2014,Corporate,West,Colorado Springs,855.2720000000002
2015,Corporate,West,Colorado Springs,108.21800000000002
2016,Corporate,West,Colorado Springs,
2017,Corporate,West,Colorado Springs,
2014,Corporate,West,Concord,
2015,Corporate,West,Concord,
2016,Corporate,West,Concord,
2017,Corporate,West,Concord,1629.7120000000002
2014,Corporate,West,Covington,
2015,Corporate,West,Covington,46.900000000000006
2016,Corporate,West,Covington,
2017,Corporate,West,Covington,
2014,Corporate,West,Denver,
2015,Corporate,West,Denver,1185.77
2016,Corporate,West,Denver,2738.202
2017,Corporate,West,Denver,1915.624
2014,Corporate,West,Draper,111.93
2015,Corporate,West,Draper,
2016,Corporate,West,Draper,
2017,Corporate,West,Draper,
2014,Corporate,West,Edmonds,
2015,Corporate,West,Edmonds,
2016,Corporate,West,Edmonds,179.97
2017,Corporate,West,Edmonds,
2014,Corporate,West,El Cajon,
2015,Corporate,West,El Cajon,
2016,Corporate,West,El Cajon,387.136
2017,Corporate,West,El Cajon,
2014,Corporate,West,Escondido,17.248
2015,Corporate,West,Escondido,
2016,Corporate,West,Escondido,
2017,Corporate,West,Escondido,
2014,Corporate,West,Eugene,
2015,Corporate,West,Eugene,
2016,Corporate,West,Eugene,1465.032
2017,Corporate,West,Eugene,
2014,Corporate,West,Everett,
2015,Corporate,West,Everett,
2016,Corporate,West,Everett,
2017,Corporate,West,Everett,3.8560000000000003
2014,Corporate,West,Fairfield,
2015,Corporate,West,Fairfield,
2016,Corporate,West,Fairfield,
2017,Corporate,West,Fairfield,1470.584
2014,Corporate,West,Farmington,
2015,Corporate,West,Farmington,
2016,Corporate,West,Farmington,
2017,Corporate,West,Farmington,159.99
2014,Corporate,West,Fresno,67.11200000000001
2015,Corporate,West,Fresno,
2016,Corporate,West,Fresno,727.878
2017,Corporate,West,Fresno,
2014,Corporate,West,Gilbert,1280.9920000000002
2015,Corporate,West,Gilbert,1511.5040000000001
2016,Corporate,West,Gilbert,
2017,Corporate,West,Gilbert,
2014,Corporate,West,Glendale,21.376
2015,Corporate,West,Glendale,266.35200000000003
2016,Corporate,West,Glendale,138.496
2017,Corporate,West,Glendale,
2014,Corporate,West,Gresham,
2015,Corporate,West,Gresham,
2016,Corporate,West,Gresham,403.168
2017,Corporate,West,Gresham,
2014,Corporate,West,Helena,
2015,Corporate,West,Helena,
2016,Corporate,West,Helena,
2017,Corporate,West,Helena,39.900000000000006
2014,Corporate,West,Henderson,
2015,Corporate,West,Henderson,
2016,Corporate,West,Henderson,1691.6080000000002
2017,Corporate,West,Henderson,196.45
2014,Corporate,West,Hesperia,
2015,Corporate,West,Hesperia,
2016,Corporate,West,Hesperia,776.4675
2017,Corporate,West,Hesperia,436.70400000000006
2014,Corporate,West,Hillsboro,
2015,Corporate,West,Hillsboro,
2016,Corporate,West,Hillsboro,
2017,Corporate,West,Hillsboro,23.766000000000002
2014,Corporate,West,Huntington Beach,19.16
2015,Corporate,West,Huntington Beach,
2016,Corporate,West,Huntington Beach,
2017,Corporate,West,Huntington Beach,2399.96
2014,Corporate,West,Inglewood,
2015,Corporate,West,Inglewood,
2016,Corporate,West,Inglewood,
2017,Corporate,West,Inglewood,2986.5920000000006
2014,Corporate,West,La Quinta,
2015,Corporate,West,La Quinta,46.32
2016,Corporate,West,La Quinta,
2017,Corporate,West,La Quinta,
2014,Corporate,West,Laguna Niguel,
2015,Corporate,West,Laguna Niguel,
2016,Corporate,West,Laguna Niguel,
2017,Corporate,West,Laguna Niguel,74.04
2014,Corporate,West,Las Vegas,
2015,Corporate,West,Las Vegas,161.36
2016,Corporate,West,Las Vegas,
2017,Corporate,West,Las Vegas,
2014,Corporate,West,Lehi,
2015,Corporate,West,Lehi,16.776000000000003
2016,Corporate,West,Lehi,
2017,Corporate,West,Lehi,
2014,Corporate,West,Lodi,39.68
2015,Corporate,West,Lodi,
2016,Corporate,West,Lodi,
2017,Corporate,West,Lodi,
2014,Corporate,West,Long Beach,10.1
2015,Corporate,West,Long Beach,
2016,Corporate,West,Long Beach,
2017,Corporate,West,Long Beach,340.70400000000006
2014,Corporate,West,Longmont,
2015,Corporate,West,Longmont,
2016,Corporate,West,Longmont,165.60000000000002
2017,Corporate,West,Longmont,
2014,Corporate,West,Los Angeles,9780.984499999997
2015,Corporate,West,Los Angeles,6266.322000000001
2016,Corporate,West,Los Angeles,17594.858
2017,Corporate,West,Los Angeles,13144.073999999997
2014,Corporate,West,Louisville,
2015,Corporate,West,Louisville,6.848000000000001
2016,Corporate,West,Louisville,
2017,Corporate,West,Louisville,38.760000000000005
2014,Corporate,West,Loveland,
2015,Corporate,West,Loveland,
2016,Corporate,West,Loveland,
2017,Corporate,West,Loveland,17.94
2014,Corporate,West,Medford,
2015,Corporate,West,Medford,9.762
2016,Corporate,West,Medford,
2017,Corporate,West,Medford,
2014,Corporate,West,Meridian,
2015,Corporate,West,Meridian,
2016,Corporate,West,Meridian,
2017,Corporate,West,Meridian,21.312000000000005
2014,Corporate,West,Mesa,100.70400000000001
2015,Corporate,West,Mesa,1044.075
2016,Corporate,West,Mesa,
2017,Corporate,West,Mesa,
2014,Corporate,West,Modesto,
2015,Corporate,West,Modesto,
2016,Corporate,West,Modesto,
2017,Corporate,West,Modesto,52.792
2014,Corporate,West,Montebello,
2015,Corporate,West,Montebello,
2016,Corporate,West,Montebello,27.88
2017,Corporate,West,Montebello,
2014,Corporate,West,Moreno Valley,
2015,Corporate,West,Moreno Valley,182.72
2016,Corporate,West,Moreno Valley,
2017,Corporate,West,Moreno Valley,
2014,Corporate,West,North Las Vegas,134.6
2015,Corporate,West,North Las Vegas,
2016,Corporate,West,North Las Vegas,58.58
2017,Corporate,West,North Las Vegas,
2014,Corporate,West,Oakland,
2015,Corporate,West,Oakland,
2016,Corporate,West,Oakland,75.126
2017,Corporate,West,Oakland,2390.776
2014,Corporate,West,Oceanside,
2015,Corporate,West,Oceanside,
2016,Corporate,West,Oceanside,
2017,Corporate,West,Oceanside,222.03199999999998
2014,Corporate,West,Orem,
2015,Corporate,West,Orem,
2016,Corporate,West,Orem,
2017,Corporate,West,Orem,11.68
2014,Corporate,West,Oxnard,
2015,Corporate,West,Oxnard,131.48000000000002
2016,Corporate,West,Oxnard,
2017,Corporate,West,Oxnard,
2014,Corporate,West,Parker,
2015,Corporate,West,Parker,
2016,Corporate,West,Parker,874.3080000000001
2017,Corporate,West,Parker,
2014,Corporate,West,Pasadena,
2015,Corporate,West,Pasadena,
2016,Corporate,West,Pasadena,198.84
2017,Corporate,West,Pasadena,171.288
2014,Corporate,West,Peoria,
2015,Corporate,West,Peoria,174.30400000000003
2016,Corporate,West,Peoria,
2017,Corporate,West,Peoria,
2014,Corporate,West,Phoenix,645.1590000000002
2015,Corporate,West,Phoenix,365.4960000000001
2016,Corporate,West,Phoenix,532.5190000000001
2017,Corporate,West,Phoenix,1125.864
2014,Corporate,West,Pleasant Grove,
2015,Corporate,West,Pleasant Grove,12.144
2016,Corporate,West,Pleasant Grove,
2017,Corporate,West,Pleasant Grove,
2014,Corporate,West,Pomona,
2015,Corporate,West,Pomona,
2016,Corporate,West,Pomona,
2017,Corporate,West,Pomona,421.42
2014,Corporate,West,Portland,
2015,Corporate,West,Portland,
2016,Corporate,West,Portland,335.8
2017,Corporate,West,Portland,42.28000000000001
2014,Corporate,West,Provo,21.98
2015,Corporate,West,Provo,
2016,Corporate,West,Provo,
2017,Corporate,West,Provo,1782.1040000000003
2014,Corporate,West,Pueblo,
2015,Corporate,West,Pueblo,3.408
2016,Corporate,West,Pueblo,
2017,Corporate,West,Pueblo,
2014,Corporate,West,Rancho Cucamonga,
2015,Corporate,West,Rancho Cucamonga,5.76
2016,Corporate,West,Rancho Cucamonga,
2017,Corporate,West,Rancho Cucamonga,
2014,Corporate,West,Redlands,
2015,Corporate,West,Redlands,14.280000000000001
2016,Corporate,West,Redlands,
2017,Corporate,West,Redlands,
2014,Corporate,West,Redmond,
2015,Corporate,West,Redmond,
2016,Corporate,West,Redmond,
2017,Corporate,West,Redmond,265.299
2014,Corporate,West,Redondo Beach,1840.0430000000001
2015,Corporate,West,Redondo Beach,
2016,Corporate,West,Redondo Beach,
2017,Corporate,West,Redondo Beach,
2014,Corporate,West,Redwood City,
2015,Corporate,West,Redwood City,
2016,Corporate,West,Redwood City,41.904
2017,Corporate,West,Redwood City,
2014,Corporate,West,Reno,
2015,Corporate,West,Reno,
2016,Corporate,West,Reno,163.408
2017,Corporate,West,Reno,
2014,Corporate,West,Riverside,602.43
2015,Corporate,West,Riverside,160.4
2016,Corporate,West,Riverside,1085.688
2017,Corporate,West,Riverside,
2014,Corporate,West,Roseville,
2015,Corporate,West,Roseville,
2016,Corporate,West,Roseville,423.05
2017,Corporate,West,Roseville,
2014,Corporate,West,Sacramento,1403.9200000000003
2015,Corporate,West,Sacramento,12.832
2016,Corporate,West,Sacramento,335.12
2017,Corporate,West,Sacramento,5325.884
2014,Corporate,West,Salem,344.92
2015,Corporate,West,Salem,
2016,Corporate,West,Salem,
2017,Corporate,West,Salem,
2014,Corporate,West,Salinas,
2015,Corporate,West,Salinas,481.69800000000004
2016,Corporate,West,Salinas,44.040000000000006
2017,Corporate,West,Salinas,54.89600000000001
2014,Corporate,West,San Diego,1491.343
2015,Corporate,West,San Diego,2697.7799999999997
2016,Corporate,West,San Diego,4375.722000000001
2017,Corporate,West,San Diego,1886.2259999999999
2014,Corporate,West,San Francisco,6829.850000000001
2015,Corporate,West,San Francisco,6923.317000000001
2016,Corporate,West,San Francisco,15820.890000000003
2017,Corporate,West,San Francisco,15029.783
2014,Corporate,West,San Jose,
2015,Corporate,West,San Jose,244.77999999999997
2016,Corporate,West,San Jose,494.254
2017,Corporate,West,San Jose,412.99600000000004
2014,Corporate,West,Santa Ana,
2015,Corporate,West,Santa Ana,
2016,Corporate,West,Santa Ana,
2017,Corporate,West,Santa Ana,163.392
2014,Corporate,West,Santa Barbara,
2015,Corporate,West,Santa Barbara,402.14599999999996
2016,Corporate,West,Santa Barbara,
2017,Corporate,West,Santa Barbara,
2014,Corporate,West,Santa Clara,131.84000000000003
2015,Corporate,West,Santa Clara,
2016,Corporate,West,Santa Clara,
2017,Corporate,West,Santa Clara,10.56
2014,Corporate,West,Scottsdale,
2015,Corporate,West,Scottsdale,
2016,Corporate,West,Scottsdale,111.888
2017,Corporate,West,Scottsdale,307.776
2014,Corporate,West,Seattle,7951.211999999999
2015,Corporate,West,Seattle,8635.466
2016,Corporate,West,Seattle,3991.646
2017,Corporate,West,Seattle,15613.566000000006
2014,Corporate,West,Sierra Vista,
2015,Corporate,West,Sierra Vista,
2016,Corporate,West,Sierra Vista,61.70400000000001
2017,Corporate,West,Sierra Vista,
2014,Corporate,West,Sparks,
2015,Corporate,West,Sparks,
2016,Corporate,West,Sparks,2396.4
2017,Corporate,West,Sparks,
2014,Corporate,West,Spokane,
2015,Corporate,West,Spokane,
2016,Corporate,West,Spokane,837.5999999999999
2017,Corporate,West,Spokane,719.2980000000001
2014,Corporate,West,Springfield,64.864
2015,Corporate,West,Springfield,1475.133
2016,Corporate,West,Springfield,859.2
2017,Corporate,West,Springfield,1209.6760000000002
2014,Corporate,West,Stockton,
2015,Corporate,West,Stockton,
2016,Corporate,West,Stockton,273.92
2017,Corporate,West,Stockton,
2014,Corporate,West,Sunnyvale,
2015,Corporate,West,Sunnyvale,
2016,Corporate,West,Sunnyvale,
2017,Corporate,West,Sunnyvale,636.21
2014,Corporate,West,Tempe,677.5440000000001
2015,Corporate,West,Tempe,
2016,Corporate,West,Tempe,
2017,Corporate,West,Tempe,62.352000000000004
2014,Corporate,West,Thousand Oaks,
2015,Corporate,West,Thousand Oaks,
2016,Corporate,West,Thousand Oaks,
2017,Corporate,West,Thousand Oaks,190.07
2014,Corporate,West,Tigard,
2015,Corporate,West,Tigard,
2016,Corporate,West,Tigard,65.07000000000001
2017,Corporate,West,Tigard,
2014,Corporate,West,Torrance,
2015,Corporate,West,Torrance,
2016,Corporate,West,Torrance,1120.368
2017,Corporate,West,Torrance,2011.8999999999999
2014,Corporate,West,Tucson,388.70399999999995
2015,Corporate,West,Tucson,238.15200000000004
2016,Corporate,West,Tucson,852.488
2017,Corporate,West,Tucson,1475.0539999999999
2014,Corporate,West,Twin Falls,
2015,Corporate,West,Twin Falls,
2016,Corporate,West,Twin Falls,1148.8059999999998
2017,Corporate,West,Twin Falls,
2014,Corporate,West,Vancouver,
2015,Corporate,West,Vancouver,
2016,Corporate,West,Vancouver,633.1759999999999
2017,Corporate,West,Vancouver,9.64
2014,Corporate,West,Visalia,
2015,Corporate,West,Visalia,7.92
2016,Corporate,West,Visalia,
2017,Corporate,West,Visalia,
2014,Corporate,West,Woodland,
2015,Corporate,West,Woodland,
2016,Corporate,West,Woodland,
2017,Corporate,West,Woodland,24.678
2014,Corporate,West,Yucaipa,
2015,Corporate,West,Yucaipa,50.8
2016,Corporate,West,Yucaipa,
2017,Corporate,West,Yucaipa,
2014,Corporate,West,Yuma,
2015,Corporate,West,Yuma,
2016,Corporate,West,Yuma,196.02400000000003
2017,Corporate,West,Yuma,
2014,Home Office,Central,Ann Arbor,
2015,Home Office,Central,Ann Arbor,152.79999999999998
2016,Home Office,Central,Ann Arbor,
2017,Home Office,Central,Ann Arbor,
2014,Home Office,Central,Appleton,21.560000000000002
2015,Home Office,Central,Appleton,
2016,Home Office,Central,Appleton,
2017,Home Office,Central,Appleton,
2014,Home Office,Central,Arlington,
2015,Home Office,Central,Arlington,
2016,Home Office,Central,Arlington,
2017,Home Office,Central,Arlington,11.645999999999997
2014,Home Office,Central,Aurora,68.204
2015,Home Office,Central,Aurora,904.1790000000001
2016,Home Office,Central,Aurora,1103.88
2017,Home Office,Central,Aurora,298.464
2014,Home Office,Central,Austin,758.3520000000001
2015,Home Office,Central,Austin,3.881999999999999
2016,Home Office,Central,Austin,
2017,Home Office,Central,Austin,94.508
2014,Home Office,Central,Bedford,
2015,Home Office,Central,Bedford,20.96
2016,Home Office,Central,Bedford,
2017,Home Office,Central,Bedford,
2014,Home Office,Central,Bloomington,308.59999999999997
2015,Home Office,Central,Bloomington,
2016,Home Office,Central,Bloomington,
2017,Home Office,Central,Bloomington,
2014,Home Office,Central,Bolingbrook,9.979999999999997
2015,Home Office,Central,Bolingbrook,
2016,Home Office,Central,Bolingbrook,
2017,Home Office,Central,Bolingbrook,
2014,Home Office,Central,Broken Arrow,
2015,Home Office,Central,Broken Arrow,821.94
2016,Home Office,Central,Broken Arrow,
2017,Home Office,Central,Broken Arrow,
2014,Home Office,Central,Brownsville,714.966
2015,Home Office,Central,Brownsville,
2016,Home Office,Central,Brownsville,
2017,Home Office,Central,Brownsville,
2014,Home Office,Central,Bryan,
2015,Home Office,Central,Bryan,
2016,Home Office,Central,Bryan,
2017,Home Office,Central,Bryan,65.84
2014,Home Office,Central,Burlington,
2015,Home Office,Central,Burlington,
2016,Home Office,Central,Burlington,
2017,Home Office,Central,Burlington,12.68
2014,Home Office,Central,Canton,
2015,Home Office,Central,Canton,
2016,Home Office,Central,Canton,
2017,Home Office,Central,Canton,501.81000000000006
2014,Home Office,Central,Chicago,1567.612
2015,Home Office,Central,Chicago,489.659
2016,Home Office,Central,Chicago,3283.291
2017,Home Office,Central,Chicago,6813.956999999999
2014,Home Office,Central,Columbia,
2015,Home Office,Central,Columbia,
2016,Home Office,Central,Columbia,2377.5600000000004
2017,Home Office,Central,Columbia,
2014,Home Office,Central,Columbus,
2015,Home Office,Central,Columbus,24.56
2016,Home Office,Central,Columbus,40.879999999999995
2017,Home Office,Central,Columbus,237.46
2014,Home Office,Central,Corpus Christi,
2015,Home Office,Central,Corpus Christi,
2016,Home Office,Central,Corpus Christi,
2017,Home Office,Central,Corpus Christi,74.352
2014,Home Office,Central,Dallas,1340.976
2015,Home Office,Central,Dallas,14.216
2016,Home Office,Central,Dallas,231.056
2017,Home Office,Central,Dallas,2366.352999999999
2014,Home Office,Central,Danville,
2015,Home Office,Central,Danville,
2016,Home Office,Central,Danville,
2017,Home Office,Central,Danville,43.37199999999999
2014,Home Office,Central,Des Moines,
2015,Home Office,Central,Des Moines,25.9
2016,Home Office,Central,Des Moines,
2017,Home Office,Central,Des Moines,
2014,Home Office,Central,Detroit,212.94
2015,Home Office,Central,Detroit,1472.23
2016,Home Office,Central,Detroit,569.3599999999999
2017,Home Office,Central,Detroit,1106.06
2014,Home Office,Central,Dubuque,
2015,Home Office,Central,Dubuque,1423.34
2016,Home Office,Central,Dubuque,
2017,Home Office,Central,Dubuque,
2014,Home Office,Central,Eagan,
2015,Home Office,Central,Eagan,74.94
2016,Home Office,Central,Eagan,
2017,Home Office,Central,Eagan,
2014,Home Office,Central,Eau Claire,91.67999999999999
2015,Home Office,Central,Eau Claire,
2016,Home Office,Central,Eau Claire,
2017,Home Office,Central,Eau Claire,
2014,Home Office,Central,El Paso,11.364
2015,Home Office,Central,El Paso,
2016,Home Office,Central,El Paso,
2017,Home Office,Central,El Paso,
2014,Home Office,Central,Elmhurst,651.588
2015,Home Office,Central,Elmhurst,
2016,Home Office,Central,Elmhurst,240.04000000000002
2017,Home Office,Central,Elmhurst,
2014,Home Office,Central,Fargo,
2015,Home Office,Central,Fargo,
2016,Home Office,Central,Fargo,
2017,Home Office,Central,Fargo,28.38
2014,Home Office,Central,Fort Worth,
2015,Home Office,Central,Fort Worth,2150.466
2016,Home Office,Central,Fort Worth,
2017,Home Office,Central,Fort Worth,
2014,Home Office,Central,Franklin,
2015,Home Office,Central,Franklin,
2016,Home Office,Central,Franklin,47.97
2017,Home Office,Central,Franklin,3.6
2014,Home Office,Central,Fremont,
2015,Home Office,Central,Fremont,
2016,Home Office,Central,Fremont,
2017,Home Office,Central,Fremont,15.92
2014,Home Office,Central,Frisco,
2015,Home Office,Central,Frisco,27.168000000000003
2016,Home Office,Central,Frisco,
2017,Home Office,Central,Frisco,
2014,Home Office,Central,Garland,8.544
2015,Home Office,Central,Garland,
2016,Home Office,Central,Garland,
2017,Home Office,Central,Garland,30.384
2014,Home Office,Central,Grand Prairie,
2015,Home Office,Central,Grand Prairie,
2016,Home Office,Central,Grand Prairie,
2017,Home Office,Central,Grand Prairie,23.680000000000003
2014,Home Office,Central,Grand Rapids,19.44
2015,Home Office,Central,Grand Rapids,
2016,Home Office,Central,Grand Rapids,
2017,Home Office,Central,Grand Rapids,
2014,Home Office,Central,Greenwood,
2015,Home Office,Central,Greenwood,
2016,Home Office,Central,Greenwood,
2017,Home Office,Central,Greenwood,240.14999999999998
2014,Home Office,Central,Highland Park,
2015,Home Office,Central,Highland Park,
2016,Home Office,Central,Highland Park,3.1359999999999992
2017,Home Office,Central,Highland Park,
2014,Home Office,Central,Holland,
2015,Home Office,Central,Holland,
2016,Home Office,Central,Holland,130.36
2017,Home Office,Central,Holland,
2014,Home Office,Central,Houston,1558.1218000000001
2015,Home Office,Central,Houston,2534.1688
2016,Home Office,Central,Houston,1268.1740000000002
2017,Home Office,Central,Houston,3115.0644
2014,Home Office,Central,Huntsville,142.344
2015,Home Office,Central,Huntsville,
2016,Home Office,Central,Huntsville,
2017,Home Office,Central,Huntsville,
2014,Home Office,Central,Independence,
2015,Home Office,Central,Independence,
2016,Home Office,Central,Independence,
2017,Home Office,Central,Independence,1577.94
2014,Home Office,Central,Indianapolis,
2015,Home Office,Central,Indianapolis,999.98
2016,Home Office,Central,Indianapolis,
2017,Home Office,Central,Indianapolis,639.83
2014,Home Office,Central,Jackson,
2015,Home Office,Central,Jackson,111.74000000000001
2016,Home Office,Central,Jackson,1110.1399999999999
2017,Home Office,Central,Jackson,4720.793
2014,Home Office,Central,Jefferson City,
2015,Home Office,Central,Jefferson City,
2016,Home Office,Central,Jefferson City,86.62
2017,Home Office,Central,Jefferson City,
2014,Home Office,Central,Kenosha,
2015,Home Office,Central,Kenosha,
2016,Home Office,Central,Kenosha,
2017,Home Office,Central,Kenosha,399.95
2014,Home Office,Central,Lafayette,
2015,Home Office,Central,Lafayette,
2016,Home Office,Central,Lafayette,
2017,Home Office,Central,Lafayette,526.45
2014,Home Office,Central,Lakeville,3745.63
2015,Home Office,Central,Lakeville,155.88
2016,Home Office,Central,Lakeville,
2017,Home Office,Central,Lakeville,
2014,Home Office,Central,Lansing,
2015,Home Office,Central,Lansing,
2016,Home Office,Central,Lansing,
2017,Home Office,Central,Lansing,269.68
2014,Home Office,Central,Lawrence,
2015,Home Office,Central,Lawrence,10.74
2016,Home Office,Central,Lawrence,196.33
2017,Home Office,Central,Lawrence,
2014,Home Office,Central,League City,554.1659999999999
2015,Home Office,Central,League City,
2016,Home Office,Central,League City,
2017,Home Office,Central,League City,
2014,Home Office,Central,Lubbock,
2015,Home Office,Central,Lubbock,
2016,Home Office,Central,Lubbock,
2017,Home Office,Central,Lubbock,11.363999999999997
2014,Home Office,Central,Manhattan,273.96
2015,Home Office,Central,Manhattan,
2016,Home Office,Central,Manhattan,
2017,Home Office,Central,Manhattan,
2014,Home Office,Central,Maple Grove,
2015,Home Office,Central,Maple Grove,
2016,Home Office,Central,Maple Grove,
2017,Home Office,Central,Maple Grove,146.89
2014,Home Office,Central,Marion,
2015,Home Office,Central,Marion,
2016,Home Office,Central,Marion,
2017,Home Office,Central,Marion,106.32
2014,Home Office,Central,Mcallen,
2015,Home Office,Central,Mcallen,100.85999999999999
2016,Home Office,Central,Mcallen,
2017,Home Office,Central,Mcallen,
2014,Home Office,Central,Midland,15.28
2015,Home Office,Central,Midland,3999.702
2016,Home Office,Central,Midland,
2017,Home Office,Central,Midland,
2014,Home Office,Central,Milwaukee,
2015,Home Office,Central,Milwaukee,2920.42
2016,Home Office,Central,Milwaukee,490.32
2017,Home Office,Central,Milwaukee,131.65
2014,Home Office,Central,Minneapolis,
2015,Home Office,Central,Minneapolis,
2016,Home Office,Central,Minneapolis,692.9399999999999
2017,Home Office,Central,Minneapolis,55.56
2014,Home Office,Central,Moorhead,479.90000000000003
2015,Home Office,Central,Moorhead,
2016,Home Office,Central,Moorhead,
2017,Home Office,Central,Moorhead,
2014,Home Office,Central,Muskogee,
2015,Home Office,Central,Muskogee,
2016,Home Office,Central,Muskogee,
2017,Home Office,Central,Muskogee,1721.7
2014,Home Office,Central,Naperville,288.06
2015,Home Office,Central,Naperville,
2016,Home Office,Central,Naperville,
2017,Home Office,Central,Naperville,
2014,Home Office,Central,Normal,
2015,Home Office,Central,Normal,366.74399999999997
2016,Home Office,Central,Normal,
2017,Home Office,Central,Normal,
2014,Home Office,Central,Odessa,340.116
2015,Home Office,Central,Odessa,
2016,Home Office,Central,Odessa,
2017,Home Office,Central,Odessa,
2014,Home Office,Central,Oklahoma City,
2015,Home Office,Central,Oklahoma City,
2016,Home Office,Central,Oklahoma City,2176.19
2017,Home Office,Central,Oklahoma City,
2014,Home Office,Central,Olathe,787.8499999999999
